horizon,policy,model,n,rmse,mae,bias,directional_hit,fallback_rate
1,independent,TVW_QRF,3,0.34819816027256756,0.2825459839408586,0.03675279639510263,0.6666666666666666,0.0
1,sentiment,BBIM,3,0.4391909891702936,0.3774687208021767,0.18992256822152098,0.6666666666666666,0.0
1,full,BBIM,3,0.4495132397920458,0.39144826581365866,0.18912950119813823,0.6666666666666666,0.0
1,independent,BBIM,3,0.45687134098662785,0.39967179777683043,0.2007596613561431,0.6666666666666666,0.0
1,common,AR3,3,0.46088680322205616,0.4184933121429424,0.16331703163603764,0.6666666666666666,0.0
1,sentiment,TVW_QRF,3,0.49030435092326363,0.4151120981506116,-0.01579644003660034,0.3333333333333333,0.0
1,full,TVW_QRF,3,0.515243986953134,0.4362769415235772,-0.04183463259196855,0.3333333333333333,0.0
1,common,RW,3,0.6383674350958891,0.5701450122481614,-0.06290134185053346,0.3333333333333333,0.0
3,independent,TVW_QRF,3,0.27070165094042287,0.21423725725912257,0.08216313179890566,0.6666666666666666,0.0
3,full,TVW_QRF,3,0.3572116952144235,0.25261937868936185,0.1477434265067655,0.6666666666666666,0.0
3,sentiment,TVW_QRF,3,0.423934864495152,0.28697255478641,0.2257802807591038,0.6666666666666666,0.0
3,common,AR3,3,0.4468498295225213,0.37325791315734563,0.1682676529958019,0.6666666666666666,0.0
3,full,BBIM,3,0.449924864357566,0.39214152212912395,0.2504802497146415,0.6666666666666666,0.0
3,sentiment,BBIM,3,0.4516599786451936,0.3965043413057338,0.24537721833931828,0.6666666666666666,0.0
3,independent,BBIM,3,0.4550515739560978,0.4088494629492289,0.23746619732990282,0.6666666666666666,0.0
3,common,RW,3,0.5460253419493047,0.44459291562056374,0.14960944438630422,0.3333333333333333,0.0
