horizon,policy,model,n,rmse,mae,bias,directional_hit,fallback_rate
1,independent,TVW_QRF,12,0.37142153400222305,0.31490962523906035,0.10779223092197517,0.6666666666666666,0.0
1,common,AR3,12,0.49126082619499634,0.4354630121312615,0.15131329879827748,0.5833333333333334,0.0
1,independent,BBIM,12,0.49979118897945385,0.4286632614654711,0.2302866487934179,0.5833333333333334,0.0
1,common,RW,12,0.713650878738851,0.6244226753834292,-0.015271925918314277,0.3333333333333333,0.0
3,independent,TVW_QRF,12,0.3976400684140133,0.32915709104852825,0.08711193646366942,0.5833333333333334,0.0
3,common,AR3,12,0.48462902543909475,0.4166202543118627,0.1731667983698136,0.5833333333333334,0.0
3,independent,BBIM,12,0.4991563863654962,0.43709599001362737,0.22963503851990774,0.5833333333333334,0.0
3,common,RW,12,0.5056297811270198,0.43291510901796726,0.05996589179610434,0.5833333333333334,0.0
6,common,AR3,12,0.47057259389309936,0.4094090502528877,0.16238932999095132,0.5833333333333334,0.0
6,independent,BBIM,12,0.49987224232740285,0.4269104072496719,0.24719320670304099,0.5833333333333334,0.0
6,independent,TVW_QRF,12,0.5451073372034599,0.4304357241527479,0.11049978602936135,0.5833333333333334,0.0
6,common,RW,12,0.5489240670313272,0.4400354672626052,-0.008907359256013492,0.4166666666666667,0.0
9,independent,TVW_QRF,12,0.34740962795037883,0.32270736924754023,0.0711626019328892,0.6666666666666666,0.0
9,common,RW,12,0.4638418132126779,0.3608647385382561,0.06265349089829748,0.6666666666666666,0.0
9,common,AR3,12,0.49314343049525644,0.41718280426222426,0.22716161269193655,0.5833333333333334,0.0
9,independent,BBIM,12,0.5108547997351323,0.4135753507954467,0.291106137339398,0.5833333333333334,0.0
12,common,RW,12,0.36674548037567206,0.3222382371889987,0.07897255330539717,0.6666666666666666,0.0
12,independent,TVW_QRF,12,0.39676249544833153,0.3534160691637462,0.05854933904138781,0.5833333333333334,0.0
12,common,AR3,12,0.42992468928812977,0.38700149916544174,0.21300335157937608,0.6666666666666666,0.0
12,independent,BBIM,12,0.5266223592571345,0.434953112477145,0.2700797631761222,0.5833333333333334,0.0
