edge,horizon,n_train,n_features,seconds
2010-12,1,103,31,2.190598899993347
2010-12,2,102,31,2.1876210999907926
2010-12,3,101,31,2.19212150000385
2010-12,4,100,31,3.4584643999987748
2010-12,5,99,31,3.0376232999842614
2010-12,6,98,31,3.28096549998736
2010-12,7,97,31,3.079930699983379
2010-12,8,96,31,1.6545686000026762
2010-12,9,95,31,1.6152614000020549
2010-12,10,94,31,1.6446911999955773
2010-12,11,93,28,1.538782599993283
2010-12,12,92,28,1.5010249000042677
2010-12,13,91,28,1.6899527999921702
2011-01,1,104,31,2.113609899999574
2011-01,2,103,31,2.880655699991621
2011-01,3,102,31,1.8374576999922283
2011-01,4,101,31,2.5719846000138205
2011-01,5,100,31,1.635880800022278
2011-01,6,99,31,1.513627699983772
2011-01,7,98,31,1.7069201999984216
2011-01,8,97,31,2.290031699987594
2011-01,9,96,31,1.6185939999995753
2011-01,10,95,31,1.5204043999838177
2011-01,11,94,31,1.6443150000122841
2011-01,12,93,28,1.5206300999852829
2011-01,13,92,28,1.8768775000062305
2011-02,1,105,32,1.8072645000065677
2011-02,2,104,31,1.8488217999984045
2011-02,3,103,31,1.5593960999976844
2011-02,4,102,31,1.5372684999892954
2011-02,5,101,31,2.0525919999927282
2011-02,6,100,31,1.9647427000163589
2011-02,7,99,31,1.603608000004897
2011-02,8,98,31,2.077144600014435
2011-02,9,97,31,2.1121864000160713
2011-02,10,96,31,2.0739648999879137
2011-02,11,95,31,1.5636864000116475
2011-02,12,94,31,1.5654602999857161
2011-02,13,93,28,2.770614299981389
2011-03,1,106,33,2.3929853000154253
2011-03,2,105,32,2.034853800025303
2011-03,3,104,31,1.8259697000030428
2011-03,4,103,31,1.619183900009375
2011-03,5,102,31,1.63412000000244
2011-03,6,101,31,1.6521109000022989
2011-03,7,100,31,2.0436125000123866
2011-03,8,99,31,1.614051600015955
2011-03,9,98,31,2.2436422999890056
2011-03,10,97,31,2.7473385000193957
2011-03,11,96,31,1.6471433000115212
2011-03,12,95,31,1.6142479999980424
2011-03,13,94,31,1.6000573000055738
2011-04,1,107,33,1.6960581000021193
2011-04,2,106,33,1.6917427000007592
2011-04,3,105,32,2.1379460000025574
2011-04,4,104,31,2.9034925999876577
2011-04,5,103,31,1.7185852999973577
2011-04,6,102,31,1.746967000013683
2011-04,7,101,31,2.301991899992572
2011-04,8,100,31,1.7238541999831796
2011-04,9,99,31,1.6431792000075802
2011-04,10,98,31,1.7742136000015307
2011-04,11,97,31,1.6040317000006326
2011-04,12,96,31,1.7156877999950666
2011-04,13,95,31,2.649927699996624
2011-05,1,108,33,1.8353604000003543
2011-05,2,107,33,2.273449000000255
2011-05,3,106,33,1.7032781000016257
2011-05,4,105,32,2.0104735999775585
2011-05,5,104,31,1.8640876999998
2011-05,6,103,31,1.6266319999995176
2011-05,7,102,31,1.6943275000085123
2011-05,8,101,31,2.1059224999917205
2011-05,9,100,31,2.426243299996713
2011-05,10,99,31,2.176315299991984
2011-05,11,98,31,2.14483200001996
2011-05,12,97,31,1.7488701999827754
2011-05,13,96,31,1.9050738000078127
2011-06,1,109,33,1.9598683000076562
2011-06,2,108,33,1.9621641000267118
2011-06,3,107,33,1.9203469000058249
2011-06,4,106,33,2.117910100001609
2011-06,5,105,32,1.8918091999948956
2011-06,6,104,31,2.4508173000067472
2011-06,7,103,31,2.5815261999960057
2011-06,8,102,31,1.8464149000064936
2011-06,9,101,31,1.7617393999826163
2011-06,10,100,31,1.891719599982025
2011-06,11,99,31,2.106298099999549
2011-06,12,98,31,1.8823546000057831
2011-06,13,97,31,2.7478439999977127
2011-07,1,110,33,2.2072517000196967
2011-07,2,109,33,1.7978134999866597
2011-07,3,108,33,1.925287699996261
2011-07,4,107,33,1.7076634999830276
2011-07,5,106,33,2.2648526999983005
2011-07,6,105,32,2.4428804000199307
2011-07,7,104,31,1.9475352999870665
2011-07,8,103,31,2.0752133000059985
2011-07,9,102,31,1.825170900003286
2011-07,10,101,31,2.4306139999825973
2011-07,11,100,31,2.0912070000194944
2011-07,12,99,31,2.3600416999834124
2011-07,13,98,31,1.6650714999996126
2011-08,1,111,33,2.163525500014657
2011-08,2,110,33,1.7224224999954458
2011-08,3,109,33,1.7448103999777231
2011-08,4,108,33,2.084443600004306
2011-08,5,107,33,2.5978445000073407
2011-08,6,106,33,2.2354357999865897
2011-08,7,105,32,2.228728999994928
2011-08,8,104,31,2.006278499990003
2011-08,9,103,31,2.0088399999949615
2011-08,10,102,31,2.1678962000005413
2011-08,11,101,31,1.9370549000159372
2011-08,12,100,31,1.9053115999849979
2011-08,13,99,31,2.1016365000104997
2011-09,1,112,33,1.9681403999857139
2011-09,2,111,33,1.827200100000482
2011-09,3,110,33,1.9967220999824349
2011-09,4,109,33,2.5897440999979153
2011-09,5,108,33,1.9052994000085164
2011-09,6,107,33,1.677730800001882
2011-09,7,106,33,2.1925906999967992
2011-09,8,105,32,1.7571831999812275
2011-09,9,104,31,1.840779999998631
2011-09,10,103,31,2.1494406000128947
2011-09,11,102,31,1.926070699992124
2011-09,12,101,31,2.228611300000921
