edge,horizon,quantile,value
2010-12,1,0.05,-0.2188183807439903
2010-12,1,0.1,-0.1085776330075893
2010-12,1,0.25,0.216216216216214
2010-12,1,0.3333333333333333,0.2202643171806295
2010-12,1,0.5,0.4314994606256617
2010-12,1,0.6666666666666666,0.7537688442211143
2010-12,1,0.75,0.9661835748792312
2010-12,1,0.9,1.5469613259668558
2010-12,1,0.95,2.978235967926701
2010-12,2,0.05,-0.3260869565217317
2010-12,2,0.1,-0.21535863791466317
2010-12,2,0.25,0.0
2010-12,2,0.3333333333333333,0.11348598414913069
2010-12,2,0.5,0.2202643171806295
2010-12,2,0.6666666666666666,0.3337041156840969
2010-12,2,0.75,0.4314994606256617
2010-12,2,0.9,0.5529167094587647
2010-12,2,0.95,1.2035010940919078
2010-12,3,0.05,-0.3492433061699773
2010-12,3,0.1,-0.25376043834462075
2010-12,3,0.25,0.0
2010-12,3,0.3333333333333333,0.0
2010-12,3,0.5,0.2184630509898255
2010-12,3,0.6666666666666666,0.3541912632821775
2010-12,3,0.75,0.46259528787608306
2010-12,3,0.9,0.5529167094587647
2010-12,3,0.95,0.8641975308641969
2010-12,4,0.05,-0.3211171820506825
2010-12,4,0.1,-0.2205071664829083
2010-12,4,0.25,0.0
2010-12,4,0.3333333333333333,0.0
2010-12,4,0.5,0.2155172413793149
2010-12,4,0.6666666666666666,0.3337041156840969
2010-12,4,0.75,0.4314994606256617
2010-12,4,0.9,0.6211180124223503
2010-12,4,0.95,0.9661835748792312
2010-12,5,0.05,-0.32617605131859573
2010-12,5,0.1,-0.21898725931788207
2010-12,5,0.25,0.0
2010-12,5,0.3333333333333333,0.0
2010-12,5,0.5,0.22777921741384816
2010-12,5,0.6666666666666666,0.4424778761061843
2010-12,5,0.75,0.5056890012642201
2010-12,5,0.9,0.8641975308641969
2010-12,5,0.95,1.5469613259668558
2010-12,6,0.05,-0.6067129842114951
2010-12,6,0.1,-0.5482456140350922
2010-12,6,0.25,-0.246305418719217
2010-12,6,0.3333333333333333,-0.2150537634408644
2010-12,6,0.5,0.0
2010-12,6,0.6666666666666666,0.12806136544617838
2010-12,6,0.75,0.2534854245880735
2010-12,6,0.9,0.5494505494505475
2010-12,6,0.95,0.9291521486643584
2010-12,7,0.05,-0.6009615384615419
