period,food,food_ppi,agri4
2015-01,0.0,0.0,0.0
2015-02,-0.15026298845349076,-0.8032171697264268,-0.26981098594109865
2015-03,-0.15026298845349076,-0.7032671364180736,-1.815877580975171
2015-04,0.1500375375234714,-0.503466870150767,-1.1787437632647746
2015-05,0.5988041844622694,-0.8039177721806396,-3.374892574153005
2015-06,0.5988041844622694,-1.0041180392479472,-3.2675937043983123
2015-07,-1.3605652055778485,-0.8043177729806423,-5.15155363735453
2015-08,-2.124510861373604,-1.104768675010515,-5.309463723685495
2015-09,-1.3605652055778485,-1.104768675010515,-6.9696033436514115
2015-10,-1.665443490513712,-1.505570814764397,-5.852895292134847
2015-11,-2.431730765070624,-1.9063729545182788,-6.790580384215272
2015-12,-3.3590944436035324,-2.3071750942721607,-6.864946268052371
2016-01,-1.9712541263958023,-2.4072251276305145,-8.149340650839004
2016-02,-1.665443490513712,-2.8080272673843965,-9.885759731964859
2016-03,-1.665443490513712,-3.813060852734541,-12.354044143815234
2016-04,-1.512888159630009,-4.1135117547644136,-14.266023833484269
2016-05,-1.9712541263958023,-4.715318987320716,-16.396175619077034
2016-06,-2.431730765070624,-4.915519254388023,-14.755198471306715
2016-07,-1.9712541263958023,-4.516317127434277,-13.265128301211442
2016-08,-2.585695383629895,-4.017562976330369,-13.689955864551953
2016-09,-2.739897418811439,-3.5188088252264613,-12.426377082706646
2016-10,-2.894337603948842,-3.0200546741225534,-10.91430977652106
2016-11,-0.9049835519917815,-2.4218475063678078,-10.358184221770294
2016-12,-0.15026298845349076,-2.3218974730594546,-9.74702399150873
2017-01,1.490340550257495,-2.2219474397511014,-6.756328244364829
2017-02,2.812916772183623,-2.1219974064427483,-6.69802709306333
2017-03,2.520518903040096,-2.1219974064427483,-4.742923819999411
2017-04,2.0803127629763325,-1.226023269295558,-4.504308885978343
2017-05,2.520518903040096,-0.8268211423418137,-2.512049841471776
2017-06,2.666824708216149,-0.12925976869928846,-2.7725704154758675
2017-07,3.5401927050916,0.26994235825445756,-0.5891425017314561
2017-08,2.812916772183623,0.7686965093583638,-2.7806708941079075
2017-09,2.812916772183623,1.0682474073382124,-1.7033486536859468
2017-10,4.549574022013486,1.0682474073382124,-2.215632076044736
2017-11,4.692943222198336,-0.13901071608871263,-2.1324192846531296
2017-12,5.264373348542209,-0.740817948645013,-3.5106509339932765
2018-01,5.832556695285292,-1.4432794423414599,-4.322711894096589
2018-02,4.979066450301561,-2.2464966120678866,-6.465447428038369
2018-03,4.549574022013486,-2.2464966120678866,-6.127872764375668
2018-04,3.974032864951412,-2.2464966120678866,-7.008805231411736
2018-05,4.836107169342127,-2.1465465787595335,-8.323917449551669
2018-06,5.264373348542209,-1.8469956807796848,-8.509956879851174
2018-07,3.3951600473269594,-1.7470456474713316,-8.872916673859544
2018-08,3.3951600473269594,-1.447494749491483,-6.273750332445633
2018-09,4.262217502440307,-0.948740598387575,-4.9820872331431705
2018-10,4.692943222198336,-0.649189700407728,-2.564091804823725
2018-11,3.3951600473269594,-0.5492396670993749,-3.6083742675180925
2018-12,4.692943222198336,-0.6492897004577287,-2.3967238567627187
2019-01,5.548868561765341,-0.2500875735039827,-2.112057682619208
2019-02,6.397529949497203,0.2486665775999235,-1.2229223040829926
2019-03,6.397529949497203,0.34861661090827667,-1.6648747895279945
2019-04,5.690813227187959,1.2445907480554688,-0.006847449733807354
2019-05,7.65716871806577,2.140564885202661,0.8832097424300263
