period,food,food_ppi,agri4
2019-06,8.073546835243718,2.639319036306567,2.9000233152355683
2019-07,7.517989850783506,2.8391193025738737,1.5821341578489359
2019-08,7.239049642025646,2.73906926921552,-0.8701294553809538
2019-09,6.678824087158673,3.138271396169266,1.5961816348830558
2019-10,7.517989850783506,3.4378222941491146,-0.2025115945448812
2019-11,8.626034428440692,3.7373731921289632,1.505816263990075
2019-12,9.312378920938933,4.633347329276155,2.172619447068141
2020-01,11.744931297683046,5.231554497030903,3.462279237949638
2020-02,11.744931297683046,4.529093003334456,0.20492352111676393
2020-03,12.542807870863559,5.027847154438362,2.245735410406918
2020-04,13.202876273998765,5.427049281392108,1.8678292046766383
2020-05,13.858616328614673,4.623832111665681,0.9934850084177376
2020-06,13.334368732129665,3.9213706179692345,-0.7917490558212517
2020-07,11.878353598996702,3.5205684782153526,-3.133156630700484
2020-08,11.343592966337168,3.3203682111480433,-4.727040750249855
2020-09,9.994044818848707,3.0199173091181706,-6.324322078392244
2020-10,10.671095475569771,2.8197170420508613,-5.551008859246383
2020-11,10.536051565782635,2.8197170420508613,-7.517888165650238
2020-12,9.312378920938933,2.3184628596964316,-6.151724818104563
2021-01,12.410269746756706,2.418412893004785,-3.5267106025202786
2021-02,12.277555725950444,2.2182126259374755,-7.110811929729321
2021-03,12.277555725950444,2.7169667770413817,-2.5883913272398527
2021-04,13.07121068552409,3.414528150683907,-1.2099510846045642
2021-05,12.410269746756706,3.813730277637653,0.15890733153403924
2021-06,12.277555725950444,4.511291651280178,0.9426071505508596
2021-07,12.542807870863559,4.810842549260027,0.6247962707521106
2021-08,12.807358289705972,4.810842549260027,-0.14382600821139913
2021-09,11.878353598996702,4.91079258256838,-1.7028232380602604
2021-10,11.477551459242825,5.409546733672286,0.5038765215192362
2021-11,12.675170563914381,6.602403820199665,1.5125445058416256
2021-12,13.334368732129665,7.696397824033102,4.621819829301391
2022-01,17.579379070674666,9.872547002184373,6.616454777886913
2022-02,18.955260687817425,11.950800920437224,5.67803962996774
2022-03,19.821066962128885,14.517575595295003,11.779691827580764
2022-04,23.211222129697035,19.586887026846817,20.727829491872978
2022-05,26.605345472500314,23.988575568524247,27.89037266961819
2022-06,28.7682072451781,26.652768663166363,29.06878894543102
2022-07,30.221558706794887,28.33848036980865,29.782883377148366
2022-08,30.774963550259027,29.03604174345117,29.981469548621188
2022-09,30.995470806090424,30.228898829978554,31.89389707331584
2022-10,33.925685874829796,32.3071527482314,34.91054030935449
2022-11,35.72753642509763,33.40114675206484,34.85196259963683
2022-12,36.04216699403412,34.09870812570736,34.82018380614404
2023-01,39.74248637895989,35.390330652361996,35.714335636964464
2023-02,40.446360577107484,35.78953277931574,35.71483277864678
2023-03,40.84636111044211,35.48908187728587,33.45254154089468
2023-04,39.23666840622463,34.887274644729565,31.7558990593183
2023-05,40.14530666182037,33.98320017951466,28.44669890841966
2023-06,40.14530666182037,33.58239803976078,26.67205113664528
2023-07,39.33803688930926,32.879936546064336,25.125994695886497
2023-08,38.42199994944283,32.07671937633791,21.347852421044728
2023-09,36.77247801253175,30.97062464039542,21.829905153938338
2023-10,37.600640095703945,30.268163146698974,19.283175325935265
2023-11,37.18741636721289,29.9677122446691,20.565465474371067
2023-12,35.72753642509763,29.86766221131075,18.227772838490342
2024-01,35.8325233113813,29.86766221131075,18.90606444780278
2024-02,35.51723140541975,29.667461944243442,18.598086636823048
2024-03,34.77766120930684,30.365023317885964,18.618720333440773
2024-04,36.460140434304925,30.264973284527613,19.33221630857888
2024-05,36.35581074304715,30.164923251169263,18.425329442637057
2024-06,35.8325233113813,29.764121111415385,19.116728598321252
2024-07,36.146824251101215,30.063672009395233,18.816758179799358
2024-08,36.66847384299034,30.46287413634898,19.551862503462175
2024-09,37.394241673618794,30.562824169657333,18.190089378512106
2024-10,37.600640095703945,30.662774202965686,20.835000010975705
2024-11,38.01216331021461,30.962325100945534,20.737487294426707
2024-12,37.394241673618794,31.261875998925383,22.555781680631664
2025-01,40.446360577107484,31.959437372567905,23.696959397063374
2025-02,39.84334367444838,32.05938740587626,22.321308782917907
2025-03,40.6465608441748,32.15933743918461,23.348868173391583
2025-04,40.446360577107484,32.85689881282713,24.12570841856899
2025-05,41.64159392949161,33.25610093978088,25.736881828405913
2025-06,41.83941793070218,33.655303066734625,27.45400311598589
2025-07,41.14531499527871,33.85510333300193,27.1164942794915
2025-08,41.24476801192954,33.65490306593462,26.224955247793243
2025-09,40.0447536116185,33.25410092618074,24.111712983825043
2025-10,41.14531499527871,32.85329878642686,21.93622083778812
2025-11,40.245758704420915,32.05008161670044,20.52331201818325
2025-12,39.03362265118645,31.64927947694656,17.05607532294471
2026-01,41.74055484800823,30.239387038996398,14.179071163532111
2026-02,40.245758704420915,29.032128915569473,11.997651175191201
2026-03,39.540466108232316,29.132078948877826,9.864243069261256
2026-04,39.13519706316998,29.23202898218618,10.883503506763777
2026-05,39.74248637895989,29.03182871511887,9.328229208543341
2026-06,38.42199994944283,28.430021482562566,7.979550203592118
2026-07,38.01216331021461,28.029219342808688,7.228482298322058
2026-08,36.87637412577365,27.92916930945033,7.423042653331622
