edge,horizon,n_train,n_features,seconds
2022-01,13,224,73,0.38838169997325167
2022-02,13,225,73,0.38790819997666404
2022-03,13,226,73,0.06332170002860948
2022-04,13,227,73,0.06277900002896786
2022-05,13,228,73,0.06952360004652292
2022-06,13,229,73,0.07186500000534579
2022-07,13,230,73,0.06925249996129423
2022-08,13,231,73,0.0719820000231266
2022-09,13,232,73,0.06595790002029389
2022-10,13,233,73,0.06424109998624772
2022-11,3,244,73,0.06181879999348894
2022-11,13,234,73,0.06163650000235066
2022-12,3,245,73,0.06724910001503304
2022-12,13,235,73,0.06544799997936934
2023-01,1,248,73,0.07058100000722334
2023-01,3,246,73,0.06934469996485859
2023-01,13,236,73,0.07541399996262044
2023-02,1,249,73,0.073197599966079
2023-02,3,247,73,0.0790180999902077
2023-02,13,237,73,0.07051739998860285
2023-03,1,250,73,0.07697789999656379
2023-03,3,248,73,0.07470870000543073
2023-03,13,238,73,0.06560869998065755
2023-04,1,251,73,0.06537710002157837
2023-04,3,249,73,0.07381510001141578
2023-04,13,239,73,0.07563360000494868
2023-05,1,252,73,0.07293399999616668
2023-05,3,250,73,0.07606900000246242
2023-05,13,240,73,0.06881149997934699
2023-06,1,253,73,0.07538150000618771
2023-06,3,251,73,0.06902809999883175
2023-06,13,241,73,0.07617399998707697
2023-07,1,254,73,0.06342440005391836
2023-07,3,252,73,0.0740726999938488
2023-07,13,242,73,0.060449999989941716
2023-08,1,255,73,0.07388819998595864
2023-08,3,253,73,0.07610309997107834
2023-08,13,243,73,0.0751757999532856
2023-09,1,256,73,0.0793893999652937
2023-09,3,254,73,0.07595660001970828
2023-09,13,244,73,0.07541489996947348
2023-10,1,257,73,0.06882290000794455
2023-10,3,255,73,0.07377160002943128
2023-10,13,245,73,0.06623879994731396
2023-11,1,258,73,0.07483280001906678
2023-11,3,256,73,0.0762393000186421
2023-11,13,246,73,0.07412009994732216
2023-12,1,259,73,0.077205799985677
2023-12,3,257,73,0.06623539997963235
2023-12,13,247,73,0.06710109999403358
2024-01,1,260,73,0.0658378999796696
2024-01,3,258,73,0.06855960004031658
2024-01,13,248,73,0.07209119998151436
2024-02,1,261,73,0.07086100004380569
2024-02,3,259,73,0.06637139996746555
