edge,horizon,model,forecast,target_period,actual,convention,policy
2024-01,1,QRF_MEDIAN,0.2452672937254485,2024-02,0.26702269692922,realtime,full
2024-01,1,QRF_MEAN,0.3029867520755121,2024-02,0.26702269692922,realtime,full
2024-01,3,QRF_MEDIAN,0.07969746606110159,2024-04,0.6648936170212671,realtime,full
2024-01,3,QRF_MEAN,0.0676075512069459,2024-04,0.6648936170212671,realtime,full
2024-01,13,QRF_MEDIAN,0.1047782157860721,2025-02,0.1948051948051921,realtime,full
2024-01,13,QRF_MEAN,0.11037560839526672,2025-02,0.1948051948051921,realtime,full
2024-02,1,QRF_MEDIAN,0.19817743505983193,2024-03,0.1331557922769732,realtime,full
2024-02,1,QRF_MEAN,0.2404859428222261,2024-03,0.1331557922769732,realtime,full
2024-02,3,QRF_MEDIAN,0.0,2024-05,0.0,realtime,full
2024-02,3,QRF_MEAN,0.09505672814253963,2024-05,0.0,realtime,full
2024-01,1,TVW1,0.28352302432560705,2024-02,0.26702269692922,realtime,full
2024-01,1,TVW2,0.2597591666586884,2024-02,0.26702269692922,realtime,full
2024-01,1,TVW3,0.2848030624930332,2024-02,0.26702269692922,realtime,full
2024-02,1,TVW1,0.21254532371619111,2024-03,0.1331557922769732,realtime,full
2024-02,1,TVW2,0.21337940074822065,2024-03,0.1331557922769732,realtime,full
2024-02,1,TVW3,0.21401458432145298,2024-03,0.1331557922769732,realtime,full
2024-01,3,TVW1,0.06279396220835048,2024-04,0.6648936170212671,realtime,full
2024-01,3,TVW2,0.07563439188983204,2024-04,0.6648936170212671,realtime,full
2024-01,3,TVW3,0.10482177904695615,2024-04,0.6648936170212671,realtime,full
2024-02,3,TVW1,0.015138910821080428,2024-05,0.0,realtime,full
2024-02,3,TVW2,0.015862673076468423,2024-05,0.0,realtime,full
2024-02,3,TVW3,0.035496869584598724,2024-05,0.0,realtime,full
2024-01,13,TVW1,0.0855818852255008,2025-02,0.1948051948051921,realtime,full
2024-01,13,TVW2,0.08985655297357513,2025-02,0.1948051948051921,realtime,full
2024-01,13,TVW3,0.05526810884629829,2025-02,0.1948051948051921,realtime,full
2024-01,1,RW,1.4905149051490652,2024-02,0.26702269692922,realtime,full
2024-01,3,RW,1.4905149051490652,2024-04,0.6648936170212671,realtime,full
2024-01,13,RW,1.4905149051490652,2025-02,0.1948051948051921,realtime,full
2024-01,1,AR3,0.3143245094684682,2024-02,0.26702269692922,realtime,full
2024-01,3,AR3,0.3169122254177923,2024-04,0.6648936170212671,realtime,full
2024-01,13,AR3,0.2596588181306658,2025-02,0.1948051948051921,realtime,full
2024-01,1,ARIMA313,0.3845407067276607,2024-02,0.26702269692922,realtime,full
2024-01,3,ARIMA313,1.187361008045717,2024-04,0.6648936170212671,realtime,full
2024-01,13,ARIMA313,0.6478499667805317,2025-02,0.1948051948051921,realtime,full
2024-01,1,AR3_DIRECT,0.3143245094684682,2024-02,0.26702269692922,realtime,full
2024-01,3,AR3_DIRECT,0.28870464107303134,2024-04,0.6648936170212671,realtime,full
2024-01,13,AR3_DIRECT,0.35380973103128044,2025-02,0.1948051948051921,realtime,full
2024-02,1,RW,0.26702269692922,2024-03,0.1331557922769732,realtime,full
2024-02,3,RW,0.26702269692922,2024-05,0.0,realtime,full
2024-02,1,AR3,0.43188493057542915,2024-03,0.1331557922769732,realtime,full
2024-02,3,AR3,0.29188871354000195,2024-05,0.0,realtime,full
2024-02,1,ARIMA313,0.11448723692173246,2024-03,0.1331557922769732,realtime,full
2024-02,3,ARIMA313,0.4553039931204659,2024-05,0.0,realtime,full
2024-02,1,AR3_DIRECT,0.43188493057542915,2024-03,0.1331557922769732,realtime,full
2024-02,3,AR3_DIRECT,0.23712381932860693,2024-05,0.0,realtime,full
