date,base,hh_group_code,stored_value,weight_sum,n,arithmetic_mean,geometric_mean,difference_to_arithmetic,difference_to_geometric
2015-01-31,base_2015_eq_100,0,99.53333333333335,6.0,6,99.53333333333335,99.5305935905623,0.0,0.002739742771041165
2015-01-31,base_2015_eq_100,14,99.28333333333335,6.0,6,99.28333333333335,99.28045193169633,0.0,0.0028814016370120044
2015-01-31,base_2025_eq_100,0,69.71666666666667,6.0,6,69.71666666666667,68.13795908262526,0.0,1.5787075840414104
2015-01-31,base_2025_eq_100,14,68.0,6.0,6,68.0,66.3194378372117,0.0,1.6805621627883056
2015-01-31,yoy_pct,0,99.0,3.0,3,99.0,98.93034504470802,0.0,0.06965495529198051
2015-01-31,yoy_pct,14,97.76666666666667,3.0,3,97.76666666666667,97.59527097932451,0.0,0.17139568734215516
2015-02-28,base_2015_eq_100,0,99.7,6.0,6,99.7,99.6976259918315,0.0,0.002374008168501973
2015-02-28,base_2015_eq_100,14,99.60000000000001,6.0,6,99.60000000000001,99.59806899847365,0.0,0.0019310015263585
2015-02-28,base_2025_eq_100,0,69.81666666666666,6.0,6,69.81666666666666,68.24251042400563,0.0,1.574156242661033
2015-02-28,base_2025_eq_100,14,68.18333333333332,6.0,6,68.18333333333334,66.50738804747498,-1.4210854715202004e-14,1.6759452858583472
2015-02-28,yoy_pct,0,98.66666666666667,3.0,3,98.66666666666667,98.59211179620512,0.0,0.0745548704615544
2015-02-28,yoy_pct,14,97.43333333333334,3.0,3,97.43333333333334,97.25397460642445,0.0,0.17935872690888743
2015-03-31,base_2015_eq_100,0,99.61666666666667,6.0,6,99.61666666666667,99.61557120508388,0.0,0.0010954615827927228
2015-03-31,base_2015_eq_100,14,99.60000000000001,6.0,6,99.60000000000001,99.59889286722976,0.0,0.0011071327702438793
2015-03-31,base_2025_eq_100,0,69.75,6.0,6,69.75,68.1729313601066,0.0,1.5770686398933975
2015-03-31,base_2025_eq_100,14,68.2,6.0,6,68.19999999999999,66.52245745340673,1.4210854715202004e-14,1.6775425465932727
2015-03-31,yoy_pct,0,98.56666666666666,3.0,3,98.56666666666666,98.48632618729303,0.0,0.08034047937363198
2015-03-31,yoy_pct,14,97.33333333333333,3.0,3,97.33333333333333,97.14940274212498,0.0,0.18393059120835176
2015-04-30,base_2015_eq_100,0,99.88333333333333,6.0,6,99.88333333333333,99.88287656765831,0.0,0.0004567656750111837
2015-04-30,base_2015_eq_100,14,99.85000000000001,6.0,6,99.84999999999998,99.84972081360945,2.842170943040401e-14,0.000279186390557129
2015-04-30,base_2025_eq_100,0,69.91666666666667,6.0,6,69.91666666666666,68.36994470523115,1.4210854715202004e-14,1.546721961435523
2015-04-30,base_2025_eq_100,14,68.35000000000001,6.0,6,68.35000000000001,66.69434549646701,0.0,1.6556545035330004
2015-04-30,yoy_pct,0,98.60000000000001,3.0,3,98.60000000000001,98.52452960850637,0.0,0.07547039149363854
2015-04-30,yoy_pct,14,97.39999999999999,3.0,3,97.39999999999999,97.22654894127865,0.0,0.1734510587213407
2015-05-31,base_2015_eq_100,0,100.01666666666667,6.0,6,100.01666666666667,100.01637634418658,0.0,0.00029032248008320494
2015-05-31,base_2015_eq_100,14,100.0,6.0,6,100.0,99.99963366366126,0.0,0.0003663363387431673
2015-05-31,base_2025_eq_100,0,69.98333333333333,6.0,6,69.98333333333333,68.44850173287196,0.0,1.5348316004613736
2015-05-31,base_2025_eq_100,14,68.45,6.0,6,68.44999999999999,66.80988973079427,1.4210854715202004e-14,1.640110269205735
2015-05-31,yoy_pct,0,98.66666666666667,3.0,3,98.66666666666667,98.58919948569569,0.0,0.07746718097098437
2015-05-31,yoy_pct,14,97.46666666666665,3.0,3,97.46666666666668,97.28596604774722,-2.842170943040401e-14,0.18070061891943112
2015-06-30,base_2015_eq_100,0,100.11666666666667,6.0,6,100.11666666666667,100.11617679838615,0.0,0.0004898682805247745
2015-06-30,base_2015_eq_100,14,100.08333333333333,6.0,6,100.08333333333333,100.08284361737283,0.0,0.0004897159604979606
2015-06-30,base_2025_eq_100,0,70.03333333333333,6.0,6,70.03333333333335,68.50925454173104,-1.4210854715202004e-14,1.5240787916022924
2015-06-30,base_2025_eq_100,14,68.51666666666667,6.0,6,68.51666666666667,66.87459541285462,0.0,1.6420712538120483
2015-06-30,yoy_pct,0,98.53333333333335,3.0,3,98.53333333333335,98.45400379370564,0.0,0.07932953962770739
2015-06-30,yoy_pct,14,97.33333333333333,3.0,3,97.33333333333333,97.14949704160868,0.0,0.18383629172464566
2015-07-31,base_2015_eq_100,0,100.11666666666667,6.0,6,100.11666666666666,100.11607737849657,1.4210854715202004e-14,0.0005892881701043962
2015-07-31,base_2015_eq_100,14,100.18333333333334,6.0,6,100.18333333333334,100.18257867141661,0.0,0.000754661916730015
2015-07-31,base_2025_eq_100,0,70.06666666666666,6.0,6,70.06666666666666,68.54278437585339,0.0,1.523882290813276
2015-07-31,base_2025_eq_100,14,68.61666666666666,6.0,6,68.61666666666666,66.96453316948799,0.0,1.6521334971786672
2015-07-31,yoy_pct,0,98.46666666666665,3.0,3,98.46666666666665,98.38919919125985,0.0,0.07746747540680587
2015-07-31,yoy_pct,14,97.3,3.0,3,97.3,97.12202537065264,0.0,0.17797462934736075
2015-08-31,base_2015_eq_100,0,100.05,6.0,6,100.05,100.04902164658382,0.0,0.0009783534161726948
2015-08-31,base_2015_eq_100,14,100.11666666666667,6.0,6,100.11666666666667,100.1157781236341,0.0,0.0008885430325733523
2015-08-31,base_2025_eq_100,0,69.98333333333333,6.0,6,69.98333333333333,68.47251271420791,0.0,1.5108206191254254
2015-08-31,base_2025_eq_100,14,68.51666666666667,6.0,6,68.51666666666667,66.87482126321386,0.0,1.6418454034528054
2015-08-31,yoy_pct,0,98.46666666666665,3.0,3,98.46666666666665,98.38624296791521,0.0,0.08042369875144573
2015-08-31,yoy_pct,14,97.23333333333333,3.0,3,97.23333333333333,97.049301999865,0.0,0.1840313334683401
2015-09-30,base_2015_eq_100,0,100.38333333333333,6.0,6,100.38333333333333,100.38247910484594,0.0,0.0008542284873840345
2015-09-30,base_2015_eq_100,14,100.45,6.0,6,100.44999999999999,100.44912509263737,1.4210854715202004e-14,0.0008749073626290738
2015-09-30,base_2025_eq_100,0,70.2,6.0,6,70.2,68.69040102273738,0.0,1.5095989772626268
2015-09-30,base_2025_eq_100,14,68.75,6.0,6,68.75,67.10178469061943,0.0,1.648215309380575
2015-09-30,yoy_pct,0,98.46666666666665,3.0,3,98.46666666666665,98.38347266872407,0.0,0.08319399794258686
2015-09-30,yoy_pct,14,97.23333333333333,3.0,3,97.23333333333333,97.0448115478175,0.0,0.18852178551583165
2015-10-31,base_2015_eq_100,0,100.31666666666666,6.0,6,100.31666666666666,100.31599446064595,0.0,0.0006722060207096092
2015-10-31,base_2015_eq_100,14,100.36666666666667,6.0,6,100.36666666666667,100.36584105184264,0.0,0.000825614824037757
2015-10-31,base_2025_eq_100,0,70.16666666666667,6.0,6,70.16666666666667,68.66669576666715,0.0,1.499970899999525
2015-10-31,base_2025_eq_100,14,68.68333333333334,6.0,6,68.68333333333334,67.05276516373662,0.0,1.6305681695967138
2015-10-31,yoy_pct,0,98.39999999999999,3.0,3,98.40000000000002,98.30970155729926,-2.842170943040401e-14,0.09029844270072829
2015-10-31,yoy_pct,14,97.2,3.0,3,97.2,96.99909305844189,0.0,0.20090694155811661
2015-11-30,base_2015_eq_100,0,100.13333333333333,6.0,6,100.13333333333333,100.13243881704865,0.0,0.000894516284674296
2015-11-30,base_2015_eq_100,14,100.2,6.0,6,100.2,100.19928465561568,0.0,0.000715344384317973
2015-11-30,base_2025_eq_100,0,70.05,6.0,6,70.05,68.55145251061657,0.0,1.4985474893834265
2015-11-30,base_2025_eq_100,14,68.55,6.0,6,68.55,66.92115486474127,0.0,1.6288451352587288
2015-11-30,yoy_pct,0,98.3,3.0,3,98.30000000000001,98.20960772537933,-1.4210854715202004e-14,0.0903922746206689
2015-11-30,yoy_pct,14,97.03333333333335,3.0,3,97.03333333333335,96.83050671445115,0.0,0.20282661888219877
2015-12-31,base_2015_eq_100,0,100.10000000000001,6.0,6,100.09999999999998,100.09842971532137,2.842170943040401e-14,0.001570284678635403
2015-12-31,base_2015_eq_100,14,100.21666666666665,6.0,6,100.21666666666668,100.21587852547995,-2.842170943040401e-14,0.0007881411867032284
2015-12-31,base_2025_eq_100,0,70.03333333333333,6.0,6,70.03333333333333,68.50188194551497,0.0,1.5314513878183647
2015-12-31,base_2025_eq_100,14,68.60000000000001,6.0,6,68.60000000000001,66.93657334256336,0.0,1.663426657436645
2015-12-31,yoy_pct,0,98.23333333333333,3.0,3,98.23333333333333,98.13869823666468,0.0,0.09463509666865377
2015-12-31,yoy_pct,14,96.89999999999999,3.0,3,96.89999999999999,96.69368806757163,0.0,0.20631193242836332
2016-01-31,base_2015_eq_100,0,100.45,6.0,6,100.45,100.44937253838668,0.0,0.0006274616133197242
2016-01-31,base_2015_eq_100,14,100.53333333333335,6.0,6,100.53333333333335,100.53279095897156,0.0,0.0005423743617853916
2016-01-31,base_2025_eq_100,0,70.26666666666667,6.0,6,70.26666666666667,68.75806029297564,0.0,1.5086063736910234
2016-01-31,base_2025_eq_100,14,68.78333333333333,6.0,6,68.78333333333335,67.15872684999117,-1.4210854715202004e-14,1.6246064833421627
2016-01-31,yoy_pct,0,100.91666666666667,6.0,6,100.91666666666664,100.91121214472565,2.842170943040401e-14,0.005454521941018697
2016-01-31,yoy_pct,14,101.26666666666667,6.0,6,101.26666666666667,101.26182223607965,0.0,0.0048444305870134485
2016-02-29,base_2015_eq_100,0,100.43333333333334,6.0,6,100.43333333333332,100.43290613094975,1.4210854715202004e-14,0.0004272023835909522
2016-02-29,base_2015_eq_100,14,100.48333333333333,6.0,6,100.48333333333333,100.48277765342029,0.0,0.0005556799130488344
2016-02-29,base_2025_eq_100,0,70.25,6.0,6,70.25,68.75393185457449,0.0,1.496068145425511
2016-02-29,base_2025_eq_100,14,68.75,6.0,6,68.75,67.13651917335251,0.0,1.6134808266474892
2016-02-29,yoy_pct,0,100.73333333333333,6.0,6,100.73333333333333,100.72952756785179,0.0,0.003805765481544654
2016-02-29,yoy_pct,14,100.91666666666667,6.0,6,100.91666666666667,100.91363614275824,0.0,0.0030305239084356117
2016-03-31,base_2015_eq_100,0,100.61666666666667,6.0,6,100.61666666666667,100.61422386943138,0.0,0.0024427972352896177
2016-03-31,base_2015_eq_100,14,100.7,6.0,6,100.7,100.69774676779618,0.0,0.002253232203827338
2016-03-31,base_2025_eq_100,0,70.31666666666666,6.0,6,70.31666666666666,68.85282851261394,0.0,1.4638381540527234
2016-03-31,base_2025_eq_100,14,68.86666666666666,6.0,6,68.86666666666667,67.27809545004254,-1.4210854715202004e-14,1.5885712166241177
2016-03-31,yoy_pct,0,101.0,6.0,6,101.0,100.9934370672519,0.0,0.006562932748096273
2016-03-31,yoy_pct,14,101.10000000000001,6.0,6,101.10000000000001,101.09413036705988,0.0,0.005869632940132874
2016-04-30,base_2015_eq_100,0,100.88333333333333,6.0,6,100.88333333333334,100.8786778112891,-1.4210854715202004e-14,0.004655522044231475
2016-04-30,base_2015_eq_100,14,101.01666666666667,6.0,6,101.01666666666667,101.012154191857,0.0,0.00451247480967254
2016-04-30,base_2025_eq_100,0,70.5,6.0,6,70.5,69.05172473033747,0.0,1.4482752696625312
2016-04-30,base_2025_eq_100,14,69.05,6.0,6,69.05,67.46506538105241,0.0,1.5849346189475852
2016-04-30,yoy_pct,0,101.0,6.0,6,101.0,100.99333318984931,0.0,0.006666810150690594
2016-04-30,yoy_pct,14,101.16666666666667,6.0,6,101.16666666666667,101.16120063049881,0.0,0.005466036167860011
2016-05-31,base_2015_eq_100,0,101.08333333333333,6.0,6,101.08333333333333,101.0765454484371,0.0,0.006787884896226615
2016-05-31,base_2015_eq_100,14,101.23333333333333,6.0,6,101.23333333333333,101.22580038485383,0.0,0.007532948479507695
2016-05-31,base_2025_eq_100,0,70.63333333333333,6.0,6,70.63333333333334,69.19891126193065,-1.4210854715202004e-14,1.434422071402679
2016-05-31,base_2025_eq_100,14,69.14999999999999,6.0,6,69.14999999999999,67.58396449072113,0.0,1.566035509278862
2016-05-31,yoy_pct,0,101.06666666666666,6.0,6,101.06666666666666,101.06104496661999,0.0,0.005621700046674505
2016-05-31,yoy_pct,14,101.23333333333333,6.0,6,101.23333333333333,101.227691674778,0.0,0.005641658555333606
2016-06-30,base_2015_eq_100,0,101.2,6.0,6,101.19999999999999,101.19207054609156,1.4210854715202004e-14,0.007929453908445794
2016-06-30,base_2015_eq_100,14,101.31666666666666,6.0,6,101.31666666666668,101.30743635048117,-1.4210854715202004e-14,0.009230316185494303
2016-06-30,base_2025_eq_100,0,70.7,6.0,6,70.7,69.2590743254596,0.0,1.4409256745404093
2016-06-30,base_2025_eq_100,14,69.23333333333333,6.0,6,69.23333333333333,67.66570935349891,0.0,1.5676239798344227
2016-06-30,yoy_pct,0,101.10000000000001,6.0,6,101.10000000000001,101.09460048859731,0.0,0.005399511402700341
2016-06-30,yoy_pct,14,101.23333333333333,6.0,6,101.23333333333335,101.22704583824074,-1.4210854715202004e-14,0.006287495092593076
2016-07-31,base_2015_eq_100,0,101.35000000000001,6.0,6,101.35000000000001,101.3407089139967,0.0,0.00929108600330153
2016-07-31,base_2015_eq_100,14,101.46666666666665,6.0,6,101.46666666666665,101.45598499189765,0.0,0.01068167476900328
2016-07-31,base_2025_eq_100,0,70.78333333333333,6.0,6,70.78333333333333,69.35445762682932,0.0,1.4288757065040159
2016-07-31,base_2025_eq_100,14,69.31666666666668,6.0,6,69.31666666666666,67.76088119052613,1.4210854715202004e-14,1.5557854761405423
2016-07-31,yoy_pct,0,101.23333333333333,6.0,6,101.2333333333333,101.22677845223778,2.842170943040401e-14,0.006554881095553355
2016-07-31,yoy_pct,14,101.26666666666667,6.0,6,101.26666666666667,101.25957406934724,0.0,0.007092597319427796
2016-08-31,base_2015_eq_100,0,101.3,6.0,6,101.3,101.29067905262448,0.0,0.00932094737551381
2016-08-31,base_2015_eq_100,14,101.41666666666667,6.0,6,101.41666666666667,101.40616666779626,0.0,0.010499998870415084
2016-08-31,base_2025_eq_100,0,70.75,6.0,6,70.75000000000001,69.31791598940269,-1.4210854715202004e-14,1.4320840105973076
2016-08-31,base_2025_eq_100,14,69.31666666666666,6.0,6,69.31666666666668,67.75249834253627,-1.4210854715202004e-14,1.5641683241303923
2016-08-31,yoy_pct,0,101.23333333333333,6.0,6,101.23333333333335,101.22823709386127,-1.4210854715202004e-14,0.0050962394720670545
2016-08-31,yoy_pct,14,101.3,6.0,6,101.3,101.29355611920022,0.0,0.006443880799778867
2016-09-30,base_2015_eq_100,0,101.61666666666666,6.0,6,101.61666666666666,101.60467964117991,0.0,0.011987025486746461
2016-09-30,base_2015_eq_100,14,101.89999999999999,6.0,6,101.89999999999999,101.88580608362142,0.0,0.01419391637857359
2016-09-30,base_2025_eq_100,0,70.96666666666665,6.0,6,70.96666666666667,69.53946231964092,-1.4210854715202004e-14,1.4272043470257358
2016-09-30,base_2025_eq_100,14,69.64999999999999,6.0,6,69.64999999999999,68.06782235004827,0.0,1.582177649951717
2016-09-30,yoy_pct,0,101.25,6.0,6,101.25,101.24281462576822,0.0,0.0071853742317813385
2016-09-30,yoy_pct,14,101.46666666666665,6.0,6,101.46666666666665,101.45792992179771,0.0,0.008736744868940605
2016-10-31,base_2015_eq_100,0,101.73333333333333,6.0,6,101.7333333333333,101.71866750423274,2.842170943040401e-14,0.014665829100593442
2016-10-31,base_2015_eq_100,14,102.01666666666667,6.0,6,102.01666666666667,102.0007211789836,0.0,0.01594548768306936
2016-10-31,base_2025_eq_100,0,71.03333333333333,6.0,6,71.03333333333333,69.64480538075296,0.0,1.3885279525803753
2016-10-31,base_2025_eq_100,14,69.68333333333334,6.0,6,69.68333333333332,68.13413181207159,1.4210854715202004e-14,1.5492015212617503
2016-10-31,yoy_pct,0,101.43333333333334,6.0,6,101.43333333333334,101.42355287054578,0.0,0.009780462787560396
2016-10-31,yoy_pct,14,101.64999999999999,6.0,6,101.64999999999999,101.64005869955014,0.0,0.009941300449852974
2016-11-30,base_2015_eq_100,0,101.63333333333333,6.0,6,101.63333333333333,101.61781096956383,0.0,0.015522363769491676
2016-11-30,base_2015_eq_100,14,101.91666666666667,6.0,6,101.91666666666669,101.90183376596227,-1.4210854715202004e-14,0.01483290070440546
2016-11-30,base_2025_eq_100,0,70.9,6.0,6,70.9,69.56117257567152,0.0,1.3388274243284854
2016-11-30,base_2025_eq_100,14,69.58333333333333,6.0,6,69.58333333333333,68.07832093403329,0.0,1.5050123993000426
2016-11-30,yoy_pct,0,101.5,6.0,6,101.5,101.49029137357313,0.0,0.009708626426871092
2016-11-30,yoy_pct,14,101.71666666666665,6.0,6,101.71666666666665,101.70692135348597,0.0,0.009745313180687276
2016-12-31,base_2015_eq_100,0,101.81666666666666,6.0,6,101.81666666666666,101.7949530429654,0.0,0.02171362370125962
2016-12-31,base_2015_eq_100,14,102.18333333333334,6.0,6,102.18333333333334,102.16175494942125,0.0,0.021578383912085997
2016-12-31,base_2025_eq_100,0,70.96666666666667,6.0,6,70.96666666666665,69.68981523733801,1.4210854715202004e-14,1.2768514293286586
2016-12-31,base_2025_eq_100,14,69.7,6.0,6,69.69999999999999,68.26645519661454,1.4210854715202004e-14,1.433544803385459
