source,dataset_code,dataset_version,indicator_code,indicator_label,dimensions_json,unit,frequency,seasonal_adj,obs_count,obs_first,obs_last,release_ts,revision_ts,source_url,notes
czso,CEN0101E,,consumer_price_index_all,"CPI by COICOP 2018 — all divisions + subgroups, monthly","{""bases"": [""2015"", ""2025"", ""YoY""], ""coicop"": ""all"", ""geo"": ""CZ"", ""hh_groups"": [""total"", ""pensioners""]}",index / %,M,NSA,46329,2015-01-31,2026-07-31,,2026-09-07 19:49:58.862452,https://data.csu.gov.cz/opendata/sady/CEN0101E/distribuce/csv,"CZSO open data. 3 bases (2015=100, 2025=100, YoY%). HH groups: total + pensioners. Long history 2015-01 onward."
