"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Jihočeský kraj","CZ031","25628"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Plzeňský kraj","CZ032","24660"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Ústecký kraj","CZ042","27778"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Královéhradecký kraj","CZ052","26299"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Kraj Vysočina","CZ063","25117"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Jihomoravský kraj","CZ064","25764"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Olomoucký kraj","CZ071","25767"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2016","2016-03","Česko","CZ","Moravskoslezský kraj","CZ080","24540"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - březen 2016","2016-03K","Česko","CZ","","","26451"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","","","25449"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Středočeský kraj","CZ020","25727"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Jihočeský kraj","CZ031","25688"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Plzeňský kraj","CZ032","24441"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Ústecký kraj","CZ042","29518"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Královéhradecký kraj","CZ052","24615"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Pardubický kraj","CZ053","24182"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Kraj Vysočina","CZ063","25003"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Jihomoravský kraj","CZ064","26014"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Olomoucký kraj","CZ071","24947"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2016","2016-04","Česko","CZ","Moravskoslezský kraj","CZ080","23803"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - duben 2016","2016-04K","Česko","CZ","","","26200"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","","","25642"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Středočeský kraj","CZ020","25655"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Jihočeský kraj","CZ031","25978"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Plzeňský kraj","CZ032","25104"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Ústecký kraj","CZ042","27994"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Královéhradecký kraj","CZ052","24922"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Pardubický kraj","CZ053","25440"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Kraj Vysočina","CZ063","25319"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Jihomoravský kraj","CZ064","24889"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Olomoucký kraj","CZ071","26450"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2016","2016-05","Česko","CZ","Moravskoslezský kraj","CZ080","25702"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - květen 2016","2016-05K","Česko","CZ","","","26089"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","","","27627"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Středočeský kraj","CZ020","27353"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Jihočeský kraj","CZ031","27750"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Plzeňský kraj","CZ032","26177"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Ústecký kraj","CZ042","28702"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Královéhradecký kraj","CZ052","27124"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Pardubický kraj","CZ053","27543"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Kraj Vysočina","CZ063","28111"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Jihomoravský kraj","CZ064","27997"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Olomoucký kraj","CZ071","28549"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červen 2016","2016-06","Česko","CZ","Moravskoslezský kraj","CZ080","27369"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - červen 2016","2016-06K","Česko","CZ","","","26345"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","","","30369"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Středočeský kraj","CZ020","30628"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Jihočeský kraj","CZ031","31253"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Plzeňský kraj","CZ032","30466"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Ústecký kraj","CZ042","27415"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Královéhradecký kraj","CZ052","30034"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Pardubický kraj","CZ053","28091"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Kraj Vysočina","CZ063","31149"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Jihomoravský kraj","CZ064","30054"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Olomoucký kraj","CZ071","30310"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","červenec 2016","2016-07","Česko","CZ","Moravskoslezský kraj","CZ080","31920"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - červenec 2016","2016-07K","Česko","CZ","","","26920"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","","","32116"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Středočeský kraj","CZ020","32588"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Jihočeský kraj","CZ031","32080"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Plzeňský kraj","CZ032","32361"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Ústecký kraj","CZ042","31760"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Královéhradecký kraj","CZ052","32681"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Pardubický kraj","CZ053","29652"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Kraj Vysočina","CZ063","32595"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Jihomoravský kraj","CZ064","32085"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","srpen 2016","2016-08","Česko","CZ","Olomoucký kraj","CZ071","31628"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - srpen 2016","2016-08K","Česko","CZ","","","27569"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","","","32538"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Středočeský kraj","CZ020","32895"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Jihočeský kraj","CZ031","32441"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Plzeňský kraj","CZ032","31932"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Ústecký kraj","CZ042","32263"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Královéhradecký kraj","CZ052","32546"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Pardubický kraj","CZ053","31308"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Kraj Vysočina","CZ063","31986"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Jihomoravský kraj","CZ064","32853"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","září 2016","2016-09","Česko","CZ","Olomoucký kraj","CZ071","33042"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - září 2016","2016-09K","Česko","CZ","","","28121"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","","","33378"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Středočeský kraj","CZ020","33279"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Jihočeský kraj","CZ031","33107"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Plzeňský kraj","CZ032","33187"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Ústecký kraj","CZ042","32955"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Královéhradecký kraj","CZ052","33790"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Pardubický kraj","CZ053","32014"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Kraj Vysočina","CZ063","33335"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Jihomoravský kraj","CZ064","33732"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","říjen 2016","2016-10","Česko","CZ","Olomoucký kraj","CZ071","34012"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - říjen 2016","2016-10K","Česko","CZ","","","28647"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","","","32717"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Středočeský kraj","CZ020","33285"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Jihočeský kraj","CZ031","32236"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Plzeňský kraj","CZ032","31572"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Ústecký kraj","CZ042","33057"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Královéhradecký kraj","CZ052","33273"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Pardubický kraj","CZ053","32525"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Kraj Vysočina","CZ063","32506"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Jihomoravský kraj","CZ064","33945"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","listopad 2016","2016-11","Česko","CZ","Olomoucký kraj","CZ071","32683"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - listopad 2016","2016-11K","Česko","CZ","","","29017"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","","","31969"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Středočeský kraj","CZ020","32193"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Jihočeský kraj","CZ031","31797"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Plzeňský kraj","CZ032","31337"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Ústecký kraj","CZ042","32963"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Královéhradecký kraj","CZ052","31555"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Pardubický kraj","CZ053","31545"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Kraj Vysočina","CZ063","32003"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Jihomoravský kraj","CZ064","31925"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","prosinec 2016","2016-12","Česko","CZ","Olomoucký kraj","CZ071","32454"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - prosinec 2016","2016-12K","Česko","CZ","","","29263"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","2016","2016","Česko","CZ","","","29263"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","","","31864"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Středočeský kraj","CZ020","31809"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Jihočeský kraj","CZ031","31567"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Plzeňský kraj","CZ032","31650"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Ústecký kraj","CZ042","32798"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Královéhradecký kraj","CZ052","32123"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Pardubický kraj","CZ053","31831"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Kraj Vysočina","CZ063","31466"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Jihomoravský kraj","CZ064","32807"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01","Česko","CZ","Olomoucký kraj","CZ071","31672"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","","","31864"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Středočeský kraj","CZ020","31809"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Jihočeský kraj","CZ031","31567"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Plzeňský kraj","CZ032","31650"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Ústecký kraj","CZ042","32798"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Královéhradecký kraj","CZ052","32123"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Pardubický kraj","CZ053","31831"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Kraj Vysočina","CZ063","31466"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Jihomoravský kraj","CZ064","32807"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden 2017","2017-01K","Česko","CZ","Olomoucký kraj","CZ071","31672"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","","","31157"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Středočeský kraj","CZ020","31394"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Jihočeský kraj","CZ031","31831"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Plzeňský kraj","CZ032","30128"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Ústecký kraj","CZ042","31434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Královéhradecký kraj","CZ052","31169"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Pardubický kraj","CZ053","30999"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Kraj Vysočina","CZ063","30481"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Jihomoravský kraj","CZ064","31406"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","únor 2017","2017-02","Česko","CZ","Olomoucký kraj","CZ071","30965"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - únor 2017","2017-02K","Česko","CZ","","","31511"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","","","31226"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Středočeský kraj","CZ020","31265"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Jihočeský kraj","CZ031","31789"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Plzeňský kraj","CZ032","30560"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Ústecký kraj","CZ042","31594"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Královéhradecký kraj","CZ052","30730"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Pardubický kraj","CZ053","30873"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Kraj Vysočina","CZ063","31539"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Jihomoravský kraj","CZ064","30824"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","březen 2017","2017-03","Česko","CZ","Olomoucký kraj","CZ071","31090"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - březen 2017","2017-03K","Česko","CZ","","","31416"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","","","32126"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Středočeský kraj","CZ020","31660"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Jihočeský kraj","CZ031","32558"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Plzeňský kraj","CZ032","31811"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Ústecký kraj","CZ042","31095"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Královéhradecký kraj","CZ052","31962"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Pardubický kraj","CZ053","30536"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Kraj Vysočina","CZ063","32438"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Jihomoravský kraj","CZ064","32394"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","duben 2017","2017-04","Česko","CZ","Olomoucký kraj","CZ071","33030"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","leden - duben 2017","2017-04K","Česko","CZ","","","31593"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2017","2017-05","Česko","CZ","","","33437"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2017","2017-05","Česko","CZ","Středočeský kraj","CZ020","33315"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2017","2017-05","Česko","CZ","Jihočeský kraj","CZ031","33408"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2017","2017-05","Česko","CZ","Plzeňský kraj","CZ032","34048"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2017","2017-05","Česko","CZ","Ústecký kraj","CZ042","32587"
"Průměrná cena zemědělských výrobků (Kč)","6277","Prasata jatečná v živém [t]","4610","květen 2017","2017-05","Česko","CZ","Královéhradecký kraj","CZ052","32822"
