period,actual,STRUCT,STRUCT_QRF,STRUCT_ST,STRUCT_R,STRUCT_QRF_R,STRUCT_PE,STRUCT_PE_R,STRUCT_PEH,STRUCT_PEH_R,pe_corr,fuel_pre,STRUCT_PE_WARM,STRUCT_PEH_WARM,pe_corr_warm,STRUCT_PRE,STRUCT_PE_PRE,adm_pred_R,alc_pred,alc_actual,core_pred,core_actual,food_pred,food_actual,adm_pred,adm_actual,fuel_mm,wedge,target_h1,STRUCT_H1,actual_h1,target_h3,STRUCT_H3,actual_h3,target_h6,STRUCT_H6,actual_h6,target_h12,STRUCT_H12,actual_h12,elig_edge_eom,STRUCT_EVE,STRUCT_QRF_EVE,STRUCT_PE_EVE,STRUCT_PE_WARM_EVE,STRUCT_PEH_WARM_EVE,fuel_eve,core_pred_eve,food_pred_eve,adm_pred_eve,alc_pred_eve,wedge_eve,elig_edge_eve,as_of_eve,band_lo,band_hi
2019-02,0.1867413632119507,0.2785031309844982,0.3550916211359516,0.2604860946638367,0.2785031309844982,0.3550916211359516,0.2785031309844982,0.2785031309844982,0.2785031309844982,0.2785031309844982,0.0,-1.4385242050807268,0.3603198243130058,0.319411477648752,0.14947827512349443,0.2814875685304997,0.2814875685304997,0.05,0.08872469572955288,-1.1524822695035408,0.26557667934771123,0.3,0.628957995467568,0.7490636704119868,0.05,0.7,-1.5411785220835306,0.05036019152028473,2019-03,,0.1863932898415576,2019-05,,0.6505576208178487,2019-08,,0.0918273645546419,2020-02,,0.2702702702702675,2019-01,0.2814875685304997,0.35807605868195314,0.2814875685304997,0.3633042618590073,0.3223959151947535,-1.4385242050807268,0.26557667934771123,0.628957995467568,0.05,0.08872469572955288,0.05036019152028473,2019-01,2019-03-10T23:59:00,,
2019-03,0.1863932898415576,0.07991940736767819,0.08584545558926474,0.06705778479813265,0.07991940736767819,0.08584545558926474,0.07991940736767819,0.07991940736767819,0.07991940736767819,0.07991940736767819,0.0,1.1158572617272267,0.06157958178658946,0.07074949457713384,-0.03323565079465789,0.08296838848427002,0.08296838848427002,0.1,0.5070259413749834,0.7174887892376747,0.01451245912109507,-0.1,0.13793940387205827,0.0,0.1,0.9,1.0109828693990908,-0.04363661943011845,2019-04,0.33274842794308956,0.0930232558139509,2019-06,,0.1846722068328699,2019-09,,-0.5504587155963248,2020-03,,-0.0898472596585708,2019-02,0.08296838848427002,0.08889443670585656,0.08296838848427002,0.06462856290318128,0.07379847569372566,1.1158572617272267,0.01451245912109507,0.13793940387205827,0.1,0.5070259413749834,-0.04363661943011845,2019-02,2019-04-09T23:59:00,,
2019-04,0.0930232558139509,0.40248347739629636,0.4564886742595843,0.4129299323626705,0.40248347739629636,0.4564886742595843,0.40248347739629636,0.40248347739629636,0.40248347739629636,0.40248347739629636,0.0,4.160681186383641,0.45087439267925433,0.4266789350377753,0.08788517420211997,0.4180178443404102,0.4180178443404102,0.1,0.6547269024545554,-1.6028495102404228,0.41730438316789603,0.4,0.07334150828980307,-0.6505576208178376,0.1,0.1,3.626352756272766,-0.021129534651575077,2019-05,0.26496326116244945,0.6505576208178487,2019-07,,0.3686635944700533,2019-10,,0.4612546125461358,2020-04,,-0.1798561151079125,2019-03,0.4180178443404102,0.47202304120369815,0.4180178443404102,0.46640875962336814,0.4422133019818892,4.160681186383641,0.41730438316789603,0.07334150828980307,0.1,0.6547269024545554,-0.021129534651575077,2019-03,2019-05-12T23:59:00,,
2019-05,0.6505576208178487,0.22992032406271132,0.25640983551349805,0.2288377713193688,0.22992032406271132,0.25640983551349805,0.22992032406271132,0.22992032406271132,0.22992032406271132,0.22992032406271132,0.0,3.012393673909819,0.2405072552006153,0.2352137896316633,0.019217428487051377,0.2348046583111056,0.2348046583111056,0.1,0.12036906490745512,1.538461538461533,0.11933138158888854,0.1,0.14373062870132064,1.9644527595883865,0.1,0.3,2.844389489351129,0.02983915026310638,2019-06,0.16089471075434428,0.1846722068328699,2019-08,-0.0017381381729513479,0.0918273645546419,2019-11,,0.2754820936639035,2020-05,,0.3603603603603567,2019-04,0.2348046583111056,0.26129416976189235,0.2348046583111056,0.24539158944900966,0.24009812388005763,3.012393673909819,0.11933138158888854,0.14373062870132064,0.1,0.12036906490745512,0.02983915026310638,2019-04,2019-06-10T23:59:00,,
2019-06,0.1846722068328699,0.12836361304184488,0.10543114794066817,0.1443676379949937,0.12836361304184488,0.10543114794066817,0.12836361304184488,0.12836361304184488,0.12836361304184488,0.12836361304184488,0.0,-0.08327053366679049,0.021264688464545177,0.07481415075319502,-0.19424774266933545,0.1250380217614185,0.1250380217614185,0.0,-0.0443104061040811,-0.6238859180035639,0.17466925068140846,0.3,0.1850625629142883,0.3669724770642313,0.0,0.2,0.031118290445153463,0.0023653728727392343,2019-07,0.22366625039055418,0.3686635944700533,2019-09,-0.08776656955165826,-0.5504587155963248,2019-12,,0.1831501831501825,2020-06,,0.6283662477558183,2019-05,0.1250380217614185,0.1021055566602418,0.1250380217614185,0.01793909718411881,0.07148855947276865,-0.08327053366679049,0.17466925068140846,0.1850625629142883,0.0,-0.0443104061040811,0.0023653728727392343,2019-05,2019-07-10T23:59:00,,
2019-07,0.3686635944700533,0.3907464995421844,0.39341397955918517,0.3983208681502168,0.3907464995421844,0.39341397955918517,0.3907464995421844,0.3907464995421844,0.3907464995421844,0.3907464995421844,0.0,-1.2957200417177739,0.4076791432004775,0.3992128213713309,0.030723129380522195,0.3904523722062557,0.3904523722062557,0.05,0.5006382609860527,-0.4484304932735439,0.5822327523442468,1.0,0.3102283634723878,-0.5484460694698434,0.05,0.0,-1.285603079872799,-0.001504565395091098,2019-08,0.09670165638226977,0.0918273645546419,2019-10,0.3234795354311817,0.4612546125461358,2020-01,,1.4625228519195457,2020-07,,0.4460303300624524,2019-06,0.3904523722062557,0.3931198522232565,0.3904523722062557,0.40738501586454884,0.39891869403540225,-1.2957200417177739,0.5822327523442468,0.3102283634723878,0.05,0.5006382609860527,-0.001504565395091098,2019-06,2019-08-11T23:59:00,,
2019-08,0.0918273645546419,-0.0068577807459446055,0.03375703600862615,-0.049664332078215086,-0.0068577807459446055,0.03375703600862615,-0.0068577807459446055,-0.0068577807459446055,-0.0068577807459446055,-0.0068577807459446055,0.0,-0.5171484108917768,0.0334591261457439,0.013300672699899659,0.07323753656999935,-0.006945776389145675,-0.006945776389145675,0.0,-0.3328819766809238,0.6306306306306242,0.11231945703088977,0.2,-0.3394065738047287,-0.2757352941176405,0.0,0.0,-0.514121665479017,0.03721909169910364,2019-09,-0.17124976152253787,-0.5504587155963248,2019-11,-0.018246093771223586,0.2754820936639035,2020-02,0.09889535885061693,0.2702702702702675,2020-08,,0.0,2019-07,-0.006945776389145675,0.03366904036542508,-0.006945776389145675,0.03337113050254283,0.01321267705669859,-0.5171484108917768,0.11231945703088977,-0.3394065738047287,0.0,-0.3328819766809238,0.03721909169910364,2019-07,2019-09-09T23:59:00,,
2019-09,-0.5504587155963248,-0.34811187165314345,-0.30466340645841034,-0.3618127058071588,-0.34811187165314345,-0.30466340645841034,-0.34811187165314345,-0.34811187165314345,-0.34811187165314345,-0.34811187165314345,0.0,-0.4662480182916262,-0.3122997353604442,-0.33020580350679385,0.06509285423178704,-0.3483875613072607,-0.3483875613072607,0.1,0.2824815536417502,0.4476275738585444,-0.5801347491155395,-0.9,-0.044413438935327926,-0.552995391705069,0.1,0.2,-0.4567652488545293,-0.04889833281278456,2019-10,0.19504675224183482,0.4612546125461358,2019-12,-0.08199440136855721,0.1831501831501825,2020-03,0.017983074238922092,-0.0898472596585708,2020-09,,-0.6216696269982114,2019-08,-0.3483875613072607,-0.30493909611252756,-0.3483875613072607,-0.3125754250145615,-0.33048149316091113,-0.4662480182916262,-0.5801347491155395,-0.044413438935327926,0.1,0.2824815536417502,-0.04889833281278456,2019-08,2019-10-09T23:59:00,,
2019-10,0.4612546125461358,0.2824841522769772,0.30300206984411915,0.2882481651312735,0.2824841522769772,0.30300206984411915,0.2824841522769772,0.2824841522769772,0.2824841522769772,0.2824841522769772,0.0,0.081345405284039,0.3870043305156424,0.3347442413963098,0.1893988080400193,0.28156136747481464,0.28156136747481464,0.0,0.11621002199403706,0.0,0.30436418987712277,0.6,0.6092833268757192,0.8341056533827551,0.0,0.0,0.11308600703778815,-0.007701368717259365,2019-11,0.09411089466086864,0.2754820936639035,2020-01,0.838522528741222,1.4625228519195457,2020-04,0.1998671170071479,-0.1798561151079125,2020-10,,0.1787310098301908,2019-09,0.28156136747481464,0.3020792850419566,0.28156136747481464,0.38608154571347986,0.3338214565941472,0.081345405284039,0.30436418987712277,0.6092833268757192,0.0,0.11621002199403706,-0.007701368717259365,2019-09,2019-11-10T23:59:00,,
2019-11,0.2754820936639035,0.17006109153842436,0.1741692128143009,0.1828401071504093,0.17006109153842436,0.1741692128143009,0.17006109153842436,0.17006109153842436,0.17006109153842436,0.17006109153842436,0.0,-0.5887874409203464,0.23628769587022547,0.2031743937043249,0.12028377744475244,0.1693782824672115,0.1693782824672115,0.0,-0.0828143751614413,0.0,0.11565764843981868,0.0,0.6592902019068243,1.194852941176472,0.0,0.4,-0.5653011733177338,0.013339109185301916,2019-12,0.1021891840473359,0.1831501831501825,2020-02,0.33353219260179234,0.2702702702702675,2020-05,0.3716613239905292,0.3603603603603567,2020-11,,0.0,2019-10,0.1693782824672115,0.17348640374308802,0.1693782824672115,0.23560488679901262,0.20249158463311204,-0.5887874409203464,0.11565764843981868,0.6592902019068243,0.0,-0.0828143751614413,0.013339109185301916,2019-10,2019-12-09T23:59:00,,
