period,actual,STRUCT,STRUCT_QRF,STRUCT_ST,STRUCT_R,STRUCT_QRF_R,STRUCT_PE,STRUCT_PE_R,STRUCT_PEH,STRUCT_PEH_R,pe_corr,fuel_pre,STRUCT_PE_WARM,STRUCT_PEH_WARM,pe_corr_warm,STRUCT_PRE,STRUCT_PE_PRE,adm_pred_R,alc_pred,alc_actual,core_pred,core_actual,food_pred,food_actual,adm_pred,adm_actual,fuel_mm,wedge,target_h1,STRUCT_H1,actual_h1,target_h3,STRUCT_H3,actual_h3,target_h6,STRUCT_H6,actual_h6,target_h12,STRUCT_H12,actual_h12,elig_edge_eom,STRUCT_EVE,STRUCT_QRF_EVE,STRUCT_PE_EVE,STRUCT_PE_WARM_EVE,STRUCT_PEH_WARM_EVE,fuel_eve,core_pred_eve,food_pred_eve,adm_pred_eve,alc_pred_eve,wedge_eve,elig_edge_eve,as_of_eve,band_lo,band_hi
2019-12,0.1831501831501825,-0.016859898370244607,0.04381616747469213,-0.027548301139139274,-0.016859898370244607,0.04381616747469213,-0.016859898370244607,-0.016859898370244607,-0.016859898370244607,-0.016859898370244607,0.0,-0.5108033980742221,-0.00025683543522611596,-0.00855836690273536,0.030198665752040048,-0.016859898370244607,-0.016859898370244607,0.0,-0.5158842570692518,-0.4456327985739805,0.03898251388750002,0.1,0.23923526979314944,0.7266121707538709,0.0,0.2,-0.5108033980742221,-0.018400690992369184,2020-01,0.7691390069698721,1.4625228519195457,2020-03,-0.056891978080670036,-0.0898472596585708,2020-06,0.10774083582123248,0.6283662477558183,2020-12,,-0.1784121320249632,2019-11,-0.016859898370244607,0.04381616747469213,-0.016859898370244607,-0.00025683543522611596,-0.00855836690273536,-0.5108033980742221,0.03898251388750002,0.23923526979314944,0.0,-0.5158842570692518,-0.018400690992369184,2019-11,2020-01-12T23:59:00,,
2020-01,1.4625228519195457,0.8796688903027242,0.9369410505801493,0.8827312090012726,0.8796688903027242,0.9369410505801493,0.8796688903027242,0.8796688903027242,0.8796688903027242,0.8796688903027242,0.0,0.6488741528948738,0.9354426978550903,0.9075557940789072,0.1014889509515526,0.8780719418335247,0.8780719418335247,1.5,2.3255735322844586,4.476275738585489,0.3311512711702965,0.8,1.2712559042585496,2.3444544634806164,1.5,1.5,0.7038036502850842,0.009722794778994282,2020-02,0.28057762196020103,0.2702702702702675,2020-04,0.23686335482495452,-0.1798561151079125,2020-07,0.17651657360236928,0.4460303300624524,2021-01,,1.3404825737265424,2019-12,0.8780719418335247,0.9353441021109499,0.8780719418335247,0.9338457493858908,0.9059588456097077,0.6488741528948738,0.3311512711702965,1.2712559042585496,1.5,2.3255735322844586,0.009722794778994282,2019-12,2020-02-13T23:59:00,,
2020-02,0.2702702702702675,0.258476051978389,0.2802145050361946,0.25209119251714274,0.258476051978389,0.2802145050361946,0.258476051978389,0.258476051978389,0.258476051978389,0.258476051978389,0.0,-1.390797996779547,0.34921685057220797,0.3038464512752985,0.1649829080450965,0.25677982177756514,0.25677982177756514,0.1,-0.15951669731706586,-1.4567266495287057,0.2975548147885125,0.7,0.63716644628817,0.0,0.1,0.2,-1.3412756445060792,0.02658586023949273,2020-03,-0.16200680347834912,-0.0898472596585708,2020-05,0.3803787115163375,0.3603603603603567,2020-08,-0.09142953011323024,0.0,2021-02,0.13247444907811554,0.1763668430335041,2020-01,0.25677982177756514,0.2785182748353707,0.25677982177756514,0.3475206203713841,0.30215022107447465,-1.390797996779547,0.2975548147885125,0.63716644628817,0.1,-0.15951669731706586,0.02658586023949273,2020-01,2020-03-09T23:59:00,,
2020-03,-0.0898472596585708,-0.29539657244983997,-0.29215365927613834,-0.3519521396977022,-0.29539657244983997,-0.29215365927613834,-0.29539657244983997,-0.29539657244983997,-0.29539657244983997,-0.29539657244983997,0.0,-5.726381527739754,-0.19856345118732258,-0.24698001181858129,0.176059834038774,-0.31659380523409103,-0.31659380523409103,0.1,0.5491185109475216,1.3913043478260834,-0.08255306632320733,-0.3,-0.5890111358871581,0.8810572687224738,0.1,0.5,-5.107516925131861,-0.033611469942169854,2020-04,0.10108690352893263,-0.1798561151079125,2020-06,0.00295401833248105,0.6283662477558183,2020-09,-0.24017134765910075,-0.6216696269982114,2021-03,-0.01849488331523355,0.1760563380281743,2020-02,-0.31659380523409103,-0.3133508920603894,-0.31659380523409103,-0.2197606839715736,-0.2681772446028323,-5.726381527739754,-0.08255306632320733,-0.5890111358871581,0.1,0.5491185109475216,-0.033611469942169854,2020-02,2020-04-13T23:59:00,,
2020-04,-0.1798561151079125,-0.40978993901925365,-0.4109681521033623,-0.4547496271194231,-0.40978993901925365,-0.4109681521033623,-0.40978993901925365,-0.40978993901925365,-0.40978993901925365,-0.40978993901925365,0.0,-11.514984269382811,-0.3096920186718783,-0.359740978845566,0.18199581934582326,-0.44071392283588456,-0.44071392283588456,0.1,0.2032116199155598,-1.1149228130360234,-0.055070923849511635,0.2,-0.1889421643647478,0.6113537117903967,0.1,-0.1,-10.612141943192432,-0.015374007383308685,2020-05,0.21081685814528994,0.3603603603603567,2020-07,0.061548208572094365,0.4460303300624524,2020-10,0.12263273803665245,0.1787310098301908,2021-04,0.05731316731550902,0.5272407732864748,2020-03,-0.44071392283588456,-0.4418921359199932,-0.44071392283588456,-0.34061600248850926,-0.3906649626621969,-11.514984269382811,-0.055070923849511635,-0.1889421643647478,0.1,0.2032116199155598,-0.015374007383308685,2020-03,2020-05-12T23:59:00,,
2020-05,0.3603603603603567,0.0916225569409928,0.08152738570860182,0.10375185993166694,0.0916225569409928,0.08152738570860182,0.0916225569409928,0.0916225569409928,0.0916225569409928,0.0916225569409928,0.0,-3.1338710907671707,0.20383939419244984,0.14773097556672132,0.1805287987665244,0.09702002262666087,0.09702002262666087,0.1,0.4039875596182707,2.948829141370335,0.10704193982366572,0.7,0.41824810696645953,0.607638888888884,0.1,0.2,-3.2914530020783705,0.020584548505098492,2020-06,0.06978451211007093,0.6283662477558183,2020-08,-0.05808726543262171,0.0,2020-11,0.09206209386546245,0.0,2021-05,-0.014226211857122868,0.1748251748251661,2020-04,0.09702002262666087,0.08692485139426989,0.09702002262666087,0.2092368598781179,0.1531284412523894,-3.1338710907671707,0.10704193982366572,0.41824810696645953,0.1,0.4039875596182707,0.020584548505098492,2020-04,2020-06-09T23:59:00,,
2020-06,0.6283662477558183,0.24165028242140926,0.2909058121954282,0.27268779116239245,0.24165028242140926,0.2909058121954282,0.24165028242140926,0.24165028242140926,0.24165028242140926,0.24165028242140926,0.0,3.127476306827237,0.4192916204022693,0.3304709514118393,0.3291564396865758,0.25073843909348076,0.25073843909348076,0.0,-0.16022550848397765,2.948609941027791,0.37696485862001017,0.5,-0.25122053027874464,-0.5176876617773996,0.0,0.1,2.8621426887769363,-0.0013810525001446473,2020-07,0.08121208106009506,0.4460303300624524,2020-09,-0.29214062043899314,-0.6216696269982114,2020-12,0.08236497937088977,-0.1784121320249632,2021-06,0.062090007996986975,0.523560209424101,2020-05,0.25073843909348076,0.2999939688674997,0.25073843909348076,0.4283797770743408,0.33955910808391077,3.127476306827237,0.37696485862001017,-0.25122053027874464,0.0,-0.16022550848397765,-0.0013810525001446473,2020-05,2020-07-09T23:59:00,,
2020-07,0.4460303300624524,0.3930539590589694,0.4473500504791615,0.3697297251015858,0.3930539590589694,0.4473500504791615,0.3930539590589694,0.3930539590589694,0.3930539590589694,0.3930539590589694,0.0,4.654507093887217,0.5374545855739669,0.46525427231646815,0.2603474840599267,0.3953284580806913,0.3953284580806913,0.05,0.31082451013413337,0.4091653027823216,0.5467677081544858,1.2,-0.5648545788272219,-1.4744145706851677,0.05,0.1,4.588101872623818,-0.0016626436858649812,2020-08,-0.010257940529812458,0.0,2020-10,0.22973980032242503,0.1787310098301908,2021-01,0.7541947470255621,1.3404825737265424,2021-07,0.3224272659734768,1.041666666666674,2020-06,0.3953284580806913,0.4496245495008834,0.3953284580806913,0.5397290845956888,0.46752877133819004,4.654507093887217,0.5467677081544858,-0.5648545788272219,0.05,0.31082451013413337,-0.0016626436858649812,2020-06,2020-08-12T23:59:00,,
2020-08,0.0,-0.022871170485985935,-0.0008564754195580018,-0.07016603299062177,-0.022871170485985935,-0.0008564754195580018,-0.022871170485985935,-0.022871170485985935,-0.022871170485985935,-0.022871170485985935,0.0,0.3955281199174987,0.1315119745717251,0.05432040204286958,0.31034517449872595,-0.023200721378800783,-0.023200721378800783,0.0,-0.1401794552186142,0.0814995925020323,0.12737274497046203,0.0,-0.6492657344256748,-0.5281690140845008,0.0,0.0,0.4051495353351031,0.02711440415958697,2020-09,-0.17664637642027803,-0.6216696269982114,2020-11,0.01451207967384107,0.0,2021-02,0.11904144207748571,0.1763668430335041,2021-08,0.1154369477463141,0.6872852233676952,2020-07,-0.023200721378800783,-0.0011860263123728496,-0.023200721378800783,0.13118242367891023,0.05399085115005473,0.3955281199174987,0.12737274497046203,-0.6492657344256748,0.0,-0.1401794552186142,0.02711440415958697,2020-07,2020-09-09T23:59:00,,
2020-09,-0.6216696269982114,-0.39105438788634,-0.39374984192255413,-0.3910958452786578,-0.39105438788634,-0.39374984192255413,-0.39105438788634,-0.39105438788634,-0.39105438788634,-0.39105438788634,0.0,-0.8403215510233153,-0.35546781311445474,-0.37326110050039735,0.07153709527853055,-0.39217985943589734,-0.39217985943589734,0.1,0.31551075768510906,0.8143322475570036,-0.7940965064782147,-0.8,0.146400024196001,-1.2389380530973493,0.1,0.3,-0.8074628043013954,-0.04216279298225297,2020-10,0.26544004800950166,0.1787310098301908,2020-12,0.014478190167919817,-0.1784121320249632,2021-03,-0.10262434744378734,0.1760563380281743,2021-09,-0.22697841336797728,0.1706484641638139,2020-08,-0.39217985943589734,-0.39487531347211147,-0.39217985943589734,-0.3565932846640121,-0.3743865720499547,-0.8403215510233153,-0.7940965064782147,0.146400024196001,0.1,0.31551075768510906,-0.04216279298225297,2020-08,2020-10-11T23:59:00,,
2020-10,0.1787310098301908,0.19878245928781893,0.24658086867274925,0.1762459675263427,0.19878245928781893,0.24658086867274925,0.19878245928781893,0.19878245928781893,0.19878245928781893,0.19878245928781893,0.0,0.5252320728024396,0.39611631559834987,0.2974493874430844,0.3755273784130184,0.200540105356502,0.200540105356502,0.0,0.09296801759522964,-0.8885298869143687,0.2901443044927381,0.5,0.1793313913826917,0.6272401433691677,0.0,-1.3,0.4739166512617077,-0.009775042721481057,2020-11,-0.07704055636204664,0.0,2021-01,0.949750639263713,1.3404825737265424,2021-04,0.18397962911753565,0.5272407732864748,2021-10,0.31114314877358723,1.0221465076660996,2020-09,0.200540105356502,0.24833851474143226,0.200540105356502,0.397873961667033,0.29920703351176753,0.5252320728024396,0.2901443044927381,0.1793313913826917,0.0,0.09296801759522964,-0.009775042721481057,2020-09,2020-11-09T23:59:00,,
2020-11,0.0,0.11570993715689881,0.17885551787034537,0.1316954850393888,0.11570993715689881,0.17885551787034537,0.11570993715689881,0.11570993715689881,0.11570993715689881,0.11570993715689881,0.0,-0.4158489610616045,0.23519791314173077,0.1754539251493148,0.21791124733017755,0.11570993715689881,0.11570993715689881,0.0,-0.06625150012915304,0.3259983700081514,0.17997458005679307,0.0,0.12682500951657677,-0.0890471950133475,0.0,-0.1,-0.4158489610616045,0.014559444993835446,2020-12,0.09240956548917134,-0.1784121320249632,2021-02,0.04516561024928492,0.1763668430335041,2021-05,0.465480082500627,0.1748251748251661,2021-11,0.025592944109994555,0.1686340640809414,2020-10,0.11570993715689881,0.17885551787034537,0.11570993715689881,0.23519791314173077,0.1754539251493148,-0.4158489610616045,0.17997458005679307,0.12682500951657677,0.0,-0.06625150012915304,0.014559444993835446,2020-10,2020-12-09T23:59:00,,
2020-12,-0.1784121320249632,0.15685617972288066,0.20143384107952014,0.1623893613752041,0.15685617972288066,0.20143384107952014,0.15685617972288066,0.15685617972288066,0.15685617972288066,0.15685617972288066,0.0,0.8354669595540098,0.19362852679402098,0.1752423532584508,0.06703899930174446,0.15685617972288066,0.15685617972288066,0.0,-0.5018339653701975,0.4061738424045558,0.22695171564798214,0.0,0.3235065349784515,-1.2477718360071388,0.0,-0.1,0.8354669595540098,-0.009918987168676624,2021-01,0.9258752473774822,1.3404825737265424,2021-03,-0.07178534011020289,0.1760563380281743,2021-06,0.3055935434404072,0.523560209424101,2021-12,0.05200676450662258,0.4208754208754106,2020-11,0.15685617972288066,0.20143384107952014,0.15685617972288066,0.19362852679402098,0.1752423532584508,0.8354669595540098,0.22695171564798214,0.3235065349784515,0.0,-0.5018339653701975,-0.009918987168676624,2020-11,2021-01-12T23:59:00,,
2021-01,1.3404825737265424,0.8093025919656509,0.8768986081296262,0.8260458673838905,0.8093025919656509,0.8768986081296262,0.8093025919656509,0.8093025919656509,0.8093025919656509,0.8093025919656509,0.0,0.45893911526828646,0.9741181572337562,0.8917103745997036,0.300530801242164,0.8134405209133484,0.8134405209133484,1.4,2.7557139735446645,3.1553398058252524,0.3731089889391225,0.7,0.7826965728303446,3.068592057761732,1.4,0.5,0.33813005590186407,0.00029547441653051955,2021-02,0.11028560967533854,0.1763668430335041,2021-04,0.2382253582109478,0.5272407732864748,2021-07,0.1951567613431971,1.041666666666674,2022-01,0.8589207402384997,4.442581726739303,2020-12,0.8134405209133484,0.8810365370773237,0.8134405209133484,0.9782560861814537,0.8958483035474011,0.45893911526828646,0.3731089889391225,0.7826965728303446,1.4,2.7557139735446645,0.00029547441653051955,2020-12,2021-02-11T23:59:00,,
2021-02,0.1763668430335041,0.4177084706228624,0.5099790799692877,0.4246495311033998,0.4177084706228624,0.5099790799692877,0.4177084706228624,0.4177084706228624,0.4177084706228624,0.4177084706228624,0.0,1.7454258037390868,0.6374084213705435,0.527558445996703,0.3996410407069189,0.4216098186429952,0.4216098186429952,0.1,-0.37571835601900583,-0.3137254901960817,0.6184576250555207,0.3,0.06726638396611674,0.0,0.1,0.1,1.6315238516923847,0.027406719797533095,2021-03,-0.047040685036199306,0.1760563380281743,2021-05,0.43600908866873006,0.1748251748251661,2021-08,0.030309544518498197,0.6872852233676952,2022-02,0.19380370109292025,1.2841091492777013,2021-01,0.4216098186429952,0.5138804279894205,0.4216098186429952,0.6413097693906763,0.5314597940168357,1.7454258037390868,0.6184576250555207,0.06726638396611674,0.1,-0.37571835601900583,0.027406719797533095,2021-01,2021-03-09T23:59:00,0.16416417791981242,0.9631476185223191
2021-03,0.1760563380281743,0.13209951453285365,0.15612319451835924,0.14280658172134345,0.13209951453285365,0.15612319451835924,0.13209951453285365,0.13209951453285365,0.13209951453285365,0.13209951453285365,0.0,5.918687339804873,0.1021529667204055,0.11712624062662955,-0.05456035521653767,0.13508449708298484,0.13508449708298484,0.1,0.6894828170939485,0.8654602675058909,-0.17976514950672662,-0.2,-0.009732467322969174,0.0,0.1,0.1,5.831539170113076,-0.0424887490974016,2021-04,0.20171889701012946,0.5272407732864748,2021-06,0.16509295470893148,0.523560209424101,2021-09,-0.39829272171522556,0.1706484641638139,2022-03,-0.13506152076931074,1.6640253565768592,2021-02,0.13508449708298484,0.15910817706849043,0.13508449708298484,0.10513794927053668,0.12011122317676073,5.918687339804873,-0.17976514950672662,-0.009732467322969174,0.1,0.6894828170939485,-0.0424887490974016,2021-02,2021-04-12T23:59:00,-0.20137158762530413,0.6058199240567624
2021-04,0.5272407732864748,0.2652026149226383,0.2631842968963739,0.26166130489582806,0.2652026149226383,0.2631842968963739,0.2652026149226383,0.2652026149226383,0.2652026149226383,0.2652026149226383,0.0,2.9975435529050687,0.30990258036536666,0.28755259764400243,0.08140430866781927,0.2667328991936351,0.2667328991936351,0.1,-0.01647745224303739,1.6380655226209129,0.2761500597562797,0.3,-0.005345880564495059,0.7880910683012221,0.1,0.0,2.9528660812328633,-0.0004440777361880144,2021-05,0.3432574898992378,0.1748251748251661,2021-07,0.13233873367182164,1.041666666666674,2021-10,0.3048331605638894,1.0221465076660996,2022-04,0.2135966315273056,1.7926734216679563,2021-03,0.2667328991936351,0.26471458116737057,0.2667328991936351,0.31143286463636344,0.2890828819149992,2.9975435529050687,0.2761500597562797,-0.005345880564495059,0.1,-0.01647745224303739,-0.0004440777361880144,2021-03,2021-05-10T23:59:00,-0.09281782617179701,0.7094092174201487
2021-05,0.1748251748251661,0.5711502049342668,0.6145052714367953,0.5998486292434363,0.5711502049342668,0.6145052714367953,0.5711502049342668,0.5711502049342668,0.5711502049342668,0.5711502049342668,0.0,1.2847164161324587,0.6079498157084969,0.5895500103213819,0.06710235179033636,0.5712988079923157,0.5712988079923157,0.1,0.8281278232436148,0.0,0.5816649902671489,0.4,0.8669863023426301,-0.6081668114682803,0.1,0.2,1.280377869992888,-0.03264766489355927,2021-06,0.35597226911251606,0.523560209424101,2021-08,0.11385026519398918,0.6872852233676952,2021-11,0.19011925141412905,0.1686340640809414,2022-05,0.33524992986395524,1.7611026033690802,2021-04,0.5712988079923157,0.6146538744948441,0.5712988079923157,0.6080984187665458,0.5896986133794307,1.2847164161324587,0.5816649902671489,0.8669863023426301,0.1,0.8281278232436148,-0.03264766489355927,2021-04,2021-06-09T23:59:00,0.25999580744411693,1.0572583829459419
2021-06,0.523560209424101,0.32918636108931887,0.3218439027427636,0.3364447787042465,0.32918636108931887,0.3218439027427636,0.32918636108931887,0.32918636108931887,0.32918636108931887,0.32918636108931887,0.0,1.6323151911052491,0.3243206606124211,0.32675351085087,-0.008877298227554717,0.33546740658774693,0.33546740658774693,0.05,0.35791373310131713,0.0767459708365336,0.42057826078704297,0.9,0.0012799474129819022,-0.2622377622377714,0.05,0.1,1.4489366923214453,0.0100057933096322,2021-07,0.17894121608887664,1.041666666666674,2021-09,-0.16624737883897064,0.1706484641638139,2021-12,0.1960248582683052,0.4208754208754106,2022-06,0.35885776688973325,1.5801354401805856,2021-05,0.33546740658774693,0.3281249482411917,0.33546740658774693,0.33060170611084916,0.33303455634929807,1.6323151911052491,0.42057826078704297,0.0012799474129819022,0.05,0.35791373310131713,0.0100057933096322,2021-05,2021-07-12T23:59:00,-0.05226887623112225,0.7611252052372819
