h,sample,n,C0,C1,C123,C2,C3
3,full,84,1.439530883124798,1.440692368283726,1.4403559115063032,1.439499991491705,1.4392263733959652
3,origins_2024plus,28,0.5225319330170363,0.5227540591818489,0.5229941483405068,0.5225704178510483,0.5227327173520405
6,full,81,2.2426832987214143,2.24286074390845,2.242758225306464,2.2427395397953505,2.2425261459173647
6,origins_2024plus,25,0.48057958148384,0.480705031185045,0.4809257327998252,0.48059566267553167,0.48078344454968774
12,full,75,4.766787823016924,4.766787823016924,4.766787823016924,4.766787823016924,4.766787823016924
12,origins_2024plus,19,0.6550956997447843,0.6550956997447843,0.6550956997447843,0.6550956997447843,0.6550956997447843
