period,actual,consensus,HARD_BASE_recorded,HARD_BASE_C0,HARD_BASE_C1,HARD_BASE_C2,HARD_BASE_C3,HARD_BASE_C123,HARD_HALF_recorded,HARD_HALF_C0,HARD_HALF_C1,HARD_HALF_C2,HARD_HALF_C3,HARD_HALF_C123,HARD_FULL_recorded,HARD_FULL_C0,HARD_FULL_C1,HARD_FULL_C2,HARD_FULL_C3,HARD_FULL_C123
2019-02,0.2,0.1,0.3177548805881821,0.3246682526924389,0.32857290020160873,0.32302319666030305,0.3246282551537761,0.3268875750484317,0.3457208529825975,0.3530508747019689,0.3473038858977325,0.35140384455566037,0.3530108771633061,0.34561725793665005,0.3736868253770129,0.3814334967114988,0.3660348715938562,0.3797844924510177,0.381393499172836,0.3643469408248684
2019-03,0.2,0.1,0.0994602395416571,0.1020120163032545,0.1021097530141855,0.101738779113453,0.1017732828486438,0.10159778010170467,0.0948136439448493,0.0987078438326107,0.10794887226485014,0.09843468331911441,0.098469110378,0.10743676385033561,0.0901670483480416,0.095403671361967,0.11378799151551479,0.09513058752477582,0.0951649379073563,0.11327574759896655
2019-04,0.1,0.3,0.3871075486743048,0.3933907380842003,0.3970127355464293,0.3952851790810184,0.3935434617464234,0.3990575798924263,0.4331530262959052,0.4374098996777044,0.45133072415422226,0.439276141252545,0.4375626233399275,0.45334077147487234,0.4791985039175055,0.4814290612712085,0.5056487127620153,0.48326710342407164,0.4815817849334316,0.5076239630573184
2019-05,0.7,0.4,0.2254766707170906,0.2294972535366166,0.23493854729699193,0.2287972478907137,0.2295882906614925,0.23432461410249328,0.2416040565389769,0.2421291355265408,0.23666522814952445,0.24141760446551153,0.2422201726514167,0.23604971951966058,0.2577314423608633,0.2547610175164649,0.23839190900205695,0.25403796104030935,0.2548520546413409,0.23777482493682786
2019-06,0.2,0.1,0.1241032984628462,0.1382362388250432,0.13988177303767663,0.13856898890655478,0.1379905409353909,0.13996746870695573,0.0736165511908994,0.0907507984548578,0.15093129408286224,0.09112269392246856,0.0905051005652055,0.15100788090184633,0.0231298039189525,0.0432653580846724,0.16198081512804785,0.04367639893838235,0.0430196601950201,0.1620482930967369
2019-07,0.4,0.2,0.435229027763851,0.4505815371932018,0.4466106673765021,0.4499910249153186,0.4505884956045222,0.44603041202742205,0.4401493662832389,0.466638283952617,0.44503960225894634,0.46603443367516534,0.4666452423639374,0.44446065196039575,0.4450697048026269,0.4826950307120322,0.44346853714139056,0.48207784243501206,0.4827019891233526,0.44289089189336944
2019-08,0.1,0.0,0.0721202716889229,0.045591788901866,0.05132548793434605,0.04579487755480116,0.0458540575479197,0.05178652857576846,0.0863283929047251,0.054830184045735,0.052898559061901156,0.055026317504811295,0.0550924526917887,0.053358415405133724,0.1005365141205273,0.064068579189604,0.05447163018945627,0.06425775745482143,0.0643308478356577,0.05493030223449899
2019-09,-0.6,-0.4,-0.3115374275151629,-0.308849505091783,-0.30990129285624773,-0.3087102288895321,-0.3089697538548697,-0.30988149480680427,-0.3173684094431666,-0.3142866864939304,-0.29889352298704946,-0.3141434266478118,-0.314406935257017,-0.298881789968307,-0.3231993913711704,-0.3197238678960776,-0.28788575311785125,-0.3195766244060916,-0.3198441166591643,-0.28788208512980973
2019-10,0.5,0.4,0.229406116745445,0.2446637877806893,0.27032697848140896,0.24629632248239464,0.2446562650638546,0.2719320460524601,0.2851747109136301,0.3304818350041638,0.3079214436650621,0.33204767532374957,0.3304743122873291,0.30949729430904876,0.3409433050818153,0.4162998822276383,0.3455159088487152,0.41779902816510456,0.4162923595108035,0.34706254256563746
2019-11,0.3,0.2,0.1602788573046094,0.141525159830618,0.1424028219210881,0.14017480853014586,0.1416414670259299,0.1411682100164467,0.1882772717920312,0.1741787327326394,0.14710590419037695,0.17280725635231312,0.1742950399279512,0.14586824964814127,0.2162756862794529,0.2068323056346607,0.15180898645966578,0.20543970417448038,0.2069486128299725,0.15056828927983584
