variant,origin,h,yy,actual_previous,scored
C2,2023-03,0,15.206083811735338,14.964925954793449,False
C2,2023-03,1,13.72255308594664,12.71056661562021,True
C2,2023-03,2,12.291645983655194,11.0609480812641,True
C2,2023-03,3,11.04641842575173,9.703703703703706,True
C2,2023-03,4,10.272763829761766,8.771929824561415,True
C2,2023-03,5,10.138727735639945,8.515283842794778,True
C2,2023-03,6,9.207823132364148,6.859205776173314,True
C2,2023-03,7,11.404676432112014,8.498168498168521,True
C2,2023-03,8,10.440080829273596,7.313540912382349,True
C2,2023-03,9,10.764104082169688,6.879073135409149,True
C2,2023-03,10,5.820991829803955,2.3224043715847307,True
C2,2023-03,11,5.7075798796289146,1.9687712152070571,True
C2,2023-03,12,5.672392409003544,1.9661016949152728,True
C2,2023-04,0,13.607972529047693,12.71056661562021,False
C2,2023-04,1,12.004819929730369,11.0609480812641,True
C2,2023-04,2,10.668366659775531,9.703703703703706,True
C2,2023-04,3,9.819103828664094,8.771929824561415,True
C2,2023-04,4,9.617124171923178,8.515283842794778,True
C2,2023-04,5,8.630444974822602,6.859205776173314,True
C2,2023-04,6,10.750971264756078,8.498168498168521,True
C2,2023-04,7,9.751873807042772,7.313540912382349,True
C2,2023-04,8,10.037497641136339,6.879073135409149,True
C2,2023-04,9,5.095176492756154,2.3224043715847307,True
C2,2023-04,10,4.95333281050576,1.9687712152070571,True
C2,2023-04,11,5.075633375200632,1.9661016949152728,True
C2,2023-04,12,5.009914535595512,2.853260869565235,True
C2,2023-05,0,11.000667557212259,11.0609480812641,False
C2,2023-05,1,9.480814003067552,9.703703703703706,True
C2,2023-05,2,8.4786766700845,8.771929824561415,True
C2,2023-05,3,8.140853560338066,8.515283842794778,True
C2,2023-05,4,7.031869492151668,6.859205776173314,True
C2,2023-05,5,8.99465295812148,8.498168498168521,True
C2,2023-05,6,7.880502720441987,7.313540912382349,True
C2,2023-05,7,8.044877049753843,6.879073135409149,True
C2,2023-05,8,3.086361560885301,2.3224043715847307,True
C2,2023-05,9,2.8445694813400637,1.9687712152070571,True
C2,2023-05,10,2.864594744995524,1.9661016949152728,True
C2,2023-05,11,3.413826422783042,2.853260869565235,True
C2,2023-05,12,3.607074181924821,2.574525745257463,True
C2,2023-06,0,9.343478519592303,9.703703703703706,False
C2,2023-06,1,8.267817216703357,8.771929824561415,True
C2,2023-06,2,7.82491894226023,8.515283842794778,True
C2,2023-06,3,6.623415991992341,6.859205776173314,True
C2,2023-06,4,8.49151768660767,8.498168498168521,True
C2,2023-06,5,7.301638368430545,7.313540912382349,True
C2,2023-06,6,7.383849548761279,6.879073135409149,True
C2,2023-06,7,2.395503236723599,2.3224043715847307,True
C2,2023-06,8,2.097509818908081,1.9687712152070571,True
C2,2023-06,9,2.0617225711011615,1.9661016949152728,True
C2,2023-06,10,2.5521759270287694,2.853260869565235,True
C2,2023-06,11,2.642229838576891,2.574525745257463,True
C2,2023-06,12,2.9433160692835,1.958136394328148,True
C2,2023-07,0,8.62568448181651,8.771929824561415,False
C2,2023-07,1,8.25551863513046,8.515283842794778,True
C2,2023-07,2,7.072262721797766,6.859205776173314,True
C2,2023-07,3,8.969519138339574,8.498168498168521,True
C2,2023-07,4,7.796858109261327,7.313540912382349,True
C2,2023-07,5,7.90042631202597,6.879073135409149,True
C2,2023-07,6,2.897303354645363,2.3224043715847307,True
C2,2023-07,7,2.6194474356116606,1.9687712152070571,True
C2,2023-07,8,2.604269173426179,1.9661016949152728,True
C2,2023-07,9,3.1177614525840056,2.853260869565235,True
C2,2023-07,10,3.228306043583701,2.574525745257463,True
C2,2023-07,11,3.2741137694746056,1.958136394328148,True
C2,2023-07,12,3.372938770393831,2.150537634408578,True
C2,2023-08,0,8.835013670182775,8.515283842794778,False
C2,2023-08,1,7.68595047927955,6.859205776173314,True
C2,2023-08,2,9.607507758654133,8.498168498168521,True
C2,2023-08,3,8.443852459057556,7.313540912382349,True
C2,2023-08,4,8.565593018408608,6.879073135409149,True
C2,2023-08,5,3.549614365161291,2.3224043715847307,True
C2,2023-08,6,3.279973200643311,1.9687712152070571,True
C2,2023-08,7,3.2869266898264526,1.9661016949152728,True
C2,2023-08,8,3.8266142803342036,2.853260869565235,True
C2,2023-08,9,3.960965967620464,2.574525745257463,True
C2,2023-08,10,4.030440504315616,1.958136394328148,True
C2,2023-08,11,4.016202416739708,2.150537634408578,True
C2,2023-08,12,3.71375825937161,2.213279678068404,True
C2,2023-09,0,7.4201812857245155,6.859205776173314,False
C2,2023-09,1,9.330223249790455,8.498168498168521,True
C2,2023-09,2,8.113035750955946,7.313540912382349,True
C2,2023-09,3,8.185282424152149,6.879073135409149,True
C2,2023-09,4,3.1426204011932253,2.3224043715847307,True
C2,2023-09,5,2.8334369037537583,1.9687712152070571,True
C2,2023-09,6,2.794615025363787,1.9661016949152728,True
C2,2023-09,7,3.29768642616363,2.853260869565235,True
C2,2023-09,8,3.398974014843477,2.574525745257463,True
C2,2023-09,9,3.436937832278461,1.958136394328148,True
C2,2023-09,10,3.3926175510666243,2.150537634408578,True
C2,2023-09,11,3.3091886665958996,2.213279678068404,True
C2,2023-09,12,3.371505572826671,2.567567567567563,True
C2,2023-10,0,8.78514420486512,8.498168498168521,False
C2,2023-10,1,7.445085993076492,7.313540912382349,True
C2,2023-10,2,7.447518431240244,6.879073135409149,True
C2,2023-10,3,2.38242044045785,2.3224043715847307,True
C2,2023-10,4,2.0207595883274503,1.9687712152070571,True
C2,2023-10,5,1.9335867797193818,1.9661016949152728,True
C2,2023-10,6,2.3791087545421448,2.853260869565235,True
C2,2023-10,7,2.437301021529119,2.574525745257463,True
C2,2023-10,8,2.434355828356019,1.958136394328148,True
C2,2023-10,9,2.351000112026475,2.150537634408578,True
C2,2023-10,10,2.2301226147142748,2.213279678068404,True
C2,2023-10,11,2.6326321427966866,2.567567567567563,True
C2,2023-10,12,2.725197025467886,2.8359216745442346,True
C2,2023-11,0,7.339000119432397,7.313540912382349,False
C2,2023-11,1,7.175457456459758,6.879073135409149,True
C2,2023-11,2,2.038962140825331,2.3224043715847307,True
C2,2023-11,3,1.601282563455245,1.9687712152070571,True
C2,2023-11,4,1.445805760065351,1.9661016949152728,True
C2,2023-11,5,1.8231354993516162,2.853260869565235,True
C2,2023-11,6,1.8135855397818024,2.574525745257463,True
C2,2023-11,7,1.7585912169521138,1.958136394328148,True
C2,2023-11,8,1.6254606574700843,2.150537634408578,True
C2,2023-11,9,1.4568781142640592,2.213279678068404,True
C2,2023-11,10,1.808914048308867,2.567567567567563,True
C2,2023-11,11,2.0667260859803456,2.8359216745442346,True
C2,2023-11,12,2.1021621360695106,2.834008097166013,True
C2,2023-12,0,7.234190577991695,6.879073135409149,False
C2,2023-12,1,2.1022565695974795,2.3224043715847307,True
C2,2023-12,2,1.706185810816107,1.9687712152070571,True
C2,2023-12,3,1.590051787593331,1.9661016949152728,True
C2,2023-12,4,2.002876366309448,2.853260869565235,True
C2,2023-12,5,2.0277671048846155,2.574525745257463,True
C2,2023-12,6,1.9935041055151488,1.958136394328148,True
C2,2023-12,7,1.8881173861207652,2.150537634408578,True
C2,2023-12,8,1.7452382116150391,2.213279678068404,True
C2,2023-12,9,2.122834800655005,2.567567567567563,True
C2,2023-12,10,2.4049660984727987,2.8359216745442346,True
C2,2023-12,11,2.436968610184037,2.834008097166013,True
C2,2023-12,12,2.6679180609401025,2.981029810298109,True
C2,2024-01,0,1.8410698049536596,2.3224043715847307,False
C2,2024-01,1,1.5163438642464995,1.9687712152070571,True
C2,2024-01,2,1.3733025140480275,1.9661016949152728,True
C2,2024-01,3,1.767770729193473,2.853260869565235,True
C2,2024-01,4,1.7649991987459615,2.574525745257463,True
C2,2024-01,5,1.7067083037707258,1.958136394328148,True
C2,2024-01,6,1.5700968876577643,2.150537634408578,True
C2,2024-01,7,1.394027487742414,2.213279678068404,True
C2,2024-01,8,1.73853806163493,2.567567567567563,True
C2,2024-01,9,1.9884880802810811,2.8359216745442346,True
C2,2024-01,10,1.9901281903079284,2.834008097166013,True
C2,2024-01,11,2.4266033922867343,2.981029810298109,True
C2,2024-01,12,2.528893697289142,2.8037383177569937,True
C2,2024-02,0,2.0833076301546183,1.9687712152070571,False
C2,2024-02,1,1.9724378537516745,1.9661016949152728,True
C2,2024-02,2,2.3355907176269746,2.853260869565235,True
C2,2024-02,3,2.3025904198287734,2.574525745257463,True
C2,2024-02,4,2.204775470447454,1.958136394328148,True
C2,2024-02,5,2.031297517195968,2.150537634408578,True
C2,2024-02,6,1.8197443060883247,2.213279678068404,True
C2,2024-02,7,2.116554904317061,2.567567567567563,True
C2,2024-02,8,2.319151378937716,2.8359216745442346,True
C2,2024-02,9,2.27399856556954,2.834008097166013,True
C2,2024-02,10,2.667086533782774,2.981029810298109,True
C2,2024-02,11,2.1309394997345086,2.8037383177569937,True
C2,2024-02,12,2.0686181607724965,2.729693741677764,True
C2,2024-03,0,2.1930486302686845,1.9661016949152728,False
C2,2024-03,1,2.686685729746624,2.853260869565235,True
C2,2024-03,2,2.7383068965205335,2.574525745257463,True
C2,2024-03,3,2.718936560824931,1.958136394328148,True
C2,2024-03,4,2.6172474360374736,2.150537634408578,True
C2,2024-03,5,2.474092888086125,2.213279678068404,True
C2,2024-03,6,2.8500449213284815,2.567567567567563,True
C2,2024-03,7,3.1132241262494755,2.8359216745442346,True
C2,2024-03,8,3.1256520156689485,2.834008097166013,True
C2,2024-03,9,3.579344171175495,2.981029810298109,True
C2,2024-03,10,3.0944570737650876,2.8037383177569937,True
C2,2024-03,11,3.0431532248281763,2.729693741677764,True
C2,2024-03,12,2.874321981387271,2.659574468085101,True
C2,2024-04,0,2.8602681376541756,2.853260869565235,False
C2,2024-04,1,3.0329243515704634,2.574525745257463,True
C2,2024-04,2,3.0901559609658635,1.958136394328148,True
C2,2024-04,3,3.0599706959988153,2.150537634408578,True
C2,2024-04,4,2.9776818570222834,2.213279678068404,True
C2,2024-04,5,3.4129741217506315,2.567567567567563,True
C2,2024-04,6,3.744393670531876,2.8359216745442346,True
C2,2024-04,7,3.797487737447246,2.834008097166013,True
C2,2024-04,8,4.294508241839969,2.981029810298109,True
C2,2024-04,9,3.8455917126125496,2.8037383177569937,True
C2,2024-04,10,3.8329819693042353,2.729693741677764,True
C2,2024-04,11,3.7683914037976947,2.659574468085101,True
C2,2024-04,12,3.4922951296270357,1.8494055482166376,True
C2,2024-05,0,2.9539814775242914,2.574525745257463,False
C2,2024-05,1,2.7687016573051726,1.958136394328148,True
C2,2024-05,2,2.600982184918296,2.150537634408578,True
C2,2024-05,3,2.39947078446779,2.213279678068404,True
C2,2024-05,4,2.7542690177866085,2.567567567567563,True
C2,2024-05,5,2.974636544115272,2.8359216745442346,True
C2,2024-05,6,2.957745603491233,2.834008097166013,True
C2,2024-05,7,3.374537002662366,2.981029810298109,True
C2,2024-05,8,2.8545119243312924,2.8037383177569937,True
C2,2024-05,9,2.7692767206131856,2.729693741677764,True
C2,2024-05,10,2.6440760249349555,2.659574468085101,True
C2,2024-05,11,2.1631997279662283,1.8494055482166376,True
C2,2024-05,12,2.2451543116652717,2.377807133421391,True
C2,2024-06,0,2.452749756724122,1.958136394328148,False
C2,2024-06,1,2.323828011345079,2.150537634408578,True
C2,2024-06,2,2.1129970197630596,2.213279678068404,True
C2,2024-06,3,2.4586307479165863,2.567567567567563,True
C2,2024-06,4,2.664852045772291,2.8359216745442346,True
C2,2024-06,5,2.6354911914885184,2.834008097166013,True
C2,2024-06,6,3.0433820281530215,2.981029810298109,True
C2,2024-06,7,2.506019772041949,2.8037383177569937,True
C2,2024-06,8,2.402897297835279,2.729693741677764,True
C2,2024-06,9,2.2604252277149155,2.659574468085101,True
C2,2024-06,10,1.7641735727877588,1.8494055482166376,True
C2,2024-06,11,2.070218315814553,2.377807133421391,True
C2,2024-06,12,2.2578614324050474,2.913907284768222,True
C2,2024-07,0,1.8033319763902156,2.150537634408578,False
C2,2024-07,1,1.537548084753435,2.213279678068404,True
C2,2024-07,2,1.8493191197167678,2.567567567567563,True
C2,2024-07,3,2.023248241340906,2.8359216745442346,True
C2,2024-07,4,1.9621613655351569,2.834008097166013,True
C2,2024-07,5,2.3370303498124123,2.981029810298109,True
C2,2024-07,6,1.7824723974174868,2.8037383177569937,True
C2,2024-07,7,1.6482294812305625,2.729693741677764,True
C2,2024-07,8,1.475972088516786,2.659574468085101,True
C2,2024-07,9,0.9534124365602763,1.8494055482166376,True
C2,2024-07,10,1.227420824286409,2.377807133421391,True
C2,2024-07,11,1.7014204840047324,2.913907284768222,True
C2,2024-07,12,1.7991117234645828,2.697368421052633,True
C2,2024-08,0,2.1639628297828546,2.213279678068404,False
C2,2024-08,1,2.5023125637823314,2.567567567567563,True
C2,2024-08,2,2.778278515305636,2.8359216745442346,True
C2,2024-08,3,2.8072480641442557,2.834008097166013,True
C2,2024-08,4,3.275046624335534,2.981029810298109,True
C2,2024-08,5,2.798535258661339,2.8037383177569937,True
C2,2024-08,6,2.751616899870678,2.729693741677764,True
C2,2024-08,7,2.6553856575347212,2.659574468085101,True
C2,2024-08,8,2.2023702654018518,1.8494055482166376,True
C2,2024-08,9,2.553534513606654,2.377807133421391,True
C2,2024-08,10,3.1067416570392523,2.913907284768222,True
C2,2024-08,11,2.8026495309968653,2.697368421052633,True
C2,2024-08,12,2.7893454320466673,2.493438320209967,True
C2,2024-09,0,2.652972049319154,2.567567567567563,False
C2,2024-09,1,2.874040696701274,2.8359216745442346,True
C2,2024-09,2,2.917106228806745,2.834008097166013,True
C2,2024-09,3,3.391583292500982,2.981029810298109,True
C2,2024-09,4,2.9229792641263517,2.8037383177569937,True
C2,2024-09,5,2.880392616808275,2.729693741677764,True
C2,2024-09,6,2.7914946513398418,2.659574468085101,True
C2,2024-09,7,2.3412494760879388,1.8494055482166376,True
C2,2024-09,8,2.694471524331007,2.377807133421391,True
C2,2024-09,9,3.2488784992451993,2.913907284768222,True
C2,2024-09,10,2.9438423032442094,2.697368421052633,True
C2,2024-09,11,2.729957888979986,2.493438320209967,True
C2,2024-09,12,2.872056256138724,2.305665349143618,True
C2,2024-10,0,2.859312445478337,2.8359216745442346,False
C2,2024-10,1,2.8423578679643184,2.834008097166013,True
C2,2024-10,2,3.2401439685447766,2.981029810298109,True
C2,2024-10,3,2.7016451049167367,2.8037383177569937,True
C2,2024-10,4,2.5976889376512826,2.729693741677764,True
C2,2024-10,5,2.4492342584917113,2.659574468085101,True
C2,2024-10,6,1.94879773131801,1.8494055482166376,True
C2,2024-10,7,2.256082040757041,2.377807133421391,True
C2,2024-10,8,2.7649879943126656,2.913907284768222,True
C2,2024-10,9,2.420093899263342,2.697368421052633,True
C2,2024-10,10,2.1667944445741654,2.493438320209967,True
C2,2024-10,11,2.204833427457717,2.305665349143618,True
C2,2024-10,12,2.280026838898524,2.4950755088640726,True
C2,2024-11,0,2.9521467874039544,2.834008097166013,False
C2,2024-11,1,3.3939024654687797,2.981029810298109,True
C2,2024-11,2,2.8507265999531026,2.8037383177569937,True
C2,2024-11,3,2.743360787903781,2.729693741677764,True
C2,2024-11,4,2.5899041253963593,2.659574468085101,True
C2,2024-11,5,2.0858162727815053,1.8494055482166376,True
C2,2024-11,6,2.385013481574469,2.377807133421391,True
C2,2024-11,7,2.8887564145119735,2.913907284768222,True
C2,2024-11,8,2.5375794020823412,2.697368421052633,True
C2,2024-11,9,2.2775333603340946,2.493438320209967,True
C2,2024-11,10,2.3085626995560617,2.305665349143618,True
C2,2024-11,11,2.3381218200956444,2.4950755088640726,True
C2,2024-11,12,2.2790151481633325,2.099737532808387,True
C2,2024-12,0,3.338134118526512,2.981029810298109,False
C2,2024-12,1,2.804682007737913,2.8037383177569937,True
C2,2024-12,2,2.7055514688325886,2.729693741677764,True
C2,2024-12,3,2.560318371991123,2.659574468085101,True
C2,2024-12,4,2.0638120772751605,1.8494055482166376,True
C2,2024-12,5,2.3711466133096897,2.377807133421391,True
C2,2024-12,6,2.880518540476193,2.913907284768222,True
C2,2024-12,7,2.5376814407940174,2.697368421052633,True
C2,2024-12,8,2.2856997246330706,2.493438320209967,True
C2,2024-12,9,2.3245590488787116,2.305665349143618,True
C2,2024-12,10,2.361989092449658,2.4950755088640726,True
C2,2024-12,11,2.3062286646761723,2.099737532808387,True
C2,2024-12,12,2.3045438965237666,2.1052631578947296,True
C2,2025-01,0,2.6465043149752514,2.8037383177569937,False
C2,2025-01,1,2.6058333878429574,2.729693741677764,True
C2,2025-01,2,2.4600652459337518,2.659574468085101,True
C2,2025-01,3,1.9641429626363796,1.8494055482166376,True
C2,2025-01,4,2.267434038858947,2.377807133421391,True
C2,2025-01,5,2.7738475947825045,2.913907284768222,True
C2,2025-01,6,2.4254171342612434,2.697368421052633,True
C2,2025-01,7,2.1666323369412464,2.493438320209967,True
C2,2025-01,8,2.1982760538151656,2.305665349143618,True
C2,2025-01,9,2.2282818586472577,2.4950755088640726,True
C2,2025-01,10,2.165096292568062,2.099737532808387,True
C2,2025-01,11,2.413846137688899,2.1052631578947296,True
C2,2025-01,12,2.2622647164914937,1.62337662337662,True
C2,2025-02,0,2.8616336531462525,2.729693741677764,False
C2,2025-02,1,2.7147525143140334,2.659574468085101,True
C2,2025-02,2,2.220604576650763,1.8494055482166376,True
C2,2025-02,3,2.5269763274348342,2.377807133421391,True
C2,2025-02,4,3.041956932113939,2.913907284768222,True
C2,2025-02,5,2.6993002813898577,2.697368421052633,True
C2,2025-02,6,2.4475892010594933,2.493438320209967,True
C2,2025-02,7,2.4909666659151317,2.305665349143618,True
C2,2025-02,8,2.5328717085643,2.4950755088640726,True
C2,2025-02,9,2.4808874983672715,2.099737532808387,True
C2,2025-02,10,2.7416859743131123,2.1052631578947296,True
C2,2025-02,11,2.422084584445825,1.62337662337662,True
C2,2025-02,12,2.2936416566880933,1.3609850939727857,True
C2,2025-03,0,2.6428853049047105,2.659574468085101,False
C2,2025-03,1,2.143891488987322,1.8494055482166376,True
C2,2025-03,2,2.492017546653065,2.377807133421391,True
C2,2025-03,3,3.048625421497925,2.913907284768222,True
C2,2025-03,4,2.7432585042957016,2.697368421052633,True
C2,2025-03,5,2.5290200946725,2.493438320209967,True
C2,2025-03,6,2.6048973898360006,2.305665349143618,True
C2,2025-03,7,2.679275163462364,2.4950755088640726,True
C2,2025-03,8,2.659390480873278,2.099737532808387,True
C2,2025-03,9,2.9530938422690514,2.1052631578947296,True
C2,2025-03,10,2.6654854672299786,1.62337662337662,True
C2,2025-03,11,2.6705677802586205,1.3609850939727857,True
C2,2025-03,12,2.646939613966999,1.8782383419689104,True
C2,2025-04,0,2.203476778729507,1.8494055482166376,False
C2,2025-04,1,2.481518987231287,2.377807133421391,True
C2,2025-04,2,3.0144209951631225,2.913907284768222,True
C2,2025-04,3,2.6914649082766933,2.697368421052633,True
C2,2025-04,4,2.4653629452357935,2.493438320209967,True
C2,2025-04,5,2.5311625736227703,2.305665349143618,True
C2,2025-04,6,2.6000895019206043,2.4950755088640726,True
C2,2025-04,7,2.5817189219462113,2.099737532808387,True
C2,2025-04,8,2.8776281295211255,2.1052631578947296,True
C2,2025-04,9,2.5933152849393277,1.62337662337662,True
C2,2025-04,10,2.602104339990018,1.3609850939727857,True
C2,2025-04,11,2.538643547402948,1.8782383419689104,True
C2,2025-04,12,2.6028493598453504,2.464332036316472,True
C2,2025-05,0,2.190704549889128,2.377807133421391,False
C2,2025-05,1,2.6929681194587074,2.913907284768222,True
C2,2025-05,2,2.3466033038896383,2.697368421052633,True
C2,2025-05,3,2.098815648970207,2.493438320209967,True
C2,2025-05,4,2.139350966414379,2.305665349143618,True
C2,2025-05,5,2.184521061415212,2.4950755088640726,True
C2,2025-05,6,2.138366426307495,2.099737532808387,True
C2,2025-05,7,2.4069586918069175,2.1052631578947296,True
C2,2025-05,8,2.0985998631525637,1.62337662337662,True
C2,2025-05,9,2.082135727411956,1.3609850939727857,True
C2,2025-05,10,1.994192555245599,1.8782383419689104,True
C2,2025-05,11,2.310020515478645,2.464332036316472,True
C2,2025-05,12,2.3490482336965592,2.129032258064519,True
C2,2025-06,0,2.931139671272004,2.913907284768222,False
C2,2025-06,1,2.636712080988637,2.697368421052633,True
C2,2025-06,2,2.3805053651194106,2.493438320209967,True
C2,2025-06,3,2.412675732775813,2.305665349143618,True
C2,2025-06,4,2.45255996431137,2.4950755088640726,True
C2,2025-06,5,2.4010172476506164,2.099737532808387,True
C2,2025-06,6,2.6640628866548157,2.1052631578947296,True
C2,2025-06,7,2.3533957575296816,1.62337662337662,True
C2,2025-06,8,2.334806374442788,1.3609850939727857,True
C2,2025-06,9,2.2443503177979234,1.8782383419689104,True
C2,2025-06,10,2.5582027005522576,2.464332036316472,True
C2,2025-06,11,2.4085299623642027,2.129032258064519,True
C2,2025-06,12,2.41613161679751,1.544401544401539,True
C2,2025-07,0,2.805159745771169,2.697368421052633,False
C2,2025-07,1,2.5461570637998365,2.493438320209967,True
C2,2025-07,2,2.5779535800982174,2.305665349143618,True
C2,2025-07,3,2.6159505162543484,2.4950755088640726,True
C2,2025-07,4,2.564223735122741,2.099737532808387,True
C2,2025-07,5,2.8279704022701453,2.1052631578947296,True
C2,2025-07,6,2.5127172905353157,1.62337662337662,True
C2,2025-07,7,2.4959949358310434,1.3609850939727857,True
C2,2025-07,8,2.406435110683769,1.8782383419689104,True
C2,2025-07,9,2.7214898731391384,2.464332036316472,True
C2,2025-07,10,2.5718112105765867,2.129032258064519,True
C2,2025-07,11,2.4812849585571835,1.544401544401539,True
C2,2025-07,12,2.3764539237080258,1.7296604740550945,True
C2,2025-08,0,2.6375940225562786,2.493438320209967,False
C2,2025-08,1,2.6356102095226563,2.305665349143618,True
C2,2025-08,2,2.6772568051487475,2.4950755088640726,True
C2,2025-08,3,2.6302271039167118,2.099737532808387,True
C2,2025-08,4,2.898691279901191,2.1052631578947296,True
C2,2025-08,5,2.5894663413902883,1.62337662337662,True
C2,2025-08,6,2.5742028092210245,1.3609850939727857,True
C2,2025-08,7,2.491206010437575,1.8782383419689104,True
C2,2025-08,8,2.813600751236817,2.464332036316472,True
C2,2025-08,9,2.6708767860697806,2.129032258064519,True
C2,2025-08,10,2.5875441576000577,1.544401544401539,True
C2,2025-08,11,2.464503455932128,1.7296604740550945,True
C2,2025-08,12,2.419242600873563,,False
C2,2025-09,0,2.544207065843903,2.305665349143618,False
C2,2025-09,1,2.5930402401690027,2.4950755088640726,True
C2,2025-09,2,2.5519394612955195,2.099737532808387,True
C2,2025-09,3,2.829985784786581,2.1052631578947296,True
C2,2025-09,4,2.533248944711306,1.62337662337662,True
C2,2025-09,5,2.5326618388290068,1.3609850939727857,True
C2,2025-09,6,2.4623520942484154,1.8782383419689104,True
C2,2025-09,7,2.8063429602065444,2.464332036316472,True
C2,2025-09,8,2.685574273683123,2.129032258064519,True
C2,2025-09,9,2.624475723083189,1.544401544401539,True
C2,2025-09,10,2.52389226036315,1.7296604740550945,True
C2,2025-09,11,2.5346960167925126,,False
C2,2025-09,12,2.690329519179217,,False
C2,2025-10,0,2.348853815031796,2.4950755088640726,False
C2,2025-10,1,2.243242527225271,2.099737532808387,True
C2,2025-10,2,2.464882425709825,2.1052631578947296,True
C2,2025-10,3,2.123428473746501,1.62337662337662,True
C2,2025-10,4,2.0761707634970548,1.3609850939727857,True
C2,2025-10,5,1.9640384802851907,1.8782383419689104,True
C2,2025-10,6,2.261340061777266,2.464332036316472,True
C2,2025-10,7,2.1030727204295907,2.129032258064519,True
C2,2025-10,8,2.0064351004024292,1.544401544401539,True
C2,2025-10,9,1.872160817105067,1.7296604740550945,True
C2,2025-10,10,1.8499172511554491,,False
C2,2025-10,11,2.0556642959502684,,False
C2,2025-10,12,2.1699775065158544,,False
C2,2025-11,0,2.539959755523347,2.099737532808387,False
C2,2025-11,1,2.766218395018651,2.1052631578947296,True
C2,2025-11,2,2.381054517488332,1.62337662337662,True
C2,2025-11,3,2.300480133324684,1.3609850939727857,True
C2,2025-11,4,2.1591987646455766,1.8782383419689104,True
C2,2025-11,5,2.430520730820355,2.464332036316472,True
C2,2025-11,6,2.2463720761835755,2.129032258064519,True
C2,2025-11,7,2.1336314608204017,1.544401544401539,True
C2,2025-11,8,1.985038405747432,1.7296604740550945,True
C2,2025-11,9,1.9495608413315095,,False
C2,2025-11,10,2.1430001668938905,,False
C2,2025-11,11,1.9682370813161802,,False
C2,2025-11,12,1.9910967281728105,,False
C2,2025-12,0,2.1828760838233316,2.1052631578947296,False
C2,2025-12,1,1.6835645687720002,1.62337662337662,True
C2,2025-12,2,1.5679093751265871,1.3609850939727857,True
C2,2025-12,3,1.3973417754483497,1.8782383419689104,True
C2,2025-12,4,1.6369835128681045,2.464332036316472,True
C2,2025-12,5,1.4289259269414993,2.129032258064519,True
C2,2025-12,6,1.289097310864791,1.544401544401539,True
C2,2025-12,7,1.1207172917739407,1.7296604740550945,True
C2,2025-12,8,1.0664638451416788,,False
C2,2025-12,9,1.2406502358128109,,False
C2,2025-12,10,1.0506799784307976,,False
C2,2025-12,11,1.3490426897768055,,False
C2,2025-12,12,1.6151893521640068,,False
C2,2026-01,0,1.7556618937079747,1.62337662337662,False
C2,2026-01,1,1.7032398171830752,1.3609850939727857,True
C2,2026-01,2,1.5761964874919858,1.8782383419689104,True
C2,2026-01,3,1.8631379731229383,2.464332036316472,True
C2,2026-01,4,1.6946688155331469,2.129032258064519,True
C2,2026-01,5,1.594351795246465,1.544401544401539,True
C2,2026-01,6,1.461794512869677,1.7296604740550945,True
C2,2026-01,7,1.4405761671615418,,False
C2,2026-01,8,1.6494879114826968,,False
C2,2026-01,9,1.4934984694095785,,False
C2,2026-01,10,1.8284353884834559,,False
C2,2026-01,11,2.0534107368463053,,False
C2,2026-01,12,2.2097340932009124,,False
C2,2026-02,0,1.6882620567477196,1.3609850939727857,False
C2,2026-02,1,1.4572134206930176,1.8782383419689104,True
C2,2026-02,2,1.6527843148092751,2.464332036316472,True
C2,2026-02,3,1.3977992532105572,2.129032258064519,True
C2,2026-02,4,1.2309457307592393,1.544401544401539,True
C2,2026-02,5,1.0531076644523194,1.7296604740550945,True
C2,2026-02,6,0.9822744546521958,,False
C2,2026-02,7,1.1424240702791857,,False
C2,2026-02,8,0.948286322933208,,False
C2,2026-02,9,1.2438974920473875,,False
C2,2026-02,10,1.4381587500060207,,False
C2,2026-02,11,1.5634575876725676,,False
C2,2026-02,12,1.6493398240876522,,False
C2,2026-03,0,1.9905664768254732,1.8782383419689104,False
C2,2026-03,1,2.5828705093836692,2.464332036316472,True
C2,2026-03,2,2.366012877736329,2.129032258064519,True
C2,2026-03,3,2.2367837450860932,1.544401544401539,True
C2,2026-03,4,2.0931491409164957,1.7296604740550945,True
C2,2026-03,5,2.057749103806293,,False
C2,2026-03,6,2.250123812475154,,False
C2,2026-03,7,2.085850855372896,,False
C2,2026-03,8,2.4163792661534025,,False
C2,2026-03,9,2.6441795329338285,,False
C2,2026-03,10,2.801795662565924,,False
C2,2026-03,11,3.1006822092726143,,False
C2,2026-03,12,2.5238500996044944,,False
C2,2026-04,0,2.6394388318676145,2.464332036316472,False
C2,2026-04,1,2.417762901850595,2.129032258064519,True
C2,2026-04,2,2.3608306161226986,1.544401544401539,True
C2,2026-04,3,2.286332481709477,1.7296604740550945,True
C2,2026-04,4,2.3124368846333767,,False
C2,2026-04,5,2.5636787004711485,,False
C2,2026-04,6,2.4531550137360814,,False
C2,2026-04,7,2.8322949991979716,,False
C2,2026-04,8,3.1082233949037046,,False
C2,2026-04,9,3.3130412753761966,,False
C2,2026-04,10,3.6600474951956756,,False
C2,2026-04,11,3.1079579471995933,,False
C2,2026-04,12,2.849437527993852,,False
C2,2026-05,0,2.5023982809027268,2.129032258064519,False
C2,2026-05,1,2.4210877070218113,1.544401544401539,True
