origin,h,target,as_of_utc,model,mm_forecast,contribution_administered,contribution_alcohol_tobacco,contribution_core,contribution_food,contribution_fuel,contribution_wedge,yy_exante,status,value_core,value_food,value_fuel,value_administered,value_alcohol_tobacco,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core
2026-09,0,2026-09,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,-0.2042311894134946,0.02130447112610535,0.03691518122727272,-0.269708943254467,-0.165870957436365,0.1941254267177166,-0.020996367793757277,2.2881706290326886,estimated,,,,,,,,,,,
2026-09,1,2026-10,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,0.4286466360256663,-0.00710149037536845,0.01205393672727273,0.31489618661351976,0.11461775797264691,0.013486387525972978,-0.019306142438377583,2.216055722582229,estimated,0.5468043823016635,0.6798846207692402,0.44028970288654323,-0.05,0.14545454545454548,-0.019306142438377583,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,2,2026-11,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,0.08224516619721518,0.00710149037536845,-0.005273597318181817,0.049146242658330126,0.01856981361971622,0.0,0.012701216861982202,2.6061059106844,estimated,0.08534044552345839,0.1101516110061167,0.0,0.05,-0.06363636363636363,0.012701216861982202,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,3,2026-12,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,-0.03335869089844673,0.0,-0.059516312590909094,0.08351956609882623,-0.04541476825463019,0.0,-0.01194717615173367,2.8795934905416307,estimated,0.14502831946587594,-0.2693893427883209,0.0,0.0,-0.7181818181818183,-0.01194717615173367,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,4,2027-01,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,1.11105583862748,0.09231937487978985,0.2787472868181819,0.328633632548819,0.4225046610089847,0.0,-0.011149116628295314,3.094790109786421,estimated,0.5706588967682775,2.5061947319880584,0.0,0.65,3.363636363636364,-0.011149116628295314,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,5,2027-02,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,0.25966815440395363,0.00710149037536845,-0.033148326000000006,0.25800773201806093,0.003054676723187188,0.0,0.024652581287337064,3.46503660574217,estimated,0.44801990158216737,0.018119598238977713,0.0,0.05,-0.4000000000000001,0.024652581287337064,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,6,2027-03,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,0.07428342348458525,0.0142029807507369,0.05110366925000001,-0.0028944092249877087,0.02628397392883527,0.0,-0.014412791219999227,2.929220048184257,estimated,-0.005026023545785581,0.15591013088198244,0.0,0.1,0.6166666666666668,-0.014412791219999227,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,7,2027-04,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,0.3004818359731805,0.0142029807507369,0.010358851875000002,0.19174065424199924,0.07331408435711798,0.0,0.010865264748326423,2.731935926942743,estimated,0.3329498242974652,0.43488128996624226,0.0,0.1,0.12500000000000003,0.010865264748326423,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,8,2027-05,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,0.4080897381342347,0.0284059615014738,0.06077193100000001,0.15644808725247925,0.16652549796848243,0.0,-0.004061739588200793,3.05004581287935,estimated,0.271665721431432,0.9877886903155935,0.0,0.2,0.7333333333333334,-0.004061739588200793,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,9,2027-06,2026-09-22T19:23:51.218335+00:00,STATE_FAST_R15,0.2571462839020845,0.0142029807507369,0.020717703749999997,0.22381297224669103,0.004326163369356985,0.0,-0.005913536214700398,3.619799291810713,estimated,0.3886420961669305,0.025661747305011678,0.0,0.1,0.24999999999999997,-0.005913536214700398,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
