origin,h,target,as_of_utc,model,mm_forecast,contribution_administered,contribution_alcohol_tobacco,contribution_core,contribution_food,contribution_fuel,contribution_wedge,yy_exante,status,value_core,value_food,value_fuel,value_administered,value_alcohol_tobacco,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core
2026-09,0,2026-09,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,-0.2042311894134946,0.02130447112610535,0.03691518122727272,-0.269708943254467,-0.165870957436365,0.1941254267177166,-0.020996367793757277,2.2881706290326886,estimated,,,,,,,,,,,
2026-09,1,2026-10,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,0.4597294523751104,-0.00710149037536845,0.01205393672727273,0.31489618661351976,0.145700574322091,0.013486387525972978,-0.019306142438377583,2.2476917447174705,estimated,0.5468043823016635,0.8642603159492575,0.44028970288654323,-0.05,0.14545454545454548,-0.019306142438377583,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,2,2026-11,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,0.09999668168955551,0.00710149037536845,-0.005273597318181817,0.049146242658330126,0.03632132911205655,0.0,0.012701216861982202,2.656067457455384,estimated,0.08534044552345839,0.21544927684834436,0.0,0.05,-0.06363636363636363,0.012701216861982202,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,3,2026-12,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,-0.025496932704843024,0.0,-0.059516312590909094,0.08351956609882623,-0.03755301006102649,0.0,-0.01194717615173367,2.93778298894537,estimated,0.14502831946587594,-0.22275530821478381,0.0,0.0,-0.7181818181818183,-0.01194717615173367,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,4,2027-01,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,1.1115683946380293,0.09231937487978985,0.2787472868181819,0.328633632548819,0.4230172170195339,0.0,-0.011149116628295314,3.1536242326972808,estimated,0.5706588967682775,2.5092350893900797,0.0,0.65,3.363636363636364,-0.011149116628295314,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,5,2027-02,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,0.2546321601421275,0.00710149037536845,-0.033148326000000006,0.25800773201806093,-0.0019813175386389588,0.0,0.024652581287337064,3.518882056701406,estimated,0.44801990158216737,-0.011752693013786444,0.0,0.05,-0.4000000000000001,0.024652581287337064,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,6,2027-03,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,0.06508388373389506,0.0142029807507369,0.05110366925000001,-0.0028944092249877087,0.017084434178145088,0.0,-0.014412791219999227,2.97331973852678,estimated,-0.005026023545785581,0.10134070197950654,0.0,0.1,0.6166666666666668,-0.014412791219999227,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,7,2027-04,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,0.27875827365754474,0.0142029807507369,0.010358851875000002,0.19174065424199924,0.051590522041482165,0.0,0.010865264748326423,2.753691380152285,estimated,0.3329498242974652,0.30602240991165514,0.0,0.1,0.12500000000000003,0.010865264748326423,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,8,2027-05,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,0.3862465847142734,0.0284059615014738,0.06077193100000001,0.15644808725247925,0.14468234454852114,0.0,-0.004061739588200793,3.0494459900467827,estimated,0.271665721431432,0.85822042496112,0.0,0.2,0.7333333333333334,-0.004061739588200793,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
2026-09,9,2027-06,2026-09-22T19:23:51.218335+00:00,ROSTER_R27,0.2355112337260719,0.0142029807507369,0.020717703749999997,0.22381297224669103,-0.017308886806655606,0.0,-0.005913536214700398,3.5968355869014155,estimated,0.3886420961669305,-0.1026721002978365,0.0,0.1,0.24999999999999997,-0.005913536214700398,0.168584131,0.030630713,0.082870815,0.142029807507369,0.575884533492631
