model,h,metric,sample,n_intended,n,mae,rmse,bias
FOOD_H0_SELECT_R18,6,headline_cumulative_log,full,81,81,1.3630523891490556,2.015328137408948,-0.6509111768628604
FOOD_H0_SELECT_R18,6,headline_cumulative_log,origins_2019_2021,32,32,1.7577463854791187,2.493686492376139,-1.4396239494942824
FOOD_H0_SELECT_R18,6,headline_cumulative_log,origins_2022_2023,24,24,1.8360652177634378,2.263748916396116,-0.5189137872267799
FOOD_H0_SELECT_R18,6,headline_cumulative_log,origins_2024plus,25,25,0.4037517583767681,0.5293321659633005,0.23192367805472267
FOOD_H0_SELECT_R18,6,headline_cumulative_log,recent_targets,31,31,0.44899924349509596,0.5787532052286107,0.23293973111651273
FOOD_H0_SELECT_R18,7,headline_cumulative_log,full,80,80,1.551184232027803,2.3388010967408213,-0.7783383976886393
FOOD_H0_SELECT_R18,7,headline_cumulative_log,origins_2019_2021,32,32,2.205011357947907,3.142292947075473,-1.8536034274399116
FOOD_H0_SELECT_R18,7,headline_cumulative_log,origins_2022_2023,24,24,1.7159620374965556,2.16639204059071,-0.4144369882151584
FOOD_H0_SELECT_R18,7,headline_cumulative_log,origins_2024plus,24,24,0.5146369253322453,0.6121335419648499,0.29144689917290895
FOOD_H0_SELECT_R18,7,headline_cumulative_log,recent_targets,31,31,0.522258096547916,0.6350633935645138,0.3017664980325475
FOOD_H0_SELECT_R18,8,headline_cumulative_log,full,79,79,1.776971489224532,2.730412722304737,-0.902227202472958
FOOD_H0_SELECT_R18,8,headline_cumulative_log,origins_2019_2021,32,32,2.6974985619636325,3.793378477137083,-2.2806207817344317
FOOD_H0_SELECT_R18,8,headline_cumulative_log,origins_2022_2023,24,24,1.6949157824235215,2.205361254959406,-0.30353980902484706
FOOD_H0_SELECT_R18,8,headline_cumulative_log,origins_2024plus,23,23,0.5818615168581407,0.7150326861764185,0.39082049724932516
FOOD_H0_SELECT_R18,8,headline_cumulative_log,recent_targets,31,31,0.6052080214817481,0.7286017420455236,0.41341850252063417
FOOD_H0_SELECT_R18,9,headline_cumulative_log,full,78,78,2.0076413258077506,3.1472902572119623,-1.0283857126532605
FOOD_H0_SELECT_R18,9,headline_cumulative_log,origins_2019_2021,32,32,3.1509255425299454,4.44819761949309,-2.7187664257882926
FOOD_H0_SELECT_R18,9,headline_cumulative_log,origins_2022_2023,24,24,1.7552738076332055,2.3060380908980296,-0.1455760926964056
FOOD_H0_SELECT_R18,9,headline_cumulative_log,origins_2024plus,22,22,0.6199924849476983,0.7332908048601382,0.4672848301356718
FOOD_H0_SELECT_R18,9,headline_cumulative_log,recent_targets,31,31,0.7200207688634225,0.8963812388747764,0.5543731361243651
FOOD_H0_SELECT_R18,10,headline_cumulative_log,full,77,77,2.244682610521858,3.587139713922138,-1.1660506616885835
FOOD_H0_SELECT_R18,10,headline_cumulative_log,origins_2019_2021,32,32,3.498656358369301,5.004316927531293,-3.102171529722798
FOOD_H0_SELECT_R18,10,headline_cumulative_log,origins_2022_2023,24,24,1.9619874706567668,2.710082833197768,-0.061239660380926576
FOOD_H0_SELECT_R18,10,headline_cumulative_log,origins_2024plus,21,21,0.6569456307906185,0.7913762553907617,0.5215876119167078
FOOD_H0_SELECT_R18,10,headline_cumulative_log,recent_targets,31,31,0.8685436327258299,1.2060542617687056,0.7258690891899772
FOOD_H0_SELECT_R18,11,headline_cumulative_log,full,76,76,2.5178374491852167,4.012982528369021,-1.3082779994327216
FOOD_H0_SELECT_R18,11,headline_cumulative_log,origins_2019_2021,32,32,3.875939003098314,5.5667978105848,-3.521662750744368
FOOD_H0_SELECT_R18,11,headline_cumulative_log,origins_2022_2023,24,24,2.173770459820417,3.007416214517806,0.06930502326440406
FOOD_H0_SELECT_R18,11,headline_cumulative_log,origins_2024plus,20,20,0.7577553501620191,0.8712439441837035,0.5800379754293633
FOOD_H0_SELECT_R18,11,headline_cumulative_log,recent_targets,31,31,1.066473741981617,1.4674971773536867,0.9126193705833979
FOOD_H0_SELECT_R18,12,headline_cumulative_log,full,75,75,2.7996131790517085,4.4492882885578755,-1.470978787674685
FOOD_H0_SELECT_R18,12,headline_cumulative_log,origins_2019_2021,32,32,4.2031529058218995,6.101308276322929,-3.959362623432177
FOOD_H0_SELECT_R18,12,headline_cumulative_log,origins_2022_2023,24,24,2.5032737272707806,3.396611814720625,0.19557773213912255
FOOD_H0_SELECT_R18,12,headline_cumulative_log,origins_2024plus,19,19,0.8100803151620312,0.9345514284945495,0.6148594369941772
FOOD_H0_SELECT_R18,12,headline_cumulative_log,recent_targets,31,31,1.2443757183404913,1.7110745052188072,1.1139303762906623
FOOD_H0_SLOW_R18,1,headline_cumulative_log,full,88,88,0.35209110384138453,0.6465739832347195,-0.07863780884656352
FOOD_H0_SLOW_R18,1,headline_cumulative_log,origins_2019_2021,34,34,0.24226977242921213,0.31220637861104367,-0.06677471893663428
FOOD_H0_SLOW_R18,1,headline_cumulative_log,origins_2022_2023,24,24,0.6638820674991257,1.1370033003323703,-0.22112934975603513
FOOD_H0_SLOW_R18,1,headline_cumulative_log,origins_2024plus,30,30,0.22712250851565352,0.2856795695707451,0.02191058864976062
FOOD_H0_SLOW_R18,1,headline_cumulative_log,recent_targets,31,31,0.23668580164375716,0.29635012655232407,0.004313969806643569
FOOD_H0_SLOW_R18,2,headline_cumulative_log,full,86,86,0.582765205929669,0.9341924199460476,-0.15666022072646202
FOOD_H0_SLOW_R18,2,headline_cumulative_log,origins_2019_2021,33,33,0.4353672816623587,0.5353104627577217,-0.1731844916013496
FOOD_H0_SLOW_R18,2,headline_cumulative_log,origins_2022_2023,24,24,1.1173533282491948,1.588309526879254,-0.39561867992248984
FOOD_H0_SLOW_R18,2,headline_cumulative_log,origins_2024plus,29,29,0.3080761219694141,0.4173681400989602,0.05990198477615729
FOOD_H0_SLOW_R18,2,headline_cumulative_log,recent_targets,31,31,0.31051402827334784,0.4163149726852571,0.03372355545638029
FOOD_H0_SLOW_R18,3,headline_cumulative_log,full,84,84,0.8645786158676391,1.267463236527099,-0.2729150014766137
FOOD_H0_SLOW_R18,3,headline_cumulative_log,origins_2019_2021,32,32,0.7209018143553364,0.9397901444144618,-0.4064085547801893
FOOD_H0_SLOW_R18,3,headline_cumulative_log,origins_2022_2023,24,24,1.5835712445720092,2.0448571870302765,-0.5125538310196959
FOOD_H0_SLOW_R18,3,headline_cumulative_log,origins_2024plus,28,28,0.41250127870652487,0.47530960714315224,0.08505377047868597
FOOD_H0_SLOW_R18,3,headline_cumulative_log,recent_targets,31,31,0.40272822801518465,0.46897745286653875,0.046676332539199304
FOOD_H0_SLOW_R18,4,headline_cumulative_log,full,83,83,1.0276882233584044,1.4897980902705725,-0.3979302898197905
FOOD_H0_SLOW_R18,4,headline_cumulative_log,origins_2019_2021,32,32,1.0010503954403696,1.3863766402632924,-0.6966321774799576
FOOD_H0_SLOW_R18,4,headline_cumulative_log,origins_2022_2023,24,24,1.8269237497808195,2.2102119715992283,-0.5865761335993429
FOOD_H0_SLOW_R18,4,headline_cumulative_log,origins_2024plus,27,27,0.3488274033302248,0.4501929614373352,0.12377195669260221
FOOD_H0_SLOW_R18,4,headline_cumulative_log,recent_targets,31,31,0.3632871216775294,0.4723896584646813,0.07120722319143219
FOOD_H0_SLOW_R18,5,headline_cumulative_log,full,82,82,1.210461938379646,1.739893570927512,-0.5288116281029405
FOOD_H0_SLOW_R18,5,headline_cumulative_log,origins_2019_2021,32,32,1.3197005233834311,1.8884773171048206,-1.0460190383301158
FOOD_H0_SLOW_R18,5,headline_cumulative_log,origins_2022_2023,24,24,1.9411432296749271,2.307203574890848,-0.5874809764198701
FOOD_H0_SLOW_R18,5,headline_cumulative_log,origins_2024plus,26,26,0.4015394110254971,0.4943223719995522,0.16190765985382571
FOOD_H0_SLOW_R18,5,headline_cumulative_log,recent_targets,31,31,0.4436508925349314,0.5446316799255015,0.13422208529871446
FOOD_H0_SLOW_R18,6,headline_cumulative_log,full,81,81,1.3605993813316728,2.011095368743821,-0.6469710811113606
FOOD_H0_SLOW_R18,6,headline_cumulative_log,origins_2019_2021,32,32,1.7542532606462071,2.4850737782879024,-1.4361308246613709
FOOD_H0_SLOW_R18,6,headline_cumulative_log,origins_2022_2023,24,24,1.832443816156986,2.2636725666457918,-0.5102734638426832
FOOD_H0_SLOW_R18,6,headline_cumulative_log,origins_2024plus,25,25,0.4037517583767681,0.5293321659633005,0.23192367805472267
FOOD_H0_SLOW_R18,6,headline_cumulative_log,recent_targets,31,31,0.44899924349509596,0.5787532052286107,0.23293973111651273
FOOD_H0_SLOW_R18,7,headline_cumulative_log,full,80,80,1.5486887128552236,2.3359655634367376,-0.7736270520841254
FOOD_H0_SLOW_R18,7,headline_cumulative_log,origins_2019_2021,32,32,2.2011243782507064,3.1352436414220817,-1.8497164477427108
FOOD_H0_SLOW_R18,7,headline_cumulative_log,origins_2022_2023,24,24,1.7128262798508909,2.1698093581170883,-0.40391514246304605
FOOD_H0_SLOW_R18,7,headline_cumulative_log,origins_2024plus,24,24,0.5146369253322453,0.6121335419648499,0.29144689917290895
FOOD_H0_SLOW_R18,7,headline_cumulative_log,recent_targets,31,31,0.522258096547916,0.6350633935645138,0.3017664980325475
FOOD_H0_SLOW_R18,8,headline_cumulative_log,full,79,79,1.7692119949043394,2.7261060358965086,-0.8967888544058704
FOOD_H0_SLOW_R18,8,headline_cumulative_log,origins_2019_2021,32,32,2.6932570539528986,3.7865601681818686,-2.2763792737236974
FOOD_H0_SLOW_R18,8,headline_cumulative_log,origins_2022_2023,24,24,1.6750294576338665,2.203446280752376,-0.291293923984996
FOOD_H0_SLOW_R18,8,headline_cumulative_log,origins_2024plus,23,23,0.5818615168581407,0.7150326861764185,0.39082049724932516
FOOD_H0_SLOW_R18,8,headline_cumulative_log,recent_targets,31,31,0.6052080214817481,0.7286017420455236,0.41341850252063417
FOOD_H0_SLOW_R18,9,headline_cumulative_log,full,78,78,2.0011539309019364,3.140285140799148,-1.0222650459612441
FOOD_H0_SLOW_R18,9,headline_cumulative_log,origins_2019_2021,32,32,3.146362133477886,4.442605779656636,-2.7142030167362337
FOOD_H0_SLOW_R18,9,headline_cumulative_log,origins_2022_2023,24,24,1.7402743195920538,2.2893127169341985,-0.1317684713500983
FOOD_H0_SLOW_R18,9,headline_cumulative_log,origins_2024plus,22,22,0.6199924849476983,0.7332908048601382,0.4672848301356718
FOOD_H0_SLOW_R18,9,headline_cumulative_log,recent_targets,31,31,0.7200207688634225,0.8963812388747764,0.5543731361243651
FOOD_H0_SLOW_R18,10,headline_cumulative_log,full,77,77,2.239072477397557,3.5803338185543643,-1.1592891551363071
FOOD_H0_SLOW_R18,10,headline_cumulative_log,origins_2019_2021,32,32,3.4938015988205002,5.001035382237633,-3.0973167701739968
FOOD_H0_SLOW_R18,10,headline_cumulative_log,origins_2022_2023,24,24,1.9504613062813696,2.6892044120565415,-0.04601950625744141
FOOD_H0_SLOW_R18,10,headline_cumulative_log,origins_2024plus,21,21,0.6569456307906185,0.7913762553907617,0.5215876119167078
FOOD_H0_SLOW_R18,10,headline_cumulative_log,recent_targets,31,31,0.8685436327258299,1.2060542617687056,0.7258690891899772
FOOD_H0_SLOW_R18,11,headline_cumulative_log,full,76,76,2.5117045896984163,4.007790818679382,-1.3009159775776589
FOOD_H0_SLOW_R18,11,headline_cumulative_log,origins_2019_2021,32,32,3.8708234640082653,5.565793206720851,-3.51654721165432
FOOD_H0_SLOW_R18,11,headline_cumulative_log,origins_2022_2023,24,24,2.161170456898948,2.9879088414335473,0.08579737368537055
FOOD_H0_SLOW_R18,11,headline_cumulative_log,origins_2024plus,20,20,0.7577553501620191,0.8712439441837035,0.5800379754293633
FOOD_H0_SLOW_R18,11,headline_cumulative_log,recent_targets,31,31,1.066473741981617,1.4674971773536867,0.9126193705833979
FOOD_H0_SLOW_R18,12,headline_cumulative_log,full,75,75,2.793108274013278,4.448379485159911,-1.4630527516169547
FOOD_H0_SLOW_R18,12,headline_cumulative_log,origins_2019_2021,32,32,4.1978014135354424,6.102074945141842,-3.9540111311457204
FOOD_H0_SLOW_R18,12,headline_cumulative_log,origins_2022_2023,24,24,2.4900812220742936,3.3910511267756496,0.2132112717709199
FOOD_H0_SLOW_R18,12,headline_cumulative_log,origins_2024plus,19,19,0.8100803151620312,0.9345514284945495,0.6148594369941772
FOOD_H0_SLOW_R18,12,headline_cumulative_log,recent_targets,31,31,1.2443757183404913,1.7110745052188072,1.1139303762906623
FUEL_ANNUAL_R17,1,headline_cumulative_log,full,88,88,0.3415233536452584,0.640261408339642,-0.08792989426313728
FUEL_ANNUAL_R17,1,headline_cumulative_log,origins_2019_2021,34,34,0.23932586015939647,0.30953848488304714,-0.06710278226163194
FUEL_ANNUAL_R17,1,headline_cumulative_log,origins_2022_2023,24,24,0.645926366898971,1.130404683576222,-0.2327330094504111
FUEL_ANNUAL_R17,1,headline_cumulative_log,origins_2024plus,30,30,0.21382476899293182,0.2676451990955243,0.004308537618309055
FUEL_ANNUAL_R17,1,headline_cumulative_log,recent_targets,31,31,0.22218875462777254,0.2766650510061414,-0.011092006294313651
FUEL_ANNUAL_R17,2,headline_cumulative_log,full,86,86,0.5737099013027062,0.9448844282446547,-0.1918770302287169
FUEL_ANNUAL_R17,2,headline_cumulative_log,origins_2019_2021,33,33,0.42896836304748376,0.5397927646257402,-0.18462871583900328
FUEL_ANNUAL_R17,2,headline_cumulative_log,origins_2022_2023,24,24,1.1306541055774502,1.6214098255334028,-0.4511677091892592
FUEL_ANNUAL_R17,2,headline_cumulative_log,origins_2024plus,29,29,0.2774964481933431,0.3746573069098583,0.014460277364126882
FUEL_ANNUAL_R17,2,headline_cumulative_log,recent_targets,31,31,0.28263349166658575,0.37452128296344167,-0.009512683887017075
FUEL_ANNUAL_R17,3,headline_cumulative_log,full,84,84,0.871746042869883,1.2966575947227237,-0.3289223376395347
FUEL_ANNUAL_R17,3,headline_cumulative_log,origins_2019_2021,32,32,0.7429741641588743,0.9809587766882234,-0.42463036089489387
FUEL_ANNUAL_R17,3,headline_cumulative_log,origins_2022_2023,24,24,1.6188471095649672,2.0953745093574216,-0.6069546006285337
FUEL_ANNUAL_R17,3,headline_cumulative_log,origins_2024plus,28,28,0.3785415613723921,0.42526165016578926,0.018771628642874984
FUEL_ANNUAL_R17,3,headline_cumulative_log,recent_targets,31,31,0.37319531456183547,0.4208685741285479,-0.014331788096432867
FUEL_ANNUAL_R17,4,headline_cumulative_log,full,83,83,1.0350950900278015,1.5259113807573577,-0.46887917022448716
FUEL_ANNUAL_R17,4,headline_cumulative_log,origins_2019_2021,32,32,1.023112836449633,1.4441596431657089,-0.7192485718256436
FUEL_ANNUAL_R17,4,headline_cumulative_log,origins_2022_2023,24,24,1.8435356910286862,2.257690237015647,-0.7113202835832272
FUEL_ANNUAL_R17,4,headline_cumulative_log,origins_2024plus,27,27,0.3306824118974363,0.3937751111254321,0.043358147251319264
FUEL_ANNUAL_R17,4,headline_cumulative_log,recent_targets,31,31,0.35401514914587706,0.4265498775361789,0.004763339968117742
FUEL_ANNUAL_R17,5,headline_cumulative_log,full,82,82,1.2120756836759812,1.786077403237346,-0.6112228441406333
FUEL_ANNUAL_R17,5,headline_cumulative_log,origins_2019_2021,32,32,1.3646609806908423,1.9688102656651931,-1.072315173642373
FUEL_ANNUAL_R17,5,headline_cumulative_log,origins_2022_2023,24,24,1.9404560074965465,2.3503560713066864,-0.7366353830444466
FUEL_ANNUAL_R17,5,headline_cumulative_log,origins_2024plus,26,26,0.3519273269002455,0.43707650856402375,0.07204082808041232
FUEL_ANNUAL_R17,5,headline_cumulative_log,recent_targets,31,31,0.40808452242735327,0.5077449165042843,0.06106371202823591
FUEL_ANNUAL_R17,6,headline_cumulative_log,full,81,81,1.3771806082294145,2.0670336345430225,-0.7429315202821541
FUEL_ANNUAL_R17,6,headline_cumulative_log,origins_2019_2021,32,32,1.8026841292400184,2.5737137209086516,-1.4656358734064119
FUEL_ANNUAL_R17,6,headline_cumulative_log,origins_2022_2023,24,24,1.8687970338722473,2.3183354502027234,-0.6799231047551069
FUEL_ANNUAL_R17,6,headline_cumulative_log,origins_2024plus,25,25,0.3605843327187222,0.4526586073726061,0.12164197281093042
FUEL_ANNUAL_R17,6,headline_cumulative_log,recent_targets,31,31,0.4248614571183047,0.5369395778891047,0.14965631085282202
FUEL_ANNUAL_R17,7,headline_cumulative_log,full,80,80,1.5609037969297597,2.395459860186546,-0.8783152155539403
FUEL_ANNUAL_R17,7,headline_cumulative_log,origins_2019_2021,32,32,2.2626536034399356,3.223900070703853,-1.8819869072944744
FUEL_ANNUAL_R17,7,headline_cumulative_log,origins_2022_2023,24,24,1.7913332010711667,2.241353422701633,-0.591762585221587
FUEL_ANNUAL_R17,7,headline_cumulative_log,origins_2024plus,24,24,0.39480798410811824,0.49570060108337927,0.1733610764344187
FUEL_ANNUAL_R17,7,headline_cumulative_log,recent_targets,31,31,0.430499238342714,0.5539026670300627,0.21742951113134332
FUEL_ANNUAL_R17,8,headline_cumulative_log,full,79,79,1.8107487975794683,2.7932665989515284,-1.0125265235850411
FUEL_ANNUAL_R17,8,headline_cumulative_log,origins_2019_2021,32,32,2.7476801181139296,3.8758688932588092,-2.310804479677113
FUEL_ANNUAL_R17,8,headline_cumulative_log,origins_2022_2023,24,24,1.8341602245147364,2.3111580691719436,-0.4953655144250367
FUEL_ANNUAL_R17,8,headline_cumulative_log,origins_2024plus,23,23,0.4827628626425461,0.5700639380033812,0.2541269709847938
FUEL_ANNUAL_R17,8,headline_cumulative_log,recent_targets,31,31,0.5411655210603571,0.6288070228838736,0.31547179844614515
FUEL_ANNUAL_R17,9,headline_cumulative_log,full,78,78,2.0352902057235256,3.2092580248907803,-1.1441253069248607
FUEL_ANNUAL_R17,9,headline_cumulative_log,origins_2019_2021,32,32,3.19503617139861,4.531330603369435,-2.750555421658083
FUEL_ANNUAL_R17,9,headline_cumulative_log,origins_2022_2023,24,24,1.8890589250712992,2.4040148751181754,-0.3507364528203978
FUEL_ANNUAL_R17,9,headline_cumulative_log,origins_2024plus,22,22,0.5079120163621942,0.587396637926189,0.3269852009367751
FUEL_ANNUAL_R17,9,headline_cumulative_log,recent_targets,31,31,0.6406092787839599,0.7913753578460713,0.44790805012959006
FUEL_ANNUAL_R17,10,headline_cumulative_log,full,77,77,2.245039565744286,3.6464638115562598,-1.2878147967304865
FUEL_ANNUAL_R17,10,headline_cumulative_log,origins_2019_2021,32,32,3.5390504594917083,5.084621677923034,-3.1353962104795596
FUEL_ANNUAL_R17,10,headline_cumulative_log,origins_2022_2023,24,24,2.021568944688921,2.800149690808198,-0.27928943218951946
FUEL_ANNUAL_R17,10,headline_cumulative_log,origins_2024plus,21,21,0.5286084374305343,0.6308561418697654,0.37494694093556874
FUEL_ANNUAL_R17,10,headline_cumulative_log,recent_targets,31,31,0.7769143900670128,1.0881267056661665,0.6100768986123611
FUEL_ANNUAL_R17,11,headline_cumulative_log,full,76,76,2.49090222137579,4.060669434947585,-1.4406025078621532
FUEL_ANNUAL_R17,11,headline_cumulative_log,origins_2019_2021,32,32,3.919811725602485,5.6409991769805,-3.5558019115687074
FUEL_ANNUAL_R17,11,headline_cumulative_log,origins_2022_2023,24,24,2.1631271377509766,3.0633128847568325,-0.16129763402551603
FUEL_ANNUAL_R17,11,headline_cumulative_log,origins_2024plus,20,20,0.5979771149628552,0.6959023266770308,0.4085506894643708
FUEL_ANNUAL_R17,11,headline_cumulative_log,recent_targets,31,31,0.9505188615015666,1.3507302482317107,0.7798638900712749
FUEL_ANNUAL_R17,12,headline_cumulative_log,full,75,75,2.7568586219280045,4.489268434621946,-1.6113795818443466
FUEL_ANNUAL_R17,12,headline_cumulative_log,origins_2019_2021,32,32,4.251585274959349,6.168797102776159,-3.993925651286198
FUEL_ANNUAL_R17,12,headline_cumulative_log,origins_2022_2023,24,24,2.4351678096351974,3.4350978311363387,-0.04761951740595061
FUEL_ANNUAL_R17,12,headline_cumulative_log,origins_2024plus,19,19,0.6457705481398126,0.7464813595333983,0.4260537168723763
FUEL_ANNUAL_R17,12,headline_cumulative_log,recent_targets,31,31,1.1327606906983676,1.5982722746640554,0.9718540011628041
INDEPENDENT_BRIDGE,1,headline_cumulative_log,full,88,88,0.37794204548607496,0.6770361652105001,-0.0925861716590338
INDEPENDENT_BRIDGE,1,headline_cumulative_log,origins_2019_2021,34,34,0.2576989621966014,0.3248926920956109,-0.10550150603377546
INDEPENDENT_BRIDGE,1,headline_cumulative_log,origins_2022_2023,24,24,0.7023874378615248,1.184982909487834,-0.19817965502648646
INDEPENDENT_BRIDGE,1,headline_cumulative_log,origins_2024plus,30,30,0.2546612259804518,0.31874516920564705,0.006525993992968922
INDEPENDENT_BRIDGE,1,headline_cumulative_log,recent_targets,31,31,0.2581972747080598,0.32031504071977174,-0.0054354489273300485
INDEPENDENT_BRIDGE,2,headline_cumulative_log,full,86,86,0.629681481982177,0.9843887944532229,-0.1658759548369502
INDEPENDENT_BRIDGE,2,headline_cumulative_log,origins_2019_2021,33,33,0.4296427962801657,0.5296595669706797,-0.22849918261201874
INDEPENDENT_BRIDGE,2,headline_cumulative_log,origins_2022_2023,24,24,1.2219150945092683,1.6747344275659655,-0.3162326345868749
INDEPENDENT_BRIDGE,2,headline_cumulative_log,origins_2024plus,29,29,0.36718734155170063,0.48296449992068247,0.029818073803582517
INDEPENDENT_BRIDGE,2,headline_cumulative_log,recent_targets,31,31,0.3623846113760481,0.47386393298428275,0.009007551375668454
INDEPENDENT_BRIDGE,3,headline_cumulative_log,full,84,84,0.9453059798610343,1.3309442277397319,-0.25413189947473913
INDEPENDENT_BRIDGE,3,headline_cumulative_log,origins_2019_2021,32,32,0.7623721784694535,0.976561195145661,-0.4995188777861793
INDEPENDENT_BRIDGE,3,headline_cumulative_log,origins_2022_2023,24,24,1.7589242943701509,2.1468361454068057,-0.2776346009331321
INDEPENDENT_BRIDGE,3,headline_cumulative_log,origins_2024plus,28,28,0.4569860547293125,0.5232940350950562,0.046455534131243495
INDEPENDENT_BRIDGE,3,headline_cumulative_log,recent_targets,31,31,0.44435926643199763,0.5099310764878562,0.01036216866785935
INDEPENDENT_BRIDGE,4,headline_cumulative_log,full,83,83,1.1063283215902013,1.5768712848109971,-0.34676618807913806
INDEPENDENT_BRIDGE,4,headline_cumulative_log,origins_2019_2021,32,32,1.0546888673397257,1.4730241666146227,-0.8025811261232263
INDEPENDENT_BRIDGE,4,headline_cumulative_log,origins_2022_2023,24,24,1.9243480491190443,2.328108237325315,-0.2649079049217353
INDEPENDENT_BRIDGE,4,headline_cumulative_log,origins_2024plus,27,27,0.4404019910466084,0.5042668182939833,0.12069600531468266
INDEPENDENT_BRIDGE,4,headline_cumulative_log,recent_targets,31,31,0.4445987489673375,0.5103031590700899,0.07682250278431814
INDEPENDENT_BRIDGE,5,headline_cumulative_log,full,82,82,1.2686132262609862,1.8759034409507767,-0.4741300858742779
INDEPENDENT_BRIDGE,5,headline_cumulative_log,origins_2019_2021,32,32,1.3839441086146227,2.028246329068796,-1.172147647648472
INDEPENDENT_BRIDGE,5,headline_cumulative_log,origins_2022_2023,24,24,1.998037427723817,2.4918389490398276,-0.2676885779210501
INDEPENDENT_BRIDGE,5,headline_cumulative_log,origins_2024plus,26,26,0.4533528773985128,0.5510755632320521,0.1944070597371351
INDEPENDENT_BRIDGE,5,headline_cumulative_log,recent_targets,31,31,0.48290930937700577,0.5842692242339639,0.17820311864401156
INDEPENDENT_BRIDGE,6,headline_cumulative_log,full,81,81,1.3997620966515596,2.185917627700176,-0.5959973367110325
INDEPENDENT_BRIDGE,6,headline_cumulative_log,origins_2019_2021,32,32,1.828191529000151,2.6924803577245235,-1.6243987795807293
INDEPENDENT_BRIDGE,6,headline_cumulative_log,origins_2022_2023,24,24,1.777313670008047,2.458514892599838,-0.12194642041393051
INDEPENDENT_BRIDGE,6,headline_cumulative_log,origins_2024plus,25,25,0.4889229128231342,0.6321898188246604,0.2652676305169612
INDEPENDENT_BRIDGE,6,headline_cumulative_log,recent_targets,31,31,0.5235108118573146,0.6673267773626118,0.2954242127051802
INDEPENDENT_BRIDGE,7,headline_cumulative_log,full,80,80,1.6625958978610733,2.6062226248164473,-0.7248862589626366
INDEPENDENT_BRIDGE,7,headline_cumulative_log,origins_2019_2021,32,32,2.306260565457551,3.39324035563453,-2.0899690705923066
INDEPENDENT_BRIDGE,7,headline_cumulative_log,origins_2022_2023,24,24,1.8577572666052065,2.5922376721642624,0.026945888159736864
INDEPENDENT_BRIDGE,7,headline_cumulative_log,origins_2024plus,24,24,0.6092149723216372,0.7546643425306272,0.3433920094212161
INDEPENDENT_BRIDGE,7,headline_cumulative_log,recent_targets,31,31,0.5968423458789246,0.7531517659260765,0.34918648352797116
INDEPENDENT_BRIDGE,8,headline_cumulative_log,full,79,79,1.9356649711482516,2.9397725918627717,-0.849668348281941
INDEPENDENT_BRIDGE,8,headline_cumulative_log,origins_2019_2021,32,32,2.824652634001687,4.051796228327141,-2.5411749366440133
INDEPENDENT_BRIDGE,8,headline_cumulative_log,origins_2022_2023,24,24,1.8781637815207268,2.4111989687512696,0.1731906202709803
INDEPENDENT_BRIDGE,8,headline_cumulative_log,origins_2024plus,23,23,0.7588138120069772,0.8812035155402531,0.43640102486224175
INDEPENDENT_BRIDGE,8,headline_cumulative_log,recent_targets,31,31,0.7095085696004758,0.8360323716892506,0.4220809694829008
INDEPENDENT_BRIDGE,9,headline_cumulative_log,full,78,78,2.2952437084107857,3.4582601600257483,-0.9684479091197665
INDEPENDENT_BRIDGE,9,headline_cumulative_log,origins_2019_2021,32,32,3.3535304197341427,4.77209645077414,-3.028636817917362
INDEPENDENT_BRIDGE,9,headline_cumulative_log,origins_2022_2023,24,24,2.2271303963707734,2.7692406690266256,0.39679172338491786
INDEPENDENT_BRIDGE,9,headline_cumulative_log,origins_2024plus,22,22,0.8302230141659163,0.9549950441889778,0.5388381773079897
INDEPENDENT_BRIDGE,9,headline_cumulative_log,recent_targets,31,31,0.8428483485860615,1.0241113034772882,0.5743964858536406
INDEPENDENT_BRIDGE,10,headline_cumulative_log,full,77,77,2.6416161325848457,3.983114404894266,-1.1286476768863287
INDEPENDENT_BRIDGE,10,headline_cumulative_log,origins_2019_2021,32,32,3.7552165722053243,5.366790217803297,-3.4464638403038705
INDEPENDENT_BRIDGE,10,headline_cumulative_log,origins_2022_2023,24,24,2.681689926211328,3.388327020210115,0.43423603719564774
INDEPENDENT_BRIDGE,10,headline_cumulative_log,origins_2024plus,21,21,0.8989025556852788,1.0780095473627855,0.6171098512752848
INDEPENDENT_BRIDGE,10,headline_cumulative_log,recent_targets,31,31,1.0313996329773152,1.3053183759454579,0.7277381081126499
INDEPENDENT_BRIDGE,11,headline_cumulative_log,full,76,76,2.997984646419258,4.448561864625155,-1.256680197720874
INDEPENDENT_BRIDGE,11,headline_cumulative_log,origins_2019_2021,32,32,4.156728451064527,5.8956192938379,-3.8692400309400115
INDEPENDENT_BRIDGE,11,headline_cumulative_log,origins_2022_2023,24,24,3.107674144164559,3.8848783158332854,0.6177717142864698
INDEPENDENT_BRIDGE,11,headline_cumulative_log,origins_2024plus,20,20,1.0123671616924652,1.2152414219872543,0.6740732410209326
INDEPENDENT_BRIDGE,11,headline_cumulative_log,recent_targets,31,31,1.2016463386181448,1.5384102495785168,0.8929824405889915
INDEPENDENT_BRIDGE,12,headline_cumulative_log,full,75,75,3.345058671784527,4.928535607239939,-1.416590758842329
INDEPENDENT_BRIDGE,12,headline_cumulative_log,origins_2019_2021,32,32,4.5100820399936765,6.407252999785227,-4.340859167273763
INDEPENDENT_BRIDGE,12,headline_cumulative_log,origins_2022_2023,24,24,3.5433919433938463,4.450907860609905,0.7998755438159826
