sample,model,h,n,n_common,n_intended,n_estimated,n_missing_distributions,n_noncommon_distributions,crps,coverage80,coverage90,width80,width90,point_mae,median_mae
origins_2024plus,FOOD_H0_FAST_R18,12,19,19,19,19,0,0,1.3179943896594084,0.9473684210526315,1.0,12.872069665504904,16.848690846931248,0.77547129461805,1.1785065264114154
origins_2024plus,FOOD_H0_SELECT_R18,1,30,30,30,30,0,0,0.2248586497145984,0.9666666666666667,1.0,1.6502854621184146,2.5532291490785126,0.2529772301823042,0.26478559770108334
origins_2024plus,FOOD_H0_SELECT_R18,2,29,29,29,29,0,0,0.3333240223386699,0.9655172413793104,1.0,2.8322326701707174,4.290252305165198,0.3513903703583259,0.40451385663427963
origins_2024plus,FOOD_H0_SELECT_R18,3,28,28,28,28,0,0,0.44406677786981674,1.0,1.0,4.446546913968305,5.422558066861421,0.43404798425396257,0.5142929551185823
origins_2024plus,FOOD_H0_SELECT_R18,4,27,27,27,27,0,0,0.5332589444192913,1.0,1.0,5.242228787966878,6.003259193516713,0.3752174643920636,0.5761933120243944
origins_2024plus,FOOD_H0_SELECT_R18,5,26,26,26,26,0,0,0.6404854368556786,1.0,1.0,5.8695918085138,6.618716852821584,0.37776763883348935,0.6373328317438052
origins_2024plus,FOOD_H0_SELECT_R18,6,25,25,25,25,0,0,0.7325910805190405,1.0,1.0,6.543805761552301,8.026673183008947,0.4184523324992248,0.7650085363784563
origins_2024plus,FOOD_H0_SELECT_R18,7,24,24,24,24,0,0,0.8426751213384017,1.0,1.0,7.302212367918688,9.151807962661842,0.5469348868979756,1.0732043385475607
origins_2024plus,FOOD_H0_SELECT_R18,8,23,23,23,23,0,0,0.969103265375448,0.9565217391304348,1.0,8.369609826418795,10.955766103086379,0.6096592039344806,1.1991656117893865
origins_2024plus,FOOD_H0_SELECT_R18,9,22,22,22,22,0,0,1.0579977120853903,0.9545454545454546,1.0,9.686407758228704,12.756452280797982,0.6473672930552146,1.1761665901594278
origins_2024plus,FOOD_H0_SELECT_R18,10,21,21,21,21,0,0,1.1586577607892725,0.9047619047619048,1.0,11.138166057116818,14.162614442654094,0.6859177080221143,1.0753921861521354
origins_2024plus,FOOD_H0_SELECT_R18,11,20,20,20,20,0,0,1.2615147324213143,0.95,1.0,12.691423740573645,15.268413151710883,0.763212556802029,1.2357545968158097
origins_2024plus,FOOD_H0_SELECT_R18,12,19,19,19,19,0,0,1.350848879640252,0.9473684210526315,1.0,12.848966906369933,16.73877660269041,0.8303268132212365,1.237344370512606
origins_2024plus,FOOD_H0_SLOW_R18,1,30,30,30,30,0,0,0.22528638322932693,0.9666666666666667,1.0,1.6620312256717693,2.540190900349864,0.2529772301823042,0.26478559770108334
origins_2024plus,FOOD_H0_SLOW_R18,2,29,29,29,29,0,0,0.3332293224553199,0.9655172413793104,1.0,2.8407284073126013,4.244293122307995,0.3513903703583259,0.3988277741348786
origins_2024plus,FOOD_H0_SLOW_R18,3,28,28,28,28,0,0,0.44366131661345004,1.0,1.0,4.47506086099807,5.362656886455193,0.43404798425396257,0.5160014352941505
origins_2024plus,FOOD_H0_SLOW_R18,4,27,27,27,27,0,0,0.5323222964668253,1.0,1.0,5.214500737010063,6.064636683268271,0.3752174643920636,0.575141604883624
origins_2024plus,FOOD_H0_SLOW_R18,5,26,26,26,26,0,0,0.6399499520237328,1.0,1.0,5.791279208341466,6.6321610747927675,0.37776763883348935,0.6373328317438052
origins_2024plus,FOOD_H0_SLOW_R18,6,25,25,25,25,0,0,0.7303192350901344,1.0,1.0,6.483242617039014,8.0740651033008,0.4184523324992248,0.7650085363784563
origins_2024plus,FOOD_H0_SLOW_R18,7,24,24,24,24,0,0,0.8401597843275997,1.0,1.0,7.360843467188315,9.163217023411711,0.5469348868979756,1.076799886139199
origins_2024plus,FOOD_H0_SLOW_R18,8,23,23,23,23,0,0,0.9647880248161707,0.9565217391304348,1.0,8.432278932658503,10.924372696689478,0.6096592039344806,1.2117502727848752
origins_2024plus,FOOD_H0_SLOW_R18,9,22,22,22,22,0,0,1.053708692285464,0.9545454545454546,1.0,9.668859265732884,12.832556716146422,0.6473672930552146,1.1735341559362809
origins_2024plus,FOOD_H0_SLOW_R18,10,21,21,21,21,0,0,1.154167327718216,0.9047619047619048,1.0,11.129216559603124,14.133128631306814,0.6859177080221143,1.0753921861521354
origins_2024plus,FOOD_H0_SLOW_R18,11,20,20,20,20,0,0,1.2556050948840665,0.95,1.0,12.757521919091287,15.197630811646178,0.763212556802029,1.2357545968158097
origins_2024plus,FOOD_H0_SLOW_R18,12,19,19,19,19,0,0,1.3426752443491623,0.9473684210526315,1.0,12.871288252965424,16.788628830144972,0.8303268132212365,1.2249626892922179
origins_2024plus,FUEL_ANNUAL_R17,1,30,30,30,30,0,0,0.21448724374371608,0.9666666666666667,1.0,1.6911445461616432,2.4238398327973494,0.23487059683280076,0.25512707082039743
origins_2024plus,FUEL_ANNUAL_R17,2,29,29,29,29,0,0,0.3152957223634658,1.0,1.0,2.763935050251641,4.263320640897722,0.3168754787405843,0.37956811793762296
origins_2024plus,FUEL_ANNUAL_R17,3,28,28,28,28,0,0,0.42620318442355787,1.0,1.0,4.468319914379741,5.5145666801747835,0.3893959661669755,0.5161553521174367
origins_2024plus,FUEL_ANNUAL_R17,4,27,27,27,27,0,0,0.5127857640621438,1.0,1.0,5.3140072402697,6.043389998389872,0.3240565016985035,0.503723182900144
origins_2024plus,FUEL_ANNUAL_R17,5,26,26,26,26,0,0,0.6123921163799836,1.0,1.0,6.005299588729467,6.515842502820283,0.34937982298663106,0.5406131231113892
origins_2024plus,FUEL_ANNUAL_R17,6,25,25,25,25,0,0,0.7078908934901569,1.0,1.0,6.6954230058740665,7.669875402007396,0.38358714401435123,0.6983307114216598
origins_2024plus,FUEL_ANNUAL_R17,7,24,24,24,24,0,0,0.810814800998113,1.0,1.0,7.320904858337422,9.140343072365132,0.45700481501848905,0.989867611293788
origins_2024plus,FUEL_ANNUAL_R17,8,23,23,23,23,0,0,0.9353224242150842,1.0,1.0,8.51075610694208,11.045667387469038,0.48997421392111545,1.1192004771208646
origins_2024plus,FUEL_ANNUAL_R17,9,22,22,22,22,0,0,1.0292923814832233,1.0,1.0,9.761577329923592,12.652969562154802,0.533124171306703,1.1311121185587791
origins_2024plus,FUEL_ANNUAL_R17,10,21,21,21,21,0,0,1.1169231274636726,1.0,1.0,11.187806348312138,14.010941018371373,0.5718075074652528,1.0147851683328521
origins_2024plus,FUEL_ANNUAL_R17,11,20,20,20,20,0,0,1.2050802150016617,1.0,1.0,12.651774025427441,15.10521690285006,0.6261324175760874,1.0558883557820913
origins_2024plus,FUEL_ANNUAL_R17,12,19,19,19,19,0,0,1.280080921025076,0.9473684210526315,1.0,12.781240320348621,16.760312161261023,0.6610490910143736,1.0242647103961433
origins_2024plus,INDEPENDENT_BRIDGE,1,30,30,30,30,0,0,0.2460969266453949,0.9666666666666667,1.0,1.8178425853261038,2.849749266080026,0.2902902069168102,0.3005438697860132
origins_2024plus,INDEPENDENT_BRIDGE,2,29,29,29,29,0,0,0.37191840530756115,0.9655172413793104,1.0,2.9746576330904126,4.268756435515621,0.41522173226652287,0.46962689492625376
origins_2024plus,INDEPENDENT_BRIDGE,3,28,28,28,28,0,0,0.4754878804989109,1.0,1.0,4.673148550397597,5.878604580018182,0.48275787364731143,0.6135901747488475
origins_2024plus,INDEPENDENT_BRIDGE,4,27,27,27,27,0,0,0.5764368642082277,1.0,1.0,5.2943046785858074,7.531509688017544,0.449854112121153,0.6822277856193864
origins_2024plus,INDEPENDENT_BRIDGE,5,26,26,26,26,0,0,0.6840209598033411,1.0,1.0,6.095025992039335,7.916397570663658,0.46741690527448393,0.7203374535028237
origins_2024plus,INDEPENDENT_BRIDGE,6,25,25,25,25,0,0,0.7673445668908662,1.0,1.0,7.038002913313701,8.525592517024437,0.5095955868354536,0.8451643822854378
origins_2024plus,INDEPENDENT_BRIDGE,7,24,24,24,24,0,0,0.9168657279177532,1.0,1.0,8.129333587258465,9.739266023584369,0.6690555959728138,1.1222708119504787
origins_2024plus,INDEPENDENT_BRIDGE,8,23,23,23,23,0,0,1.069871425815179,1.0,1.0,9.81351241598945,11.655960514450943,0.80955861928932,1.3785434920871253
origins_2024plus,INDEPENDENT_BRIDGE,9,22,22,22,22,0,0,1.2512642287888254,1.0,1.0,11.263326250233895,14.066932451925062,0.8761988791080061,1.4099399004542632
origins_2024plus,INDEPENDENT_BRIDGE,10,21,21,21,21,0,0,1.4327448485043315,1.0,1.0,13.256515069459986,15.861438703021927,0.9706568900020975,1.4996603289780819
origins_2024plus,INDEPENDENT_BRIDGE,11,20,20,20,20,0,0,1.610939918848962,1.0,1.0,15.101953779847449,17.54864511356427,1.0947922138582544,1.45157858542535
origins_2024plus,INDEPENDENT_BRIDGE,12,19,19,19,19,0,0,1.7548395937885923,1.0,1.0,16.64867428210754,18.08330637904598,1.1627695504112,1.509475254128038
origins_2024plus,MCT_FAST_R18,1,30,30,30,30,0,0,0.22467861247530255,0.9666666666666667,1.0,1.6499490826122292,2.6628222191223596,0.24563894957948218,0.2638952650261705
origins_2024plus,MCT_FAST_R18,2,29,29,29,29,0,0,0.34179795284831477,1.0,1.0,2.7951450583616313,4.355448265356552,0.36217098121917424,0.43800394254649705
origins_2024plus,MCT_FAST_R18,3,28,28,28,28,0,0,0.46062517625914684,1.0,1.0,4.735444649180778,5.460789085235589,0.4282925712108692,0.5660265391111989
origins_2024plus,MCT_FAST_R18,4,27,27,27,27,0,0,0.5669232591603731,1.0,1.0,5.214327778169833,6.225142073161931,0.3887875997179157,0.6727019587000694
origins_2024plus,MCT_FAST_R18,5,26,26,26,26,0,0,0.681964532072289,1.0,1.0,5.930027403841496,6.98745635178236,0.37824483010293647,0.7094204322512414
origins_2024plus,MCT_FAST_R18,6,25,25,25,25,0,0,0.8049487523778762,0.92,1.0,6.623049559025173,8.045213371436923,0.45572232635229803,0.8241079482619681
origins_2024plus,MCT_FAST_R18,7,24,24,24,24,0,0,0.937448977416243,0.9583333333333334,1.0,7.556909133860837,9.324182579094733,0.5552947923081467,1.109713592658646
origins_2024plus,MCT_FAST_R18,8,23,23,23,23,0,0,1.096311258796601,0.9130434782608695,1.0,8.473009186827584,11.380003931338951,0.66888127834952,1.4616314919305262
origins_2024plus,MCT_FAST_R18,9,22,22,22,22,0,0,1.2221159104258228,0.9545454545454546,1.0,9.336480267247888,13.210136362425185,0.7099489622609558,1.4416788444694395
origins_2024plus,MCT_FAST_R18,10,21,21,21,21,0,0,1.356997484752355,1.0,1.0,10.828451483137014,14.739965109509663,0.8088532068055746,1.3746514790800441
origins_2024plus,MCT_FAST_R18,11,20,20,20,20,0,0,1.480069582787494,0.85,1.0,12.815978167821209,15.702950710020687,0.8790044468575593,1.4784446153188162
origins_2024plus,MCT_FAST_R18,12,19,19,19,19,0,0,1.6115700328678964,0.9473684210526315,1.0,13.339829116493144,16.90985048048919,0.9398308939878803,1.6007112730757833
origins_2024plus,MCT_SIGNALS_R18,1,30,30,30,30,0,0,0.2230619701410461,0.9333333333333333,1.0,1.5894065837124591,2.3527572266544245,0.24777021657913056,0.28101115903822976
origins_2024plus,MCT_SIGNALS_R18,2,29,29,29,29,0,0,0.3333365831304393,1.0,1.0,2.7258677274564374,3.7786549583223548,0.37066443117868786,0.441298431292631
origins_2024plus,MCT_SIGNALS_R18,3,28,28,28,28,0,0,0.4394674229943223,1.0,1.0,3.6960907922348296,5.084897316526664,0.44776930719259095,0.5409205941864286
origins_2024plus,MCT_SIGNALS_R18,4,27,27,27,27,0,0,0.5411777249239228,1.0,1.0,4.470379336513476,6.023786696805389,0.40537683268811736,0.6480221526617321
origins_2024plus,MCT_SIGNALS_R18,5,26,26,26,26,0,0,0.6588619784972404,1.0,1.0,4.728606419061809,7.503395825530193,0.40370188403226703,0.726809530133264
origins_2024plus,MCT_SIGNALS_R18,6,25,25,25,25,0,0,0.7298730982747115,0.96,1.0,6.111403095947541,8.540830192706954,0.459667172531254,0.8303621494495566
origins_2024plus,MCT_SIGNALS_R18,7,24,24,24,24,0,0,0.8070172376463235,0.9166666666666666,1.0,7.451661431565576,9.430825931763247,0.5898299122925228,0.9210102440653953
origins_2024plus,MCT_SIGNALS_R18,8,23,23,23,23,0,0,0.8904712818399081,0.9130434782608695,1.0,8.50957921443818,11.321413953209552,0.7022098231306011,1.016979089764361
origins_2024plus,MCT_SIGNALS_R18,9,22,22,22,22,0,0,1.039054489275743,0.8636363636363636,1.0,9.408008206434637,13.057746208279251,0.8014996425272005,1.2259991506654637
origins_2024plus,MCT_SIGNALS_R18,10,21,21,21,21,0,0,1.2181568873993922,0.9523809523809523,1.0,11.651695834389768,14.656364061110226,0.9444274116439721,1.3764203352059676
origins_2024plus,MCT_SIGNALS_R18,11,20,20,20,20,0,0,1.4156958231406684,1.0,1.0,14.33661068898517,16.158401482077814,1.0701283857183665,1.652167319237241
origins_2024plus,MCT_SIGNALS_R18,12,19,19,19,19,0,0,1.558812536211651,0.9473684210526315,1.0,14.709654520177864,17.705574271424176,1.2368236964419612,1.7684958722805835
origins_2024plus,MCT_SLOW_R18,1,30,30,30,30,0,0,0.22470131017395964,0.9666666666666667,1.0,1.6785596762595045,2.7460714216250093,0.2415129970030239,0.2625240481478808
origins_2024plus,MCT_SLOW_R18,2,29,29,29,29,0,0,0.34603093524262013,1.0,1.0,2.887178692062239,4.498315852982793,0.35652869850898017,0.447475092944623
origins_2024plus,MCT_SLOW_R18,3,28,28,28,28,0,0,0.4724220485095483,1.0,1.0,4.944598445866883,5.672967920248117,0.42825353575614405,0.5697884797305994
origins_2024plus,MCT_SLOW_R18,4,27,27,27,27,0,0,0.5881836894577349,1.0,1.0,5.415570225998409,6.421031622722743,0.4066666245802424,0.6822792800003734
origins_2024plus,MCT_SLOW_R18,5,26,26,26,26,0,0,0.706507423371305,1.0,1.0,6.279916304267965,7.352979846777122,0.3924419224310133,0.7395166438398154
origins_2024plus,MCT_SLOW_R18,6,25,25,25,25,0,0,0.8462532724999623,1.0,1.0,7.201625347439824,8.385420721814757,0.47356966705921877,0.857077163985474
origins_2024plus,MCT_SLOW_R18,7,24,24,24,24,0,0,0.9870800780246952,0.9583333333333334,1.0,8.137275698152912,9.95962362433645,0.5816836359267786,1.1147943026110985
origins_2024plus,MCT_SLOW_R18,8,23,23,23,23,0,0,1.167332402623317,0.9565217391304348,1.0,8.88208966540683,12.17144658773903,0.7084935733461717,1.5006308696902306
origins_2024plus,MCT_SLOW_R18,9,22,22,22,22,0,0,1.3142961132566586,0.9090909090909091,0.9545454545454546,9.696016481948085,14.060053177327223,0.7651926483427602,1.5547810306778638
origins_2024plus,MCT_SLOW_R18,10,21,21,21,21,0,0,1.478910956878435,0.9047619047619048,1.0,11.349265853370357,15.411364949794663,0.8952038250038834,1.4993931418860125
origins_2024plus,MCT_SLOW_R18,11,20,20,20,20,0,0,1.6368765128093667,0.75,0.95,13.209131701929369,16.692699051095435,0.9978694354577549,1.6330754171819422
origins_2024plus,MCT_SLOW_R18,12,19,19,19,19,0,0,1.7946588701751203,0.8947368421052632,1.0,13.993457502882285,17.601427777178493,1.1027697904001095,1.7396229540528563
origins_2024plus,STABLE_LOCAL_CORE_R14B,1,30,30,30,30,0,0,0.21703559760161462,0.9666666666666667,1.0,1.719054952887389,2.8145201451512354,0.23756006773875818,0.24692870653072788
origins_2024plus,STABLE_LOCAL_CORE_R14B,2,29,29,29,29,0,0,0.32208410104099827,1.0,1.0,3.13005308174528,4.676915351335111,0.33191104089504564,0.38346127666501967
origins_2024plus,STABLE_LOCAL_CORE_R14B,3,28,28,28,28,0,0,0.43598588597982696,1.0,1.0,5.172885894137293,5.719266477948488,0.38487867573915313,0.4919039923611304
origins_2024plus,STABLE_LOCAL_CORE_R14B,4,27,27,27,27,0,0,0.5297021433212389,1.0,1.0,5.429910624994505,6.875090470907736,0.32337670920890876,0.47456974101338617
origins_2024plus,STABLE_LOCAL_CORE_R14B,5,26,26,26,26,0,0,0.6060337978893066,1.0,1.0,6.606036463856914,8.194588839443112,0.30151216849349594,0.5350390155848254
origins_2024plus,STABLE_LOCAL_CORE_R14B,6,25,25,25,25,0,0,0.681626384688439,1.0,1.0,7.861269457899896,9.24974243412294,0.32608283357619144,0.6052846394802935
origins_2024plus,STABLE_LOCAL_CORE_R14B,7,24,24,24,24,0,0,0.7862343140437953,1.0,1.0,8.691742580180897,11.064472059262783,0.4097747605000867,0.812600586293898
origins_2024plus,STABLE_LOCAL_CORE_R14B,8,23,23,23,23,0,0,0.9030565916596227,1.0,1.0,9.40654763394202,13.395591596032014,0.4424908131025314,0.9225620643459088
origins_2024plus,STABLE_LOCAL_CORE_R14B,9,22,22,22,22,0,0,0.9856614136122509,1.0,1.0,10.02193801663207,15.319932152672935,0.4508965783237015,0.8516667366688595
origins_2024plus,STABLE_LOCAL_CORE_R14B,10,21,21,21,21,0,0,1.10049679034187,1.0,1.0,11.75631311371782,16.67829241457843,0.5026360620983554,0.8814114840934971
origins_2024plus,STABLE_LOCAL_CORE_R14B,11,20,20,20,20,0,0,1.2389897211697751,1.0,1.0,13.588715198308552,18.093064603968006,0.5286291627781277,0.9837697020427795
origins_2024plus,STABLE_LOCAL_CORE_R14B,12,19,19,19,19,0,0,1.3674397240632985,1.0,1.0,14.78794920046572,19.63321722621279,0.5576900611391217,1.0327851943182906
origins_2024plus,STATE_FAST_R15,1,30,30,30,30,0,0,0.22198785004617863,0.9666666666666667,1.0,1.6887697579321246,2.539183473253594,0.24528100491177388,0.2636824533851641
origins_2024plus,STATE_FAST_R15,2,29,29,29,29,0,0,0.3309869006581297,1.0,1.0,2.8358365668447534,4.27590596474232,0.35588276609845043,0.4083959461747834
origins_2024plus,STATE_FAST_R15,3,28,28,28,28,0,0,0.44069131811435286,1.0,1.0,4.474571716504868,5.422293128109935,0.42599003845729394,0.5135980327824688
origins_2024plus,STATE_FAST_R15,4,27,27,27,27,0,0,0.5313065171124776,1.0,1.0,5.249302376884227,6.0278532339117685,0.3678516474008364,0.5698261111094342
origins_2024plus,STATE_FAST_R15,5,26,26,26,26,0,0,0.6265007624036076,1.0,1.0,5.8828079934515305,6.585333365447426,0.3660444093369676,0.5916632765630706
origins_2024plus,STATE_FAST_R15,6,25,25,25,25,0,0,0.718677944879177,1.0,1.0,6.541232381301862,7.876560874512682,0.4051238833460426,0.7449795523454857
origins_2024plus,STATE_FAST_R15,7,24,24,24,24,0,0,0.8239958869416476,1.0,1.0,7.279801041479723,9.183099573406473,0.5203547372325348,1.0312515682700942
origins_2024plus,STATE_FAST_R15,8,23,23,23,23,0,0,0.9482509702849798,1.0,1.0,8.366410251278753,11.012929694899425,0.5829379578335881,1.1691588043214165
origins_2024plus,STATE_FAST_R15,9,22,22,22,22,0,0,1.0385265754243227,1.0,1.0,9.769347450261353,12.68332304592962,0.6179813049841026,1.1638695970706248
origins_2024plus,STATE_FAST_R15,10,21,21,21,21,0,0,1.1342236268631416,1.0,1.0,11.14896431577199,14.085814572896718,0.6518831700171278,1.0324444161087902
origins_2024plus,STATE_FAST_R15,11,20,20,20,20,0,0,1.2210517811150723,1.0,1.0,12.739246238850582,15.185456961968981,0.7100745029398151,1.175599496003078
origins_2024plus,STATE_FAST_R15,12,19,19,19,19,0,0,1.3078154572714353,1.0,1.0,12.866595717728055,16.809469898684608,0.743503693874683,1.1538912381166997
