horizon,policy,model,n,rmse,mae,bias,directional_hit,fallback_rate
1,independent,TVW_QRF,77,0.8980505239173351,0.49855683717631244,-0.011195895885498621,0.7792207792207793,0.0
1,independent,BBIM,77,1.0308614737608497,0.5821837381644379,-0.2164405602931828,0.7272727272727273,0.0
1,common,AR3,77,1.06243853619939,0.596461284448844,-0.045404322355858825,0.7012987012987013,0.0
1,common,RW,77,1.3229750170143002,0.7948396455572971,-0.004720042742856495,0.5454545454545454,0.0
2,independent,TVW_QRF,75,0.9671674603144625,0.5856136447233283,0.012754231714652597,0.72,0.0
2,independent,BBIM,75,1.0347325954470323,0.5867370706028087,-0.21749537923573187,0.7466666666666667,0.0
2,common,AR3,75,1.0950028219029082,0.6295332454751993,-0.10763514761121061,0.6533333333333333,0.0
2,common,RW,75,1.2689779401180445,0.7926800023176557,-0.007834146220785007,0.56,0.0
3,independent,TVW_QRF,73,0.9988865909408832,0.597123815662132,-0.017037638506375408,0.7123287671232876,0.0
3,independent,BBIM,73,1.0446274278696936,0.5971272090435354,-0.2057241168674123,0.7397260273972602,0.0
3,common,AR3,73,1.1057365616472032,0.6335758345167197,-0.05724638646798252,0.7123287671232876,0.0
3,common,RW,73,1.4125440449968993,0.7578365867116642,0.00412519840403216,0.6712328767123288,0.0
4,independent,TVW_QRF,71,1.0370900620656227,0.6336234126784074,-0.03987875915193584,0.7323943661971831,0.0
4,independent,BBIM,71,1.0728831581867662,0.6097810670747823,-0.23075348747789112,0.7464788732394366,0.0
4,common,AR3,71,1.1255076543524931,0.6774128887030392,-0.04010687951596046,0.704225352112676,0.0
4,common,RW,71,1.3969630780913929,0.8777842565201527,0.00678896327811407,0.5915492957746479,0.0
5,independent,TVW_QRF,69,1.0242910602626942,0.6241800383554853,-0.14039580490776984,0.7391304347826086,0.0
5,independent,BBIM,69,1.0768752196906748,0.6061637928323348,-0.2505818907212769,0.7536231884057971,0.0
5,common,AR3,69,1.1671919602935605,0.7043872658463876,0.0321233731380525,0.7536231884057971,0.0
5,common,RW,69,1.3994839370057743,0.9068874802459341,-0.012996089204561667,0.5942028985507246,0.0
6,independent,TVW_QRF,67,1.072637697389122,0.6663239210057424,-0.10537959893860643,0.7761194029850746,0.0
6,independent,BBIM,67,1.0916170551412492,0.6276557751268886,-0.26026796185770845,0.7761194029850746,0.0
6,common,AR3,67,1.128960236458794,0.7129787191570517,0.0089127771022724,0.7761194029850746,0.0
6,common,RW,67,1.2918918903192327,0.792104934411674,-0.02447180255697416,0.6417910447761194,0.0
7,independent,TVW_QRF,65,1.0133571199795486,0.6268401940819979,-0.11279621184944386,0.8,0.0
7,independent,BBIM,65,1.1055545643423366,0.6304684092987088,-0.22894344023546384,0.7692307692307693,0.0
7,common,AR3,65,1.1479360197422428,0.7478279664224581,-0.01605867520321659,0.7538461538461538,0.0
7,common,RW,65,1.4339482681510105,0.9349042445762469,-0.021637239239985426,0.6153846153846154,0.0
8,independent,TVW_QRF,63,1.093700709192531,0.7111139257281143,-0.010650089802696154,0.7777777777777778,0.0
8,independent,BBIM,63,1.1144704065266389,0.6349091438921936,-0.2261497158384187,0.7619047619047619,0.0
8,common,AR3,63,1.1929574966266816,0.7825277197337072,-0.11695245291774996,0.6666666666666666,0.0
8,common,RW,63,1.5001770545782316,0.9523973523722904,-0.007080222707048267,0.6031746031746031,0.0
9,independent,TVW_QRF,61,1.083174902886712,0.7364264513891654,-0.12692820288853102,0.7540983606557377,0.0
9,independent,BBIM,61,1.1253235363624763,0.6428947728193483,-0.22531990648077976,0.7540983606557377,0.0
9,common,AR3,61,1.2046178990867447,0.7831619368900238,-0.0870385920424205,0.7377049180327869,0.0
9,common,RW,61,1.488220287615051,0.865223492607677,0.019578827473751146,0.6885245901639344,0.0
10,independent,TVW_QRF,59,1.115649742392865,0.7505700095278962,-0.048392056706054044,0.6779661016949152,0.0
10,independent,BBIM,59,1.1412813757175904,0.6540188701197722,-0.21196427791614839,0.7457627118644068,0.0
10,common,AR3,59,1.2498741953888977,0.8322027222961724,0.16088512751432005,0.7288135593220338,0.0
10,common,RW,59,1.4908608845707887,1.0086545018661206,0.03778639582249747,0.5932203389830508,0.0
11,independent,TVW_QRF,57,1.1230135663586833,0.7627604988517216,0.02853818095507428,0.7192982456140351,0.0
11,independent,BBIM,57,1.1434993318609654,0.6505889705421474,-0.1978791497973272,0.7368421052631579,0.0
11,common,AR3,57,1.23221971139272,0.7940997647253699,0.14677801258995354,0.7017543859649122,0.0
11,common,RW,57,1.56660431662102,0.9925040893483468,0.07014695972558821,0.631578947368421,0.0
12,independent,TVW_QRF,55,1.0683074446170475,0.742747269205006,-0.002600631672325808,0.7090909090909091,0.0
12,common,RW,55,1.13444806451112,0.7756314378576818,0.08549521495092299,0.7090909090909091,0.0
12,independent,BBIM,55,1.1528125966986866,0.6642950055123589,-0.21172457981473872,0.7272727272727273,0.0
12,common,AR3,55,1.2949259297936104,0.8852964252252387,0.19153380532481398,0.7272727272727273,0.0
