horizon,policy,model,n,rmse,mae,bias,directional_hit,fallback_rate
1,full,BBIM,2,0.5347303395470971,0.49650998795635487,0.19853052131028653,0.5,0.0
1,independent,BBIM,2,0.5420930860065735,0.501807032405555,0.20507222172800624,0.5,0.0
1,sentiment,BBIM,2,0.5460739822455459,0.5074768049653922,0.2016533820882409,0.5,0.0
1,common,AR3,2,0.546113336249503,0.5267815806311951,0.14401715987083796,0.5,0.0
1,independent,TVW_QRF,2,0.578012924468266,0.5733878199594029,-0.072974987321415,0.0,0.0
1,sentiment,TVW_QRF,2,0.6095657229075601,0.5979966740197793,-0.11819622838778812,0.0,0.0
1,full,TVW_QRF,2,0.6844453979118283,0.6701530852857178,-0.1391414568154093,0.0,0.0
1,common,RW,2,0.7607379666363543,0.7276494592736937,-0.2219200718743486,0.0,0.0
3,independent,TVW_QRF,2,0.3833477461933625,0.317703248910715,0.21452305270787786,0.5,0.0
3,sentiment,TVW_QRF,2,0.4613970107701731,0.3890205531705525,0.2480931493583177,0.5,0.0
3,full,TVW_QRF,2,0.482549861150724,0.4408217962027946,0.19629190632607563,0.5,0.0
3,independent,BBIM,2,0.51702008018928,0.4691405388225177,0.2172945423894658,0.5,0.0
3,full,BBIM,2,0.5299227020245653,0.4672748706371186,0.24994452462912722,0.5,0.0
3,sentiment,BBIM,2,0.5302434035040985,0.4724467273831031,0.2407325419310942,0.5,0.0
3,common,AR3,2,0.5416498570951672,0.504535322669814,0.1970499324274985,0.5,0.0
3,common,RW,2,0.6442170479327115,0.5400037827809512,0.3512997572293508,0.5,0.0
6,common,RW,2,0.15006217238184644,0.131350932723312,0.131350932723312,1.0,0.0
6,sentiment,TVW_QRF,2,0.34495212367414513,0.31935081659309655,0.13041097947881958,0.5,0.0
6,common,AR3,2,0.3511920126847947,0.3220190668042619,0.1401411802009292,0.5,0.0
6,independent,TVW_QRF,2,0.37454576163020015,0.36477673598732235,0.08498506008459378,0.5,0.0
6,full,TVW_QRF,2,0.4046915736358878,0.38735203939730767,0.11719073063445695,0.5,0.0
6,sentiment,BBIM,2,0.49418597761920213,0.4577138301752538,0.1863272125636658,0.5,0.0
6,independent,BBIM,2,0.4979329238108313,0.46076695478360197,0.18876178107405425,0.5,0.0
6,full,BBIM,2,0.5189942636102554,0.46425438195741375,0.2319976605349523,0.5,0.0
9,common,RW,2,0.2022776146917142,0.1894549841090054,-0.1894549841090054,1.0,0.0
9,independent,TVW_QRF,2,0.42784939745240275,0.3905823024690246,0.17464412929835194,0.5,0.0
9,full,TVW_QRF,2,0.4285186104983788,0.3728832502872241,0.21115463811788898,0.5,0.0
9,sentiment,TVW_QRF,2,0.4403007777218834,0.39998803078789286,0.1840498576172202,0.5,0.0
9,common,AR3,2,0.4881895818196951,0.46378482622314365,0.1524227763900697,0.5,0.0
9,full,BBIM,2,0.5273093311740094,0.44465848104561334,0.2834324716354656,0.5,0.0
9,independent,BBIM,2,0.5327158267661822,0.46626426111380925,0.25765052085173545,0.5,0.0
9,sentiment,BBIM,2,0.5352475144536836,0.4631977377129125,0.2682121501843011,0.5,0.0
12,sentiment,TVW_QRF,2,0.40432432685177283,0.35023984245616546,0.20201538070260797,0.5,0.0
12,common,RW,2,0.426010617173701,0.37859179841331914,0.1953286873935478,0.5,0.0
12,full,TVW_QRF,2,0.428595545213747,0.401030024734609,0.15122519842416438,0.5,0.0
12,independent,TVW_QRF,2,0.493679567714067,0.48970031562331967,0.06255490753545373,0.5,0.0
12,full,BBIM,2,0.5272483151857688,0.43369168071732656,0.299837142367006,0.5,0.0
12,sentiment,BBIM,2,0.5315219962885338,0.4488910339385448,0.28462689997281065,0.5,0.0
12,common,AR3,2,0.5331637613870589,0.4666396520116628,0.25789732768454754,0.5,0.0
12,independent,BBIM,2,0.5524358695750482,0.437326712187991,0.3375362747912908,0.5,0.0
