period,HARD_BASE,HARD_HALF,HARD_FULL,contrib_core,contrib_food,contrib_alcohol_tobacco,contrib_administered,contrib_fuel,contrib_wedge,ready
2019-02,0.31775488058818196,0.3452896234898862,0.37282436639159033,0.18163027853565458,0.11172035048505127,0.008175503106441186,0.007690330966655392,-0.041821774025905215,0.05036019152028474,True
2019-03,0.09946023954165722,0.09579332652677319,0.09212641351188916,0.024499997988764212,0.024501855975218145,0.04671971117706229,0.014934317112857419,0.03244097671787357,-0.04363661943011842,True
2019-04,0.38710754867430486,0.43401553910812823,0.48092352954195156,0.19886385254982164,0.01302748200548206,0.06032955966627137,0.015053978141016278,0.12096221096328856,-0.02112953465157506,True
2019-05,0.2254766707170906,0.24140349368360367,0.25733031665011674,0.056411979770131966,0.02553053786871896,0.011091361384545593,0.015025241941471746,0.08757839948911594,0.02983915026310639,True
2019-06,0.12410329846284633,0.07361655119089949,0.023129803918952654,0.09536955640910996,0.032872233325083426,-0.0040829653995750155,0.0,-0.002420898744511298,0.002365372872739257,True
2019-07,0.43522902776385064,0.4389485461577773,0.44266806455170393,0.36566648451372863,0.055105143828948086,0.046131120814105864,0.0075009162846872415,-0.037670072282528076,-0.0015045653950910773,True
2019-08,0.072120271688923,0.08644535944158896,0.10077044719425492,0.14089734753665636,-0.06028798779692743,-0.030673282247466654,0.0,-0.015034897502442893,0.03721909169910361,True
2019-09,-0.311537427515163,-0.31750554979225815,-0.32347367206935335,-0.2823226064928909,-0.00788905677081579,0.026029154569884028,0.015098499955343132,-0.013555085963898851,-0.048898332812784585,True
2019-10,0.22940611674544492,0.28520248495078787,0.3409988531561308,0.11580884286884921,0.1082255845495241,0.01070812796820212,0.0,0.0023649300761288488,-0.007701368717259365,True
2019-11,0.16027885730460945,0.18770597977049397,0.21513310223637847,0.054580082344598956,0.11710820175697423,-0.007630898881345322,0.0,-0.01711763710092031,0.013339109185301897,True
2019-12,0.01513405229983348,0.014873462921412738,0.014612873542991997,0.053426325754259034,0.0424948057082914,-0.04753595728397575,0.0,-0.01485043088637205,-0.018400690992369156,False
2020-01,0.8910783646002833,0.917927686758659,0.9447770089170348,0.1949924133165987,0.22581023569037526,0.21428908243768857,0.22739931868500468,0.01886451969162188,0.009722794778994303,True
2020-02,0.30162556817859115,0.32144355724103696,0.3412615463034827,0.20850125976996917,0.11288951053181406,-0.013873668207611491,0.015159954579000313,-0.04763734873407365,0.026585860239492765,True
2020-03,-0.26205742195104637,-0.26094622265351924,-0.2598350233559922,0.009132096537949786,-0.10435763272852369,0.04775856167834884,0.015159954579000313,-0.19613893207565178,-0.03361146994216982,True
2020-04,-0.31758186237126984,-0.3168688477437565,-0.3161558331162432,0.09284298517588585,-0.03347569426671285,0.01767395287175439,0.015159954579000313,-0.3944090533478889,-0.015374007383308649,True
2020-05,0.17554178589106262,0.17459706438954936,0.17365234288803608,0.1450591140039236,0.07410281356256464,0.035136066984925766,0.008,-0.10734075716544988,0.0205845485050985,True
2020-06,0.34388173540177125,0.3805578112588693,0.4172338871159673,0.2965862000766335,-0.04450982067449215,-0.013935315741173685,0.0,0.10712172424094824,-0.001381052500144629,True
2020-07,0.48695029773844745,0.5033395406022563,0.5197287834660652,0.39488422607823476,-0.10007771118957298,0.02703338394615191,0.007347749966021564,0.15942529262347713,-0.0016626436858649645,True
2020-08,0.03313375648649179,0.042505752921112146,0.0518777493557325,0.11969684482762186,-0.11503319898975667,-0.012191847524031718,0.0,0.01354755401307138,0.027114404159586946,True
2020-09,-0.37930553126091227,-0.40071770080409275,-0.42212987034727323,-0.38215393784163737,0.025938321219408512,0.027440961615163826,0.020414450832961662,-0.0287825341045559,-0.04216279298225299,True
2020-10,0.18355070387348552,0.27165226170581747,0.35975381953814944,0.135476964180249,0.03177291274838185,0.00808572050280039,0.0,0.017990149163535328,-0.009775042721481034,True
2020-11,0.1331935220806632,0.1512926112005778,0.16939170032049242,0.11616962660641106,0.022470131145590544,-0.0057621010621943455,0.0,-0.014243579602979476,0.014559444993835432,True
2020-12,0.174398629750002,0.19002614785821645,0.20565366596643092,0.1420303949357058,0.057317042651782495,-0.04364607622873131,0.0,0.02861625555992163,-0.009918987168676601,False
2021-01,0.8285790522695597,0.8914431170215533,0.9543071817735469,0.21975705519476346,0.13867371427423947,0.2396730999767704,0.2144602130295185,0.015719495377737445,0.00029547441653047515,True
2021-02,0.42877385474405416,0.5097990951579356,0.590824335571817,0.3471569195276454,0.011917874220355963,-0.03267740555432919,0.015185753754080362,0.05978399299876849,0.027406719797533122,True
2021-03,0.15191007441957344,0.1483714360947152,0.14483279776985697,-0.08184213909300678,-0.0017243428247326062,0.0599664862681892,0.015273064954123231,0.20272575421240197,-0.04248874909740158,True
2021-04,0.25602646873647394,0.28984623258753933,0.32366599643860466,0.1409304814349045,-0.0009471508195111674,-0.001433095777254457,0.015249019393693736,0.10267129224082937,-0.0004440777361879982,True
2021-05,0.5680138323904844,0.588962180289776,0.6099105281890677,0.3157060086330855,0.15360768777038186,0.07202487793698999,0.01531906035433637,0.04400386258924991,-0.03264766489355927,True
2021-06,0.3296679179291987,0.3467759231990192,0.36388392846883966,0.2247219816333006,0.00022677428300340707,0.031128881574857225,0.007674737342554575,0.055909749785850685,0.010005793309632216,True
2021-07,0.6445519678863136,0.6697218783064215,0.6948917887265292,0.5916678657711852,-0.07464273069368427,0.02845888521699235,0.0076719011976759,0.11836811659181183,-0.026972070197667425,True
