period,HARD_BASE_frozen,HARD_HALF_frozen,HARD_FULL_frozen,HARD_BASE_bbg,HARD_HALF_bbg,HARD_FULL_bbg,actual,consensus,HARD_BASE_recorded,HARD_HALF_recorded,HARD_FULL_recorded
2019-02,0.31775488058818196,0.3452896234898862,0.37282436639159033,0.32462825515377614,0.3530108771633061,0.38139349917283605,0.2,0.1,0.3177548805881821,0.3457208529825975,0.3736868253770129
2019-03,0.09946023954165722,0.09579332652677319,0.09212641351188916,0.1017732828486438,0.09846911037800006,0.09516493790735632,0.2,0.1,0.0994602395416571,0.0948136439448493,0.0901670483480416
2019-04,0.38710754867430486,0.43401553910812823,0.48092352954195156,0.3935434617464234,0.4375626233399275,0.4815817849334316,0.1,0.3,0.3871075486743048,0.4331530262959052,0.4791985039175055
2019-05,0.2254766707170906,0.24140349368360367,0.25733031665011674,0.22958829066149256,0.24222017265141674,0.2548520546413409,0.7,0.4,0.2254766707170906,0.2416040565389769,0.2577314423608633
2019-06,0.12410329846284633,0.07361655119089949,0.023129803918952654,0.13799054093539095,0.09050510056520557,0.04301966019502018,0.2,0.1,0.1241032984628462,0.0736165511908994,0.0231298039189525
2019-07,0.43522902776385064,0.4389485461577773,0.44266806455170393,0.4505884956045222,0.4666452423639374,0.4827019891233526,0.4,0.2,0.435229027763851,0.4401493662832389,0.4450697048026269
2019-08,0.072120271688923,0.08644535944158896,0.10077044719425492,0.04585405754791971,0.05509245269178874,0.06433084783565776,0.1,0.0,0.0721202716889229,0.0863283929047251,0.1005365141205273
2019-09,-0.311537427515163,-0.31750554979225815,-0.32347367206935335,-0.3089697538548697,-0.314406935257017,-0.3198441166591643,-0.6,-0.4,-0.3115374275151629,-0.3173684094431666,-0.3231993913711704
2019-10,0.22940611674544492,0.28520248495078787,0.3409988531561308,0.2446562650638546,0.3304743122873291,0.41629235951080357,0.5,0.4,0.229406116745445,0.2851747109136301,0.3409433050818153
2019-11,0.16027885730460945,0.18770597977049397,0.21513310223637847,0.14164146702592995,0.17429503992795126,0.20694861282997257,0.3,0.2,0.1602788573046094,0.1882772717920312,0.2162756862794529
2019-12,0.01513405229983348,0.014873462921412738,0.014612873542991997,0.035966716754784,0.05201998027840127,0.06807324380201853,0.2,0.1,0.0151340522998336,0.0150412416731814,0.0149484310465293
2020-01,0.8910783646002833,0.917927686758659,0.9447770089170348,0.878261775650595,0.8973030143905327,0.9163442531304705,1.5,1.0,0.8910783646002834,0.9161045016767744,0.9411306387532652
2020-02,0.30162556817859115,0.32144355724103696,0.3412615463034827,0.31023700420635103,0.3260234321208141,0.3418098600352771,0.3,0.3,0.3016255681785912,0.3206803283445147,0.3397350885104384
2020-03,-0.26205742195104637,-0.26094622265351924,-0.2598350233559922,-0.2692339659471693,-0.2705743967852775,-0.27191482762338576,-0.1,0.1,-0.2620574219510465,-0.2594690587735496,-0.2568806955960528
2020-04,-0.31758186237126984,-0.3168688477437565,-0.3161558331162432,-0.31624118044227106,-0.2967027224260948,-0.2771642644099185,-0.2,-0.2,-0.31758186237127,-0.3159121920971549,-0.3142425218230398
2020-05,0.17554178589106262,0.17459706438954936,0.17365234288803608,0.2001699023083387,0.19711251172478547,0.19405512114123225,0.4,0.1,0.1755417858910625,0.1719385130554041,0.1683352402197457
2020-06,0.34388173540177125,0.3805578112588693,0.4172338871159673,0.35811619903280867,0.3911710668185643,0.42422593460431984,0.6,0.2,0.3438817354017713,0.3805578112588693,0.4172338871159674
2020-07,0.48695029773844745,0.5033395406022563,0.5197287834660652,0.5071111060208672,0.5222153448108394,0.5373195836008117,0.4,0.2,0.4869502977384474,0.5039786142894122,0.5210069308403769
2020-08,0.03313375648649179,0.042505752921112146,0.0518777493557325,0.00514021267363203,0.02005772030801018,0.03497522794238833,0.0,0.0,0.0331337564864917,0.0425260956416997,0.0519184347969078
2020-09,-0.37930553126091227,-0.40071770080409275,-0.42212987034727323,-0.36574476423902913,-0.389160347425359,-0.4125759306116889,-0.6,-0.3,-0.3793055312609125,-0.4027430090526971,-0.4261804868444819
