origin,h,model,actual_annual_log,forecast_annual_log,oracle_annual_log,oracle_headline_yy,total_error_log,core_effect_log,retained_error_log,core_cumulative_error_log,h0_in_annual_window
2019-05,12,STATE_FAST_R15,2.822217348623867,2.1359795922576446,2.84061582611456,2.881346066027146,-0.6862377563662173,-0.704636233856919,0.018398477490689288,-1.276489265466293,False
2019-05,12,DAMPED_P95_Q001_R16,2.822217348623867,2.196487544689986,2.84061582611456,2.881346066027146,-0.6257298039338811,-0.6441282814245733,0.018398477490689288,-1.1666561819550285,False
2019-05,12,DAMPED_P95_Q010_R16,2.822217348623867,1.79636714227215,2.84061582611456,2.881346066027146,-1.0258502063517176,-1.044248683842414,0.018398477490689288,-1.8931105959998455,False
2019-06,12,STATE_FAST_R15,3.264115709760019,2.1460633397764335,2.981105247921772,3.0259850517103004,-1.118052369983586,-0.8350419081453361,-0.2830104618382481,-1.5118933625243647,False
2019-06,12,DAMPED_P95_Q001_R16,3.264115709760019,2.1784721887523846,2.981105247921772,3.0259850517103004,-1.0856435210076303,-0.8026330591693847,-0.2830104618382481,-1.4531109984482138,False
2019-06,12,DAMPED_P95_Q010_R16,3.264115709760019,1.7964342236447617,2.981105247921772,3.0259850517103004,-1.4676814861152547,-1.1846710242770102,-0.2830104618382481,-2.146199325020579,False
2019-07,12,STATE_FAST_R15,3.3411685766675157,2.4314154330599753,3.1176438326708205,3.1667513519117563,-0.9097531436075416,-0.6862283996108416,-0.22352474399670008,-1.241705925670265,False
2019-07,12,DAMPED_P95_Q001_R16,3.3411685766675157,2.446249788626181,3.1176438326708205,3.1667513519117563,-0.8949187880413328,-0.6713940440446358,-0.22352474399670008,-1.214796271703806,False
2019-07,12,DAMPED_P95_Q010_R16,3.3411685766675157,2.3589035769672684,3.1176438326708205,3.1667513519117563,-0.9822649997002485,-0.7587402557035517,-0.22352474399670008,-1.3732566045066166,False
2019-08,12,STATE_FAST_R15,3.249383347644599,3.4139940513492237,2.9114288317603267,2.9542252403468083,0.16461070370462078,0.5025652195888943,-0.3379545158842712,0.9151612992972844,False
2019-08,12,DAMPED_P95_Q001_R16,3.249383347644599,3.445206692477791,2.9114288317603267,2.9542252403468083,0.19582334483318775,0.5337778607174596,-0.3379545158842712,0.9716677364380403,False
2019-08,12,DAMPED_P95_Q010_R16,3.249383347644599,4.418947410964549,2.9114288317603267,2.9542252403468083,1.1695640633199504,1.5075185792042154,-0.3379545158842712,2.7377676981861643,False
2019-09,12,STATE_FAST_R15,3.177752631233356,2.997392754700328,2.96428283375914,3.008655051512843,-0.1803598765330321,0.033109920941183625,-0.21346979747421313,0.0625671560697787,False
2019-09,12,DAMPED_P95_Q001_R16,3.177752631233356,3.103867573978235,2.96428283375914,3.008655051512843,-0.07388505725512524,0.13958474021910341,-0.21346979747421313,0.2559521389488132,False
2019-09,12,DAMPED_P95_Q010_R16,3.177752631233356,3.5973103259144925,2.96428283375914,3.008655051512843,0.41955769468113135,0.6330274921553456,-0.21346979747421313,1.1520095871207912,False
2019-10,12,STATE_FAST_R15,2.8961300139199153,1.5138681602513449,2.917231041835838,2.9601990340812234,-1.3822618536685691,-1.4033628815844967,0.021101027915924088,-2.540838334442524,False
2019-10,12,DAMPED_P95_Q001_R16,2.8961300139199153,1.6243730633376605,2.917231041835838,2.9601990340812234,-1.271756950582255,-1.2928579784981762,0.021101027915924088,-2.340470162705938,False
2019-10,12,DAMPED_P95_Q010_R16,2.8961300139199153,0.6049275832323503,2.917231041835838,2.9601990340812234,-2.2912024306875645,-2.312303458603486,0.021101027915924088,-4.188798870230663,False
2019-11,12,STATE_FAST_R15,2.6210266767309034,2.3114033797515923,2.9108617904635166,2.953641449028055,-0.30962329697931645,-0.5994584107119285,0.28983511373260273,-1.0863974851639921,False
2019-11,12,DAMPED_P95_Q001_R16,2.6210266767309034,2.331961073771983,2.9108617904635166,2.953641449028055,-0.28906560295891665,-0.5789007166915282,0.28983511373260273,-1.0490677367695769,False
2019-11,12,DAMPED_P95_Q010_R16,2.6210266767309034,2.141004230021345,2.9108617904635166,2.953641449028055,-0.48002244670955685,-0.769857560442169,0.28983511373260273,-1.395813523040851,False
