H,sample,name,n,rmse,bias
3,full,STATE_FAST_R15,84,2.218792223024734,-0.17189875651481065
3,full,FAST_PLUS_ECM,84,2.1040269083226995,-0.30914648091065644
3,full,FOOD_NORM_SHIFT_R24,84,2.1773508096600787,-0.4509565851602152
3,full,FOOD_ECM_R27,84,2.0906137015809896,-0.5882043095560611
3,origins_2019_2021,STATE_FAST_R15,32,1.8044260829719247,-0.360226735188477
3,origins_2019_2021,FAST_PLUS_ECM,32,1.730954067953685,-0.5346990455789017
3,origins_2019_2021,FOOD_NORM_SHIFT_R24,32,1.7679554671145803,-0.3047920329177584
3,origins_2019_2021,FOOD_ECM_R27,32,1.7000162222893263,-0.47926434330818307
3,origins_2022_2023,STATE_FAST_R15,24,3.2994915921886765,-0.6113487268268453
3,origins_2022_2023,FAST_PLUS_ECM,24,3.1184337667289705,-0.987853164595886
3,origins_2022_2023,FOOD_NORM_SHIFT_R24,24,3.2515661483198777,-1.070421669516555
3,origins_2022_2023,FOOD_ECM_R27,24,3.151980247164478,-1.446926107285596
3,origins_2024plus,STATE_FAST_R15,28,1.3101974221597303,0.42000462223683765
3,origins_2024plus,FAST_PLUS_ECM,28,1.2333533280155715,0.5303764647261061
3,origins_2024plus,FOOD_NORM_SHIFT_R24,28,1.2601905039587218,-0.08703171541758856
3,origins_2024plus,FOOD_ECM_R27,28,1.137268690110293,0.02334012707167996
6,full,STATE_FAST_R15,81,4.2630877292889755,-0.3874413652860323
6,full,FAST_PLUS_ECM,81,3.9517441184424342,-0.5905044219674046
6,full,FOOD_NORM_SHIFT_R24,81,4.097396688686691,-0.9338281576079297
6,full,FOOD_ECM_R27,81,3.821386366064745,-1.136891214289302
6,origins_2019_2021,STATE_FAST_R15,32,4.121690729621782,-1.4295467104674329
6,origins_2019_2021,FAST_PLUS_ECM,32,3.8621708278375046,-1.677624526803818
6,origins_2019_2021,FOOD_NORM_SHIFT_R24,32,4.029751740540508,-1.318677305925996
6,origins_2019_2021,FOOD_ECM_R27,32,3.773006308786053,-1.566755122262381
6,origins_2022_2023,STATE_FAST_R15,24,5.695128224909845,-0.5492746311940557
6,origins_2022_2023,FAST_PLUS_ECM,24,5.271662067603715,-1.0846168786469106
6,origins_2022_2023,FOOD_NORM_SHIFT_R24,24,5.471912984367883,-1.467420516573475
6,origins_2022_2023,FOOD_ECM_R27,24,5.175787990603757,-2.00276276402633
6,origins_2024plus,STATE_FAST_R15,25,2.44975852671233,1.1018134118178629
6,origins_2024plus,FAST_PLUS_ECM,25,2.196588926131971,1.2753572706355298
6,origins_2024plus,FOOD_NORM_SHIFT_R24,25,2.205744297827885,0.07102741684611913
6,origins_2024plus,FOOD_ECM_R27,25,1.8370987049546759,0.24457127566378584
12,full,STATE_FAST_R15,75,7.949014658050488,-1.0483053163235025
12,full,FAST_PLUS_ECM,75,7.58180498221757,-1.2460425586898134
12,full,FOOD_NORM_SHIFT_R24,75,7.465822062938064,-2.0780353705350647
12,full,FOOD_ECM_R27,75,7.123946222624579,-2.275772612901376
12,origins_2019_2021,STATE_FAST_R15,32,8.912585760666483,-4.4642335808417215
12,origins_2019_2021,FAST_PLUS_ECM,32,8.620261613355346,-4.712311397178107
12,origins_2019_2021,FOOD_NORM_SHIFT_R24,32,8.707323688127058,-4.242494771758849
12,origins_2019_2021,FOOD_ECM_R27,32,8.416026860536613,-4.490572588095233
12,origins_2022_2023,STATE_FAST_R15,24,8.834515872395777,0.851396414255826
12,origins_2022_2023,FAST_PLUS_ECM,24,8.258266523771397,0.31605416680297144
12,origins_2022_2023,FOOD_NORM_SHIFT_R24,24,8.005329372888214,-0.9848953565030131
12,origins_2022_2023,FOOD_ECM_R27,24,7.564233071708692,-1.5202376039558676
12,origins_2024plus,STATE_FAST_R15,19,4.129167990823488,2.305213785291189
12,origins_2024plus,FAST_PLUS_ECM,19,3.951163696797993,2.6187090949837946
12,origins_2024plus,FOOD_NORM_SHIFT_R24,19,3.3731191554664446,0.18656149801187352
12,origins_2024plus,FOOD_ECM_R27,19,2.960516907618535,0.5000568077044788
