sample,h,model,control,n,mse_difference,ci_low,ci_high,block_length,replicates,seed
full,5,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,82,-0.09072282015184342,-0.9259082710864972,0.675014293205826,12,2000,1409
full,5,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,82,-0.44082342014120895,-2.1523991013037618,0.8017651978012913,12,2000,1409
full,5,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,82,0.7604730841251759,-0.6151205829653963,2.939450531478042,12,2000,1409
full,5,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,82,0.0031972679309622627,-1.208841657279535,1.1320404524217156,12,2000,1409
full,5,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,82,-0.022650833230181862,-0.323810696568099,0.2581922670941736,12,2000,1409
full,5,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,82,-0.7572758161942136,-2.9213910808596855,0.7869865486141465,12,2000,1409
full,5,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,82,-0.3501005999893654,-1.5143692254928418,0.3819355805361621,12,2000,1409
full,6,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,81,0.35818760388381365,-0.7792738110694447,1.7633771598042367,12,2000,1409
full,6,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,81,-0.10909972375298972,-1.2362515388745297,1.042247790534291,12,2000,1409
full,6,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,81,-0.0959675821273661,-1.1481496175191115,0.8664793838562004,12,2000,1409
full,6,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,81,-0.5504029143446514,-3.2299190500559116,1.3302521889746606,12,2000,1409
full,6,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,81,1.213932378087866,-0.3681827191525004,3.803338315336894,12,2000,1409
full,6,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,81,0.16333861056106438,-1.5380168986491771,1.8864995759566547,12,2000,1409
full,6,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,81,0.013132141625623513,-0.45999339039648585,0.4450776535506343,12,2000,1409
full,6,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,81,-1.0505937675268016,-4.101801542700822,1.3414242064840805,12,2000,1409
full,6,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,81,-0.45443533221728505,-2.089883115480639,0.7206534488292037,12,2000,1409
full,7,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,80,0.10752369980334264,-1.7137073121578195,1.9973519535400008,12,2000,1409
full,7,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,80,-0.30138192328391755,-2.2814832091863426,1.4709756345406981,12,2000,1409
full,7,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,80,-0.19654484728140945,-2.1437020356121357,1.4102798501466858,12,2000,1409
full,7,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,80,-0.2995277965125237,-3.3010590245674925,2.001991671309951,12,2000,1409
full,7,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,80,1.4907062488630882,-0.6201366964880328,4.854015203861146,12,2000,1409
full,7,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,80,0.1564321963806795,-2.5780040989388446,2.93937746096701,12,2000,1409
full,7,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,80,0.104837076002508,-0.5427410450670913,0.8822646416794481,12,2000,1409
full,7,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,80,-1.3342740524824088,-5.788836063957723,2.100097877045058,12,2000,1409
full,7,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,80,-0.10298294923111406,-1.3942879957187204,0.9886069767227951,12,2000,1409
full,8,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,79,0.8124383787897793,-0.751644458312382,2.6529564842744024,12,2000,1409
full,8,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,79,0.7189683428905653,-0.8980955975302343,2.907517548709233,12,2000,1409
full,8,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,79,0.9416560007972883,-0.5986558238344136,2.8769671292093695,12,2000,1409
full,8,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,79,0.9533695507479133,-1.5109710264164582,3.6156604265010843,12,2000,1409
full,8,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,79,2.7687449003774827,-0.2718183195523841,7.850797746953936,12,2000,1409
full,8,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,79,1.2447793476239022,-1.1298674173557481,4.559715632747066,12,2000,1409
full,8,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,79,0.2226876579067228,-0.7696266340218838,1.4454935933671358,12,2000,1409
full,8,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,79,-1.5239655527535807,-7.18665516298148,3.2053045847765063,12,2000,1409
full,8,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,79,0.011713549950625486,-1.209379052231752,1.1644942265741307,12,2000,1409
full,9,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,78,0.28451982381051316,-2.0354317740567316,2.6167325784332216,12,2000,1409
full,9,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,78,0.6281956873523198,-1.5242203672563348,3.232928803073706,12,2000,1409
full,9,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,78,1.0418936739807485,-0.9775793229682126,3.586014968082927,12,2000,1409
full,9,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,78,1.2060770248151624,-1.9695860107108516,4.723837364956793,12,2000,1409
full,9,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,78,2.7552741781770496,-0.6753207446799038,8.345061314872003,12,2000,1409
full,9,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,78,1.235888512356078,-2.337849138427692,5.6537791032447835,12,2000,1409
full,9,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,78,0.41369798662842855,-0.9459154205288881,2.120812229703932,12,2000,1409
full,9,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,78,-1.5193856658209717,-9.067247868447488,4.892243051746719,12,2000,1409
full,9,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,78,0.1641833508344137,-1.0277598038420064,1.3225857144288398,12,2000,1409
full,10,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,77,-0.3163451892058945,-3.817719822786929,3.0945997992080274,12,2000,1409
full,10,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,77,0.21816652761319658,-2.3389487768798314,2.707956886943047,12,2000,1409
full,10,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,77,0.9140649481994182,-2.0009805304342954,4.578549441874273,12,2000,1409
full,10,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,77,1.1247482657536751,-3.4784030016980596,6.407522198448253,12,2000,1409
full,10,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,77,2.3544985453788687,-1.2906581149015703,8.189514936513321,12,2000,1409
full,10,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,77,1.1799272083118335,-4.045963786373338,8.089705292022348,12,2000,1409
full,10,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,77,0.6958984205862215,-1.1261397796415458,3.2277286651790242,12,2000,1409
full,10,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,77,-1.174571337067035,-10.171962084994231,7.384914717314348,12,2000,1409
full,10,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,77,0.21068331755425743,-1.6649832496839172,2.1116995047107583,12,2000,1409
full,11,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,76,-0.35992055658248207,-4.434056023152622,3.6672592976235054,12,2000,1409
full,11,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,76,0.441036912701086,-2.377964822527917,3.340351896486603,12,2000,1409
full,11,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,76,1.5467544208325235,-2.2241718001755753,6.5990475890421365,12,2000,1409
full,11,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,76,2.488714113444337,-3.572409003681412,11.155591902834848,12,2000,1409
full,11,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,76,2.4989487590919044,-2.2341788808222165,9.49181513457873,12,2000,1409
full,11,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,76,1.8905302372304766,-4.51824907627619,10.172145849465632,12,2000,1409
full,11,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,76,1.1057175081314374,-1.2735941149963264,4.356594106527743,12,2000,1409
full,11,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,76,-0.6084185218614281,-10.90331053223763,10.623654853250448,12,2000,1409
full,11,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,76,0.9419596926118139,-1.6136039650911427,4.2397586072155455,12,2000,1409
full,12,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,75,-0.34423646218558795,-4.917407876956654,4.331768274516586,12,2000,1409
full,12,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,75,0.848753849788195,-2.0506515848461717,4.343679370043304,12,2000,1409
full,12,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,75,2.3694291963533574,-2.3878895738921146,9.287408171097695,12,2000,1409
full,12,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,75,4.621871245376544,-3.2010136086377305,16.755045539868348,12,2000,1409
full,12,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,75,2.643735457733281,-2.6594755676638053,9.598044672273502,12,2000,1409
full,12,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,75,2.7599117231530528,-5.236922485197383,12.885715700212382,12,2000,1409
full,12,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,75,1.5206753465651626,-1.5386520798873802,5.597988750509774,12,2000,1409
full,12,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,75,0.1161762654197719,-12.81732054053339,12.915586703286476,12,2000,1409
full,12,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,75,2.252442049023185,-1.6019359149923287,8.104547454462024,12,2000,1409
recent_targets,1,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,-0.015601610057899408,-0.027405429505435553,-0.002761108141954726,12,2000,1409
recent_targets,1,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.0009501256257192919,-0.015020090855358034,0.013064736105003758,12,2000,1409
recent_targets,1,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.002777079218557238,-0.016376618624825034,0.011053158806805647,12,2000,1409
recent_targets,1,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,0.0005867703209003289,-0.014781520264712996,0.015972368460440475,12,2000,1409
recent_targets,1,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,-0.01256127438894592,-0.024113331546478312,0.0004795507395777085,12,2000,1409
recent_targets,1,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,-0.008901507956542633,-0.02064644730073435,0.004141986561712423,12,2000,1409
recent_targets,1,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,-0.0018269535928379448,-0.004692548059320519,0.0009224955927757423,12,2000,1409
recent_targets,1,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,0.003659766432403289,0.0004988489965353503,0.006941507523241558,12,2000,1409
recent_targets,1,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.003363849539457565,0.00031818210882619293,0.006903610977611062,12,2000,1409
recent_targets,2,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,-0.04848565734218708,-0.09581686411653485,0.0017022455792780856,12,2000,1409
recent_targets,2,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.0035751687703947706,-0.04674342192288095,0.05015447713976577,12,2000,1409
recent_targets,2,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.015921636875830817,-0.05637046519988465,0.03624090578885161,12,2000,1409
recent_targets,2,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,-0.005483366450881034,-0.048237642664250256,0.04667852909735118,12,2000,1409
recent_targets,2,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,-0.03797658724538979,-0.08405578240332484,0.017261312111878323,12,2000,1409
recent_targets,2,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,-0.02889809876438135,-0.06806403746055592,0.01728902186941849,12,2000,1409
recent_targets,2,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,-0.012346468105436046,-0.028795975359321897,-0.0016250979793930012,12,2000,1409
recent_targets,2,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,0.009078488481008415,0.0008070754637256383,0.019555503775592592,12,2000,1409
recent_targets,2,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.010438270424949781,0.0010628197782180178,0.020845985902701005,12,2000,1409
recent_targets,3,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,-0.07323471769461472,-0.14570051835014405,-0.0005422455424666385,12,2000,1409
recent_targets,3,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.014940541889170567,-0.09292154788596917,0.06773190440150116,12,2000,1409
recent_targets,3,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.03663811693624684,-0.11243630548560495,0.04681377088488725,12,2000,1409
recent_targets,3,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,-0.022032845937771044,-0.0947594621955091,0.06227512914142643,12,2000,1409
recent_targets,3,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,-0.061310634538340666,-0.12701354391890418,0.011850223446792664,12,2000,1409
recent_targets,3,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,-0.04586798935657047,-0.10829280173651887,0.023719035174951022,12,2000,1409
recent_targets,3,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,-0.021697575047076267,-0.05174301409312607,-0.002013107446815252,12,2000,1409
recent_targets,3,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,0.015442645181770177,0.0030846609400100506,0.029548776520745793,12,2000,1409
recent_targets,3,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.014605270998475804,0.003757363376981387,0.027046782233632348,12,2000,1409
recent_targets,4,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,-0.07013081999198972,-0.15567418812422779,0.023982327066347984,12,2000,1409
recent_targets,4,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.04567065109370896,-0.10865317297411681,0.01595899109076511,12,2000,1409
recent_targets,4,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.04413830052152472,-0.12935333268549679,0.04195365249654844,12,2000,1409
recent_targets,4,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,-0.0372501523529634,-0.12869581965119958,0.0588626174200208,12,2000,1409
recent_targets,4,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,-0.09210204157710108,-0.15163791232771084,-0.037947226673244586,12,2000,1409
recent_targets,4,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,-0.04986988976876268,-0.13389127366282783,0.02948647027356001,12,2000,1409
recent_targets,4,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,0.0015323505721842377,-0.026607446234071946,0.0349792043228216,12,2000,1409
recent_targets,4,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,0.04223215180833844,0.012814216753185522,0.08352991299236283,12,2000,1409
recent_targets,4,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.006888148168561317,-0.002235877017643818,0.016856804413577058,12,2000,1409
recent_targets,5,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,-0.05392960176551732,-0.19286287069360644,0.11653167603553294,12,2000,1409
recent_targets,5,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.08218106382654936,-0.14312121302321926,-0.021858844135564943,12,2000,1409
recent_targets,5,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.048277506308023486,-0.1560818177105297,0.04823178818995768,12,2000,1409
recent_targets,5,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,-0.036324078895780335,-0.15896858808923636,0.09316860528970342,12,2000,1409
recent_targets,5,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,-0.14371157576456076,-0.19221085635927843,-0.09991594594421323,12,2000,1409
recent_targets,5,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,-0.0290760267605338,-0.16236307918244092,0.13207053108342645,12,2000,1409
recent_targets,5,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,0.033903557518525855,-0.021330710197888864,0.11915557903864182,12,2000,1409
recent_targets,5,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,0.11463554900402692,0.02150384916389365,0.282010297826412,12,2000,1409
recent_targets,5,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.011953427412243166,-0.011455237705586834,0.044331175905737215,12,2000,1409
recent_targets,6,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,-0.008877789628138512,-0.26452686636453776,0.3556767385478592,12,2000,1409
recent_targets,6,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.13778573836676386,-0.23058462321119724,-0.02644328520938847,12,2000,1409
recent_targets,6,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.05693399725446017,-0.195793960813468,0.06901990105052609,12,2000,1409
recent_targets,6,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,-0.02728529810105719,-0.21172142145978448,0.159631450770309,12,2000,1409
recent_targets,6,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,-0.16827326574095286,-0.26969122183888616,-0.07458535042901912,12,2000,1409
recent_targets,6,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,0.07910651849284514,-0.21828586484639015,0.48223120976019773,12,2000,1409
recent_targets,6,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,0.08085174111230363,-0.0164105174102278,0.21712763371973087,12,2000,1409
recent_targets,6,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,0.24737978423379806,0.03544206732963728,0.5779407807435809,12,2000,1409
recent_targets,6,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.029648699153403,-0.026175926992358767,0.10746953608573581,12,2000,1409
recent_targets,7,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,0.0596794636789823,-0.4867711801224296,0.6715481653983295,12,2000,1409
recent_targets,7,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.1887647218970778,-0.4060568876410194,0.04790520147301187,12,2000,1409
recent_targets,7,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.02337897981335131,-0.36027711550460967,0.27554816074600796,12,2000,1409
recent_targets,7,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,0.05897895455461817,-0.3956089117700618,0.565055266197832,12,2000,1409
recent_targets,7,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,-0.12488649490395386,-0.4384565907017656,0.157364564011076,12,2000,1409
recent_targets,7,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,0.42959320023356307,-0.37719660537825894,1.4186236347602659,12,2000,1409
recent_targets,7,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,0.16538574208372653,-0.019806712626428167,0.42399667546986736,12,2000,1409
recent_targets,7,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,0.5544796951375169,0.05220934341954479,1.3133203873062869,12,2000,1409
recent_targets,7,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.08235793436796948,-0.04440074595201094,0.26526228220226766,12,2000,1409
recent_targets,8,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,0.41958546998228363,-0.6396108772251428,1.7710800891806866,12,2000,1409
recent_targets,8,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,-0.0762027295445605,-0.5008362899244259,0.3188096712051192,12,2000,1409
recent_targets,8,CORE_GAP_RIDGE_R14,INDEPENDENT_BRIDGE,31,0.24661239986828556,-0.48695863992317634,0.9952151110819618,12,2000,1409
recent_targets,8,CORE_GAP_ADAPT_R14,INDEPENDENT_BRIDGE,31,0.47310014249249854,-0.549731377438095,1.6088046682553003,12,2000,1409
recent_targets,8,CORE_LEVEL_RF_R14,INDEPENDENT_BRIDGE,31,0.08822024134605401,-0.5669928588550215,0.7349029194955113,12,2000,1409
recent_targets,8,CORE_GAP_RF_R14,INDEPENDENT_BRIDGE,31,1.2409515858688933,-0.46192302455907613,3.4040625687478885,12,2000,1409
recent_targets,8,CORE_GAP_RIDGE_R14,CORE_LEVEL_RIDGE_R14,31,0.322815129412846,-0.03159262168379526,0.8199790668844772,12,2000,1409
recent_targets,8,CORE_GAP_RF_R14,CORE_LEVEL_RF_R14,31,1.1527313445228395,0.06386549658590267,2.7364458683519413,12,2000,1409
recent_targets,8,CORE_GAP_ADAPT_R14,CORE_GAP_RIDGE_R14,31,0.226487742624213,-0.07473052425170768,0.6697893755716724,12,2000,1409
recent_targets,9,CORE_LOCAL_R14,INDEPENDENT_BRIDGE,31,1.0551981860310393,-0.6526623689612976,3.3841573114080075,12,2000,1409
recent_targets,9,CORE_LEVEL_RIDGE_R14,INDEPENDENT_BRIDGE,31,0.06576952705112207,-0.4728112665492893,0.6572015347885828,12,2000,1409
