scope,sample,h,model,n,mm_rmse,mm_mae,mm_bias,cumulative_log_rmse,cumulative_log_mae,cumulative_log_bias
core_common,full,1,CORE_LOCAL_R14,89,0.3711266267087887,0.28477473933574454,-0.0007193837806004043,0.3688554291715578,0.2832817659472948,-0.00018798757946855737
core_common,full,1,CORE_LEVEL_RIDGE_R14,89,0.35059958543444003,0.2688987023412953,-0.02185310836631137,0.3485269184843813,0.2675208411647258,-0.021375979183843288
core_common,full,1,CORE_GAP_RIDGE_R14,89,0.37167165770949784,0.28782811139824704,0.028313283514183465,0.3693125275054797,0.28627157813492304,0.028418083077714842
core_common,full,1,CORE_GAP_ADAPT_R14,89,0.38420746097028924,0.3003892004617325,0.02152881029127381,0.38180221604505193,0.2987698794894167,0.02167803970203121
core_common,full,1,CORE_LEVEL_RF_R14,89,0.3815483208114537,0.2728019267429378,-0.08947997933683333,0.379136939123193,0.271411008556587,-0.08843462055225695
core_common,full,1,CORE_GAP_RF_R14,89,0.4020332660644616,0.30343592169383393,0.05391076155752276,0.3993753140763791,0.30171840487821305,0.05381056621837763
core_common,full,1,INDEPENDENT_BRIDGE,89,0.3615445618313899,0.28504494895202065,-0.057418293570689005,0.35931356313436036,0.2836228062126813,-0.05675320999321964
core_common,full,2,CORE_LOCAL_R14,88,0.3943223078708138,0.30223961054085646,-0.0032547987015870998,0.696467659925007,0.5166834938593987,-0.0018664911894892453
core_common,full,2,CORE_LEVEL_RIDGE_R14,88,0.3742301305205265,0.28230762426166817,-0.02606242179974061,0.6520213834245941,0.4843863440134253,-0.04765735174970059
core_common,full,2,CORE_GAP_RIDGE_R14,88,0.4000523720401527,0.30268130991607073,0.024408415778387812,0.7032287998062658,0.5176543063465471,0.05255004807959563
core_common,full,2,CORE_GAP_ADAPT_R14,88,0.4109549756345632,0.31636202636943,0.01734227336919744,0.7286960735104926,0.5467297246458934,0.03851447034828807
core_common,full,2,CORE_LEVEL_RF_R14,88,0.39708906964233376,0.2892459040578044,-0.093240866295831,0.7106121291891211,0.49610014496477606,-0.18085006233961068
core_common,full,2,CORE_GAP_RF_R14,88,0.4273863061146939,0.3194359405152167,0.05131230416824583,0.7654306384075644,0.5498041955728389,0.10595500631588273
core_common,full,2,INDEPENDENT_BRIDGE,88,0.38852496980141293,0.2994451755320015,-0.04725702467113784,0.6646319582323954,0.5224126743798468,-0.10222096430466374
core_common,full,3,CORE_LOCAL_R14,87,0.4172973093576472,0.3188625694599504,-0.004209568804718847,1.0294717390651777,0.741635076613327,-0.004870690469852063
core_common,full,3,CORE_LEVEL_RIDGE_R14,87,0.40063241279455264,0.29946289829510325,-0.029064093343729253,0.9628724753436229,0.6792602120921305,-0.0796732971186928
core_common,full,3,CORE_GAP_RIDGE_R14,87,0.42938177874240396,0.3221894348712134,0.021703036443489195,1.049877062153106,0.737888248933599,0.07153676043870145
core_common,full,3,CORE_GAP_ADAPT_R14,87,0.4376284908881062,0.3341583991525129,0.014224545941886352,1.085540224430098,0.7841082529262475,0.0493064088005411
core_common,full,3,CORE_LEVEL_RF_R14,87,0.41528075899194433,0.30758221028353555,-0.0958767391303251,1.0416130131974959,0.7002462906948407,-0.2783828758274092
core_common,full,3,CORE_GAP_RF_R14,87,0.4591044725164496,0.3429826395011682,0.049903072634513344,1.1489913670359615,0.7856122186236567,0.15552022244192432
core_common,full,3,INDEPENDENT_BRIDGE,87,0.43027066564713073,0.321630831614283,0.006807291665212433,0.9705146366206866,0.7405200844445581,-0.09611895406825594
core_common,full,4,CORE_LOCAL_R14,86,0.44012246346459805,0.336509578134954,-0.005308699681763067,1.3885900884938154,0.9830240541126972,-0.009079794591193492
core_common,full,4,CORE_LEVEL_RIDGE_R14,86,0.4559969184227848,0.34277236300412195,-0.00764594551230501,1.33112439572969,0.9155818524426809,-0.092807438776406
core_common,full,4,CORE_GAP_RIDGE_R14,86,0.49474861632533795,0.37032694987911613,0.04788282457168173,1.4655458059431643,1.0077451721661876,0.11553094081100311
core_common,full,4,CORE_GAP_ADAPT_R14,86,0.5801575219926258,0.41366376283747,0.1209454484260262,1.506641515949351,1.0435319379423882,0.16387508850321542
core_common,full,4,CORE_LEVEL_RF_R14,86,0.43740134645151263,0.3320506842611821,-0.09299943887053842,1.3948513248880172,0.9485821116460529,-0.37439162413050514
core_common,full,4,CORE_GAP_RF_R14,86,0.5224290783961726,0.3950150320090823,0.08863201861751793,1.5982676909928526,1.0813924123195742,0.2451598592406118
core_common,full,4,INDEPENDENT_BRIDGE,86,0.4823040799767893,0.3404982386740755,0.009622054192300196,1.3386338450367359,0.9685443016508576,-0.08690909691651147
core_common,full,5,CORE_LOCAL_R14,85,0.46222429587155905,0.35503107193043243,-0.004716025993876217,1.7724147613404526,1.2371167867948316,-0.011856283154490601
core_common,full,5,CORE_LEVEL_RIDGE_R14,85,0.487440332924216,0.3559905858880609,-0.009109725939634512,1.7389453812375875,1.185409850919041,-0.10695405057498286
core_common,full,5,CORE_GAP_RIDGE_R14,85,0.5269925893217613,0.38746026535735406,0.04707407401947693,1.921158838255218,1.2929908284854776,0.15958161610212115
core_common,full,5,CORE_GAP_ADAPT_R14,85,0.6237497411611915,0.44130980059646635,0.12055781193379292,2.016642773106176,1.3791163241274027,0.2795556600349665
core_common,full,5,CORE_LEVEL_RF_R14,85,0.4515565589461011,0.3389001814778059,-0.09348810775530593,1.7683700874676305,1.204225027598599,-0.46995697594498287
core_common,full,5,CORE_GAP_RF_R14,85,0.5474487536892294,0.4102077867841178,0.09008346568604327,2.0833949922753425,1.3929581619550642,0.33864021384264853
