origin,as_of,band,model,level_prediction,current_trend,n_train,last_training_origin,last_training_target,training_last_release
2020-09,2020-10-11 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.32567908742024754,0.2980819208266375,116,2019-08,2020-08,2020-09-10 09:00:00
2020-09,2020-10-11 23:59:00,3,CORE_GAP_RIDGE_R14,0.36366348581140917,0.2980819208266375,116,2019-08,2020-08,2020-09-10 09:00:00
2020-09,2020-10-11 23:59:00,3,CORE_GAP_ADAPT_R14,0.36632010461322057,0.2980819208266375,116,2019-08,2020-08,2020-09-10 09:00:00
2020-09,2020-10-11 23:59:00,3,CORE_LEVEL_RF_R14,0.22271146484971108,0.2980819208266375,116,2019-08,2020-08,2020-09-10 09:00:00
2020-09,2020-10-11 23:59:00,3,CORE_GAP_RF_R14,0.3647116935758389,0.2980819208266375,116,2019-08,2020-08,2020-09-10 09:00:00
2020-10,2020-11-09 23:59:00,0,CORE_LOCAL_R14,0.3064866954506775,0.3064866954506775,126,2020-06,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.30030427829395645,0.3064866954506775,126,2020-06,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,0,CORE_GAP_RIDGE_R14,0.3534271132125295,0.3064866954506775,126,2020-06,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,0,CORE_GAP_ADAPT_R14,0.3404166554217118,0.3064866954506775,126,2020-06,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,0,CORE_LEVEL_RF_R14,0.2577347302886058,0.3064866954506775,126,2020-06,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,0,CORE_GAP_RF_R14,0.3435571081462811,0.3064866954506775,126,2020-06,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,1,CORE_LOCAL_R14,0.3064866954506775,0.3064866954506775,123,2020-03,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.24484631346610547,0.3064866954506775,123,2020-03,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,1,CORE_GAP_RIDGE_R14,0.3014448938443352,0.3064866954506775,123,2020-03,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,1,CORE_GAP_ADAPT_R14,0.33665188981690913,0.3064866954506775,123,2020-03,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,1,CORE_LEVEL_RF_R14,0.18928495681541663,0.3064866954506775,123,2020-03,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,1,CORE_GAP_RF_R14,0.3182542700321857,0.3064866954506775,123,2020-03,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,2,CORE_LOCAL_R14,0.3064866954506775,0.3064866954506775,120,2019-12,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.36467270567985954,0.3064866954506775,120,2019-12,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,2,CORE_GAP_RIDGE_R14,0.4212216183034554,0.3064866954506775,120,2019-12,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,2,CORE_GAP_ADAPT_R14,0.3863360074759855,0.3064866954506775,120,2019-12,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,2,CORE_LEVEL_RF_R14,0.2971926941105649,0.3064866954506775,120,2019-12,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,2,CORE_GAP_RF_R14,0.4303398051855942,0.3064866954506775,120,2019-12,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,3,CORE_LOCAL_R14,0.3064866954506775,0.3064866954506775,117,2019-09,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.28482904617708543,0.3064866954506775,117,2019-09,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,3,CORE_GAP_RIDGE_R14,0.3487170927527714,0.3064866954506775,117,2019-09,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,3,CORE_GAP_ADAPT_R14,0.3644363434337522,0.3064866954506775,117,2019-09,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,3,CORE_LEVEL_RF_R14,0.21178752760796002,0.3064866954506775,117,2019-09,2020-09,2020-10-12 09:00:00
2020-10,2020-11-09 23:59:00,3,CORE_GAP_RF_R14,0.36206234242132024,0.3064866954506775,117,2019-09,2020-09,2020-10-12 09:00:00
2020-11,2020-12-09 23:59:00,0,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,127,2020-07,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.2864530445102116,0.2981989440631076,127,2020-07,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,0,CORE_GAP_RIDGE_R14,0.32421989542445706,0.2981989440631076,127,2020-07,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,0,CORE_GAP_ADAPT_R14,0.331871950314807,0.2981989440631076,127,2020-07,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,0,CORE_LEVEL_RF_R14,0.2270765457710677,0.2981989440631076,127,2020-07,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,0,CORE_GAP_RF_R14,0.32273554432909657,0.2981989440631076,127,2020-07,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,1,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,124,2020-04,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.29252634755295603,0.2981989440631076,124,2020-04,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,1,CORE_GAP_RIDGE_R14,0.33519942081413745,0.2981989440631076,124,2020-04,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,1,CORE_GAP_ADAPT_R14,0.335091916522716,0.2981989440631076,124,2020-04,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,1,CORE_LEVEL_RF_R14,0.17862564919080995,0.2981989440631076,124,2020-04,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,1,CORE_GAP_RF_R14,0.3321704770953825,0.2981989440631076,124,2020-04,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,2,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,121,2020-01,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.3614770221257418,0.2981989440631076,121,2020-01,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,2,CORE_GAP_RIDGE_R14,0.40343840239515844,0.2981989440631076,121,2020-01,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,2,CORE_GAP_ADAPT_R14,0.38284845729964967,0.2981989440631076,121,2020-01,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,2,CORE_LEVEL_RF_R14,0.27354817950631616,0.2981989440631076,121,2020-01,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,2,CORE_GAP_RF_R14,0.41702648231604555,0.2981989440631076,121,2020-01,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,3,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,118,2019-10,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.32099775733945685,0.2981989440631076,118,2019-10,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,3,CORE_GAP_RIDGE_R14,0.36739377576118726,0.2981989440631076,118,2019-10,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,3,CORE_GAP_ADAPT_R14,0.3556362913036891,0.2981989440631076,118,2019-10,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,3,CORE_LEVEL_RF_R14,0.19066635408573515,0.2981989440631076,118,2019-10,2020-10,2020-11-10 09:00:00
2020-11,2020-12-09 23:59:00,3,CORE_GAP_RF_R14,0.3583345590881093,0.2981989440631076,118,2019-10,2020-10,2020-11-10 09:00:00
2020-12,2021-01-12 23:59:00,0,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,128,2020-08,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.2837815773582353,0.2981989440631076,128,2020-08,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,0,CORE_GAP_RIDGE_R14,0.33246721956252734,0.2981989440631076,128,2020-08,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,0,CORE_GAP_ADAPT_R14,0.32600790085755715,0.2981989440631076,128,2020-08,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,0,CORE_LEVEL_RF_R14,0.2522463525498895,0.2981989440631076,128,2020-08,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,0,CORE_GAP_RF_R14,0.3403438621153115,0.2981989440631076,128,2020-08,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,1,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,125,2020-05,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.2696544086412077,0.2981989440631076,125,2020-05,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,1,CORE_GAP_RIDGE_R14,0.31673968445293815,0.2981989440631076,125,2020-05,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,1,CORE_GAP_ADAPT_R14,0.3271063819478242,0.2981989440631076,125,2020-05,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,1,CORE_LEVEL_RF_R14,0.21601699233025096,0.2981989440631076,125,2020-05,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,1,CORE_GAP_RF_R14,0.3354151118800944,0.2981989440631076,125,2020-05,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,2,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,122,2020-02,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.3005934483466663,0.2981989440631076,122,2020-02,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,2,CORE_GAP_RIDGE_R14,0.3494485197178928,0.2981989440631076,122,2020-02,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,2,CORE_GAP_ADAPT_R14,0.35769069260532765,0.2981989440631076,122,2020-02,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,2,CORE_LEVEL_RF_R14,0.23604096258339194,0.2981989440631076,122,2020-02,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,2,CORE_GAP_RF_R14,0.3533898561052676,0.2981989440631076,122,2020-02,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,3,CORE_LOCAL_R14,0.2981989440631076,0.2981989440631076,119,2019-11,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.26868329315958034,0.2981989440631076,119,2019-11,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,3,CORE_GAP_RIDGE_R14,0.3201833903515872,0.2981989440631076,119,2019-11,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,3,CORE_GAP_ADAPT_R14,0.3415246231350428,0.2981989440631076,119,2019-11,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,3,CORE_LEVEL_RF_R14,0.22275838740969722,0.2981989440631076,119,2019-11,2020-11,2020-12-10 09:00:00
2020-12,2021-01-12 23:59:00,3,CORE_GAP_RF_R14,0.3389205306240864,0.2981989440631076,119,2019-11,2020-11,2020-12-10 09:00:00
2021-01,2021-02-11 23:59:00,0,CORE_LOCAL_R14,0.28986977462074487,0.28986977462074487,129,2020-09,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.2435974816971515,0.28986977462074487,129,2020-09,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,0,CORE_GAP_RIDGE_R14,0.3002502396704657,0.28986977462074487,129,2020-09,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,0,CORE_GAP_ADAPT_R14,0.3091610374026502,0.28986977462074487,129,2020-09,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,0,CORE_LEVEL_RF_R14,0.20359189631524863,0.28986977462074487,129,2020-09,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,0,CORE_GAP_RF_R14,0.2665286028845075,0.28986977462074487,129,2020-09,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,1,CORE_LOCAL_R14,0.28986977462074487,0.28986977462074487,126,2020-06,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.23952777373355671,0.28986977462074487,126,2020-06,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,1,CORE_GAP_RIDGE_R14,0.29411497342100884,0.28986977462074487,126,2020-06,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,1,CORE_GAP_ADAPT_R14,0.3138523158012099,0.28986977462074487,126,2020-06,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,1,CORE_LEVEL_RF_R14,0.1914743574881984,0.28986977462074487,126,2020-06,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,1,CORE_GAP_RF_R14,0.29748537957248117,0.28986977462074487,126,2020-06,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,2,CORE_LOCAL_R14,0.28986977462074487,0.28986977462074487,123,2020-03,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.2646280746191586,0.28986977462074487,123,2020-03,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,2,CORE_GAP_RIDGE_R14,0.3194035023435647,0.28986977462074487,123,2020-03,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,2,CORE_GAP_ADAPT_R14,0.3279155507057499,0.28986977462074487,123,2020-03,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,2,CORE_LEVEL_RF_R14,0.21133296976661475,0.28986977462074487,123,2020-03,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,2,CORE_GAP_RF_R14,0.27674804810438136,0.28986977462074487,123,2020-03,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,3,CORE_LOCAL_R14,0.28986977462074487,0.28986977462074487,120,2019-12,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.2347896545843403,0.28986977462074487,120,2019-12,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,3,CORE_GAP_RIDGE_R14,0.2898952011339084,0.28986977462074487,120,2019-12,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,3,CORE_GAP_ADAPT_R14,0.3262502693050981,0.28986977462074487,120,2019-12,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,3,CORE_LEVEL_RF_R14,0.22905865498414968,0.28986977462074487,120,2019-12,2020-12,2021-01-13 09:00:00
2021-01,2021-02-11 23:59:00,3,CORE_GAP_RF_R14,0.31766160999724474,0.28986977462074487,120,2019-12,2020-12,2021-01-13 09:00:00
2021-02,2021-03-09 23:59:00,0,CORE_LOCAL_R14,0.2815984753478146,0.2815984753478146,130,2020-10,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.21130694799210994,0.2815984753478146,130,2020-10,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,0,CORE_GAP_RIDGE_R14,0.23461006962825898,0.2815984753478146,130,2020-10,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,0,CORE_GAP_ADAPT_R14,0.28273997933293815,0.2815984753478146,130,2020-10,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,0,CORE_LEVEL_RF_R14,0.17425488617675927,0.2815984753478146,130,2020-10,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,0,CORE_GAP_RF_R14,0.2233296297861767,0.2815984753478146,130,2020-10,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,1,CORE_LOCAL_R14,0.2815984753478146,0.2815984753478146,127,2020-07,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.31885583597727174,0.2815984753478146,127,2020-07,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,1,CORE_GAP_RIDGE_R14,0.3419969126687765,0.2815984753478146,127,2020-07,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,1,CORE_GAP_ADAPT_R14,0.3175444283110159,0.2815984753478146,127,2020-07,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,1,CORE_LEVEL_RF_R14,0.2599188768622649,0.2815984753478146,127,2020-07,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,1,CORE_GAP_RF_R14,0.30729084285721076,0.2815984753478146,127,2020-07,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,2,CORE_LOCAL_R14,0.2815984753478146,0.2815984753478146,124,2020-04,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.2459483402754472,0.2815984753478146,124,2020-04,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,2,CORE_GAP_RIDGE_R14,0.2678997462663926,0.2815984753478146,124,2020-04,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,2,CORE_GAP_ADAPT_R14,0.2940028135107596,0.2815984753478146,124,2020-04,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,2,CORE_LEVEL_RF_R14,0.17720296817196174,0.2815984753478146,124,2020-04,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,2,CORE_GAP_RF_R14,0.24427643397306423,0.2815984753478146,124,2020-04,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,3,CORE_LOCAL_R14,0.2815984753478146,0.2815984753478146,121,2020-01,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.3222569053232794,0.2815984753478146,121,2020-01,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,3,CORE_GAP_RIDGE_R14,0.3421465288747182,0.2815984753478146,121,2020-01,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,3,CORE_GAP_ADAPT_R14,0.3338450941309012,0.2815984753478146,121,2020-01,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,3,CORE_LEVEL_RF_R14,0.26415230203615053,0.2815984753478146,121,2020-01,2021-01,2021-02-12 09:00:00
2021-02,2021-03-09 23:59:00,3,CORE_GAP_RF_R14,0.34837445822896,0.2815984753478146,121,2020-01,2021-01,2021-02-12 09:00:00
2021-03,2021-04-12 23:59:00,0,CORE_LOCAL_R14,0.24843093570925823,0.24843093570925823,131,2020-11,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.1905986995010348,0.24843093570925823,131,2020-11,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,0,CORE_GAP_RIDGE_R14,0.21847945665189758,0.24843093570925823,131,2020-11,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,0,CORE_GAP_ADAPT_R14,0.2652854562935091,0.24843093570925823,131,2020-11,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,0,CORE_LEVEL_RF_R14,0.2118686283034866,0.24843093570925823,131,2020-11,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,0,CORE_GAP_RF_R14,0.23434489808358738,0.24843093570925823,131,2020-11,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,1,CORE_LOCAL_R14,0.24843093570925823,0.24843093570925823,128,2020-08,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.24450036511683426,0.24843093570925823,128,2020-08,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,1,CORE_GAP_RIDGE_R14,0.2756485232057581,0.24843093570925823,128,2020-08,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,1,CORE_GAP_ADAPT_R14,0.2778966508175767,0.24843093570925823,128,2020-08,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,1,CORE_LEVEL_RF_R14,0.23854568654312577,0.24843093570925823,128,2020-08,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,1,CORE_GAP_RF_R14,0.2492948937496532,0.24843093570925823,128,2020-08,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,2,CORE_LOCAL_R14,0.24843093570925823,0.24843093570925823,125,2020-05,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.2653766677191711,0.24843093570925823,125,2020-05,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,2,CORE_GAP_RIDGE_R14,0.2949209921695065,0.24843093570925823,125,2020-05,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,2,CORE_GAP_ADAPT_R14,0.28718690418135295,0.24843093570925823,125,2020-05,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,2,CORE_LEVEL_RF_R14,0.2148520381181654,0.24843093570925823,125,2020-05,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,2,CORE_GAP_RF_R14,0.22769793144139508,0.24843093570925823,125,2020-05,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,3,CORE_LOCAL_R14,0.24843093570925823,0.24843093570925823,122,2020-02,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.25166050501741954,0.24843093570925823,122,2020-02,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,3,CORE_GAP_RIDGE_R14,0.2817159803810394,0.24843093570925823,122,2020-02,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,3,CORE_GAP_ADAPT_R14,0.2930599001153884,0.24843093570925823,122,2020-02,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,3,CORE_LEVEL_RF_R14,0.2567975083778705,0.24843093570925823,122,2020-02,2021-02,2021-03-10 09:00:00
2021-03,2021-04-12 23:59:00,3,CORE_GAP_RF_R14,0.2860902535772998,0.24843093570925823,122,2020-02,2021-02,2021-03-10 09:00:00
2021-04,2021-05-10 23:59:00,0,CORE_LOCAL_R14,0.25678515528947193,0.25678515528947193,132,2020-12,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.20361691321491776,0.25678515528947193,132,2020-12,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,0,CORE_GAP_RIDGE_R14,0.23667548576909445,0.25678515528947193,132,2020-12,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,0,CORE_GAP_ADAPT_R14,0.2778574962536444,0.25678515528947193,132,2020-12,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,0,CORE_LEVEL_RF_R14,0.2294466432237848,0.25678515528947193,132,2020-12,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,0,CORE_GAP_RF_R14,0.25624560050478346,0.25678515528947193,132,2020-12,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,1,CORE_LOCAL_R14,0.25678515528947193,0.25678515528947193,129,2020-09,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.2189127146719148,0.25678515528947193,129,2020-09,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,1,CORE_GAP_RIDGE_R14,0.2540334300937538,0.25678515528947193,129,2020-09,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,1,CORE_GAP_ADAPT_R14,0.28149532675191796,0.25678515528947193,129,2020-09,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,1,CORE_LEVEL_RF_R14,0.18065121152299607,0.25678515528947193,129,2020-09,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,1,CORE_GAP_RF_R14,0.21689994055321093,0.25678515528947193,129,2020-09,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,2,CORE_LOCAL_R14,0.25678515528947193,0.25678515528947193,126,2020-06,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.284156833504898,0.25678515528947193,126,2020-06,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,2,CORE_GAP_RIDGE_R14,0.3179728759519853,0.25678515528947193,126,2020-06,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,2,CORE_GAP_ADAPT_R14,0.2999236886521774,0.25678515528947193,126,2020-06,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,2,CORE_LEVEL_RF_R14,0.277321196063395,0.25678515528947193,126,2020-06,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,2,CORE_GAP_RF_R14,0.3048659911602121,0.25678515528947193,126,2020-06,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,3,CORE_LOCAL_R14,0.25678515528947193,0.25678515528947193,123,2020-03,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.2373149380263923,0.25678515528947193,123,2020-03,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,3,CORE_GAP_RIDGE_R14,0.27451302328438887,0.25678515528947193,123,2020-03,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,3,CORE_GAP_ADAPT_R14,0.2959982012290959,0.25678515528947193,123,2020-03,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,3,CORE_LEVEL_RF_R14,0.23500814559153113,0.25678515528947193,123,2020-03,2021-03,2021-04-13 09:00:00
2021-04,2021-05-10 23:59:00,3,CORE_GAP_RF_R14,0.27813355357052316,0.25678515528947193,123,2020-03,2021-03,2021-04-13 09:00:00
2021-05,2021-06-09 23:59:00,0,CORE_LOCAL_R14,0.26509770793218373,0.26509770793218373,133,2021-01,2021-04,2021-05-11 09:00:00
2021-05,2021-06-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.20247901829986492,0.26509770793218373,133,2021-01,2021-04,2021-05-11 09:00:00
2021-05,2021-06-09 23:59:00,0,CORE_GAP_RIDGE_R14,0.24342063789368232,0.26509770793218373,133,2021-01,2021-04,2021-05-11 09:00:00
