sample,scope,model,block,h,metric,n,bias,rmse,mae
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,1,annual_error,88,-0.11911212254514575,0.9107373045382808,0.5483448281111426
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,2,annual_error,86,-0.19975388785801595,1.2945851997901525,0.8416168863837291
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,3,annual_error,84,-0.3006623316620666,1.537322045729783,1.0545270625741106
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,4,annual_error,83,-0.4035375617940799,1.8237299080241303,1.2336350251540238
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,5,annual_error,82,-0.5459131715251515,2.1684759425885596,1.4221142305582855
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,6,annual_error,81,-0.6833580329573764,2.516379371214503,1.5996315808539057
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,7,annual_error,80,-0.8248089756541122,2.9913320570711575,1.9160059597099122
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,8,annual_error,79,-0.9649227576127072,3.333292762520484,2.196616877733628
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,9,annual_error,78,-1.1028651078373797,3.9216066990467007,2.5892665608340737
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,10,annual_error,77,-1.2791015441879716,4.498759705784156,2.955190171281076
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,11,annual_error,76,-1.4233545170754647,5.002024433226822,3.330081118868552
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,12,annual_error,75,-1.5635949494163677,5.394838562659049,3.6192915166159234
full,own_coverage,INDEPENDENT_BRIDGE,administered,1,annual_block_error,88,-0.0496539400688235,0.6682954425063998,0.19595776465764783
full,own_coverage,INDEPENDENT_BRIDGE,administered,2,annual_block_error,86,-0.10186671726548968,0.915198430964408,0.3390806990724435
full,own_coverage,INDEPENDENT_BRIDGE,administered,3,annual_block_error,84,-0.1922626052097169,1.150927277305442,0.46370299548051025
full,own_coverage,INDEPENDENT_BRIDGE,administered,4,annual_block_error,83,-0.2813956760190916,1.2186091652050322,0.5403920358835987
full,own_coverage,INDEPENDENT_BRIDGE,administered,5,annual_block_error,82,-0.3733409368716523,1.3249119174373611,0.6393454282260972
full,own_coverage,INDEPENDENT_BRIDGE,administered,6,annual_block_error,81,-0.4719142377880179,1.444774272758641,0.7415619759079056
full,own_coverage,INDEPENDENT_BRIDGE,administered,7,annual_block_error,80,-0.5708823976183015,1.5569700670885651,0.8376717145890724
full,own_coverage,INDEPENDENT_BRIDGE,administered,8,annual_block_error,79,-0.678897658979475,1.683286622234546,0.9304904262615427
full,own_coverage,INDEPENDENT_BRIDGE,administered,9,annual_block_error,78,-0.780812873084418,1.7805983895245772,1.0210934057733336
full,own_coverage,INDEPENDENT_BRIDGE,administered,10,annual_block_error,77,-0.8862107085165771,1.9054136203435827,1.1537853631162016
full,own_coverage,INDEPENDENT_BRIDGE,administered,11,annual_block_error,76,-0.9918676971262377,2.038581993954296,1.2714778138554181
full,own_coverage,INDEPENDENT_BRIDGE,administered,12,annual_block_error,75,-1.1013698637612428,2.1406240806178185,1.364436557738979
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,1,annual_block_error,88,-0.008455728182023154,0.0833938666109997,0.0646788639559654
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,2,annual_block_error,86,-0.02130875927169651,0.1029216916154619,0.07656790844253696
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,3,annual_block_error,84,-0.03297902142126066,0.11556186266785609,0.08174378884095437
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,4,annual_block_error,83,-0.045486307594518764,0.1297730929244542,0.08753738316710295
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,5,annual_block_error,82,-0.05725695766361431,0.1443101945428934,0.10183781352811039
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,6,annual_block_error,81,-0.0704351010878136,0.16467573031236427,0.11665566439422433
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,7,annual_block_error,80,-0.08471279846528047,0.1827572281909238,0.12650970441755263
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,8,annual_block_error,79,-0.09759672638910656,0.2017942542542949,0.14025097462582514
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,9,annual_block_error,78,-0.10867508173512842,0.21952528485725778,0.15618439771126288
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,10,annual_block_error,77,-0.12226099504335512,0.2397844156717358,0.17147855468217424
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,11,annual_block_error,76,-0.13389151720981596,0.26056196358023404,0.18421442211072758
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,12,annual_block_error,75,-0.1500556730466559,0.28349304892890503,0.20422730691859675
full,own_coverage,INDEPENDENT_BRIDGE,core,1,annual_block_error,88,-0.031709115817414785,0.21358176429984935,0.1667474701730974
full,own_coverage,INDEPENDENT_BRIDGE,core,2,annual_block_error,86,-0.05747947946736378,0.40306227478070933,0.31280929985655925
full,own_coverage,INDEPENDENT_BRIDGE,core,3,annual_block_error,84,-0.04422768618142926,0.5948350278116185,0.44684825797974154
full,own_coverage,INDEPENDENT_BRIDGE,core,4,annual_block_error,83,-0.028814444197453458,0.8314753955419614,0.5871429662159887
full,own_coverage,INDEPENDENT_BRIDGE,core,5,annual_block_error,82,-0.05586283499132985,1.0689503950918133,0.7592178317466219
full,own_coverage,INDEPENDENT_BRIDGE,core,6,annual_block_error,81,-0.07943765802240031,1.4059567549943557,0.9945138502740459
full,own_coverage,INDEPENDENT_BRIDGE,core,7,annual_block_error,80,-0.10046347629361367,1.7634266071363047,1.210152446046694
full,own_coverage,INDEPENDENT_BRIDGE,core,8,annual_block_error,79,-0.11512849443845076,2.066580943471116,1.4312664562050226
full,own_coverage,INDEPENDENT_BRIDGE,core,9,annual_block_error,78,-0.12265434477947323,2.4020261405080974,1.6710634220219294
full,own_coverage,INDEPENDENT_BRIDGE,core,10,annual_block_error,77,-0.16451601370833563,2.670843097511468,1.8428186277466123
full,own_coverage,INDEPENDENT_BRIDGE,core,11,annual_block_error,76,-0.1696235240520822,2.952723258898459,2.0314931133900673
full,own_coverage,INDEPENDENT_BRIDGE,core,12,annual_block_error,75,-0.18784392837246955,3.2582443747043057,2.267229988170578
full,own_coverage,INDEPENDENT_BRIDGE,food,1,annual_block_error,88,-0.009300874272705522,0.19209023958692648,0.14799288337672198
full,own_coverage,INDEPENDENT_BRIDGE,food,2,annual_block_error,86,-0.00041804228048948524,0.3065132541780715,0.2385795981976696
full,own_coverage,INDEPENDENT_BRIDGE,food,3,annual_block_error,84,0.0013131658648359063,0.41651454150698963,0.31254003087166216
full,own_coverage,INDEPENDENT_BRIDGE,food,4,annual_block_error,83,-0.003993643352889898,0.5227287930906532,0.38530684040697205
full,own_coverage,INDEPENDENT_BRIDGE,food,5,annual_block_error,82,-0.009202708574158839,0.643533130581003,0.47071687287441794
full,own_coverage,INDEPENDENT_BRIDGE,food,6,annual_block_error,81,-0.01322327654457872,0.7836866952833882,0.5691658051921831
full,own_coverage,INDEPENDENT_BRIDGE,food,7,annual_block_error,80,-0.021581615286627727,0.9146060014969738,0.6547872236020227
full,own_coverage,INDEPENDENT_BRIDGE,food,8,annual_block_error,79,-0.029744796497975314,1.0418414654219614,0.7551424072663219
full,own_coverage,INDEPENDENT_BRIDGE,food,9,annual_block_error,78,-0.03539500952438824,1.1593863516642384,0.8222861967905276
full,own_coverage,INDEPENDENT_BRIDGE,food,10,annual_block_error,77,-0.04541188048164625,1.2825913474765558,0.9171737999761979
full,own_coverage,INDEPENDENT_BRIDGE,food,11,annual_block_error,76,-0.05295825118655773,1.3965996707575332,0.9908352338714428
full,own_coverage,INDEPENDENT_BRIDGE,food,12,annual_block_error,75,-0.07240364177589455,1.4944090272097394,1.0743523607214671
full,own_coverage,INDEPENDENT_BRIDGE,fuel,1,annual_block_error,88,-0.0004172947199116857,0.1644455048506353,0.10591205108458134
full,own_coverage,INDEPENDENT_BRIDGE,fuel,2,annual_block_error,86,-0.0006298998563746143,0.2673496924416087,0.1829796822579931
full,own_coverage,INDEPENDENT_BRIDGE,fuel,3,annual_block_error,84,-0.008362630302379655,0.32529550279619157,0.23430779308197222
full,own_coverage,INDEPENDENT_BRIDGE,fuel,4,annual_block_error,83,-0.016146720252068654,0.36182072663707504,0.2768615847650154
full,own_coverage,INDEPENDENT_BRIDGE,fuel,5,annual_block_error,82,-0.02135094414756372,0.40707878930159375,0.3183605741756118
full,own_coverage,INDEPENDENT_BRIDGE,fuel,6,annual_block_error,81,-0.019073808812974876,0.4452050122668492,0.34569645316267594
full,own_coverage,INDEPENDENT_BRIDGE,fuel,7,annual_block_error,80,-0.015286568415627708,0.47514208828529186,0.3770753077537126
full,own_coverage,INDEPENDENT_BRIDGE,fuel,8,annual_block_error,79,-0.012516818146996803,0.5102862772840197,0.4237958526299633
full,own_coverage,INDEPENDENT_BRIDGE,fuel,9,annual_block_error,78,-0.009271879142600371,0.550238069060686,0.46843673582305184
full,own_coverage,INDEPENDENT_BRIDGE,fuel,10,annual_block_error,77,-0.0055137334764677505,0.5812185576203951,0.500852545399855
full,own_coverage,INDEPENDENT_BRIDGE,fuel,11,annual_block_error,76,-0.003552725305619593,0.6040203592685747,0.5225356919915953
full,own_coverage,INDEPENDENT_BRIDGE,fuel,12,annual_block_error,75,-0.006860710927737952,0.6216800952559637,0.5281500357056034
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,1,annual_block_error,88,-0.0496539400688235,0.6682954425063998,0.19595776465764783
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,2,annual_block_error,86,-0.10186671726548968,0.915198430964408,0.3390806990724435
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,3,annual_block_error,84,-0.1922626052097169,1.150927277305442,0.46370299548051025
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,4,annual_block_error,83,-0.2813956760190916,1.2186091652050322,0.5403920358835987
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,5,annual_block_error,82,-0.3733409368716523,1.3249119174373611,0.6393454282260972
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,6,annual_block_error,81,-0.4719142377880179,1.444774272758641,0.7415619759079056
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,7,annual_block_error,80,-0.5708823976183015,1.5569700670885651,0.8376717145890724
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,8,annual_block_error,79,-0.678897658979475,1.683286622234546,0.9304904262615427
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,9,annual_block_error,78,-0.780812873084418,1.7805983895245772,1.0210934057733336
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,10,annual_block_error,77,-0.8862107085165771,1.9054136203435827,1.1537853631162016
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,11,annual_block_error,76,-0.9918676971262377,2.038581993954296,1.2714778138554181
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,12,annual_block_error,75,-1.1013698637612428,2.1406240806178185,1.364436557738979
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,1,annual_block_error,88,-0.008455728182023154,0.0833938666109997,0.0646788639559654
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,2,annual_block_error,86,-0.02130875927169651,0.1029216916154619,0.07656790844253696
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,3,annual_block_error,84,-0.03297902142126066,0.11556186266785609,0.08174378884095437
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,4,annual_block_error,83,-0.045486307594518764,0.1297730929244542,0.08753738316710295
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,5,annual_block_error,82,-0.05725695766361431,0.1443101945428934,0.10183781352811039
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,6,annual_block_error,81,-0.0704351010878136,0.16467573031236427,0.11665566439422433
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,7,annual_block_error,80,-0.08471279846528047,0.1827572281909238,0.12650970441755263
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,8,annual_block_error,79,-0.09759672638910656,0.2017942542542949,0.14025097462582514
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,9,annual_block_error,78,-0.10867508173512842,0.21952528485725778,0.15618439771126288
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,10,annual_block_error,77,-0.12226099504335512,0.2397844156717358,0.17147855468217424
