origin,model,band,target,predicted_turn,actual_turn,eligible,exact_hit,missed_turn,false_turn
2019-02,CORE_PHASE_FIXED040_R29,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_PHASE_FIXED040_R29,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_PHASE_FIXED060_R29,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_PHASE_FIXED060_R29,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_PHASE_FIXED080_R29,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_PHASE_FIXED080_R29,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_PHASE_OWN_R29,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_PHASE_OWN_R29,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_PHASE_TARGET_R29,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_PHASE_TARGET_R29,3,2019-11,none,trough,True,False,True,False
2019-02,CORE_SINGLE_TARGET_R29,2,2019-08,none,peak,True,False,True,False
2019-02,CORE_SINGLE_TARGET_R29,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_ECM_R27,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_ECM_R27,3,2019-11,none,trough,True,False,True,False
2019-02,STATE_FAST_R15,2,2019-08,none,peak,True,False,True,False
2019-02,STATE_FAST_R15,3,2019-11,none,trough,True,False,True,False
2019-03,CORE_PHASE_FIXED040_R29,2,2019-09,none,none,True,False,False,False
2019-03,CORE_PHASE_FIXED040_R29,3,2019-12,none,none,True,False,False,False
2019-03,CORE_PHASE_FIXED060_R29,2,2019-09,none,none,True,False,False,False
2019-03,CORE_PHASE_FIXED060_R29,3,2019-12,none,none,True,False,False,False
2019-03,CORE_PHASE_FIXED080_R29,2,2019-09,none,none,True,False,False,False
2019-03,CORE_PHASE_FIXED080_R29,3,2019-12,none,none,True,False,False,False
2019-03,CORE_PHASE_OWN_R29,2,2019-09,none,none,True,False,False,False
2019-03,CORE_PHASE_OWN_R29,3,2019-12,none,none,True,False,False,False
2019-03,CORE_PHASE_TARGET_R29,2,2019-09,none,none,True,False,False,False
2019-03,CORE_PHASE_TARGET_R29,3,2019-12,none,none,True,False,False,False
2019-03,CORE_SINGLE_TARGET_R29,2,2019-09,none,none,True,False,False,False
2019-03,CORE_SINGLE_TARGET_R29,3,2019-12,none,none,True,False,False,False
2019-03,FOOD_ECM_R27,2,2019-09,none,none,True,False,False,False
2019-03,FOOD_ECM_R27,3,2019-12,none,none,True,False,False,False
2019-03,STATE_FAST_R15,2,2019-09,none,none,True,False,False,False
2019-03,STATE_FAST_R15,3,2019-12,none,none,True,False,False,False
2019-04,CORE_PHASE_FIXED040_R29,2,2019-10,none,trough,True,False,True,False
2019-04,CORE_PHASE_FIXED040_R29,3,2020-01,none,peak,True,False,True,False
2019-04,CORE_PHASE_FIXED060_R29,2,2019-10,none,trough,True,False,True,False
2019-04,CORE_PHASE_FIXED060_R29,3,2020-01,none,peak,True,False,True,False
2019-04,CORE_PHASE_FIXED080_R29,2,2019-10,none,trough,True,False,True,False
2019-04,CORE_PHASE_FIXED080_R29,3,2020-01,none,peak,True,False,True,False
2019-04,CORE_PHASE_OWN_R29,2,2019-10,none,trough,True,False,True,False
2019-04,CORE_PHASE_OWN_R29,3,2020-01,none,peak,True,False,True,False
