model,h,omitted_year,n,rmse_delta,mae_delta
CORE_PHASE_TARGET_R29,1,2019,78,0.03969215997462894,0.018399182238577505
CORE_PHASE_TARGET_R29,1,2020,76,0.039956001368628535,0.018052500533636495
CORE_PHASE_TARGET_R29,1,2021,76,0.037621686272011456,0.016613595022403782
CORE_PHASE_TARGET_R29,1,2022,76,-0.00609862023065133,-0.008196442771467582
CORE_PHASE_TARGET_R29,1,2023,76,0.04412369632234758,0.017771459490861563
CORE_PHASE_TARGET_R29,1,2024,76,0.03986798587171947,0.014770600769481557
CORE_PHASE_TARGET_R29,1,2025,76,0.0399459750491703,0.018400857478687138
CORE_PHASE_TARGET_R29,1,2026,82,0.037843070462071915,0.015878810592386272
CORE_PHASE_OWN_R29,1,2019,78,0.04543607910046199,0.02282602358720376
CORE_PHASE_OWN_R29,1,2020,76,0.04588117991642149,0.023305976080205015
CORE_PHASE_OWN_R29,1,2021,76,0.04272964915054067,0.020940992866008368
CORE_PHASE_OWN_R29,1,2022,76,-0.000587000469807808,-0.0049538498018651955
CORE_PHASE_OWN_R29,1,2023,76,0.050728753483823996,0.023345801861826665
CORE_PHASE_OWN_R29,1,2024,76,0.046119953476380315,0.0199539543910785
CORE_PHASE_OWN_R29,1,2025,76,0.04631517977811073,0.024098065045583317
CORE_PHASE_OWN_R29,1,2026,82,0.043984446852943115,0.021095910133566598
CORE_SINGLE_TARGET_R29,1,2019,78,0.03933410956479755,0.017875611480535625
CORE_SINGLE_TARGET_R29,1,2020,76,0.03984816534592717,0.01819760363288614
CORE_SINGLE_TARGET_R29,1,2021,76,0.0377949548650538,0.01650567945393533
CORE_SINGLE_TARGET_R29,1,2022,76,-0.007556915872501846,-0.008848957654429779
CORE_SINGLE_TARGET_R29,1,2023,76,0.04394510834441956,0.017545434413631433
CORE_SINGLE_TARGET_R29,1,2024,76,0.039595381475727276,0.014479491215862783
CORE_SINGLE_TARGET_R29,1,2025,76,0.03966314633536394,0.018086815935613454
CORE_SINGLE_TARGET_R29,1,2026,82,0.037581819253873605,0.015606460371038966
CORE_PHASE_FIXED040_R29,1,2019,78,0.02605367411857118,0.006353296149698262
CORE_PHASE_FIXED040_R29,1,2020,76,0.027492767123390438,0.009593512610132304
CORE_PHASE_FIXED040_R29,1,2021,76,0.027827246540527484,0.006941805559715131
CORE_PHASE_FIXED040_R29,1,2022,76,-0.012051777918175188,-0.006882744939716967
CORE_PHASE_FIXED040_R29,1,2023,76,0.031330986600371036,0.009006110725119476
CORE_PHASE_FIXED040_R29,1,2024,76,0.02659362163720802,0.004293856592687106
CORE_PHASE_FIXED040_R29,1,2025,76,0.027015979309673366,0.007985394056558959
CORE_PHASE_FIXED040_R29,1,2026,82,0.02504311890704325,0.005760580839238583
CORE_PHASE_FIXED060_R29,1,2019,78,0.016144448129410627,0.002472871621465478
CORE_PHASE_FIXED060_R29,1,2020,76,0.016982443822001758,0.004562989580268462
CORE_PHASE_FIXED060_R29,1,2021,76,0.01762052862793173,0.0029617763549598664
CORE_PHASE_FIXED060_R29,1,2022,76,-0.011171532587452737,-0.005842360789701295
CORE_PHASE_FIXED060_R29,1,2023,76,0.02087587010178915,0.004911062847042902
CORE_PHASE_FIXED060_R29,1,2024,76,0.01656856895013159,0.0005714726813221827
CORE_PHASE_FIXED060_R29,1,2025,76,0.017001710293706007,0.003940790993330223
CORE_PHASE_FIXED060_R29,1,2026,82,0.015384500430263182,0.0020111296136924306
CORE_PHASE_FIXED080_R29,1,2019,78,0.0073632932017048125,-0.0014149255995280496
CORE_PHASE_FIXED080_R29,1,2020,76,0.0075510391880296845,-0.0004756548896421853
CORE_PHASE_FIXED080_R29,1,2021,76,0.008570033499201601,-0.0010258037681240006
CORE_PHASE_FIXED080_R29,1,2022,76,-0.009590716762023332,-0.004801684638679249
CORE_PHASE_FIXED080_R29,1,2023,76,0.011304980515248308,0.0008087117539716804
CORE_PHASE_FIXED080_R29,1,2024,76,0.007687164007669889,-0.003158424693240125
CORE_PHASE_FIXED080_R29,1,2025,76,0.008119787921860855,-0.00011134332250972712
CORE_PHASE_FIXED080_R29,1,2026,82,0.006821689553315857,-0.0017453297656893074
CORE_PHASE_TARGET_R29,2,2019,77,0.10614873882116771,0.03441878015281463
CORE_PHASE_TARGET_R29,2,2020,74,0.11089954896922705,0.036606122456791734
CORE_PHASE_TARGET_R29,2,2021,74,0.09874109869909975,0.012968756732772091
CORE_PHASE_TARGET_R29,2,2022,74,-0.015077318442228482,-0.01350196042265056
CORE_PHASE_TARGET_R29,2,2023,74,0.12285486319226835,0.04984455681513067
CORE_PHASE_TARGET_R29,2,2024,74,0.10830852047479622,0.036964724749806166
CORE_PHASE_TARGET_R29,2,2025,74,0.10972634029775508,0.04480839993814101
CORE_PHASE_TARGET_R29,2,2026,81,0.10278823304669804,0.03240270458764882
CORE_PHASE_OWN_R29,2,2019,77,0.1206980802086477,0.04652385463287567
CORE_PHASE_OWN_R29,2,2020,74,0.12639930450002734,0.05083150402234171
CORE_PHASE_OWN_R29,2,2021,74,0.11105409593643278,0.02217206458885157
CORE_PHASE_OWN_R29,2,2022,74,-5.20537470226623e-05,-0.0011527439820485652
CORE_PHASE_OWN_R29,2,2023,74,0.13953089508134897,0.06675348121856628
CORE_PHASE_OWN_R29,2,2024,74,0.12421404459374186,0.05173146278713936
CORE_PHASE_OWN_R29,2,2025,74,0.1258899417273447,0.060895125387953386
CORE_PHASE_OWN_R29,2,2026,81,0.11825533425176937,0.04703367865275809
CORE_SINGLE_TARGET_R29,2,2019,77,0.10481343822364098,0.03213283086485996
CORE_SINGLE_TARGET_R29,2,2020,74,0.11005024103154915,0.03554761442980403
CORE_SINGLE_TARGET_R29,2,2021,74,0.09911339026101973,0.012934022995353178
CORE_SINGLE_TARGET_R29,2,2022,74,-0.019629613909446064,-0.016089505283089722
CORE_SINGLE_TARGET_R29,2,2023,74,0.12155626476318915,0.04731194957267115
CORE_SINGLE_TARGET_R29,2,2024,74,0.10710085361353161,0.03491104392449873
CORE_SINGLE_TARGET_R29,2,2025,74,0.10846964951280147,0.04262019451803434
CORE_SINGLE_TARGET_R29,2,2026,81,0.10163436001385073,0.0305767498724675
CORE_PHASE_FIXED040_R29,2,2019,77,0.08322200736707508,-0.006734529717941973
CORE_PHASE_FIXED040_R29,2,2020,74,0.08954418107941664,1.2310126307202296e-07
CORE_PHASE_FIXED040_R29,2,2021,74,0.08960844124106693,-0.00430769362091743
CORE_PHASE_FIXED040_R29,2,2022,74,-0.04429490015906212,-0.036280390742625845
CORE_PHASE_FIXED040_R29,2,2023,74,0.10099301980470687,0.010995300015802734
CORE_PHASE_FIXED040_R29,2,2024,74,0.08490539169392508,-0.005144082543265371
CORE_PHASE_FIXED040_R29,2,2025,74,0.08762377333405857,0.004082718297289678
CORE_PHASE_FIXED040_R29,2,2026,81,0.08053755800269924,-0.007299734191846374
CORE_PHASE_FIXED060_R29,2,2019,77,0.052029021214644366,-0.010880304016042341
CORE_PHASE_FIXED060_R29,2,2020,74,0.056492613388621216,-0.0067483022704547535
CORE_PHASE_FIXED060_R29,2,2021,74,0.05719546501315942,-0.008892000148156276
CORE_PHASE_FIXED060_R29,2,2022,74,-0.03989259655771371,-0.030655915875507034
CORE_PHASE_FIXED060_R29,2,2023,74,0.06750956384562579,0.002734227537180667
CORE_PHASE_FIXED060_R29,2,2024,74,0.053028984720548955,-0.009315815392952564
CORE_PHASE_FIXED060_R29,2,2025,74,0.05573173667425513,-0.0012010441512195769
CORE_PHASE_FIXED060_R29,2,2026,81,0.050165704300805025,-0.011275155479691046
CORE_PHASE_FIXED080_R29,2,2019,77,0.023491116341297857,-0.015043818452208924
CORE_PHASE_FIXED080_R29,2,2020,74,0.02593558111165417,-0.013516981197237432
CORE_PHASE_FIXED080_R29,2,2021,74,0.027503429935831214,-0.013494792503400799
CORE_PHASE_FIXED080_R29,2,2022,74,-0.033363187644851355,-0.02502507725643549
CORE_PHASE_FIXED080_R29,2,2023,74,0.0359149430181287,-0.005549940203779635
CORE_PHASE_FIXED080_R29,2,2024,74,0.023852240492528987,-0.01350592359165248
CORE_PHASE_FIXED080_R29,2,2025,74,0.026516452061889684,-0.006503453953489502
CORE_PHASE_FIXED080_R29,2,2026,81,0.02237434837486152,-0.01526743037438516
CORE_PHASE_TARGET_R29,3,2019,76,0.2191902770692089,0.06850154879186787
CORE_PHASE_TARGET_R29,3,2020,72,0.23003461985413187,0.08295591314005257
CORE_PHASE_TARGET_R29,3,2021,72,0.18691330323819622,0.02066205402749044
CORE_PHASE_TARGET_R29,3,2022,72,0.031201847666851856,-0.0003504099132036753
CORE_PHASE_TARGET_R29,3,2023,72,0.2532540026530097,0.0946679932922907
CORE_PHASE_TARGET_R29,3,2024,72,0.22356890044913058,0.07036344241814096
CORE_PHASE_TARGET_R29,3,2025,72,0.2272378946953082,0.08942962584488767
CORE_PHASE_TARGET_R29,3,2026,80,0.21164779249936005,0.06540164750607602
CORE_PHASE_OWN_R29,3,2019,76,0.24780853784749146,0.09118826151670034
CORE_PHASE_OWN_R29,3,2020,72,0.260588570594686,0.10464376755068039
CORE_PHASE_OWN_R29,3,2021,72,0.2095377282141042,0.034636066010162336
CORE_PHASE_OWN_R29,3,2022,72,0.05872515791235766,0.02058185305081095
CORE_PHASE_OWN_R29,3,2023,72,0.2855806930277007,0.1215269620574615
CORE_PHASE_OWN_R29,3,2024,72,0.25467255190203186,0.09499354637348034
CORE_PHASE_OWN_R29,3,2025,72,0.2588170270235539,0.11683157986180825
CORE_PHASE_OWN_R29,3,2026,80,0.24154666197492403,0.08931856573519814
CORE_SINGLE_TARGET_R29,3,2019,76,0.21293945259321423,0.06160716064212601
CORE_SINGLE_TARGET_R29,3,2020,72,0.22404832077295067,0.07741075876851289
CORE_SINGLE_TARGET_R29,3,2021,72,0.18524706450419104,0.018088357816822498
CORE_SINGLE_TARGET_R29,3,2022,72,0.022003812569056702,-0.005185833459186107
CORE_SINGLE_TARGET_R29,3,2023,72,0.2465230968854908,0.08700552534735762
CORE_SINGLE_TARGET_R29,3,2024,72,0.2173429454299236,0.06352534891795081
CORE_SINGLE_TARGET_R29,3,2025,72,0.22090645170575574,0.0822429853794544
CORE_SINGLE_TARGET_R29,3,2026,80,0.20573817378778503,0.05931848453770161
CORE_PHASE_FIXED040_R29,3,2019,76,0.16542107600024702,0.017566345239068637
CORE_PHASE_FIXED040_R29,3,2020,72,0.17642016646379877,0.033181033579872565
CORE_PHASE_FIXED040_R29,3,2021,72,0.18943993815979154,0.0308349485260645
CORE_PHASE_FIXED040_R29,3,2022,72,-0.08047475360199385,-0.05684837311160984
CORE_PHASE_FIXED040_R29,3,2023,72,0.20019709075320913,0.04566801577514057
CORE_PHASE_FIXED040_R29,3,2024,72,0.16842680117908038,0.01784607104298086
CORE_PHASE_FIXED040_R29,3,2025,72,0.1738324947813401,0.040370491202515124
CORE_PHASE_FIXED040_R29,3,2026,80,0.1599013535573326,0.017336546761610117
CORE_PHASE_FIXED060_R29,3,2019,76,0.10253618236397188,0.001987199867385492
CORE_PHASE_FIXED060_R29,3,2020,72,0.11037362285997365,0.013081952604842018
CORE_PHASE_FIXED060_R29,3,2021,72,0.12098054804333969,0.014033332585072888
CORE_PHASE_FIXED060_R29,3,2022,72,-0.0728211901494531,-0.04829652573797005
CORE_PHASE_FIXED060_R29,3,2023,72,0.1324598763874707,0.024568675843861465
CORE_PHASE_FIXED060_R29,3,2024,72,0.10382332038603526,0.0009649183068811684
CORE_PHASE_FIXED060_R29,3,2025,72,0.10908287774832592,0.021974877608617716
CORE_PHASE_FIXED060_R29,3,2026,80,0.09887673197387925,0.0025390146597540353
CORE_PHASE_FIXED080_R29,3,2019,76,0.04341960045613713,-0.013663623523715529
CORE_PHASE_FIXED080_R29,3,2020,72,0.047782671161731294,-0.007096431195156017
CORE_PHASE_FIXED080_R29,3,2021,72,0.056303671354835716,-0.002843998092743827
CORE_PHASE_FIXED080_R29,3,2022,72,-0.06167898146261819,-0.039731833008343154
CORE_PHASE_FIXED080_R29,3,2023,72,0.06688154317770811,0.003384770529444747
CORE_PHASE_FIXED080_R29,3,2024,72,0.043077735625134395,-0.015992075626673152
CORE_PHASE_FIXED080_R29,3,2025,72,0.0481535184402726,0.0035031358502581877
CORE_PHASE_FIXED080_R29,3,2026,80,0.0415255125352787,-0.012326589909879782
CORE_PHASE_TARGET_R29,4,2019,75,0.34378543206953616,0.07778746459759955
CORE_PHASE_TARGET_R29,4,2020,71,0.3602299782781264,0.09007359256413205
CORE_PHASE_TARGET_R29,4,2021,71,0.2831960536326499,0.0074552101727727305
CORE_PHASE_TARGET_R29,4,2022,71,0.11198482211801175,-0.016233618921536963
CORE_PHASE_TARGET_R29,4,2023,71,0.3922849536947999,0.13963597581768616
CORE_PHASE_TARGET_R29,4,2024,71,0.35237765274182453,0.08080348334057175
CORE_PHASE_TARGET_R29,4,2025,71,0.3576611902647615,0.0978045331179136
CORE_PHASE_TARGET_R29,4,2026,80,0.3309774236790983,0.06963782662595741
CORE_PHASE_OWN_R29,4,2019,75,0.3876300712902214,0.10884115277936801
CORE_PHASE_OWN_R29,4,2020,71,0.4063650903580882,0.12537464185828084
CORE_PHASE_OWN_R29,4,2021,71,0.3169929111448637,0.0337441802294407
CORE_PHASE_OWN_R29,4,2022,71,0.1525712523452356,0.01956460967551099
CORE_PHASE_OWN_R29,4,2023,71,0.44088558427850244,0.18321493427016455
CORE_PHASE_OWN_R29,4,2024,71,0.3997500521084485,0.12346892649593588
CORE_PHASE_OWN_R29,4,2025,71,0.40551086765816446,0.14067198829513616
CORE_PHASE_OWN_R29,4,2026,80,0.3759256298652236,0.10801293825583502
CORE_SINGLE_TARGET_R29,4,2019,75,0.33678440206975235,0.07200176068796682
CORE_SINGLE_TARGET_R29,4,2020,71,0.3532852999322742,0.08472454586498412
CORE_SINGLE_TARGET_R29,4,2021,71,0.28339560257443486,0.006360109808526637
CORE_SINGLE_TARGET_R29,4,2022,71,0.10009658842500202,-0.019970698808023157
CORE_SINGLE_TARGET_R29,4,2023,71,0.3843631768835476,0.13263079078928297
CORE_SINGLE_TARGET_R29,4,2024,71,0.34532729747609925,0.07567737967743238
CORE_SINGLE_TARGET_R29,4,2025,71,0.35041036746764,0.091474960087911
CORE_SINGLE_TARGET_R29,4,2026,80,0.3242770416262579,0.06467930372527708
CORE_PHASE_FIXED040_R29,4,2019,75,0.200785350374187,0.017936643122228757
CORE_PHASE_FIXED040_R29,4,2020,71,0.2136321519167348,0.02975889308345603
CORE_PHASE_FIXED040_R29,4,2021,71,0.24845344201041075,0.03142070180370271
CORE_PHASE_FIXED040_R29,4,2022,71,-0.09846469110197575,-0.09041500181356654
CORE_PHASE_FIXED040_R29,4,2023,71,0.24678349020224633,0.08223460392615056
CORE_PHASE_FIXED040_R29,4,2024,71,0.204964117671792,0.016260534751260547
CORE_PHASE_FIXED040_R29,4,2025,71,0.21172488275237855,0.04086739141260476
CORE_PHASE_FIXED040_R29,4,2026,80,0.19333121107349105,0.016123990241001307
CORE_PHASE_FIXED060_R29,4,2019,75,0.12145564614201154,-0.006694159621577267
CORE_PHASE_FIXED060_R29,4,2020,71,0.130661624744697,0.0010963092597551238
CORE_PHASE_FIXED060_R29,4,2021,71,0.15685258939483981,0.004915965457600757
CORE_PHASE_FIXED060_R29,4,2022,71,-0.08973260615278411,-0.08291229192367944
CORE_PHASE_FIXED060_R29,4,2023,71,0.16116329994754186,0.050028550618613554
CORE_PHASE_FIXED060_R29,4,2024,71,0.12363000859761586,-0.009244611463037788
CORE_PHASE_FIXED060_R29,4,2025,71,0.129785674536401,0.012747039631504364
CORE_PHASE_FIXED060_R29,4,2026,80,0.11689149744323624,-0.006967463332058221
CORE_PHASE_FIXED080_R29,4,2019,75,0.04821023954079151,-0.030919625434949527
CORE_PHASE_FIXED080_R29,4,2020,71,0.05337563675433077,-0.02722668068586076
CORE_PHASE_FIXED080_R29,4,2021,71,0.0713331755388471,-0.02116069255523112
CORE_PHASE_FIXED080_R29,4,2022,71,-0.07624565349558665,-0.07483159118186822
CORE_PHASE_FIXED080_R29,4,2023,71,0.07921617789164848,0.017786543815986988
CORE_PHASE_FIXED080_R29,4,2024,71,0.048536171005040485,-0.034346828234581794
CORE_PHASE_FIXED080_R29,4,2025,71,0.054021842901538664,-0.014945786640316872
CORE_PHASE_FIXED080_R29,4,2026,80,0.046338891433054696,-0.02967887964365734
CORE_PHASE_TARGET_R29,5,2019,74,0.46543985700884827,0.1224830694378507
CORE_PHASE_TARGET_R29,5,2020,70,0.48754282714376096,0.1454882163618716
CORE_PHASE_TARGET_R29,5,2021,70,0.38695109053786036,0.04482215855620475
CORE_PHASE_TARGET_R29,5,2022,70,0.18150491352978482,-0.015457118714551354
CORE_PHASE_TARGET_R29,5,2023,70,0.5292528308804889,0.2183260924657504
CORE_PHASE_TARGET_R29,5,2024,70,0.4785887745763544,0.13937644737677468
CORE_PHASE_TARGET_R29,5,2025,70,0.4857779149585779,0.1594996872397303
CORE_PHASE_TARGET_R29,5,2026,80,0.4461630971338466,0.11730987342853827
CORE_PHASE_OWN_R29,5,2019,74,0.525132718334282,0.16965666112659417
CORE_PHASE_OWN_R29,5,2020,70,0.5503498899532313,0.20340106696557858
CORE_PHASE_OWN_R29,5,2021,70,0.43332105219155337,0.09007713763508796
CORE_PHASE_OWN_R29,5,2022,70,0.23450881969313464,0.034572976587339044
CORE_PHASE_OWN_R29,5,2023,70,0.595132337832029,0.28777754144645185
CORE_PHASE_OWN_R29,5,2024,70,0.5431476405958198,0.20055640948941944
CORE_PHASE_OWN_R29,5,2025,70,0.5509067106662617,0.2252337667085127
CORE_PHASE_OWN_R29,5,2026,80,0.5069330378377486,0.17560658198087364
CORE_SINGLE_TARGET_R29,5,2019,74,0.4589054397226193,0.1177316828153987
CORE_SINGLE_TARGET_R29,5,2020,70,0.4809255420057603,0.14059055314767144
CORE_SINGLE_TARGET_R29,5,2021,70,0.3887224342838731,0.04371118571496013
CORE_SINGLE_TARGET_R29,5,2022,70,0.1702726504062002,-0.017274775343082083
CORE_SINGLE_TARGET_R29,5,2023,70,0.5214891983603973,0.20982166918399758
CORE_SINGLE_TARGET_R29,5,2024,70,0.47193480975598545,0.13445424106362247
CORE_SINGLE_TARGET_R29,5,2025,70,0.47887430429428424,0.1537846879279623
CORE_SINGLE_TARGET_R29,5,2026,80,0.4398552450212607,0.11279337221565755
CORE_PHASE_FIXED040_R29,5,2019,74,0.20970629351349768,0.02363844736571541
CORE_PHASE_FIXED040_R29,5,2020,70,0.22324173952297466,0.033166860032758594
CORE_PHASE_FIXED040_R29,5,2021,70,0.2905499640793956,0.03826496114071176
CORE_PHASE_FIXED040_R29,5,2022,70,-0.11310115974228063,-0.12066037500326299
CORE_PHASE_FIXED040_R29,5,2023,70,0.2650513918535693,0.11085831698311055
CORE_PHASE_FIXED040_R29,5,2024,70,0.21427702267808124,0.024663035546098167
CORE_PHASE_FIXED040_R29,5,2025,70,0.2222158342811964,0.04725033093511466
CORE_PHASE_FIXED040_R29,5,2026,80,0.20003339514472485,0.020457829281953277
CORE_PHASE_FIXED060_R29,5,2019,74,0.12056665813581402,-0.00358189781915752
CORE_PHASE_FIXED060_R29,5,2020,70,0.13014560842096445,0.0010140162972789302
CORE_PHASE_FIXED060_R29,5,2021,70,0.17847155312139562,0.008791758524116622
CORE_PHASE_FIXED060_R29,5,2022,70,-0.10405595579528071,-0.1074648150385008
CORE_PHASE_FIXED060_R29,5,2023,70,0.16852244588407972,0.06975009724795789
CORE_PHASE_FIXED060_R29,5,2024,70,0.1227863085541121,-0.0035462549821521083
CORE_PHASE_FIXED060_R29,5,2025,70,0.12986551124056644,0.016317973025906873
CORE_PHASE_FIXED060_R29,5,2026,80,0.1144984847933661,-0.004791407208750709
CORE_PHASE_FIXED080_R29,5,2019,74,0.04049433623114984,-0.02954216323602732
CORE_PHASE_FIXED080_R29,5,2020,70,0.045662871895458146,-0.02981268232014611
CORE_PHASE_FIXED080_R29,5,2021,70,0.07574300406241075,-0.0193495089045701
CORE_PHASE_FIXED080_R29,5,2022,70,-0.0893901753000812,-0.09271037912578484
CORE_PHASE_FIXED080_R29,5,2023,70,0.07787408343395663,0.029942894336998815
CORE_PHASE_FIXED080_R29,5,2024,70,0.040589706639161616,-0.03176098340090694
CORE_PHASE_FIXED080_R29,5,2025,70,0.04674175401613567,-0.013283254340633155
CORE_PHASE_FIXED080_R29,5,2026,80,0.0376677323628809,-0.02903632197290862
CORE_PHASE_TARGET_R29,6,2019,73,0.5570918309080093,0.19538683269501922
CORE_PHASE_TARGET_R29,6,2020,69,0.5843856625268016,0.23537802488469484
CORE_PHASE_TARGET_R29,6,2021,69,0.4829660645698417,0.10555765751589052
CORE_PHASE_TARGET_R29,6,2022,69,0.2223892589086729,-0.05228622784206616
CORE_PHASE_TARGET_R29,6,2023,69,0.6388909345525895,0.32547931270803354
CORE_PHASE_TARGET_R29,6,2024,69,0.5738438837578377,0.2271988522924624
CORE_PHASE_TARGET_R29,6,2025,69,0.5811444560724399,0.24487461850051706
CORE_PHASE_TARGET_R29,6,2026,80,0.5312039202570955,0.18307075143641338
CORE_PHASE_OWN_R29,6,2019,73,0.6310234426521646,0.24665538167562984
CORE_PHASE_OWN_R29,6,2020,69,0.6624842165765457,0.3001028888220989
CORE_PHASE_OWN_R29,6,2021,69,0.5417029969139877,0.15441188415273555
CORE_PHASE_OWN_R29,6,2022,69,0.2858524825465625,0.002679656132158703
CORE_PHASE_OWN_R29,6,2023,69,0.720917578274638,0.4061180601424552
CORE_PHASE_OWN_R29,6,2024,69,0.653890925379569,0.2962272728177844
CORE_PHASE_OWN_R29,6,2025,69,0.6619480937380424,0.31813979672649917
CORE_PHASE_OWN_R29,6,2026,80,0.6060664083318001,0.24717028160564913
CORE_SINGLE_TARGET_R29,6,2019,73,0.5533394794996442,0.19488829010617215
CORE_SINGLE_TARGET_R29,6,2020,69,0.5806191756039789,0.23500761220294963
CORE_SINGLE_TARGET_R29,6,2021,69,0.4905429357206721,0.10893800712146784
CORE_SINGLE_TARGET_R29,6,2022,69,0.2116243249553369,-0.05233060825948743
CORE_SINGLE_TARGET_R29,6,2023,69,0.6333314743654714,0.3192221534979134
CORE_SINGLE_TARGET_R29,6,2024,69,0.5701222259531784,0.22737172849261889
CORE_SINGLE_TARGET_R29,6,2025,69,0.5771347292556772,0.243412573951723
CORE_SINGLE_TARGET_R29,6,2026,80,0.5275942844647918,0.1824889982286897
CORE_PHASE_FIXED040_R29,6,2019,73,0.1990816769087962,0.00046549091367054096
CORE_PHASE_FIXED040_R29,6,2020,69,0.21412588475029715,0.017687782640685823
CORE_PHASE_FIXED040_R29,6,2021,69,0.32684095328821283,0.013332467612753307
CORE_PHASE_FIXED040_R29,6,2022,69,-0.13398564356725418,-0.18065434436916572
CORE_PHASE_FIXED040_R29,6,2023,69,0.2698096741552156,0.11520121295438579
CORE_PHASE_FIXED040_R29,6,2024,69,0.2034138397022338,0.004648203689405106
CORE_PHASE_FIXED040_R29,6,2025,69,0.21209860822286952,0.02811704459235065
CORE_PHASE_FIXED040_R29,6,2026,80,0.18916049601589568,-0.0030940081364116967
CORE_PHASE_FIXED060_R29,6,2019,73,0.10384145562744429,-0.028551068070634456
CORE_PHASE_FIXED060_R29,6,2020,69,0.11442861886792599,-0.017078799564788527
CORE_PHASE_FIXED060_R29,6,2021,69,0.19206471431097194,-0.018228454876255018
CORE_PHASE_FIXED060_R29,6,2022,69,-0.12349353463678114,-0.16077562463867845
CORE_PHASE_FIXED060_R29,6,2023,69,0.16487850976350682,0.06568101391690506
CORE_PHASE_FIXED060_R29,6,2024,69,0.10550246815984243,-0.025320232114059094
CORE_PHASE_FIXED060_R29,6,2025,69,0.1135390992378329,-0.00519202476386571
CORE_PHASE_FIXED060_R29,6,2026,80,0.09834277875752173,-0.029815370689125764
CORE_PHASE_FIXED080_R29,6,2019,73,0.021100867876377105,-0.05671313110053089
CORE_PHASE_FIXED080_R29,6,2020,69,0.026703045798934344,-0.050949660008937636
CORE_PHASE_FIXED080_R29,6,2021,69,0.07091450176263914,-0.048885560905012504
CORE_PHASE_FIXED080_R29,6,2022,69,-0.10668576961324527,-0.13967270574558555
CORE_PHASE_FIXED080_R29,6,2023,69,0.06831869705193938,0.01595679808287831
CORE_PHASE_FIXED080_R29,6,2024,69,0.020412977080103367,-0.054492465297181436
CORE_PHASE_FIXED080_R29,6,2025,69,0.02773071129134852,-0.03759841310249534
CORE_PHASE_FIXED080_R29,6,2026,80,0.019431560131892844,-0.05575696506601724
CORE_PHASE_TARGET_R29,7,2019,72,0.6156621171308037,0.25920719803777303
CORE_PHASE_TARGET_R29,7,2020,68,0.6429582142724124,0.3170340129310103
CORE_PHASE_TARGET_R29,7,2021,68,0.5619567354166211,0.1556025334859097
CORE_PHASE_TARGET_R29,7,2022,68,0.2466770211888436,-0.07101649818561762
CORE_PHASE_TARGET_R29,7,2023,68,0.7119144802342832,0.40082994675168937
CORE_PHASE_TARGET_R29,7,2024,68,0.632590237287562,0.2866004302930727
CORE_PHASE_TARGET_R29,7,2025,68,0.6412916836386957,0.3268851562961086
CORE_PHASE_OWN_R29,7,2019,72,0.7015728429678263,0.3271972320145229
CORE_PHASE_OWN_R29,7,2020,68,0.733647017560533,0.39775627900183186
CORE_PHASE_OWN_R29,7,2021,68,0.632170976483968,0.22136145889644498
CORE_PHASE_OWN_R29,7,2022,68,0.3186747695285428,-0.00331051910139335
CORE_PHASE_OWN_R29,7,2023,68,0.8076424288330659,0.4971820701626579
CORE_PHASE_OWN_R29,7,2024,68,0.7255456764329895,0.37737735977300435
CORE_PHASE_OWN_R29,7,2025,68,0.7352224494233979,0.42357642817882213
CORE_SINGLE_TARGET_R29,7,2019,72,0.6093867024349331,0.25551662277084497
CORE_SINGLE_TARGET_R29,7,2020,68,0.6367505590469262,0.3133012719000019
CORE_SINGLE_TARGET_R29,7,2021,68,0.5688966361435848,0.15606464808109233
CORE_SINGLE_TARGET_R29,7,2022,68,0.23557463713858473,-0.0727647545760215
CORE_SINGLE_TARGET_R29,7,2023,68,0.7030475235080056,0.39182648457472213
CORE_SINGLE_TARGET_R29,7,2024,68,0.6263481399418782,0.28330517511775355
CORE_SINGLE_TARGET_R29,7,2025,68,0.6347885190740699,0.32258785294094827
CORE_PHASE_FIXED040_R29,7,2019,72,0.15812897174157037,-0.014375451565954878
CORE_PHASE_FIXED040_R29,7,2020,68,0.17323765613006037,0.017752251288545517
CORE_PHASE_FIXED040_R29,7,2021,68,0.31758197126988996,-0.0006481100364024162
CORE_PHASE_FIXED040_R29,7,2022,68,-0.14965929381147358,-0.210274390396475
