scope,model,h,metric,sample,n_intended,n_missing_forecasts,n,mae,rmse,bias
original_R16_calendar,CORE_PHASE_FIXED040_R29,1,headline_yy,full,88,0,88,0.5118228316006139,0.8858870025612096,-0.17482259425998048
original_R16_calendar,CORE_PHASE_FIXED040_R29,1,headline_yy,origins_2019_2021,34,0,34,0.3597456412093837,0.44686770719532254,-0.14895570030275743
original_R16_calendar,CORE_PHASE_FIXED040_R29,1,headline_yy,origins_2022_2023,24,0,24,1.0597375124909947,1.5680657966014269,-0.42936504978218465
original_R16_calendar,CORE_PHASE_FIXED040_R29,1,headline_yy,origins_2024plus,30,0,30,0.24584523599837033,0.32967737323729357,-0.0005044429937364573
original_R16_calendar,CORE_PHASE_FIXED040_R29,1,headline_yy,recent_targets,31,0,31,0.24718273582773428,0.3283959473279567,-0.009756161952282148
original_R16_calendar,CORE_PHASE_FIXED040_R29,2,headline_yy,full,86,0,86,0.7663343897129388,1.3092369520623697,-0.3323491860476919
original_R16_calendar,CORE_PHASE_FIXED040_R29,2,headline_yy,origins_2019_2021,33,0,33,0.5097722830354331,0.6246295418847895,-0.27933972211475416
original_R16_calendar,CORE_PHASE_FIXED040_R29,2,headline_yy,origins_2022_2023,24,0,24,1.647486149848893,2.3187511774413796,-0.8021085878209014
original_R16_calendar,CORE_PHASE_FIXED040_R29,2,headline_yy,origins_2024plus,29,0,29,0.3290553303024134,0.43544679514335627,-0.0039038987107923116
original_R16_calendar,CORE_PHASE_FIXED040_R29,2,headline_yy,recent_targets,31,0,31,0.3291051154067933,0.42942057401715594,-0.024931195530760644
original_R16_calendar,CORE_PHASE_FIXED040_R29,3,headline_yy,full,84,0,84,0.9896359992911414,1.615386997360415,-0.5369813867798501
original_R16_calendar,CORE_PHASE_FIXED040_R29,3,headline_yy,origins_2019_2021,32,0,32,0.769279232967764,1.0306574489619413,-0.5627374270837656
original_R16_calendar,CORE_PHASE_FIXED040_R29,3,headline_yy,origins_2022_2023,24,0,24,1.9820822326576648,2.723751202178833,-1.1053644340413677
original_R16_calendar,CORE_PHASE_FIXED040_R29,3,headline_yy,origins_2024plus,28,0,28,0.3908041036322668,0.5054017201385912,-0.020360443065502904
original_R16_calendar,CORE_PHASE_FIXED040_R29,3,headline_yy,recent_targets,31,0,31,0.3852291933054814,0.4941612495991351,-0.050634919245178635
original_R16_calendar,CORE_PHASE_FIXED040_R29,4,headline_yy,full,83,0,83,1.1739058643789717,1.902875117792794,-0.7422364724509124
original_R16_calendar,CORE_PHASE_FIXED040_R29,4,headline_yy,origins_2019_2021,32,0,32,1.0614612909833694,1.4827302757441945,-0.8935774654082844
original_R16_calendar,CORE_PHASE_FIXED040_R29,4,headline_yy,origins_2022_2023,24,0,24,2.2667110173176264,3.0624610353527566,-1.3534626902151305
original_R16_calendar,CORE_PHASE_FIXED040_R29,4,headline_yy,origins_2024plus,27,0,27,0.33579114875421406,0.4345208413437609,-0.019557176118425758
original_R16_calendar,CORE_PHASE_FIXED040_R29,4,headline_yy,recent_targets,31,0,31,0.36598628135887645,0.4650776325260127,-0.05459819073052782
original_R16_calendar,CORE_PHASE_FIXED040_R29,5,headline_yy,full,82,0,82,1.3610536390274597,2.191442860261734,-0.9541986744855931
