sample,clock,model,omitted_report,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_rmse,cnb_mae,rmse_gain_vs_cnb,mae_gain_vs_cnb,full_rmse_gain_vs_cnb,full_mae_gain_vs_cnb,scope
full,cutoff,CORE_PHASE_FIXED040_R29,2022-02-10,62,1.1938468120093728,2.306616896023561,-0.646363589740995,17,17,1.4762985730425087,0.7040305251471131,-0.8303183229810525,-0.48981628686225975,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2022-05-12,62,0.9880252901078719,1.7324183786752143,-0.4405420678394941,17,18,2.011588414712717,0.8639058580347869,0.2791700360375029,-0.12411943207308496,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2022-08-11,62,1.3469470799840606,2.5034219647641827,-0.881911941884311,17,18,2.3011132855836207,1.025782452630478,-0.20230867918056195,-0.32116462735358264,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2022-11-10,62,1.3246930505666186,2.490416375532809,-0.8470297904825501,17,18,2.3277027370360734,1.0273077011297567,-0.1627136384967356,-0.2973853494368619,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2023-02-09,62,1.1386093430733888,2.25639194380721,-0.5911261208050109,17,18,2.3679762558638635,1.1198213144271685,0.11158431205665353,-0.01878802864622031,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2023-05-11,62,1.342242874322354,2.5087910561597186,-0.9616774413950209,17,18,2.364701449100045,1.0977174807353174,-0.14408960705967377,-0.24452539358703662,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2023-08-10,62,1.399498308230529,2.530349690432965,-0.8520150859621513,17,18,2.3661721828347044,1.1073596899799842,-0.16417750759826077,-0.29213861825054477,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2023-11-09,62,1.3967114194071644,2.5294320879570953,-0.9072088963102104,17,18,2.366849088210777,1.1139947860587205,-0.16258299974631818,-0.2827166333484439,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2024-02-15,62,1.3971935800771669,2.5303202241650378,-0.8497103578087889,17,18,2.366056213976598,1.1097687047272502,-0.1642640101884396,-0.2874248753499167,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2024-05-09,62,1.4120548492418394,2.5322100210284573,-0.8918654664755356,17,18,2.367256203681473,1.113370885039828,-0.16495381734698444,-0.2986839642020114,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2024-08-08,62,1.4099236980202339,2.5319872835432813,-0.862440475751856,17,18,2.364628764398905,1.0964902903161784,-0.1673585191443765,-0.3134334077040555,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2024-11-14,62,1.4226629686073935,2.5328344081042786,-0.8779209821625131,17,18,2.3679521920645064,1.1182254788429142,-0.16488221603977227,-0.30443748976447926,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2025-02-13,62,1.4204240258855532,2.5327240988982207,-0.8729408036171754,17,18,2.3680554601341135,1.119703276802938,-0.1646686387641072,-0.30072074908261515,-0.15947147072009704,-0.2787463779873487,within_clock_common
full,cutoff,CORE_PHASE_FIXED040_R29,2025-05-15,62,1.3934285456256401,2.52803298671543,-0.9104917700917345,17,18,2.366627053457412,1.1143983776256081,-0.16140593325801778,-0.279030168000032,-0.15947147072009704,-0.2787463779873487,within_clock_common
