edge,horizon,n_train,n_features,seconds
2009-12,1,91,2,0.3009650000021793
2010-01,1,92,2,0.00996529997792095
2010-02,1,93,2,0.008062199980486184
2010-03,1,94,2,0.007140600006096065
2010-04,1,95,2,0.008466399973258376
2010-05,1,96,2,0.008139299985487014
2010-06,1,97,2,0.007853099959902465
2010-07,1,98,2,0.007150999968871474
2010-08,1,99,2,0.007941799995023757
2010-09,1,100,2,0.007426900032442063
2010-10,1,101,2,0.007676000008359551
2010-11,1,102,2,0.008146299980580807
2010-12,1,103,2,0.007367599988356233
