model,origin,H,forecast,actual
FOOD_NORM_SHIFT_R24,2021-05,12,2.8983661325724284,14.082552980353764
FOOD_NORM_SHIFT_R24,2021-06,3,-0.7318035298227497,-0.3511856111539643
FOOD_NORM_SHIFT_R24,2021-06,6,0.31416483908799564,1.0462170406983273
FOOD_NORM_SHIFT_R24,2021-06,12,2.889491366682703,16.523216034259733
FOOD_NORM_SHIFT_R24,2021-07,3,0.22111237601004546,-1.053565496033375
FOOD_NORM_SHIFT_R24,2021-07,6,2.4260642361396245,5.024470988042633
FOOD_NORM_SHIFT_R24,2021-07,12,2.844580794501788,17.64821241423952
FOOD_NORM_SHIFT_R24,2021-08,3,0.8567554141359172,-0.2616660891171634
FOOD_NORM_SHIFT_R24,2021-08,6,3.0238394348784947,6.164889723119288
FOOD_NORM_SHIFT_R24,2021-08,12,2.7110489354562004,17.89768288884593
FOOD_NORM_SHIFT_R24,2021-09,3,0.9343163828448271,1.3974026518522917
FOOD_NORM_SHIFT_R24,2021-09,6,2.8853517266773854,7.862095461592705
FOOD_NORM_SHIFT_R24,2021-09,12,2.5762569766938994,19.078752474275287
FOOD_NORM_SHIFT_R24,2021-10,3,2.1010610387244992,6.078036484076008
FOOD_NORM_SHIFT_R24,2021-10,6,2.431894374643532,11.72925751041024
FOOD_NORM_SHIFT_R24,2021-10,12,2.54074714730727,22.367297866267396
FOOD_NORM_SHIFT_R24,2021-11,3,2.2572377847683573,6.426555812236451
FOOD_NORM_SHIFT_R24,2021-11,6,2.8741941554465376,13.995178575494094
FOOD_NORM_SHIFT_R24,2021-11,12,2.709634239119842,23.131964278553074
FOOD_NORM_SHIFT_R24,2021-12,3,2.2832893278335606,6.464692809740412
FOOD_NORM_SHIFT_R24,2021-12,6,2.858496471065646,15.476998993561404
FOOD_NORM_SHIFT_R24,2021-12,12,2.98557124770917,22.71252063624247
FOOD_NORM_SHIFT_R24,2022-01,3,0.7863917381785529,5.651221026334232
FOOD_NORM_SHIFT_R24,2022-01,6,0.9933128633747752,12.623741426196887
FOOD_NORM_SHIFT_R24,2022-01,12,3.1714000751634925,22.1813763884208
FOOD_NORM_SHIFT_R24,2022-02,3,1.1132199092925306,7.5686227632576415
FOOD_NORM_SHIFT_R24,2022-02,6,0.46509550695967095,11.732793165726646
FOOD_NORM_SHIFT_R24,2022-02,12,3.546676438058934,21.442423967765116
FOOD_NORM_SHIFT_R24,2022-03,3,1.2788081096167823,9.012306183820993
FOOD_NORM_SHIFT_R24,2022-03,6,0.5516536074464758,11.216657012682584
FOOD_NORM_SHIFT_R24,2022-03,12,3.933129156091681,21.103805422930964
FOOD_NORM_SHIFT_R24,2022-04,3,1.1378470180493356,6.972520399862655
FOOD_NORM_SHIFT_R24,2022-04,6,1.329472950561266,10.63804035585716
FOOD_NORM_SHIFT_R24,2022-04,12,4.536406146735691,15.92955295606538
FOOD_NORM_SHIFT_R24,2022-05,3,1.5241485196208324,4.164170402469005
FOOD_NORM_SHIFT_R24,2022-05,6,3.322075130506863,9.136785703058983
FOOD_NORM_SHIFT_R24,2022-05,12,7.781744063224389,13.542784682462035
FOOD_NORM_SHIFT_R24,2022-06,3,1.8292809380743646,2.2043508288615903
FOOD_NORM_SHIFT_R24,2022-06,6,4.204362478754489,7.235521642681064
FOOD_NORM_SHIFT_R24,2022-06,12,8.90590577545812,11.364703836322832
FOOD_NORM_SHIFT_R24,2022-07,3,1.273564964091472,3.6655199559945055
FOOD_NORM_SHIFT_R24,2022-07,6,4.321913197035197,9.557634962223915
FOOD_NORM_SHIFT_R24,2022-07,12,5.894382168349752,9.090811840368715
FOOD_NORM_SHIFT_R24,2022-08,3,1.4514115381649026,4.972615300589977
FOOD_NORM_SHIFT_R24,2022-08,6,4.218220182337135,9.70963080203847
FOOD_NORM_SHIFT_R24,2022-08,12,4.848149119522759,7.639440008806092
FOOD_NORM_SHIFT_R24,2022-09,3,1.2812544260484742,5.031170813819475
FOOD_NORM_SHIFT_R24,2022-09,6,3.6213142620418752,9.887148410248383
FOOD_NORM_SHIFT_R24,2022-09,12,3.8492237216747016,5.78848940753145
FOOD_NORM_SHIFT_R24,2022-10,3,2.8767265392267793,5.89211500622941
FOOD_NORM_SHIFT_R24,2022-10,6,3.7492648539891915,5.291512600208217
FOOD_NORM_SHIFT_R24,2022-10,12,3.9291616281993713,3.672044008210163
FOOD_NORM_SHIFT_R24,2022-11,3,3.5055900352737486,4.737015501448493
FOOD_NORM_SHIFT_R24,2022-11,6,5.159776419718137,4.40599897940305
FOOD_NORM_SHIFT_R24,2022-11,12,5.3268113992656065,1.4448135747386015
FOOD_NORM_SHIFT_R24,2022-12,3,3.0194341213306863,4.8559775964289065
FOOD_NORM_SHIFT_R24,2022-12,6,4.532641801016389,4.129182193641766
FOOD_NORM_SHIFT_R24,2022-12,12,4.605838824035019,-0.2768167857612751
FOOD_NORM_SHIFT_R24,2023-01,3,1.0849645430570525,-0.6006024060211925
FOOD_NORM_SHIFT_R24,2023-01,6,1.7494994182868007,-0.4668231218552019
FOOD_NORM_SHIFT_R24,2023-01,12,3.7869442112327425,-4.0046070300202885
FOOD_NORM_SHIFT_R24,2023-02,3,1.5753566712078007,-0.33101652204544263
FOOD_NORM_SHIFT_R24,2023-02,6,1.134275593769551,-2.0701907932323795
FOOD_NORM_SHIFT_R24,2023-02,12,4.071601915251934,-4.945132121830959
FOOD_NORM_SHIFT_R24,2023-03,3,1.5766664273843598,-0.7267954027871399
FOOD_NORM_SHIFT_R24,2023-03,6,0.6571635374376558,-4.098659002716932
FOOD_NORM_SHIFT_R24,2023-03,12,3.7741385603514828,-6.1077324665905435
FOOD_NORM_SHIFT_R24,2023-04,3,0.035975219395651126,0.1337792841659906
FOOD_NORM_SHIFT_R24,2023-04,6,-0.5941978496912996,-1.619468591998055
FOOD_NORM_SHIFT_R24,2023-04,12,1.9896306284679108,-2.782670212247961
FOOD_NORM_SHIFT_R24,2023-05,3,-1.7937983690495867,-1.739174271186937
FOOD_NORM_SHIFT_R24,2023-05,6,-1.8912165098181795,-2.9611854046644486
FOOD_NORM_SHIFT_R24,2023-05,12,0.685397909317487,-3.784235318316017
FOOD_NORM_SHIFT_R24,2023-06,3,-2.4417884473304,-3.3718635999297923
FOOD_NORM_SHIFT_R24,2023-06,6,-2.2428895275871326,-4.405998979403042
FOOD_NORM_SHIFT_R24,2023-06,12,0.29831098235807696,-4.336722911512985
FOOD_NORM_SHIFT_R24,2023-07,3,-1.2193773419597076,-1.7532478761640453
FOOD_NORM_SHIFT_R24,2023-07,6,0.7607239956261613,-3.5377839081650864
FOOD_NORM_SHIFT_R24,2023-07,12,1.121803543152366,-3.192121621374013
FOOD_NORM_SHIFT_R24,2023-08,3,-0.3532630922769552,-1.222011133477512
FOOD_NORM_SHIFT_R24,2023-08,6,1.579770415160739,-2.874941328598579
FOOD_NORM_SHIFT_R24,2023-08,12,1.1519415482562247,-1.769957709940081
FOOD_NORM_SHIFT_R24,2023-09,3,-0.06915510149983276,-1.0341353794732493
FOOD_NORM_SHIFT_R24,2023-09,6,1.7118266613191526,-2.009073463873611
FOOD_NORM_SHIFT_R24,2023-09,12,0.9702514406350297,0.6153865574378152
FOOD_NORM_SHIFT_R24,2023-10,3,1.4542889113846087,-1.7845360320010408
FOOD_NORM_SHIFT_R24,2023-10,6,1.2686703966053552,-1.1632016202499056
FOOD_NORM_SHIFT_R24,2023-10,12,0.819844196587715,0.0680040828655546
FOOD_NORM_SHIFT_R24,2023-11,3,1.3051033276088149,-1.6529301951210673
FOOD_NORM_SHIFT_R24,2023-11,6,1.482616629225312,-0.8230499136515674
FOOD_NORM_SHIFT_R24,2023-11,12,0.7396997512414648,0.8840588010122773
FOOD_NORM_SHIFT_R24,2023-12,3,1.7473634873875061,-0.9749380844003616
FOOD_NORM_SHIFT_R24,2023-12,6,2.3001087816093855,0.06927606789005603
FOOD_NORM_SHIFT_R24,2023-12,12,1.8413395355504718,1.6495219369110614
FOOD_NORM_SHIFT_R24,2024-01,3,-0.4309670217645689,0.621334411751135
FOOD_NORM_SHIFT_R24,2024-01,6,-0.3741424293095951,0.3456622867910737
FOOD_NORM_SHIFT_R24,2024-01,12,1.5108040503386515,4.667739433558431
FOOD_NORM_SHIFT_R24,2024-02,3,-0.057602742525134976,0.8298802814694997
FOOD_NORM_SHIFT_R24,2024-02,6,-1.1435923090191076,1.1049836186584978
FOOD_NORM_SHIFT_R24,2024-02,12,1.4464961000964567,4.348511193973878
FOOD_NORM_SHIFT_R24,2024-03,3,0.27842554398561875,1.0442141522904178
FOOD_NORM_SHIFT_R24,2024-03,6,-1.2587921812092457,2.6244600213114264
FOOD_NORM_SHIFT_R24,2024-03,12,1.9397833730890464,5.910038827244938
FOOD_NORM_SHIFT_R24,2024-04,3,0.03930915243807814,-0.27567212496006144
FOOD_NORM_SHIFT_R24,2024-04,6,-0.4022062431932022,1.2312057031154602
FOOD_NORM_SHIFT_R24,2024-04,12,2.1792648430845385,3.9802893169195137
FOOD_NORM_SHIFT_R24,2024-05,3,-1.4017479765223695,0.27510333718899815
FOOD_NORM_SHIFT_R24,2024-05,6,-1.197550375213745,1.7071087146638453
FOOD_NORM_SHIFT_R24,2024-05,12,1.5644596773324535,5.297920027294236
FOOD_NORM_SHIFT_R24,2024-06,3,-1.9751226651830491,1.5802458690210086
FOOD_NORM_SHIFT_R24,2024-06,6,-1.2196693631390143,1.5802458690210053
FOOD_NORM_SHIFT_R24,2024-06,12,1.6247301101874077,6.046166247442991
FOOD_NORM_SHIFT_R24,2024-07,3,-1.0503857525240883,1.5068778280755217
FOOD_NORM_SHIFT_R24,2024-07,6,0.9501127784827007,4.322077146767357
FOOD_NORM_SHIFT_R24,2024-07,12,1.5166183965124567,5.046479392590927
FOOD_NORM_SHIFT_R24,2024-08,3,0.3461795002242393,1.4320053774748471
FOOD_NORM_SHIFT_R24,2024-08,6,2.444275988985799,3.243527575315381
FOOD_NORM_SHIFT_R24,2024-08,12,2.4740004080482354,4.5645507489960355
FOOD_NORM_SHIFT_R24,2024-09,3,1.3293169054659018,-3.219646771412954e-15
FOOD_NORM_SHIFT_R24,2024-09,6,3.478571589705325,3.285578805933512
FOOD_NORM_SHIFT_R24,2024-09,12,3.253364120602458,2.690142048351368
FOOD_NORM_SHIFT_R24,2024-10,3,2.3223565188483972,2.8151993186918354
FOOD_NORM_SHIFT_R24,2024-10,6,2.56845486240905,2.749083613804054
FOOD_NORM_SHIFT_R24,2024-10,12,2.669115005172759,3.539601564515411
FOOD_NORM_SHIFT_R24,2024-11,3,2.1883418066801887,1.8115221978405338
FOOD_NORM_SHIFT_R24,2024-11,6,3.0077227992469684,3.5908113126303913
FOOD_NORM_SHIFT_R24,2024-11,12,2.846867180183879,2.1434176236469256
FOOD_NORM_SHIFT_R24,2024-12,3,2.0597544855351404,3.285578805933515
FOOD_NORM_SHIFT_R24,2024-12,6,3.111628469796434,4.465920378421986
FOOD_NORM_SHIFT_R24,2024-12,12,2.7945673835597757,1.6898002620724475
FOOD_NORM_SHIFT_R24,2025-01,3,0.42607388901984067,-0.06611570488778157
FOOD_NORM_SHIFT_R24,2025-01,6,0.9279386066716483,0.7244022458235705
FOOD_NORM_SHIFT_R24,2025-01,12,2.8411145402658495,1.3132165083458243
FOOD_NORM_SHIFT_R24,2025-02,3,0.9780773199706264,1.7792891147898573
FOOD_NORM_SHIFT_R24,2025-02,6,0.37390670864947423,1.3210231736806546
FOOD_NORM_SHIFT_R24,2025-02,12,2.950446012452123,0.3318954258063853
FOOD_NORM_SHIFT_R24,2025-03,3,1.0718610983032244,1.1803415724884703
FOOD_NORM_SHIFT_R24,2025-03,6,-0.1213278756090802,-0.595436757582143
FOOD_NORM_SHIFT_R24,2025-03,12,2.6541899497976416,-1.1277068099719034
FOOD_NORM_SHIFT_R24,2025-04,3,0.23259405849829784,0.7905179507113521
FOOD_NORM_SHIFT_R24,2025-04,6,0.017197663764746962,0.7905179507113568
FOOD_NORM_SHIFT_R24,2025-04,12,2.253257979297448,-1.2645759200287587
FOOD_NORM_SHIFT_R24,2025-05,3,-0.8850382985884717,-0.4582659411092028
FOOD_NORM_SHIFT_R24,2025-05,6,-0.5819892223366796,-1.4473936889834649
FOOD_NORM_SHIFT_R24,2025-05,12,2.2523038160246074,-1.9123563333603535
FOOD_NORM_SHIFT_R24,2025-06,3,-1.2981148179746747,-1.7757783300706134
FOOD_NORM_SHIFT_R24,2025-06,6,-0.5756760528472351,-2.7761201163495386
FOOD_NORM_SHIFT_R24,2025-06,12,2.603243159495962,-3.3811639789269217
FOOD_NORM_SHIFT_R24,2025-07,3,-0.012806286639160724,4.6629367034256575e-15
FOOD_NORM_SHIFT_R24,2025-07,6,2.156628818711808,0.5888142625222534
FOOD_NORM_SHIFT_R24,2025-07,12,2.9214625636340377,-3.1325453715211835
FOOD_NORM_SHIFT_R24,2025-08,3,0.48787000588240637,-0.989127747874262
FOOD_NORM_SHIFT_R24,2025-08,6,2.438987149997835,-0.9891277478742693
FOOD_NORM_SHIFT_R24,2025-09,3,0.651352270277199,-1.0003417862789248
FOOD_NORM_SHIFT_R24,2025-09,6,2.6593779877282473,-0.5322700523897603
FOOD_NORM_SHIFT_R24,2025-10,3,1.685921845425037,0.588814262522249
FOOD_NORM_SHIFT_R24,2025-10,6,1.6815527944963722,-2.0550938707401154
FOOD_NORM_SHIFT_R24,2025-11,3,1.2820997467397306,-7.105427357601002e-15
FOOD_NORM_SHIFT_R24,2025-11,6,2.078716655821295,-0.4649626443768887
FOOD_NORM_SHIFT_R24,2025-12,3,1.224919827481355,0.46807173388916445
FOOD_NORM_SHIFT_R24,2025-12,6,1.9752435334513478,-0.6050438625773837
FOOD_NORM_SHIFT_R24,2026-01,3,-0.6723534383790961,-2.643908133262365
FOOD_NORM_SHIFT_R24,2026-01,6,-0.7310706306343457,-3.721359634043437
FOOD_NORM_SHIFT_R24,2026-02,3,-0.34949739293642973,-0.4649626443768816
FOOD_NORM_SHIFT_R24,2026-03,3,-0.048369301402024084,-1.0731155964665482
FOOD_NORM_SHIFT_R24,2026-04,3,-0.6750796079580064,-1.077451500781072
FOOD_ROBUST_WINDOW_R24,2019-02,3,0.07089363790063319,1.2927234501459584
FOOD_ROBUST_WINDOW_R24,2019-02,6,-0.4628520581123142,0.8329525252830221
FOOD_ROBUST_WINDOW_R24,2019-02,12,2.553177098498983,5.338218919377343
FOOD_ROBUST_WINDOW_R24,2019-03,3,0.3702434129150817,1.6590242260196826
FOOD_ROBUST_WINDOW_R24,2019-03,6,0.22981848688053497,0.27842245364049567
FOOD_ROBUST_WINDOW_R24,2019-03,12,2.6175858454129335,6.215417526661047
FOOD_ROBUST_WINDOW_R24,2019-04,3,0.35383750288354293,1.7617516390842605
FOOD_ROBUST_WINDOW_R24,2019-04,6,0.6972588883839876,1.7617516390842605
FOOD_ROBUST_WINDOW_R24,2019-04,12,2.459980898192894,7.477593023079146
FOOD_ROBUST_WINDOW_R24,2019-05,3,-0.4577603483447079,-0.45977092486293625
FOOD_ROBUST_WINDOW_R24,2019-05,6,0.5577452152244704,1.0041161499490623
FOOD_ROBUST_WINDOW_R24,2019-05,12,2.3722292961530362,6.137986811656255
FOOD_ROBUST_WINDOW_R24,2019-06,3,-0.08800851985933111,-1.3806017723791868
FOOD_ROBUST_WINDOW_R24,2019-06,6,0.8711376186356077,1.361800436844056
FOOD_ROBUST_WINDOW_R24,2019-06,12,2.621530499412525,5.252653728713258
FOOD_ROBUST_WINDOW_R24,2019-07,3,0.42068055606169946,1.1102230246251565e-16
FOOD_ROBUST_WINDOW_R24,2019-07,6,2.0624520127844934,4.229150249961526
FOOD_ROBUST_WINDOW_R24,2019-07,12,2.596021342665462,4.317217186520889
FOOD_ROBUST_WINDOW_R24,2019-08,3,0.9443693149486195,1.4638870748119985
FOOD_ROBUST_WINDOW_R24,2019-08,6,2.8764908642176454,4.5052663940943205
FOOD_ROBUST_WINDOW_R24,2019-08,12,2.3805598141595956,4.063764573182649
FOOD_ROBUST_WINDOW_R24,2019-09,3,0.7825293160797488,2.7424022092232425
FOOD_ROBUST_WINDOW_R24,2019-09,6,2.120119245018403,5.936995073020551
FOOD_ROBUST_WINDOW_R24,2019-09,12,2.3196206875990844,3.3716177683121704
FOOD_ROBUST_WINDOW_R24,2019-10,3,1.7098772968796419,4.229150249961526
FOOD_ROBUST_WINDOW_R24,2019-10,6,1.6867908848054207,5.715841383994886
FOOD_ROBUST_WINDOW_R24,2019-10,12,2.485207135103543,3.166252732255534
FOOD_ROBUST_WINDOW_R24,2019-11,3,1.9439798850339114,3.041379319282322
FOOD_ROBUST_WINDOW_R24,2019-11,6,2.1804328103949064,5.133870661707194
FOOD_ROBUST_WINDOW_R24,2019-11,12,2.472621192061502,1.8893949359961855
FOOD_ROBUST_WINDOW_R24,2019-12,3,1.4754479088896406,3.1945928637973084
FOOD_ROBUST_WINDOW_R24,2019-12,6,2.033733159460636,3.890853291869202
FOOD_ROBUST_WINDOW_R24,2019-12,12,2.796467798897228,-0.09021200431379217
FOOD_ROBUST_WINDOW_R24,2020-01,3,0.1923537617852717,1.4866911340333604
FOOD_ROBUST_WINDOW_R24,2020-01,6,0.8501189729706383,0.08806693655936271
FOOD_ROBUST_WINDOW_R24,2020-01,12,3.0311428857824234,0.6148460300452441
FOOD_ROBUST_WINDOW_R24,2020-02,3,0.3608896396935435,2.0924913424248714
FOOD_ROBUST_WINDOW_R24,2020-02,6,-0.24936556328118376,-0.44150182091167167
FOOD_ROBUST_WINDOW_R24,2020-02,12,2.980381528362463,0.6148460300452436
FOOD_ROBUST_WINDOW_R24,2020-03,3,0.45758470447085664,0.6962604280718937
FOOD_ROBUST_WINDOW_R24,2020-03,6,-0.10444655741115214,-2.5653773047083805
FOOD_ROBUST_WINDOW_R24,2020-03,12,2.672444193418748,-0.2623525772384605
FOOD_ROBUST_WINDOW_R24,2020-04,3,0.6404610807296411,-1.3986241974739975
FOOD_ROBUST_WINDOW_R24,2020-04,6,0.8538968018281125,-2.5495886517393513
FOOD_ROBUST_WINDOW_R24,2020-04,12,2.969555747284882,-0.08684325339540877
FOOD_ROBUST_WINDOW_R24,2020-05,3,-0.6487133210625023,-2.533993163336543
FOOD_ROBUST_WINDOW_R24,2020-05,6,0.3078809256176395,-3.2444757257110086
FOOD_ROBUST_WINDOW_R24,2020-05,12,2.896463070506223,-1.302667140000855
FOOD_ROBUST_WINDOW_R24,2020-06,3,-0.7363108800634452,-3.261637732780274
FOOD_ROBUST_WINDOW_R24,2020-06,6,0.392868767490589,-3.9810652961829947
FOOD_ROBUST_WINDOW_R24,2020-06,12,2.601554974110291,-1.0462170406983478
FOOD_ROBUST_WINDOW_R24,2020-07,3,-0.02321210090387471,-1.1509644542653539
FOOD_ROBUST_WINDOW_R24,2020-07,6,2.051284698204036,0.5267790934858807
FOOD_ROBUST_WINDOW_R24,2020-07,12,2.690122266505355,0.7891316707243206
FOOD_ROBUST_WINDOW_R24,2020-08,3,0.8915982133446599,-0.7104825623744654
FOOD_ROBUST_WINDOW_R24,2020-08,6,3.1085245768048764,1.0563478509569153
FOOD_ROBUST_WINDOW_R24,2020-08,12,2.8927004874920645,1.580366517312524
FOOD_ROBUST_WINDOW_R24,2020-09,3,1.193978361453476,-0.7194275634027202
FOOD_ROBUST_WINDOW_R24,2020-09,6,3.042567348955074,2.30302472746992
FOOD_ROBUST_WINDOW_R24,2020-09,12,3.0916265270898013,1.864235080927962
FOOD_ROBUST_WINDOW_R24,2020-10,3,2.127480408633027,1.6777435477512346
FOOD_ROBUST_WINDOW_R24,2020-10,6,2.5058303777494437,2.4627453983439427
FOOD_ROBUST_WINDOW_R24,2020-10,12,3.0607747759341626,0.8865306289562991
FOOD_ROBUST_WINDOW_R24,2020-11,3,2.1636643410062883,1.7668304133313806
FOOD_ROBUST_WINDOW_R24,2020-11,6,2.90863539455385,1.941808585710153
FOOD_ROBUST_WINDOW_R24,2020-11,12,3.08161772344745,2.0291829905698258
FOOD_ROBUST_WINDOW_R24,2020-12,3,1.8731641953570926,3.02245229087264
FOOD_ROBUST_WINDOW_R24,2020-12,6,2.57706024071223,2.934848255484647
FOOD_ROBUST_WINDOW_R24,2020-12,12,3.1630212466537255,3.9810652961829742
FOOD_ROBUST_WINDOW_R24,2021-01,3,0.36551007189000767,0.785001850592708
FOOD_ROBUST_WINDOW_R24,2021-01,6,0.7725011607922481,0.2623525772384397
FOOD_ROBUST_WINDOW_R24,2021-01,12,3.054256664714238,5.286823565281073
FOOD_ROBUST_WINDOW_R24,2021-02,3,0.7117153775272557,0.17497817237877256
FOOD_ROBUST_WINDOW_R24,2021-02,6,-0.08919613430869411,0.5240186663556086
FOOD_ROBUST_WINDOW_R24,2021-02,12,3.172509674963938,6.688908389474896
FOOD_ROBUST_WINDOW_R24,2021-03,3,0.7184955833758137,-0.08760403538799355
FOOD_ROBUST_WINDOW_R24,2021-03,6,-0.18135510326427887,-0.43878964654195785
FOOD_ROBUST_WINDOW_R24,2021-03,12,2.9986992697947237,7.423305815050747
FOOD_ROBUST_WINDOW_R24,2021-04,3,0.44984696350867076,-0.5226492733542683
FOOD_ROBUST_WINDOW_R24,2021-04,6,0.6039587456121511,-1.5762147693876432
FOOD_ROBUST_WINDOW_R24,2021-04,12,3.0531867422203773,10.153042741022595
FOOD_ROBUST_WINDOW_R24,2021-05,3,-0.7590961307250877,0.349040493976836
FOOD_ROBUST_WINDOW_R24,2021-05,6,0.09285623466203552,0.08737440485967263
FOOD_ROBUST_WINDOW_R24,2021-05,12,3.047294121852618,14.082552980353764
FOOD_ROBUST_WINDOW_R24,2021-06,3,-0.6938472019253461,-0.3511856111539643
FOOD_ROBUST_WINDOW_R24,2021-06,6,0.39007749488280286,1.0462170406983273
FOOD_ROBUST_WINDOW_R24,2021-06,12,3.0413166782723176,16.523216034259733
FOOD_ROBUST_WINDOW_R24,2021-07,3,0.24740732950844546,-1.053565496033375
FOOD_ROBUST_WINDOW_R24,2021-07,6,2.478654143136424,5.024470988042633
FOOD_ROBUST_WINDOW_R24,2021-07,12,2.949760608495388,17.64821241423952
FOOD_ROBUST_WINDOW_R24,2021-08,3,0.872729641609495,-0.2616660891171634
FOOD_ROBUST_WINDOW_R24,2021-08,6,3.0557878898256505,6.164889723119288
FOOD_ROBUST_WINDOW_R24,2021-08,12,2.7749458453505116,17.89768288884593
FOOD_ROBUST_WINDOW_R24,2021-09,3,0.9502179887219873,1.3974026518522917
FOOD_ROBUST_WINDOW_R24,2021-09,6,2.9171549384317066,7.862095461592705
FOOD_ROBUST_WINDOW_R24,2021-09,12,2.639863400202541,19.078752474275287
FOOD_ROBUST_WINDOW_R24,2021-10,3,2.1168014365772354,6.078036484076008
FOOD_ROBUST_WINDOW_R24,2021-10,6,2.4633751703490048,11.72925751041024
FOOD_ROBUST_WINDOW_R24,2021-10,12,2.6037087387182165,22.367297866267396
FOOD_ROBUST_WINDOW_R24,2021-11,3,2.2474622012787253,6.426555812236451
FOOD_ROBUST_WINDOW_R24,2021-11,6,2.8546429884672726,13.995178575494094
FOOD_ROBUST_WINDOW_R24,2021-11,12,2.670531905161312,23.131964278553074
FOOD_ROBUST_WINDOW_R24,2021-12,3,2.2533904751789122,6.464692809740412
FOOD_ROBUST_WINDOW_R24,2021-12,6,2.79869876575635,15.476998993561404
FOOD_ROBUST_WINDOW_R24,2021-12,12,2.8659758370905766,22.71252063624247
FOOD_ROBUST_WINDOW_R24,2022-01,3,0.7766161546889202,5.651221026334232
FOOD_ROBUST_WINDOW_R24,2022-01,6,0.9737616963955096,12.623741426196887
FOOD_ROBUST_WINDOW_R24,2022-01,12,3.1322977412049617,22.1813763884208
FOOD_ROBUST_WINDOW_R24,2022-02,3,1.1289603071452674,7.5686227632576415
FOOD_ROBUST_WINDOW_R24,2022-02,6,0.4965763026651444,11.732793165726646
FOOD_ROBUST_WINDOW_R24,2022-02,12,3.6096380294698807,21.442423967765116
FOOD_ROBUST_WINDOW_R24,2022-03,3,1.2947097154939424,9.012306183820993
FOOD_ROBUST_WINDOW_R24,2022-03,6,0.5834568192007963,11.216657012682584
FOOD_ROBUST_WINDOW_R24,2022-03,12,3.9967355796003226,21.103805422930964
FOOD_ROBUST_WINDOW_R24,2022-04,3,1.1538212455229138,6.972520399862655
FOOD_ROBUST_WINDOW_R24,2022-04,6,1.361421405508422,10.63804035585716
FOOD_ROBUST_WINDOW_R24,2022-04,12,4.600303056630001,15.92955295606538
FOOD_ROBUST_WINDOW_R24,2022-05,3,1.5504434731192318,4.164170402469005
FOOD_ROBUST_WINDOW_R24,2022-05,6,3.3746650375036618,9.136785703058983
FOOD_ROBUST_WINDOW_R24,2022-05,12,7.886923877217988,13.542784682462035
FOOD_ROBUST_WINDOW_R24,2022-06,3,1.8672372659717684,2.2043508288615903
FOOD_ROBUST_WINDOW_R24,2022-06,6,4.280275134549297,7.235521642681064
FOOD_ROBUST_WINDOW_R24,2022-06,12,9.057731087047733,11.364703836322832
FOOD_ROBUST_WINDOW_R24,2022-07,3,1.3107969614115187,3.6655199559945055
FOOD_ROBUST_WINDOW_R24,2022-07,6,4.396377191675291,9.557634962223915
FOOD_ROBUST_WINDOW_R24,2022-07,12,6.043310157629942,9.090811840368715
FOOD_ROBUST_WINDOW_R24,2022-08,3,1.489155773088643,4.972615300589977
FOOD_ROBUST_WINDOW_R24,2022-08,6,4.293708652184616,9.70963080203847
FOOD_ROBUST_WINDOW_R24,2022-08,12,4.99912605921772,7.639440008806092
FOOD_ROBUST_WINDOW_R24,2022-09,3,1.3651319666302248,5.031170813819475
FOOD_ROBUST_WINDOW_R24,2022-09,6,3.7890693432053757,9.887148410248383
FOOD_ROBUST_WINDOW_R24,2022-09,12,4.1847338840017025,5.78848940753145
FOOD_ROBUST_WINDOW_R24,2022-10,3,3.005557770996572,5.89211500622941
FOOD_ROBUST_WINDOW_R24,2022-10,6,4.006927317528776,5.291512600208217
FOOD_ROBUST_WINDOW_R24,2022-10,12,4.444486555278541,3.672044008210163
FOOD_ROBUST_WINDOW_R24,2022-11,3,3.6405827403660087,4.737015501448493
FOOD_ROBUST_WINDOW_R24,2022-11,6,5.429761829902656,4.40599897940305
FOOD_ROBUST_WINDOW_R24,2022-11,12,5.866782219634647,1.4448135747386015
FOOD_ROBUST_WINDOW_R24,2022-12,3,3.1608949707775214,4.8559775964289065
FOOD_ROBUST_WINDOW_R24,2022-12,6,4.815563499910059,4.129182193641766
FOOD_ROBUST_WINDOW_R24,2022-12,12,5.17168222182236,-0.2768167857612751
FOOD_ROBUST_WINDOW_R24,2023-01,3,1.243605793973889,-0.6006024060211925
FOOD_ROBUST_WINDOW_R24,2023-01,6,2.066781920120473,-0.4668231218552019
FOOD_ROBUST_WINDOW_R24,2023-01,12,4.421509214900088,-4.0046070300202885
FOOD_ROBUST_WINDOW_R24,2023-02,3,1.751448256773415,-0.33101652204544263
FOOD_ROBUST_WINDOW_R24,2023-02,6,1.4864587649007794,-2.0701907932323795
FOOD_ROBUST_WINDOW_R24,2023-02,12,4.77596825751439,-4.945132121830959
FOOD_ROBUST_WINDOW_R24,2023-03,3,1.7652831079577398,-0.7267954027871399
FOOD_ROBUST_WINDOW_R24,2023-03,6,1.0343968985844159,-4.098659002716932
FOOD_ROBUST_WINDOW_R24,2023-03,12,4.528605282645002,-6.1077324665905435
FOOD_ROBUST_WINDOW_R24,2023-04,3,0.23581127574670951,0.1337792841659906
FOOD_ROBUST_WINDOW_R24,2023-04,6,-0.1945257369891828,-1.619468591998055
FOOD_ROBUST_WINDOW_R24,2023-04,12,2.7889748538721437,-2.782670212247961
FOOD_ROBUST_WINDOW_R24,2023-05,3,-1.5864557295707629,-1.739174271186937
