origin,as_of_utc,target,h,family,model,component,log_forecast,mm_forecast,status,reason,outer_origin,weight_fraction,contribution_diagnostic,log_actual,mm_actual,cumulative_fallback,cumulative_log_forecast,cumulative_pct_forecast,cumulative_log_actual,cumulative_pct_actual
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.26107915131524906,0.2614202597212203,control,,True,0.033660201,,0.09170106098814064,0.09174311926605226,False,0.26107915131524906,0.2614202597212203,0.09170106098814064,0.09174311926605226
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.30958150369934007,0.31006120212797295,control,,True,0.033660201,,0.09161704717795821,0.09165902841430373,False,0.5706606550145892,0.572292024649091,0.18331810816609884,0.18348623853211224
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.18511585045296786,0.18528729561781584,control,,True,0.033660201,,0.36563112031104794,0.3663003663003651,False,0.7557765054675569,0.7586397046824156,0.5489492284771468,0.5504587155963311
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.13849546355357945,0.13859141281071416,control,,True,0.033660201,,0.7272759329079879,0.7299270072992804,False,0.8942719690211365,0.8982825269779923,1.2762251613851348,1.2844036697247818
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.2574054705396911,0.2577370428550668,control,,True,0.033660201,,0.5420067469339114,0.5434782608695565,False,1.1516774395608276,1.158334776654576,1.8182319083190461,1.8348623853211035
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.3078430261671227,0.3083173494097083,control,,True,0.033660201,,0.26990569691649835,0.27027027027026757,False,1.4595204657279504,1.4702234731449562,2.0881376052355445,2.1100917431192663
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.2587410949673476,0.2590761186241184,control,,True,0.033660201,,0.1795332618674334,0.179694519317164,False,1.7182615606952978,1.7331085896783998,2.2676708671029777,2.293577981651379
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.237422751148053,0.23770482215127092,control,,True,0.033660201,,0.08964590470369839,0.08968609865469547,False,1.955684311843351,1.974933094520454,2.3573167718066763,2.385321100917421
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.2617546692698608,0.2620975459042158,control,,True,0.033660201,,0.08956561279446082,0.08960573476703984,False,2.2174389811132116,2.242206891598658,2.446882384601137,2.477064220183491
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.23557920554758566,0.2358569113876039,control,,True,0.033660201,,0.08948546458437055,0.08952551477170446,False,2.453018186660797,2.4833522029077058,2.5363678491855075,2.5688073394495405
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.5207221183942945,0.5220802323271488,control,,True,0.033660201,,1.2444605048083746,1.2522361359570633,False,2.9737403050550917,3.0183975261852973,3.7808283539938823,3.853211009174308
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,persistence,CATEGORY_PERSISTENCE_R17,actual_rent,0.26087660249945016,0.26121718160744734,control,,True,0.033660201,,0.4407234987407827,0.441696113074208,False,3.234616907554542,3.2874992807403545,4.221551852734665,4.311926605504587
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.24362044049490367,0.24391743622183262,control,,True,0.10385733600000001,,0.0,0.0,False,0.24362044049490367,0.24391743622183262,0.0,0.0
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.48112985653140994,0.4822891447071381,control,,True,0.10385733600000001,,0.6143064513714072,0.616197183098599,False,0.7247502970263136,0.7273829682459166,0.6143064513714072,0.616197183098599
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.7280455601803215,0.7307022552721864,control,,True,0.10385733600000001,,0.6105557562485033,0.6124234470691104,False,1.452795857206635,1.4634002272715418,1.2248622076199105,1.2323943661971846
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.3374257998474447,0.3379957215401135,control,,True,0.10385733600000001,,0.3472225710749279,0.3478260869565376,False,1.7902216570540799,1.8063421789688412,1.5720847786948384,1.5845070422535388
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.3356295322281937,0.3361933988004802,control,,True,0.10385733600000001,,0.1731602164277894,0.17331022530329143,False,2.1258511892822733,2.148608380934763,1.7452449951226279,1.7605633802817064
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.5900187366301787,0.591762775543013,control,,True,0.10385733600000001,,0.4315932465568729,0.4325259515570945,False,2.715869925912452,2.753085821068346,2.1768382416795005,2.20070422535213
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.47675997245672663,0.4778982810944498,control,,True,0.10385733600000001,,0.17211708207730533,0.17226528854437095,False,3.1926298983691788,3.2441410519787364,2.348955323756806,2.3767605633803113
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.5901415077538654,0.5918862732563187,control,,True,0.10385733600000001,,0.6000875273137338,0.6018916595012859,False,3.7827714061230444,3.8552289508067896,2.9490428510705398,2.9929577464788992
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.2823037210559154,0.2827025732470715,control,,True,0.10385733600000001,,0.5115100666770409,0.512820512820511,False,4.06507512717896,4.148830355502359,3.460552917747581,3.521126760563405
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.5027472966172217,0.5040131913666333,control,,True,0.10385733600000001,,0.3395589001138329,0.3401360544217802,False,4.567822423796182,4.673754199148148,3.8001118178614135,3.873239436619755
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.3648953120168078,0.36556186545462643,control,,True,0.10385733600000001,,0.0847098737651903,0.08474576271186861,False,4.9327177358129894,5.056401527639943,3.884821691626604,3.961267605633844
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,persistence,CATEGORY_PERSISTENCE_R17,imputed_rent,0.17160919905954292,0.1717565319124079,control,,True,0.10385733600000001,,-0.25434519858302557,-0.2540220152413175,False,5.104326934872532,5.236842759455792,3.6304764930435782,3.697183098591593
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,persistence,CATEGORY_PERSISTENCE_R17,catering,0.10922820511625984,0.10928788084582271,control,,True,0.051351304,,0.17361115471765173,0.17376194613381024,False,0.10922820511625984,0.10928788084582271,0.17361115471765173,0.17376194613381024
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,persistence,CATEGORY_PERSISTENCE_R17,catering,0.061841224714193746,0.061860350341868785,control,,True,0.051351304,,0.2598528963263731,0.2601908065914982,False,0.1710694298304536,0.1712158370536639,0.43346405104402486,0.4344048653345031
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,persistence,CATEGORY_PERSISTENCE_R17,catering,0.23069375017597538,0.23096005294973768,control,,True,0.051351304,,0.34542348680876034,0.34602076124568004,False,0.40176318000642897,0.4025713301913191,0.7788875378527852,0.7819287576021019
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,persistence,CATEGORY_PERSISTENCE_R17,catering,-0.01026073107604003,-0.010260204681033102,control,,True,0.051351304,,0.5159082810027202,0.5172413793103293,False,0.39150244893038894,0.3922698208678211,1.2947958188555053,1.3032145960034764
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,persistence,CATEGORY_PERSISTENCE_R17,catering,0.131124489610826,0.13121049535712845,control,,True,0.051351304,,0.3424660881364175,0.34305317324185847,False,0.522626938541215,0.5239950154000469,1.637261906991923,1.6507384882710752
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,persistence,CATEGORY_PERSISTENCE_R17,catering,0.06450742122284868,0.06452823173434699,control,,True,0.051351304,,0.34129725962399426,0.3418803418803407,False,0.5871343597640636,0.5888613718522075,1.9785591666159172,1.998262380538668
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,persistence,CATEGORY_PERSISTENCE_R17,catering,0.31230972325016126,0.31279791816077124,control,,True,0.051351304,,0.7636863590344971,0.7666098807495694,False,0.8994440830142248,0.9035012361249855,2.7422455256504144,2.7801911381407485
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,persistence,CATEGORY_PERSISTENCE_R17,catering,0.22300783277779213,0.22325668019388753,control,,True,0.051351304,,0.42176359442035133,0.4226542688081203,False,1.122451915792017,1.1287750431841566,3.1640091200707654,3.214596003475246
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,persistence,CATEGORY_PERSISTENCE_R17,catering,0.27030802363850315,0.27067368517331364,control,,True,0.051351304,,0.41999221753257737,0.42087542087541063,False,1.3927599394305201,1.4025040253641734,3.584001337603343,3.6490008688097273
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,persistence,CATEGORY_PERSISTENCE_R17,catering,0.6805841803498157,0.6829054174854597,control,,True,0.051351304,,0.33472834600571905,0.3352891869237373,False,2.073344119780336,2.0949872188192966,3.918729683609062,3.996524761077336
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,persistence,CATEGORY_PERSISTENCE_R17,catering,0.45263960765003575,0.4536655681058285,control,,True,0.051351304,,1.0801933032813678,1.0860484544695121,False,2.5259837274303716,2.558157022593126,4.99892298689043,5.125977410947021
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,persistence,CATEGORY_PERSISTENCE_R17,catering,0.11041800978801751,0.11047899291583177,control,,True,0.051351304,,0.4946423935325395,0.49586776859502635,False,2.636401737218389,2.6714622416247242,5.493565380422969,5.647263249348394
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,persistence,CATEGORY_PERSISTENCE_R17,accommodation,0.3016198513438711,0.30207518169131203,control,,True,0.007778524,,1.2339976235575876,1.241642788920716,False,0.3016198513438711,0.30207518169131203,1.2339976235575876,1.241642788920716
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,persistence,CATEGORY_PERSISTENCE_R17,accommodation,0.8577027692756964,0.8613915782744637,control,,True,0.007778524,,1.8692133012152545,1.8867924528301883,False,1.1593226206195675,1.1660688101409218,3.103210924772842,3.151862464183371
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,persistence,CATEGORY_PERSISTENCE_R17,accommodation,0.2642058241540249,0.26455515532496116,control,,True,0.007778524,,0.6460567002944116,0.6481481481481534,False,1.4235284447735923,1.4337088606177473,3.7492676250672536,3.820439350525305
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,persistence,CATEGORY_PERSISTENCE_R17,accommodation,0.09977868168610865,0.09982847717308671,control,,True,0.007778524,,0.09195402946783598,0.09199632014718073,False,1.5233071264597011,1.5349685875134844,3.8412216545350897,3.915950334288424
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,persistence,CATEGORY_PERSISTENCE_R17,accommodation,0.7162620408948903,0.7188333328477011,control,,True,0.007778524,,1.2785562296971924,1.2867647058823597,False,2.2395691673545914,2.2648357862169743,5.119777884232282,5.253104106972289
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,persistence,CATEGORY_PERSISTENCE_R17,accommodation,0.022348170202605044,0.0223506675921989,control,,True,0.007778524,,0.2718624238993464,0.27223230490018846,False,2.2619173375571964,2.2876926597272593,5.391640308131628,5.539637058261693
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,persistence,CATEGORY_PERSISTENCE_R17,accommodation,-1.0180332066678512,-1.0128687886395118,control,,True,0.007778524,,0.09045681304269146,0.09049773755656075,False,1.2438841308893451,1.2516525461573729,5.48209712117432,5.635148042024827
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,persistence,CATEGORY_PERSISTENCE_R17,accommodation,-0.8245223753082027,-0.8211325126945498,control,,True,0.007778524,,-0.6349227678658668,-0.6329113924050553,False,0.41936175558114247,0.4202423074603559,4.8471743533084535,4.966571155682906
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,persistence,CATEGORY_PERSISTENCE_R17,accommodation,-1.1479950206249312,-1.141430701153923,control,,True,0.007778524,,-1.0059526987733456,-1.0009099181073735,False,-0.7286332650437888,-0.7259851684101575,3.8412216545351074,3.9159503342884427
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,persistence,CATEGORY_PERSISTENCE_R17,accommodation,0.021718032969335443,0.021720391504855146,control,,True,0.007778524,,0.3669728888962402,0.36764705882352816,False,-0.7069152320744533,-0.7044224637261481,4.208194543431348,4.297994269340973
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,persistence,CATEGORY_PERSISTENCE_R17,accommodation,-0.482844338598205,-0.4816805192204044,control,,True,0.007778524,,0.18298266770761573,0.18315018315018256,False,-1.1897595706726583,-1.1827099171657711,4.391177211138964,4.489016236867237
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,persistence,CATEGORY_PERSISTENCE_R17,accommodation,-0.023058513566843797,-0.023055855295927418,control,,True,0.007778524,,1.1812949726710387,1.1882998171846457,False,-1.212818084239502,-1.2054930885746262,5.572472183810002,5.730659025787967
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,-4.164677903090424,-4.079146669062204,control,,True,0.019182249,,-9.175983136129027,-8.767576509511999,False,-4.164677903090424,-4.079146669062204,-9.175983136129027,-8.767576509511999
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,-0.20146199610306703,-0.20125919763384006,control,,True,0.019182249,,-1.9222559847075622,-1.903898458748865,False,-4.366139899193491,-4.27219620883958,-11.098239120836588,-10.504549214226637
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,0.8442707362705656,0.8478447526956445,control,,True,0.019182249,,-1.86572576045427,-1.8484288354898348,False,-3.5218691629229255,-3.4605730475254455,-12.96396488129086,-12.158808933002486
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,4.924304662730766,5.047563427584991,control,,True,0.019182249,,6.47150592261221,6.685499058380406,False,1.40243549980784,1.4123157605277872,-6.4924589586786485,-6.286186931348234
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,15.696659945346273,16.995653606057733,control,,True,0.019182249,,22.15535854285118,24.801412180052964,False,17.099095445154113,18.64800166106858,15.66289958417253,16.956162117452426
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,3.2909582118373817,3.345709201570743,control,,True,0.019182249,,2.7895811636946695,2.8288543140028377,False,20.390053656991494,22.61761877012276,18.4524807478672,20.264681555004135
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,persistence,CATEGORY_PERSISTENCE_R17,package_holidays,-15.736410932989733,-14.560709025485385,control,,True,0.019182249,,-26.905786845383478,-23.590096286107297,False,4.653642724001762,4.763624087026237,-8.453306097516279,-8.105872622001664
