component,scope,sample,h,horizon_label,metric,model,n_rows_total,n_unavailable_targets,n_intended,n_scored,n_missing_forecasts,n_fallback,rmse,mae,bias
actual_rent,primary_control_calendar,full,0,pooled_h1_12,mm,CATEGORY_AR_R17,24,0,24,24,0,0,0.33270677543155597,0.2490085110564688,-0.09083748905448674
actual_rent,primary_control_calendar,full,0,pooled_h1_12,mm,CATEGORY_BOTH_R17,24,0,24,24,0,0,0.32778644490104264,0.2746987720884242,-0.020260998768624316
actual_rent,primary_control_calendar,full,0,pooled_h1_12,mm,CATEGORY_DOMESTIC_R17,24,0,24,24,0,0,0.3241740943847734,0.25943749109361836,-0.03940828113988606
actual_rent,primary_control_calendar,full,0,pooled_h1_12,mm,CATEGORY_IMPORTED_R17,24,0,24,24,0,0,0.33385657553578324,0.26470630104277443,-0.06635390301266242
actual_rent,primary_control_calendar,full,0,pooled_h1_12,mm,CATEGORY_PERSISTENCE_R17,24,0,24,24,0,0,0.31218786789010894,0.2538269879538529,-0.0381113916599999
actual_rent,common,full,0,pooled_h1_12,mm,CATEGORY_AR_R17,24,0,24,24,0,0,0.33270677543155597,0.2490085110564688,-0.09083748905448674
actual_rent,common,full,0,pooled_h1_12,mm,CATEGORY_BOTH_R17,24,0,24,24,0,0,0.32778644490104264,0.2746987720884242,-0.020260998768624316
actual_rent,common,full,0,pooled_h1_12,mm,CATEGORY_DOMESTIC_R17,24,0,24,24,0,0,0.3241740943847734,0.25943749109361836,-0.03940828113988606
actual_rent,common,full,0,pooled_h1_12,mm,CATEGORY_IMPORTED_R17,24,0,24,24,0,0,0.33385657553578324,0.26470630104277443,-0.06635390301266242
actual_rent,common,full,0,pooled_h1_12,mm,CATEGORY_PERSISTENCE_R17,24,0,24,24,0,0,0.31218786789010894,0.2538269879538529,-0.0381113916599999
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_log,CATEGORY_AR_R17,24,0,24,24,0,0,0.66823503311845,0.5860340980771571,-0.47804833595069834
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_log,CATEGORY_BOTH_R17,24,0,24,24,0,0,0.3835343362069854,0.3388402234379459,-0.15285803607036516
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_log,CATEGORY_DOMESTIC_R17,24,0,24,24,0,0,0.3842725272367365,0.3335888856595943,-0.12648408376838854
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_log,CATEGORY_IMPORTED_R17,24,0,24,24,0,0,0.5852751746135546,0.5139157111707049,-0.4174658823632223
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_log,CATEGORY_PERSISTENCE_R17,24,0,24,24,0,0,0.430349717462516,0.3630871300477345,-0.19407276722925162
actual_rent,common,full,0,pooled_h1_12,cumulative_log,CATEGORY_AR_R17,24,0,24,24,0,0,0.66823503311845,0.5860340980771571,-0.47804833595069834
actual_rent,common,full,0,pooled_h1_12,cumulative_log,CATEGORY_BOTH_R17,24,0,24,24,0,0,0.3835343362069854,0.3388402234379459,-0.15285803607036516
actual_rent,common,full,0,pooled_h1_12,cumulative_log,CATEGORY_DOMESTIC_R17,24,0,24,24,0,0,0.3842725272367365,0.3335888856595943,-0.12648408376838854
actual_rent,common,full,0,pooled_h1_12,cumulative_log,CATEGORY_IMPORTED_R17,24,0,24,24,0,0,0.5852751746135546,0.5139157111707049,-0.4174658823632223
actual_rent,common,full,0,pooled_h1_12,cumulative_log,CATEGORY_PERSISTENCE_R17,24,0,24,24,0,0,0.430349717462516,0.3630871300477345,-0.19407276722925162
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,CATEGORY_AR_R17,24,0,24,24,0,0,0.6863151680507085,0.5996481108601228,-0.49123139546225975
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,CATEGORY_BOTH_R17,24,0,24,24,0,0,0.3908678932288947,0.3455196373231682,-0.1571347485760725
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,CATEGORY_DOMESTIC_R17,24,0,24,24,0,0,0.3933952688424461,0.34094037455936793,-0.13146969060091254
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,CATEGORY_IMPORTED_R17,24,0,24,24,0,0,0.5995057929850054,0.525277276294637,-0.4284637845236064
actual_rent,primary_control_calendar,full,0,pooled_h1_12,cumulative_pct,CATEGORY_PERSISTENCE_R17,24,0,24,24,0,0,0.44078228327588365,0.37082893012785667,-0.19958576079734835
actual_rent,common,full,0,pooled_h1_12,cumulative_pct,CATEGORY_AR_R17,24,0,24,24,0,0,0.6863151680507085,0.5996481108601228,-0.49123139546225975
actual_rent,common,full,0,pooled_h1_12,cumulative_pct,CATEGORY_BOTH_R17,24,0,24,24,0,0,0.3908678932288947,0.3455196373231682,-0.1571347485760725
actual_rent,common,full,0,pooled_h1_12,cumulative_pct,CATEGORY_DOMESTIC_R17,24,0,24,24,0,0,0.3933952688424461,0.34094037455936793,-0.13146969060091254
actual_rent,common,full,0,pooled_h1_12,cumulative_pct,CATEGORY_IMPORTED_R17,24,0,24,24,0,0,0.5995057929850054,0.525277276294637,-0.4284637845236064
actual_rent,common,full,0,pooled_h1_12,cumulative_pct,CATEGORY_PERSISTENCE_R17,24,0,24,24,0,0,0.44078228327588365,0.37082893012785667,-0.19958576079734835
actual_rent,primary_control_calendar,full,1,h1,mm,CATEGORY_AR_R17,2,0,2,2,0,0,0.24131919018380152,0.24032130307404076,0.24032130307404076
actual_rent,primary_control_calendar,full,1,h1,mm,CATEGORY_BOTH_R17,2,0,2,2,0,0,0.26158885189401143,0.26043104798067984,0.26043104798067984
actual_rent,primary_control_calendar,full,1,h1,mm,CATEGORY_DOMESTIC_R17,2,0,2,2,0,0,0.2951213775617646,0.2947045174899158,0.2947045174899158
actual_rent,primary_control_calendar,full,1,h1,mm,CATEGORY_IMPORTED_R17,2,0,2,2,0,0,0.22540919582349472,0.22392258552371613,0.22392258552371613
actual_rent,primary_control_calendar,full,1,h1,mm,CATEGORY_PERSISTENCE_R17,2,0,2,2,0,0,0.24205934380506464,0.23349515421702102,0.23349515421702102
actual_rent,common,full,1,h1,mm,CATEGORY_AR_R17,2,0,2,2,0,0,0.24131919018380152,0.24032130307404076,0.24032130307404076
actual_rent,common,full,1,h1,mm,CATEGORY_BOTH_R17,2,0,2,2,0,0,0.26158885189401143,0.26043104798067984,0.26043104798067984
actual_rent,common,full,1,h1,mm,CATEGORY_DOMESTIC_R17,2,0,2,2,0,0,0.2951213775617646,0.2947045174899158,0.2947045174899158
actual_rent,common,full,1,h1,mm,CATEGORY_IMPORTED_R17,2,0,2,2,0,0,0.22540919582349472,0.22392258552371613,0.22392258552371613
actual_rent,common,full,1,h1,mm,CATEGORY_PERSISTENCE_R17,2,0,2,2,0,0,0.24205934380506464,0.23349515421702102,0.23349515421702102
actual_rent,primary_control_calendar,full,1,h1,cumulative_log,CATEGORY_AR_R17,2,0,2,2,0,0,0.24080438461355352,0.23981096747849023,0.23981096747849023
actual_rent,primary_control_calendar,full,1,h1,cumulative_log,CATEGORY_BOTH_R17,2,0,2,2,0,0,0.26100381722577376,0.25985154363610163,0.25985154363610163
actual_rent,primary_control_calendar,full,1,h1,cumulative_log,CATEGORY_DOMESTIC_R17,2,0,2,2,0,0,0.29441534980967,0.29400069502229353,0.29400069502229353
actual_rent,primary_control_calendar,full,1,h1,cumulative_log,CATEGORY_IMPORTED_R17,2,0,2,2,0,0,0.2249445731146169,0.22346425126442657,0.22346425126442657
actual_rent,primary_control_calendar,full,1,h1,cumulative_log,CATEGORY_PERSISTENCE_R17,2,0,2,2,0,0,0.2415169335353393,0.23298934934881954,0.23298934934881954
actual_rent,common,full,1,h1,cumulative_log,CATEGORY_AR_R17,2,0,2,2,0,0,0.24080438461355352,0.23981096747849023,0.23981096747849023
actual_rent,common,full,1,h1,cumulative_log,CATEGORY_BOTH_R17,2,0,2,2,0,0,0.26100381722577376,0.25985154363610163,0.25985154363610163
actual_rent,common,full,1,h1,cumulative_log,CATEGORY_DOMESTIC_R17,2,0,2,2,0,0,0.29441534980967,0.29400069502229353,0.29400069502229353
actual_rent,common,full,1,h1,cumulative_log,CATEGORY_IMPORTED_R17,2,0,2,2,0,0,0.2249445731146169,0.22346425126442657,0.22346425126442657
actual_rent,common,full,1,h1,cumulative_log,CATEGORY_PERSISTENCE_R17,2,0,2,2,0,0,0.2415169335353393,0.23298934934881954,0.23298934934881954
actual_rent,primary_control_calendar,full,1,h1,cumulative_pct,CATEGORY_AR_R17,2,0,2,2,0,0,0.24131919018380152,0.24032130307404076,0.24032130307404076
actual_rent,primary_control_calendar,full,1,h1,cumulative_pct,CATEGORY_BOTH_R17,2,0,2,2,0,0,0.26158885189401143,0.26043104798067984,0.26043104798067984
actual_rent,primary_control_calendar,full,1,h1,cumulative_pct,CATEGORY_DOMESTIC_R17,2,0,2,2,0,0,0.2951213775617646,0.2947045174899158,0.2947045174899158
actual_rent,primary_control_calendar,full,1,h1,cumulative_pct,CATEGORY_IMPORTED_R17,2,0,2,2,0,0,0.22540919582349472,0.22392258552371613,0.22392258552371613
