edge,horizon,n_train,n_features,seconds
2010-12,1,103,66,2.720429000008153
2010-12,2,102,66,2.4905199999921024
2010-12,3,101,66,2.6202572000038344
2010-12,4,100,66,2.547542499989504
2010-12,5,99,66,3.137858799978858
2010-12,6,98,66,2.983192000014242
2010-12,7,97,66,3.0827150999975856
2010-12,8,96,66,2.1386465999821667
2010-12,9,95,66,2.1529480000026524
2010-12,10,94,66,2.103797299991129
2010-12,11,93,63,1.982204100000672
2010-12,12,92,63,2.22388229999342
2010-12,13,91,63,2.333706000004895
2011-01,1,104,66,2.321815500006778
2011-01,2,103,66,2.01158019999275
2011-01,3,102,66,2.0694165999884717
2011-01,4,101,66,2.086784199986141
2011-01,5,100,66,1.9799919000070076
2011-01,6,99,66,2.1982007000187878
2011-01,7,98,66,2.345998500008136
2011-01,8,97,66,2.4864297000167426
2011-01,9,96,66,2.2041194000048563
2011-01,10,95,66,2.441520300024422
2011-01,11,94,66,1.8602036999945994
2011-01,12,93,63,2.156322500028182
2011-01,13,92,63,2.360332100011874
2011-02,1,105,67,2.463673899997957
2011-02,2,104,66,2.184247299999697
2011-02,3,103,66,2.3123018000042066
2011-02,4,102,66,2.184113099996466
2011-02,5,101,66,2.302722000022186
2011-02,6,100,66,2.3657906999869738
2011-02,7,99,66,2.073536599986255
2011-02,8,98,66,2.7462230999954045
2011-02,9,97,66,2.386166800017236
2011-02,10,96,66,2.3851313999912236
2011-02,11,95,66,2.1447995000053197
2011-02,12,94,66,2.438128300011158
2011-02,13,93,63,2.467000700009521
2011-03,1,106,68,2.578833100007614
2011-03,2,105,67,2.712036100012483
2011-03,3,104,66,2.5439394999993965
2011-03,4,103,66,2.5365848000219557
2011-03,5,102,66,1.992066100006923
2011-03,6,101,66,2.4197624000080395
2011-03,7,100,66,2.52598219999345
2011-03,8,99,66,2.3226402000000235
2011-03,9,98,66,2.3651236000005156
2011-03,10,97,66,2.005885299993679
2011-03,11,96,66,2.4059757000068203
2011-03,12,95,66,2.600861699989764
2011-03,13,94,66,2.377615900011733
2011-04,1,107,68,2.3347126000153366
2011-04,2,106,68,2.3634828999929596
2011-04,3,105,67,2.3102058000222314
