edge,horizon,model,forecast,target_period,actual,convention,policy
2010-12,1,QRF_MEDIAN,0.4602991944764101,2011-01,0.6417112299465177,realtime,full
2010-12,1,QRF_MEAN,0.5850229240037906,2011-01,0.6417112299465177,realtime,full
2010-12,1,TVW1,0.5733242614093648,2011-01,0.6417112299465177,realtime,full
2010-12,1,TVW2,0.4775080794282492,2011-01,0.6417112299465177,realtime,full
2010-12,1,TVW3,0.6477529305637698,2011-01,0.6417112299465177,realtime,full
2010-12,2,QRF_MEDIAN,0.24393871783430215,2011-02,0.1062699256110688,realtime,full
2010-12,2,QRF_MEAN,0.348107592563059,2011-02,0.1062699256110688,realtime,full
2010-12,2,TVW1,0.2898831794414125,2011-02,0.1062699256110688,realtime,full
2010-12,2,TVW2,0.2950612193940394,2011-02,0.1062699256110688,realtime,full
2010-12,2,TVW3,0.34052284401648636,2011-02,0.1062699256110688,realtime,full
2010-12,3,QRF_MEDIAN,0.2184630509898255,2011-03,0.1061571125265281,realtime,full
2010-12,3,QRF_MEAN,0.2051644776246368,2011-03,0.1061571125265281,realtime,full
2010-12,3,TVW1,0.23728582385282884,2011-03,0.1061571125265281,realtime,full
2010-12,3,TVW2,0.19902056157058642,2011-03,0.1061571125265281,realtime,full
2010-12,3,TVW3,0.20841292680706042,2011-03,0.1061571125265281,realtime,full
2010-12,4,QRF_MEDIAN,0.1251595823836715,2011-04,0.212089077412525,realtime,full
2010-12,4,QRF_MEAN,0.17979302195386915,2011-04,0.212089077412525,realtime,full
2010-12,4,TVW1,0.21201056174181332,2011-04,0.212089077412525,realtime,full
2010-12,4,TVW2,0.19025074884132298,2011-04,0.212089077412525,realtime,full
2010-12,4,TVW3,0.2419214607988822,2011-04,0.212089077412525,realtime,full
2010-12,5,QRF_MEDIAN,0.2155172413793149,2011-05,0.5291005291005346,realtime,full
2010-12,5,QRF_MEAN,0.22221181233635667,2011-05,0.5291005291005346,realtime,full
2010-12,5,TVW1,0.2305964993099087,2011-05,0.5291005291005346,realtime,full
2010-12,5,TVW2,0.21939224616327022,2011-05,0.5291005291005346,realtime,full
2010-12,5,TVW3,0.19765818367044702,2011-05,0.5291005291005346,realtime,full
2010-12,6,QRF_MEDIAN,0.0,2011-06,-0.1052631578947305,realtime,full
2010-12,6,QRF_MEAN,0.011542474831357353,2011-06,-0.1052631578947305,realtime,full
2010-12,6,TVW1,0.04643269616046552,2011-06,-0.1052631578947305,realtime,full
2010-12,6,TVW2,0.006383700956449326,2011-06,-0.1052631578947305,realtime,full
2010-12,6,TVW3,0.11609149079797318,2011-06,-0.1052631578947305,realtime,full
2010-12,7,QRF_MEDIAN,0.0,2011-07,0.2107481559536328,realtime,full
2010-12,7,QRF_MEAN,0.06880833321576059,2011-07,0.2107481559536328,realtime,full
2010-12,7,TVW1,0.08465393151028565,2011-07,0.2107481559536328,realtime,full
2010-12,7,TVW2,0.06924202516827678,2011-07,0.2107481559536328,realtime,full
