dataset,freq,indic_bt,nace_r2,s_adj,unit,geo,time,value,status
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-04,95.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-05,98.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-06,98.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-07,96.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-08,96.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-09,95.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-10,93.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-11,93.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2011-12,93.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-01,95.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-02,95.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-03,95.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-04,92.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-05,92.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-06,92.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-07,92.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-08,93.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-09,93.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-10,93.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-11,90.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2012-12,90.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-01,92.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-02,92.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-03,93.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-04,93.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-05,93.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-06,93.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-07,91.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-08,92.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-09,90.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-10,90.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-11,90.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2013-12,90.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-01,89.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-02,89.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-03,89.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-04,89.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-05,88.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-06,88.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-07,88.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-08,88.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-09,88.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-10,88.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-11,88.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2014-12,88.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-01,89.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-02,88.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-03,88.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-04,88.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-05,88.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-06,89.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-07,89.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-08,88.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-09,87.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-10,87.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-11,87.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2015-12,87.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-01,83.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-02,83.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-03,82.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-04,82.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-05,82.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-06,82.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-07,83.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-08,83.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-09,82.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-10,83.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-11,83.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2016-12,83.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-01,85.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-02,87.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-03,88.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-04,87.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-05,86.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-06,86.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-07,85.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-08,84.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-09,84.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-10,85.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-11,86.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2017-12,86.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-01,90.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-02,92.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-03,91.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-04,91.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-05,92.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-06,92.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-07,92.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-08,92.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-09,92.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-10,93.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-11,94.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2018-12,93.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-01,98.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-02,99.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-03,99.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-04,99.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-05,99.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-06,99.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-07,99.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-08,99.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-09,99.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-10,96.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-11,97.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2019-12,97.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-01,96.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-02,97.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-03,96.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-04,95.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-05,96.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-06,95.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-07,95.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-08,95.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-09,95.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-10,95.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-11,95.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2020-12,95.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-01,95.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-02,96.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-03,96.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-04,96.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-05,96.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-06,97.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-07,97.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-08,99.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-09,99.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-10,107.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-11,108.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2021-12,109.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-01,118.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-02,120.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-03,121.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-04,124.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-05,129.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-06,129.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-07,127.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-08,127.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-09,130.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-10,133.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-11,134.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2022-12,133.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-01,183.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-02,185.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-03,188.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-04,188.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-05,188.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-06,188.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-07,185.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-08,185.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-09,185.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-10,187.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-11,187.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2023-12,186.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-01,180.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-02,184.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-03,184.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-04,185.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-05,185.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-06,185.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-07,185.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-08,185.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-09,183.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-10,183.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-11,183.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2024-12,183.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-01,179.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-02,179.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-03,177.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-04,177.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-05,177.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-06,177.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-07,177.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-08,176.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-09,176.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-10,176.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-11,176.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2025-12,176.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2026-01,175.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2026-02,176.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2026-03,177.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2026-04,180.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2026-05,181.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2026-06,181.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,I21,CZ,2026-07,180.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-01,43.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-02,50.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-03,50.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-04,50.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-05,53.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-06,51.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-07,53.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-08,53.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-09,53.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-10,53.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-11,55.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1991-12,8.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-01,7.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-02,8.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-03,8.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-04,8.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-05,11.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-06,12.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-07,11.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-08,11.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-09,11.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-10,11.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-11,10.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1992-12,10.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-01,16.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-02,10.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-03,10.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-04,13.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-05,8.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-06,8.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-07,10.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-08,10.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-09,10.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-10,10.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-11,9.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1993-12,9.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-01,5.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-02,2.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-03,2.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-04,0.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-05,0.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-06,0.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-07,-0.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-08,-1.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-09,-1.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-10,-0.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-11,-0.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1994-12,-0.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-01,0.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-02,2.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-03,2.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-04,2.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-05,2.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-06,2.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-07,0.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-08,2.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-09,3.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-10,3.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-11,2.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1995-12,3.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-01,3.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-02,5.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-03,4.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-04,3.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-05,4.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-06,4.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-07,6.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-08,4.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-09,3.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-10,4.6,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-11,4.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1996-12,4.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-01,6.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-02,6.8,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-03,8.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-04,8.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-05,8.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-06,8.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-07,8.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-08,8.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-09,9.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-10,8.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-11,8.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1997-12,8.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-01,8.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-02,8.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-03,7.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-04,5.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-05,5.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-06,5.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-07,5.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-08,5.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-09,5.3,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-10,5.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-11,6.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1998-12,5.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-01,6.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-02,5.7,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-03,6.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-04,6.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-05,7.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-06,6.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-07,6.9,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-08,6.5,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-09,7.0,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-10,6.4,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-11,6.1,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,1999-12,6.2,
sts_inppd_m,M,PRC_PRR_DOM,B,NSA,PCH_SM,CZ,2000-01,0.7,
