origin,config,prediction,n_train,last_training_target,status,converged,n_iter,dual_gap,family,band
2011-03,a1_l0.2,,11,2011-02,insufficient_history,False,,,domestic,0
2011-03,a1_l0.8,,11,2011-02,insufficient_history,False,,,domestic,0
2011-04,a0.01_l0.2,,12,2011-03,insufficient_history,False,,,domestic,0
2011-04,a0.01_l0.8,,12,2011-03,insufficient_history,False,,,domestic,0
2011-04,a0.1_l0.2,,12,2011-03,insufficient_history,False,,,domestic,0
2011-04,a0.1_l0.8,,12,2011-03,insufficient_history,False,,,domestic,0
2011-04,a1_l0.2,,12,2011-03,insufficient_history,False,,,domestic,0
2011-04,a1_l0.8,,12,2011-03,insufficient_history,False,,,domestic,0
2011-05,a0.01_l0.2,,13,2011-04,insufficient_history,False,,,domestic,0
2011-05,a0.01_l0.8,,13,2011-04,insufficient_history,False,,,domestic,0
2011-05,a0.1_l0.2,,13,2011-04,insufficient_history,False,,,domestic,0
2011-05,a0.1_l0.8,,13,2011-04,insufficient_history,False,,,domestic,0
2011-05,a1_l0.2,,13,2011-04,insufficient_history,False,,,domestic,0
2011-05,a1_l0.8,,13,2011-04,insufficient_history,False,,,domestic,0
2011-06,a0.01_l0.2,,14,2011-05,insufficient_history,False,,,domestic,0
2011-06,a0.01_l0.8,,14,2011-05,insufficient_history,False,,,domestic,0
2011-06,a0.1_l0.2,,14,2011-05,insufficient_history,False,,,domestic,0
2011-06,a0.1_l0.8,,14,2011-05,insufficient_history,False,,,domestic,0
2011-06,a1_l0.2,,14,2011-05,insufficient_history,False,,,domestic,0
2011-06,a1_l0.8,,14,2011-05,insufficient_history,False,,,domestic,0
2011-07,a0.01_l0.2,,15,2011-06,insufficient_history,False,,,domestic,0
2011-07,a0.01_l0.8,,15,2011-06,insufficient_history,False,,,domestic,0
2011-07,a0.1_l0.2,,15,2011-06,insufficient_history,False,,,domestic,0
2011-07,a0.1_l0.8,,15,2011-06,insufficient_history,False,,,domestic,0
2011-07,a1_l0.2,,15,2011-06,insufficient_history,False,,,domestic,0
2011-07,a1_l0.8,,15,2011-06,insufficient_history,False,,,domestic,0
2011-08,a0.01_l0.2,,16,2011-07,insufficient_history,False,,,domestic,0
2011-08,a0.01_l0.8,,16,2011-07,insufficient_history,False,,,domestic,0
2011-08,a0.1_l0.2,,16,2011-07,insufficient_history,False,,,domestic,0
2011-08,a0.1_l0.8,,16,2011-07,insufficient_history,False,,,domestic,0
2011-08,a1_l0.2,,16,2011-07,insufficient_history,False,,,domestic,0
2011-08,a1_l0.8,,16,2011-07,insufficient_history,False,,,domestic,0
2011-09,a0.01_l0.2,,17,2011-08,insufficient_history,False,,,domestic,0
2011-09,a0.01_l0.8,,17,2011-08,insufficient_history,False,,,domestic,0
2011-09,a0.1_l0.2,,17,2011-08,insufficient_history,False,,,domestic,0
2011-09,a0.1_l0.8,,17,2011-08,insufficient_history,False,,,domestic,0
2011-09,a1_l0.2,,17,2011-08,insufficient_history,False,,,domestic,0
2011-09,a1_l0.8,,17,2011-08,insufficient_history,False,,,domestic,0
2011-10,a0.01_l0.2,,18,2011-09,insufficient_history,False,,,domestic,0
2011-10,a0.01_l0.8,,18,2011-09,insufficient_history,False,,,domestic,0
2011-10,a0.1_l0.2,,18,2011-09,insufficient_history,False,,,domestic,0
2011-10,a0.1_l0.8,,18,2011-09,insufficient_history,False,,,domestic,0
2011-10,a1_l0.2,,18,2011-09,insufficient_history,False,,,domestic,0
2011-10,a1_l0.8,,18,2011-09,insufficient_history,False,,,domestic,0
2011-11,a0.01_l0.2,,19,2011-10,insufficient_history,False,,,domestic,0
2011-11,a0.01_l0.8,,19,2011-10,insufficient_history,False,,,domestic,0
2011-11,a0.1_l0.2,,19,2011-10,insufficient_history,False,,,domestic,0
2011-11,a0.1_l0.8,,19,2011-10,insufficient_history,False,,,domestic,0
2011-11,a1_l0.2,,19,2011-10,insufficient_history,False,,,domestic,0
2011-11,a1_l0.8,,19,2011-10,insufficient_history,False,,,domestic,0
2011-12,a0.01_l0.2,,20,2011-11,insufficient_history,False,,,domestic,0
2011-12,a0.01_l0.8,,20,2011-11,insufficient_history,False,,,domestic,0
2011-12,a0.1_l0.2,,20,2011-11,insufficient_history,False,,,domestic,0
2011-12,a0.1_l0.8,,20,2011-11,insufficient_history,False,,,domestic,0
2011-12,a1_l0.2,,20,2011-11,insufficient_history,False,,,domestic,0
2011-12,a1_l0.8,,20,2011-11,insufficient_history,False,,,domestic,0
2012-01,a0.01_l0.2,,21,2011-12,insufficient_history,False,,,domestic,0
2012-01,a0.01_l0.8,,21,2011-12,insufficient_history,False,,,domestic,0
2012-01,a0.1_l0.2,,21,2011-12,insufficient_history,False,,,domestic,0
2012-01,a0.1_l0.8,,21,2011-12,insufficient_history,False,,,domestic,0
2012-01,a1_l0.2,,21,2011-12,insufficient_history,False,,,domestic,0
2012-01,a1_l0.8,,21,2011-12,insufficient_history,False,,,domestic,0
2012-02,a0.01_l0.2,,22,2012-01,insufficient_history,False,,,domestic,0
2012-02,a0.01_l0.8,,22,2012-01,insufficient_history,False,,,domestic,0
2012-02,a0.1_l0.2,,22,2012-01,insufficient_history,False,,,domestic,0
2012-02,a0.1_l0.8,,22,2012-01,insufficient_history,False,,,domestic,0
2012-02,a1_l0.2,,22,2012-01,insufficient_history,False,,,domestic,0
2012-02,a1_l0.8,,22,2012-01,insufficient_history,False,,,domestic,0
2012-03,a0.01_l0.2,,23,2012-02,insufficient_history,False,,,domestic,0
2012-03,a0.01_l0.8,,23,2012-02,insufficient_history,False,,,domestic,0
2012-03,a0.1_l0.2,,23,2012-02,insufficient_history,False,,,domestic,0
2012-03,a0.1_l0.8,,23,2012-02,insufficient_history,False,,,domestic,0
2012-03,a1_l0.2,,23,2012-02,insufficient_history,False,,,domestic,0
2012-03,a1_l0.8,,23,2012-02,insufficient_history,False,,,domestic,0
2012-04,a0.01_l0.2,,24,2012-03,insufficient_history,False,,,domestic,0
2012-04,a0.01_l0.8,,24,2012-03,insufficient_history,False,,,domestic,0
2012-04,a0.1_l0.2,,24,2012-03,insufficient_history,False,,,domestic,0
2012-04,a0.1_l0.8,,24,2012-03,insufficient_history,False,,,domestic,0
2012-04,a1_l0.2,,24,2012-03,insufficient_history,False,,,domestic,0
2012-04,a1_l0.8,,24,2012-03,insufficient_history,False,,,domestic,0
2012-05,a0.01_l0.2,,25,2012-04,insufficient_history,False,,,domestic,0
2012-05,a0.01_l0.8,,25,2012-04,insufficient_history,False,,,domestic,0
2012-05,a0.1_l0.2,,25,2012-04,insufficient_history,False,,,domestic,0
2012-05,a0.1_l0.8,,25,2012-04,insufficient_history,False,,,domestic,0
2012-05,a1_l0.2,,25,2012-04,insufficient_history,False,,,domestic,0
2012-05,a1_l0.8,,25,2012-04,insufficient_history,False,,,domestic,0
2012-06,a0.01_l0.2,,26,2012-05,insufficient_history,False,,,domestic,0
2012-06,a0.01_l0.8,,26,2012-05,insufficient_history,False,,,domestic,0
2012-06,a0.1_l0.2,,26,2012-05,insufficient_history,False,,,domestic,0
2012-06,a0.1_l0.8,,26,2012-05,insufficient_history,False,,,domestic,0
2012-06,a1_l0.2,,26,2012-05,insufficient_history,False,,,domestic,0
2012-06,a1_l0.8,,26,2012-05,insufficient_history,False,,,domestic,0
2012-07,a0.01_l0.2,,27,2012-06,insufficient_history,False,,,domestic,0
2012-07,a0.01_l0.8,,27,2012-06,insufficient_history,False,,,domestic,0
2012-07,a0.1_l0.2,,27,2012-06,insufficient_history,False,,,domestic,0
2012-07,a0.1_l0.8,,27,2012-06,insufficient_history,False,,,domestic,0
2012-07,a1_l0.2,,27,2012-06,insufficient_history,False,,,domestic,0
2012-07,a1_l0.8,,27,2012-06,insufficient_history,False,,,domestic,0
2012-08,a0.01_l0.2,,28,2012-07,insufficient_history,False,,,domestic,0
2012-08,a0.01_l0.8,,28,2012-07,insufficient_history,False,,,domestic,0
2012-08,a0.1_l0.2,,28,2012-07,insufficient_history,False,,,domestic,0
2012-08,a0.1_l0.8,,28,2012-07,insufficient_history,False,,,domestic,0
2012-08,a1_l0.2,,28,2012-07,insufficient_history,False,,,domestic,0
2012-08,a1_l0.8,,28,2012-07,insufficient_history,False,,,domestic,0
2012-09,a0.01_l0.2,,29,2012-08,insufficient_history,False,,,domestic,0
2012-09,a0.01_l0.8,,29,2012-08,insufficient_history,False,,,domestic,0
2012-09,a0.1_l0.2,,29,2012-08,insufficient_history,False,,,domestic,0
2012-09,a0.1_l0.8,,29,2012-08,insufficient_history,False,,,domestic,0
2012-09,a1_l0.2,,29,2012-08,insufficient_history,False,,,domestic,0
2012-09,a1_l0.8,,29,2012-08,insufficient_history,False,,,domestic,0
2012-10,a0.01_l0.2,,30,2012-09,insufficient_history,False,,,domestic,0
2012-10,a0.01_l0.8,,30,2012-09,insufficient_history,False,,,domestic,0
2012-10,a0.1_l0.2,,30,2012-09,insufficient_history,False,,,domestic,0
2012-10,a0.1_l0.8,,30,2012-09,insufficient_history,False,,,domestic,0
2012-10,a1_l0.2,,30,2012-09,insufficient_history,False,,,domestic,0
2012-10,a1_l0.8,,30,2012-09,insufficient_history,False,,,domestic,0
2012-11,a0.01_l0.2,,31,2012-10,insufficient_history,False,,,domestic,0
2012-11,a0.01_l0.8,,31,2012-10,insufficient_history,False,,,domestic,0
2012-11,a0.1_l0.2,,31,2012-10,insufficient_history,False,,,domestic,0
2012-11,a0.1_l0.8,,31,2012-10,insufficient_history,False,,,domestic,0
2012-11,a1_l0.2,,31,2012-10,insufficient_history,False,,,domestic,0
2012-11,a1_l0.8,,31,2012-10,insufficient_history,False,,,domestic,0
2012-12,a0.01_l0.2,,32,2012-11,insufficient_history,False,,,domestic,0
2012-12,a0.01_l0.8,,32,2012-11,insufficient_history,False,,,domestic,0
2012-12,a0.1_l0.2,,32,2012-11,insufficient_history,False,,,domestic,0
2012-12,a0.1_l0.8,,32,2012-11,insufficient_history,False,,,domestic,0
2012-12,a1_l0.2,,32,2012-11,insufficient_history,False,,,domestic,0
2012-12,a1_l0.8,,32,2012-11,insufficient_history,False,,,domestic,0
2013-01,a0.01_l0.2,,33,2012-12,insufficient_history,False,,,domestic,0
2013-01,a0.01_l0.8,,33,2012-12,insufficient_history,False,,,domestic,0
2013-01,a0.1_l0.2,,33,2012-12,insufficient_history,False,,,domestic,0
2013-01,a0.1_l0.8,,33,2012-12,insufficient_history,False,,,domestic,0
2013-01,a1_l0.2,,33,2012-12,insufficient_history,False,,,domestic,0
2013-01,a1_l0.8,,33,2012-12,insufficient_history,False,,,domestic,0
2013-02,a0.01_l0.2,,34,2013-01,insufficient_history,False,,,domestic,0
2013-02,a0.01_l0.8,,34,2013-01,insufficient_history,False,,,domestic,0
2013-02,a0.1_l0.2,,34,2013-01,insufficient_history,False,,,domestic,0
2013-02,a0.1_l0.8,,34,2013-01,insufficient_history,False,,,domestic,0
2013-02,a1_l0.2,,34,2013-01,insufficient_history,False,,,domestic,0
2013-02,a1_l0.8,,34,2013-01,insufficient_history,False,,,domestic,0
2013-03,a0.01_l0.2,,35,2013-02,insufficient_history,False,,,domestic,0
2013-03,a0.01_l0.8,,35,2013-02,insufficient_history,False,,,domestic,0
2013-03,a0.1_l0.2,,35,2013-02,insufficient_history,False,,,domestic,0
2013-03,a0.1_l0.8,,35,2013-02,insufficient_history,False,,,domestic,0
2013-03,a1_l0.2,,35,2013-02,insufficient_history,False,,,domestic,0
2013-03,a1_l0.8,,35,2013-02,insufficient_history,False,,,domestic,0
2013-04,a0.01_l0.2,,36,2013-03,insufficient_history,False,,,domestic,0
2013-04,a0.01_l0.8,,36,2013-03,insufficient_history,False,,,domestic,0
2013-04,a0.1_l0.2,,36,2013-03,insufficient_history,False,,,domestic,0
2013-04,a0.1_l0.8,,36,2013-03,insufficient_history,False,,,domestic,0
2013-04,a1_l0.2,,36,2013-03,insufficient_history,False,,,domestic,0
2013-04,a1_l0.8,,36,2013-03,insufficient_history,False,,,domestic,0
2013-05,a0.01_l0.2,,37,2013-04,insufficient_history,False,,,domestic,0
2013-05,a0.01_l0.8,,37,2013-04,insufficient_history,False,,,domestic,0
2013-05,a0.1_l0.2,,37,2013-04,insufficient_history,False,,,domestic,0
2013-05,a0.1_l0.8,,37,2013-04,insufficient_history,False,,,domestic,0
2013-05,a1_l0.2,,37,2013-04,insufficient_history,False,,,domestic,0
2013-05,a1_l0.8,,37,2013-04,insufficient_history,False,,,domestic,0
2013-06,a0.01_l0.2,,38,2013-05,insufficient_history,False,,,domestic,0
2013-06,a0.01_l0.8,,38,2013-05,insufficient_history,False,,,domestic,0
2013-06,a0.1_l0.2,,38,2013-05,insufficient_history,False,,,domestic,0
2013-06,a0.1_l0.8,,38,2013-05,insufficient_history,False,,,domestic,0
2013-06,a1_l0.2,,38,2013-05,insufficient_history,False,,,domestic,0
2013-06,a1_l0.8,,38,2013-05,insufficient_history,False,,,domestic,0
2013-07,a0.01_l0.2,,39,2013-06,insufficient_history,False,,,domestic,0
2013-07,a0.01_l0.8,,39,2013-06,insufficient_history,False,,,domestic,0
2013-07,a0.1_l0.2,,39,2013-06,insufficient_history,False,,,domestic,0
2013-07,a0.1_l0.8,,39,2013-06,insufficient_history,False,,,domestic,0
2013-07,a1_l0.2,,39,2013-06,insufficient_history,False,,,domestic,0
2013-07,a1_l0.8,,39,2013-06,insufficient_history,False,,,domestic,0
2013-08,a0.01_l0.2,,40,2013-07,insufficient_history,False,,,domestic,0
2013-08,a0.01_l0.8,,40,2013-07,insufficient_history,False,,,domestic,0
2013-08,a0.1_l0.2,,40,2013-07,insufficient_history,False,,,domestic,0
2013-08,a0.1_l0.8,,40,2013-07,insufficient_history,False,,,domestic,0
2013-08,a1_l0.2,,40,2013-07,insufficient_history,False,,,domestic,0
2013-08,a1_l0.8,,40,2013-07,insufficient_history,False,,,domestic,0
2013-09,a0.01_l0.2,,41,2013-08,insufficient_history,False,,,domestic,0
2013-09,a0.01_l0.8,,41,2013-08,insufficient_history,False,,,domestic,0
2013-09,a0.1_l0.2,,41,2013-08,insufficient_history,False,,,domestic,0
2013-09,a0.1_l0.8,,41,2013-08,insufficient_history,False,,,domestic,0
2013-09,a1_l0.2,,41,2013-08,insufficient_history,False,,,domestic,0
2013-09,a1_l0.8,,41,2013-08,insufficient_history,False,,,domestic,0
2013-10,a0.01_l0.2,,42,2013-09,insufficient_history,False,,,domestic,0
2013-10,a0.01_l0.8,,42,2013-09,insufficient_history,False,,,domestic,0
2013-10,a0.1_l0.2,,42,2013-09,insufficient_history,False,,,domestic,0
2013-10,a0.1_l0.8,,42,2013-09,insufficient_history,False,,,domestic,0
2013-10,a1_l0.2,,42,2013-09,insufficient_history,False,,,domestic,0
2013-10,a1_l0.8,,42,2013-09,insufficient_history,False,,,domestic,0
2013-11,a0.01_l0.2,,43,2013-10,insufficient_history,False,,,domestic,0
2013-11,a0.01_l0.8,,43,2013-10,insufficient_history,False,,,domestic,0
2013-11,a0.1_l0.2,,43,2013-10,insufficient_history,False,,,domestic,0
2013-11,a0.1_l0.8,,43,2013-10,insufficient_history,False,,,domestic,0
2013-11,a1_l0.2,,43,2013-10,insufficient_history,False,,,domestic,0
2013-11,a1_l0.8,,43,2013-10,insufficient_history,False,,,domestic,0
2013-12,a0.01_l0.2,,44,2013-11,insufficient_history,False,,,domestic,0
2013-12,a0.01_l0.8,,44,2013-11,insufficient_history,False,,,domestic,0
2013-12,a0.1_l0.2,,44,2013-11,insufficient_history,False,,,domestic,0
2013-12,a0.1_l0.8,,44,2013-11,insufficient_history,False,,,domestic,0
2013-12,a1_l0.2,,44,2013-11,insufficient_history,False,,,domestic,0
2013-12,a1_l0.8,,44,2013-11,insufficient_history,False,,,domestic,0
2014-01,a0.01_l0.2,,45,2013-12,insufficient_history,False,,,domestic,0
2014-01,a0.01_l0.8,,45,2013-12,insufficient_history,False,,,domestic,0
2014-01,a0.1_l0.2,,45,2013-12,insufficient_history,False,,,domestic,0
2014-01,a0.1_l0.8,,45,2013-12,insufficient_history,False,,,domestic,0
2014-01,a1_l0.2,,45,2013-12,insufficient_history,False,,,domestic,0
2014-01,a1_l0.8,,45,2013-12,insufficient_history,False,,,domestic,0
2014-02,a0.01_l0.2,,46,2014-01,insufficient_history,False,,,domestic,0
2014-02,a0.01_l0.8,,46,2014-01,insufficient_history,False,,,domestic,0
2014-02,a0.1_l0.2,,46,2014-01,insufficient_history,False,,,domestic,0
2014-02,a0.1_l0.8,,46,2014-01,insufficient_history,False,,,domestic,0
2014-02,a1_l0.2,,46,2014-01,insufficient_history,False,,,domestic,0
2014-02,a1_l0.8,,46,2014-01,insufficient_history,False,,,domestic,0
2014-03,a0.01_l0.2,,47,2014-02,insufficient_history,False,,,domestic,0
2014-03,a0.01_l0.8,,47,2014-02,insufficient_history,False,,,domestic,0
2014-03,a0.1_l0.2,,47,2014-02,insufficient_history,False,,,domestic,0
2014-03,a0.1_l0.8,,47,2014-02,insufficient_history,False,,,domestic,0
2014-03,a1_l0.2,,47,2014-02,insufficient_history,False,,,domestic,0
2014-03,a1_l0.8,,47,2014-02,insufficient_history,False,,,domestic,0
2014-04,a0.01_l0.2,-0.10348342280035053,48,2014-03,estimated,True,108.0,7.528910634565141e-07,domestic,0
2014-04,a0.01_l0.8,-0.09749529374834666,48,2014-03,estimated,True,116.0,8.113610308613239e-07,domestic,0
2014-04,a0.1_l0.2,-0.0720340223844934,48,2014-03,estimated,True,54.0,1.6124410712192727e-07,domestic,0
2014-04,a0.1_l0.8,-0.07176322162829468,48,2014-03,estimated,True,32.0,2.437229026005146e-08,domestic,0
2014-04,a1_l0.2,-0.036545064158224186,48,2014-03,estimated,True,18.0,3.25815767698856e-08,domestic,0
2014-04,a1_l0.8,0.0,48,2014-03,estimated,True,0.0,0.0,domestic,0
2014-05,a0.01_l0.2,-0.081215200320307,49,2014-04,estimated,True,441.0,4.39192982281553e-07,domestic,0
2014-05,a0.01_l0.8,-0.07389965194089476,49,2014-04,estimated,True,87.0,4.034761002218989e-07,domestic,0
2014-05,a0.1_l0.2,-0.055796341940899614,49,2014-04,estimated,True,39.0,4.2026180674279386e-07,domestic,0
2014-05,a0.1_l0.8,-0.0712139323903051,49,2014-04,estimated,True,31.0,2.0381047742914086e-08,domestic,0
2014-05,a1_l0.2,-0.05277773194447466,49,2014-04,estimated,True,15.0,5.932950326943998e-08,domestic,0
2014-05,a1_l0.8,0.0,49,2014-04,estimated,True,0.0,0.0,domestic,0
2014-06,a0.01_l0.2,0.054766448309074754,50,2014-05,estimated,True,161.0,9.481942909417285e-07,domestic,0
2014-06,a0.01_l0.8,0.05424748049967785,50,2014-05,estimated,True,105.0,6.372046319746971e-07,domestic,0
2014-06,a0.1_l0.2,0.038766650554560474,50,2014-05,estimated,True,38.0,2.1961110263646333e-07,domestic,0
2014-06,a0.1_l0.8,0.015017009039470414,50,2014-05,estimated,True,31.0,2.44307506847008e-08,domestic,0
2014-06,a1_l0.2,-0.019417694967317406,50,2014-05,estimated,True,18.0,2.9273131190166168e-08,domestic,0
2014-06,a1_l0.8,0.0,50,2014-05,estimated,True,0.0,0.0,domestic,0
2014-07,a0.01_l0.2,0.02388226563817274,51,2014-06,estimated,True,214.0,9.679664065668378e-07,domestic,0
2014-07,a0.01_l0.8,0.018443438090609054,51,2014-06,estimated,True,92.0,9.123638704315786e-07,domestic,0
2014-07,a0.1_l0.2,-0.0023007898033633256,51,2014-06,estimated,True,62.0,5.93599921565297e-07,domestic,0
2014-07,a0.1_l0.8,-0.022414175371070898,51,2014-06,estimated,True,35.0,1.0704473852852106e-07,domestic,0
2014-07,a1_l0.2,-0.033850125791712815,51,2014-06,estimated,True,18.0,2.711411407379309e-08,domestic,0
2014-07,a1_l0.8,0.0,51,2014-06,estimated,True,0.0,0.0,domestic,0
2014-08,a0.01_l0.2,0.06725423953984128,52,2014-07,estimated,True,147.0,7.923968454213683e-07,domestic,0
2014-08,a0.01_l0.8,0.06903867022416019,52,2014-07,estimated,True,95.0,8.755423410893133e-07,domestic,0
2014-08,a0.1_l0.2,0.05011728435290706,52,2014-07,estimated,True,63.0,5.79096392924109e-07,domestic,0
2014-08,a0.1_l0.8,0.022575347108126094,52,2014-07,estimated,True,30.0,6.779657727525782e-08,domestic,0
2014-08,a1_l0.2,-0.00901571759948164,52,2014-07,estimated,True,18.0,3.304251450231277e-08,domestic,0
2014-08,a1_l0.8,0.0,52,2014-07,estimated,True,0.0,0.0,domestic,0
2014-09,a0.01_l0.2,0.017700497450686286,53,2014-08,estimated,True,114.0,7.876116587603255e-07,domestic,0
2014-09,a0.01_l0.8,0.01057337257039683,53,2014-08,estimated,True,98.0,9.759678385373203e-07,domestic,0
2014-09,a0.1_l0.2,-0.006891125977198316,53,2014-08,estimated,True,64.0,6.840710116936522e-07,domestic,0
2014-09,a0.1_l0.8,-0.026598177340210187,53,2014-08,estimated,True,29.0,1.0823459840749811e-07,domestic,0
2014-09,a1_l0.2,-0.025761410489048932,53,2014-08,estimated,True,19.0,1.386190851831689e-08,domestic,0
