scope,sample,clock,model,quarters_ahead,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_mae,mean_absolute_error_gain_vs_cnb,material_gains,material_losses,immaterial_pairs,mean_model_cnb_deviation,mean_realised_cnb_error,deviation_direction_correct_rate,deviation_error_correlation
within_clock_common,full,cutoff,DAMPED_P95_Q001_R16,all,66,1.2757683245987168,2.022284213399014,-0.22978522865189382,18,18,1.0605492231877776,-0.2152191014109392,13,31,22,0.26928226119902504,0.499067489850919,0.5454545454545454,0.4798184767226155
within_clock_common,full,cutoff,DAMPED_P95_Q001_R16,1,18,0.8295617653255728,1.481179804549803,-0.23180181765101654,18,18,0.5554610620931573,-0.27410070323241553,4,8,6,-0.3965853512137171,-0.16478353356270048,0.6111111111111112,0.22944465355307514
within_clock_common,full,cutoff,DAMPED_P95_Q001_R16,2,17,1.3757368852649274,1.9901477897698394,-0.42213231930827577,17,17,1.175891176650326,-0.19984570861460166,4,7,6,-0.07101070088784885,0.3511216184204268,0.7058823529411765,0.3694515483880702
within_clock_common,full,cutoff,DAMPED_P95_Q001_R16,3,16,1.2980809637778195,2.031091889539379,-0.2691463454225575,16,16,1.1088691841257816,-0.18921177965203792,3,7,6,0.4845966249903998,0.7537429704129572,0.375,0.539138537333731
within_clock_common,full,cutoff,DAMPED_P95_Q001_R16,4,15,1.6741183451804083,2.54412622768417,0.032613238779660755,15,15,1.4843928442432301,-0.18972550093717827,2,9,4,1.2243200984153062,1.1917068596356455,0.4666666666666667,0.5380122383497558
within_clock_common,full,cutoff,FOOD_H0_FAST_R18,all,66,1.3085235380574218,2.107345125013132,-0.2741335395595706,18,18,1.0605492231877776,-0.24797431486964427,15,33,18,0.2249339502913483,0.499067489850919,0.5303030303030303,0.42259418376167096
within_clock_common,full,cutoff,FOOD_H0_FAST_R18,1,18,0.8247757444366836,1.4893327022909142,-0.2588704791026813,18,18,0.5554610620931573,-0.2693146823435263,4,9,5,-0.42365401266538183,-0.16478353356270048,0.6666666666666666,0.2408178219771971
within_clock_common,full,cutoff,FOOD_H0_FAST_R18,2,17,1.4172211410811009,2.06155097234958,-0.46411362290203434,17,17,1.175891176650326,-0.24132996443077537,4,8,5,-0.11299200448160757,0.3511216184204268,0.5882352941176471,0.33169359622582484
within_clock_common,full,cutoff,FOOD_H0_FAST_R18,3,16,1.4466945065575145,2.153372534587774,-0.31824376798814014,16,16,1.1088691841257816,-0.33782532243173286,3,8,5,0.43549920242481716,0.7537429704129572,0.3125,0.45988406818934363
within_clock_common,full,cutoff,FOOD_H0_FAST_R18,4,15,1.6184479072420397,2.6674773586526097,-0.030087540662571532,15,15,1.4843928442432301,-0.1340550629988095,4,8,3,1.1616193189730744,1.1917068596356455,0.5333333333333333,0.4684091052273818
within_clock_common,full,cutoff,FOOD_H0_SELECT_R18,all,66,1.2947111482677924,2.1175581862304904,-0.3095559672730914,18,18,1.0605492231877776,-0.23416192508001482,16,33,17,0.1895115225778275,0.499067489850919,0.5454545454545454,0.4177774332550854
within_clock_common,full,cutoff,FOOD_H0_SELECT_R18,1,18,0.8329140173279383,1.4985658934979953,-0.2654693069622467,18,18,0.5554610620931573,-0.2774529552347812,4,9,5,-0.4302528405249472,-0.16478353356270048,0.6666666666666666,0.23072269476558588
within_clock_common,full,cutoff,FOOD_H0_SELECT_R18,2,17,1.4095292604688865,2.0758961243886254,-0.49700845953920014,17,17,1.175891176650326,-0.2336380838185609,5,8,4,-0.14588684111877348,0.3511216184204268,0.5882352941176471,0.3240963717382828
within_clock_common,full,cutoff,FOOD_H0_SELECT_R18,3,16,1.4064153910221646,2.1564614151184345,-0.3692944710953554,16,16,1.1088691841257816,-0.29754620689638295,4,8,4,0.3844484993176019,0.7537429704129572,0.375,0.46297348767865937
within_clock_common,full,cutoff,FOOD_H0_SELECT_R18,4,15,1.5995893192963802,2.6815518828015183,-0.08629273100076681,15,15,1.4843928442432301,-0.11519647505315016,3,8,4,1.1054141286348793,1.1917068596356455,0.5333333333333333,0.4598023492503453
within_clock_common,full,cutoff,FOOD_H0_SLOW_R18,all,66,1.2810217526061087,2.0859806499359377,-0.3005794237371449,18,18,1.0605492231877776,-0.22047252941833095,16,33,17,0.1984880661137739,0.499067489850919,0.5454545454545454,0.4394587616728596
within_clock_common,full,cutoff,FOOD_H0_SLOW_R18,1,18,0.8257431677992582,1.4903789000403322,-0.2622271882279229,18,18,0.5554610620931573,-0.27028210570610106,4,9,5,-0.42701072179062344,-0.16478353356270048,0.6666666666666666,0.24081732201613062
within_clock_common,full,cutoff,FOOD_H0_SLOW_R18,2,17,1.4018427794074981,2.0554503731618134,-0.4893219784778117,17,17,1.175891176650326,-0.2259516027571725,5,8,4,-0.13820036005738504,0.3511216184204268,0.5882352941176471,0.34166920283521224
within_clock_common,full,cutoff,FOOD_H0_SLOW_R18,3,16,1.3948734027363057,2.1186790858923046,-0.35775248280949656,16,16,1.1088691841257816,-0.2860042186105241,4,8,4,0.39599048760346073,0.7537429704129572,0.375,0.48888629776147857
within_clock_common,full,cutoff,FOOD_H0_SLOW_R18,4,15,1.5689837971938771,2.6275586645978395,-0.07170928129828069,15,15,1.4843928442432301,-0.08459095295064716,3,8,4,1.1199975783373655,1.1917068596356455,0.5333333333333333,0.4938604541755206
within_clock_common,full,cutoff,FUEL_ANNUAL_R17,all,66,1.3364541993707637,2.2062116056322796,-0.37985852659115227,18,18,1.0605492231877776,-0.27590497618298593,17,31,18,0.11920896325976667,0.499067489850919,0.5606060606060606,0.3665451659943966
within_clock_common,full,cutoff,FUEL_ANNUAL_R17,1,18,0.8430436941611208,1.515785989968169,-0.28244026244031495,18,18,0.5554610620931573,-0.2875826320679633,5,8,5,-0.44722379600301543,-0.16478353356270048,0.6111111111111112,0.23643379760259986
within_clock_common,full,cutoff,FUEL_ANNUAL_R17,2,17,1.4253818058640153,2.1269247799681366,-0.555449214976128,17,17,1.175891176650326,-0.24949062921368964,4,8,5,-0.20432759655570132,0.3511216184204268,0.5294117647058824,0.30416050641233133
within_clock_common,full,cutoff,FUEL_ANNUAL_R17,3,16,1.5266052146166704,2.293516440669632,-0.46027280321002195,16,16,1.1088691841257816,-0.41773603049088887,4,8,4,0.2934701672029353,0.7537429704129572,0.4375,0.38053466831613814
within_clock_common,full,cutoff,FUEL_ANNUAL_R17,4,15,1.6249344353343491,2.8145009250637667,-0.21198243500905659,15,15,1.4843928442432301,-0.14054159109111927,4,7,4,0.9797244246265893,1.1917068596356455,0.6666666666666666,0.37369349189919154
within_clock_common,full,cutoff,INDEPENDENT_BRIDGE,all,66,1.5927894127721447,2.454660358717828,-0.1803925383631763,18,18,1.0605492231877776,-0.5322401895843671,13,39,14,0.31867495148774266,0.499067489850919,0.5909090909090909,0.22259885861264925
within_clock_common,full,cutoff,INDEPENDENT_BRIDGE,1,18,0.9287963255666474,1.5935813439003832,-0.22524732286277555,18,18,0.5554610620931573,-0.37333526347349,4,8,6,-0.3900308564254762,-0.16478353356270048,0.6666666666666666,0.15529108974498224
within_clock_common,full,cutoff,INDEPENDENT_BRIDGE,2,17,1.521678496358175,2.186317994027108,-0.33277537546188246,17,17,1.175891176650326,-0.3457873197078493,5,10,2,0.018346242958544225,0.3511216184204268,0.6470588235294118,0.22475000036834775
within_clock_common,full,cutoff,INDEPENDENT_BRIDGE,3,16,1.779560954243975,2.478291843365109,-0.22785900880405624,16,16,1.1088691841257816,-0.6706917701181934,2,11,3,0.525883961608901,0.7537429704129572,0.5,0.26487705458347327
within_clock_common,full,cutoff,INDEPENDENT_BRIDGE,4,15,2.2709505117846214,3.39049564503443,0.09676465355181496,15,15,1.4843928442432301,-0.7865576675413917,2,10,3,1.288471513187461,1.1917068596356455,0.5333333333333333,0.04545348958197344
within_clock_common,full,cutoff,MCT_FAST_R18,all,66,1.4226800766240106,2.256759886748132,-0.2565923270300837,18,18,1.0605492231877776,-0.36213085343623297,16,37,13,0.2424751628208352,0.499067489850919,0.5454545454545454,0.31837354019933956
within_clock_common,full,cutoff,MCT_FAST_R18,1,18,0.8394627502941094,1.5174442081525008,-0.24078358024337654,18,18,0.5554610620931573,-0.2840016882009522,5,7,6,-0.405567113806077,-0.16478353356270048,0.6666666666666666,0.23452084064222117
within_clock_common,full,cutoff,MCT_FAST_R18,2,17,1.498358224270215,2.1808186346371046,-0.44836354782780435,17,17,1.175891176650326,-0.3224670476198894,4,9,4,-0.09724192940737757,0.3511216184204268,0.5882352941176471,0.24372035684114415
