clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,threshold,capture_ratio,relative_absolute_error_gain
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,11.177362264313452,11.23658150891361,-0.059219244600157595,1.5407302763581008,1.5999495209582584,1.5407302763581008,2.5563315506835473,True,False,True,0.5,0.9629868043807474,0.9629868043807474
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,10.79035743221643,11.23658150891361,-0.44622407669717923,1.1537254442610791,1.5999495209582584,1.1537254442610791,2.3607225429903105,True,False,True,0.5,0.721101152972675,0.721101152972675
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.31548462118809,11.23658150891361,-0.9210968877255183,0.67885263323274,1.5999495209582584,0.67885263323274,1.7114189930369244,True,False,True,0.5,0.42429628206404574,0.42429628206404574
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,10.815482315993968,11.23658150891361,-0.42109919291964104,1.1788503280386173,1.5999495209582584,1.1788503280386173,2.3825139393369876,True,False,True,0.5,0.7368047007711643,0.7368047007711643
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,FUEL_ANNUAL_R17,10.697587799984648,11.23658150891361,-0.5389937089289614,1.060955812029297,1.5999495209582584,1.060955812029297,2.2693242513495626,True,False,True,0.5,0.663118303503637,0.663118303503637
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,MCT_FAST_R18,10.629544900016642,11.23658150891361,-0.6070366088969674,0.992912912061291,1.5999495209582584,0.992912912061291,2.191345025073431,True,False,True,0.5,0.6205901492858382,0.6205901492858382
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,MCT_SIGNALS_R18,10.629544900016642,11.23658150891361,-0.6070366088969674,0.992912912061291,1.5999495209582584,0.992912912061291,2.191345025073431,True,False,True,0.5,0.6205901492858382,0.6205901492858382
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,MCT_SLOW_R18,10.457944184959944,11.23658150891361,-0.7786373239536655,0.8213121970045929,1.5999495209582584,0.8213121970045929,1.9535623873608352,True,False,True,0.5,0.5133363185812788,0.5133363185812788
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,FOOD_H0_FAST_R18,10.836397383569645,11.23658150891361,-0.40018412534396397,1.1997653956142944,1.5999495209582584,1.1997653956142944,2.399691135437247,True,False,True,0.5,0.7498770304301341,0.7498770304301341
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,FOOD_H0_SELECT_R18,10.79035743221643,11.23658150891361,-0.44622407669717923,1.1537254442610791,1.5999495209582584,1.1537254442610791,2.3607225429903105,True,False,True,0.5,0.721101152972675,0.721101152972675
report,2022-02-10,2022-01-21,2022Q1,1,2021-12,2022-01-11 22:59:00+00:00,FOOD_H0_SLOW_R18,10.839102879443777,11.23658150891361,-0.39747862946983226,1.2024708914884261,1.5999495209582584,1.2024708914884261,2.4018492087293444,True,False,True,0.5,0.7515680187011337,0.7515680187011337
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,12.086840018543763,15.77230851609123,-3.6854684975474683,2.5817358585437624,6.267204356091231,2.5817358585437624,25.69517239459411,True,False,True,0.5,0.41194378096742895,0.41194378096742895
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.766130674099614,15.77230851609123,-4.006177841991617,2.2610265140996137,6.267204356091231,2.2610265140996137,23.228389539344292,True,False,True,0.5,0.36077114860664683,0.36077114860664683
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,STABLE_LOCAL_CORE_R14B,10.617180777830512,15.77230851609123,-5.155127738260719,1.1120766178305121,6.267204356091231,1.1120766178305121,12.70250844322383,True,False,True,0.5,0.17744380981444477,0.17744380981444477
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,DAMPED_P95_Q001_R16,11.903237780405385,15.77230851609123,-3.8690707356858454,2.3981336204053854,6.267204356091231,2.3981336204053854,24.308142083268294,True,False,True,0.5,0.3826480650937428,0.3826480650937428
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,FUEL_ANNUAL_R17,11.533025246400506,15.77230851609123,-4.239283269690725,2.0279210864005055,6.267204356091231,2.0279210864005055,21.306327800329214,True,False,True,0.5,0.3235766653164142,0.3235766653164142
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,MCT_FAST_R18,11.331123577860865,15.77230851609123,-4.441184938230366,1.8260194178608646,6.267204356091231,1.8260194178608646,19.553726785444642,True,False,True,0.5,0.29136107809953843,0.29136107809953843
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,MCT_SIGNALS_R18,11.331123577860865,15.77230851609123,-4.441184938230366,1.8260194178608646,6.267204356091231,1.8260194178608646,19.553726785444642,True,False,True,0.5,0.29136107809953843,0.29136107809953843
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,MCT_SLOW_R18,10.88188719892436,15.77230851609123,-4.8904213171668705,1.3767830389243603,6.267204356091231,1.3767830389243603,15.361629781608752,True,False,True,0.5,0.21968057218147596,0.21968057218147596
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,FOOD_H0_FAST_R18,11.829524052594314,15.77230851609123,-3.942784463496917,2.324419892594314,6.267204356091231,2.324419892594314,23.73230111541623,True,False,True,0.5,0.37088624536954184,0.37088624536954184
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,FOOD_H0_SELECT_R18,11.766130674099616,15.77230851609123,-4.006177841991615,2.2610265140996155,6.267204356091231,2.2610265140996155,23.228389539344306,True,False,True,0.5,0.3607711486066471,0.3607711486066471
report,2022-02-10,2022-01-21,2022Q2,2,2021-12,2022-01-11 22:59:00+00:00,FOOD_H0_SLOW_R18,11.87381560476939,15.77230851609123,-3.8984929113218403,2.3687114447693904,6.267204356091231,2.3687114447693904,24.079603461382263,True,False,True,0.5,0.3779534398726266,0.3779534398726266
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,11.082037364712363,17.578003612072624,-6.495966247360261,2.9116569347123633,9.407623182072625,2.9116569347123633,46.3057964490265,True,False,True,0.5,0.3094997406210828,0.3094997406210828
report,2022-02-10,2022-01-21,2022Q3,3,2021-12,2022-01-11 22:59:00+00:00,STATE_FAST_R15,11.507533927035754,17.578003612072624,-6.070469685036871,3.3371534970357537,9.407623182072625,3.3371534970357537,51.65277173891861,True,False,True,0.5,0.3547286527584467,0.3547286527584467
