origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,core_mm_forecast,core_mm_actual,core_cumulative_log_forecast,core_cumulative_log_actual
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,MCT_FAST_R18,0.3039562195302341,0.0930232558139509,2.769818529130847,2.8970298426034664,0.30349520656209494,0.09298001599665273,0.41586222853743093,0.4,0.41499991144585724,0.39920212695374535
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,MCT_SIGNALS_R18,0.3039562195302341,0.0930232558139509,2.769818529130847,2.8970298426034664,0.30349520656209494,0.09298001599665273,0.41586222853743093,0.4,0.41499991144585724,0.39920212695374535
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,MCT_SLOW_R18,0.30915125243130054,0.0930232558139509,2.769818529130847,2.9023591783106677,0.30867436256809394,0.09298001599665273,0.42527672916085246,0.4,0.42437498338497814,0.39920212695374535
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,MCT_FAST_R18,0.24875333723655307,0.6505576208178487,2.9467680608364977,2.837058570362298,0.2484444582477745,0.6484506279260935,0.1473857351909623,0.1,0.14727722901826928,0.09995003330835331
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,MCT_FAST_R18,0.09005235771110015,0.1846722068328699,2.7462121212121224,2.539780668606399,0.3384562931492336,0.8329525252830231,0.14857407718226287,0.3,0.29574104411888164,0.3995009312882012
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,MCT_SIGNALS_R18,0.24875333723655307,0.6505576208178487,2.9467680608364977,2.837058570362298,0.2484444582477745,0.6484506279260935,0.1473857351909623,0.1,0.14727722901826928,0.09995003330835331
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,MCT_SIGNALS_R18,0.09005235771110015,0.1846722068328699,2.7462121212121224,2.539780668606399,0.3384562931492336,0.8329525252830231,0.14857407718226287,0.3,0.29574104411888164,0.3995009312882012
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,MCT_SLOW_R18,0.25565459806456714,0.6505576208178487,2.9467680608364977,2.8441380136506598,0.25532835761119027,0.6484506279260935,0.15991946195636378,0.1,0.15979172694875995,0.09995003330835331
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,MCT_SLOW_R18,0.09740156597280339,0.1846722068328699,2.7462121212121224,2.5543692471076977,0.35268251903807335,0.8329525252830231,0.1619213438035023,0.3,0.32158211948401105,0.3995009312882012
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.1412266229417021,0.1846722068328699,2.7462121212121224,2.2679122897529265,0.1411269919392,0.18450189735692968,0.16029613502912154,0.3,0.16016779790259322,0.2995508979798479
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.35381156158649446,0.3686635944700533,2.9300567107750517,2.435740902185185,0.4943141128821393,0.5524875931969915,0.5840012389491241,1.0,0.7424703599371274,1.2945839832966564
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,MCT_FAST_R18,-0.028668730245635727,0.0918273645546419,2.9272898961284195,2.309672861903639,0.4656412723704412,0.6442728222198875,0.10878919022795663,0.2,0.8512004176081992,1.494384249563962
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,MCT_FAST_R18,-0.15815196478447055,-0.5504587155963248,2.6515151515151705,2.4380609112219336,0.3073641153527494,0.09229349986010649,-0.4166180743242214,-0.9,0.43371207220591607,0.5903097843490557
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.32562935228262346,0.4612546125461358,2.735849056603792,2.3838118363808136,0.6324644433877558,0.552487593197012,0.45867215518183324,0.6,0.8913355321507139,1.188516952103802
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.028725724056874263,0.2754820936639035,3.116147308781873,2.509929808599346,0.6611860423984645,0.8275909303859917,0.0084608315777471,0.0,0.899796005820294,1.188516952103802
2019-05,7,2019-12,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.14788137663441386,0.1831501831501825,3.207547169811327,2.564672410681627,0.8089581822057897,1.0105735980936075,0.2583432706932852,0.1,1.1578061439131033,1.2884669854121553
2019-05,8,2020-01,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.8589047135501332,1.4625228519195457,3.6414565826330487,2.3831386829518997,1.664195295055066,2.4625047305389227,0.3833096551575007,0.8,1.5403830395071227,2.085283950329843
2019-05,9,2020-02,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.2848003974126168,0.2702702702702675,3.7278657968313063,2.483347468676211,1.9485909045121934,2.7324104274554206,0.33342023017049965,0.7,1.87324865688044,2.782845323972367
2019-05,10,2020-03,2019-06-10T21:59:00+00:00,MCT_FAST_R18,-0.015819015251554342,-0.0898472596585708,3.4418604651162905,2.2764990809381063,1.9327706379224534,2.642522780953716,-0.02675413586428859,-0.3,1.846490941458755,2.482394421942495
2019-05,11,2020-04,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.18385716236680183,-0.1798561151079125,3.159851301115256,2.369314480632121,2.1164589898901562,2.4625047305389303,0.41335649100747396,0.2,2.2589954615008483,2.6821946882098007
2019-05,12,2020-05,2019-06-10T21:59:00+00:00,MCT_FAST_R18,0.1925825094265456,0.3603603603603567,2.862419205909517,2.335716708353206,2.3088562969421496,2.822217348623878,0.15827209858893465,0.7,2.4171424418046503,3.3797560618523246
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,MCT_SIGNALS_R18,0.1412266229417021,0.1846722068328699,2.7462121212121224,2.2679122897529265,0.1411269919392,0.18450189735692968,0.16029613502912154,0.3,0.16016779790259322,0.2995508979798479
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,MCT_SIGNALS_R18,0.35381156158649446,0.3686635944700533,2.9300567107750517,2.435740902185185,0.4943141128821393,0.5524875931969915,0.5840012389491241,1.0,0.7424703599371274,1.2945839832966564
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,MCT_SIGNALS_R18,-0.028668730245635727,0.0918273645546419,2.9272898961284195,2.309672861903639,0.4656412723704412,0.6442728222198875,0.10878919022795663,0.2,0.8512004176081992,1.494384249563962
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,MCT_SIGNALS_R18,-0.15815196478447055,-0.5504587155963248,2.6515151515151705,2.4380609112219336,0.3073641153527494,0.09229349986010649,-0.4166180743242214,-0.9,0.43371207220591607,0.5903097843490557
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,MCT_SIGNALS_R18,0.32562935228262346,0.4612546125461358,2.735849056603792,2.3838118363808136,0.6324644433877558,0.552487593197012,0.45867215518183324,0.6,0.8913355321507139,1.188516952103802
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,MCT_SIGNALS_R18,0.028725724056874263,0.2754820936639035,3.116147308781873,2.509929808599346,0.6611860423984645,0.8275909303859917,0.0084608315777471,0.0,0.899796005820294,1.188516952103802
