sample,clock,model,omitted_report,n,mae,rmse,bias,report_count,unique_target_quarters,cnb_rmse,cnb_mae,rmse_gain_vs_cnb,mae_gain_vs_cnb,full_rmse_gain_vs_cnb,full_mae_gain_vs_cnb,scope
full,cutoff,DAMPED_P95_Q001_R16,2022-02-10,62,1.1343538916346112,1.8276240258505358,-0.020888015304122116,17,17,1.4762985730425087,0.7040305251471131,-0.3513254528080272,-0.43032336648749814,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2022-05-12,62,1.0686003536622881,1.695770156751527,0.04486552266820098,17,18,2.011588414712717,0.8639058580347869,0.3158182579611901,-0.2046944956275012,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2022-08-11,62,1.2691491928188796,2.046831867984477,-0.28078008011314737,17,18,2.3011132855836207,1.025782452630478,0.2542814175991439,-0.24336674018840165,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2022-11-10,62,1.2560909107119138,2.033864779573559,-0.26771263344293633,17,18,2.3277027370360734,1.0273077011297567,0.2938379574625145,-0.22878320958215714,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2023-02-09,62,1.202022880229054,1.9569311572757224,-0.11870590451486711,17,18,2.3679762558638635,1.1198213144271685,0.4110450985881411,-0.08220156580188553,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2023-05-11,62,1.154761059025825,1.8984718803218696,-0.44792498153127674,17,18,2.364701449100045,1.0977174807353174,0.46622956877817523,-0.05704357829050766,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2023-08-10,62,1.3216065454527746,2.081119868906029,-0.27130150919085866,17,18,2.3661721828347044,1.1073596899799842,0.28505231392867536,-0.21424685547279032,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2023-11-09,62,1.2842357620376692,2.0660936099253533,-0.3184502785194327,17,18,2.366849088210777,1.1139947860587205,0.3007554782854238,-0.17024097597894872,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2024-02-15,62,1.3335640118182066,2.084217827702128,-0.22009813548771767,17,18,2.366056213976598,1.1097687047272502,0.2818383862744702,-0.2237953070909564,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2024-05-09,62,1.3492186460764388,2.086045859649815,-0.2357527697459496,17,18,2.367256203681473,1.113370885039828,0.281210344031658,-0.23584776103661076,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2024-08-08,62,1.3284527035649611,2.082611717476974,-0.21498682723447182,17,18,2.364628764398905,1.0964902903161784,0.28201704692193097,-0.23196241324878275,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2024-11-14,62,1.3502245029444189,2.0861687149255808,-0.25246153761268303,17,18,2.3679521920645064,1.1182254788429142,0.2817834771389256,-0.23199902410150464,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2025-02-13,62,1.3536890170711775,2.0864190294325984,-0.24364536153812738,17,18,2.3680554601341135,1.119703276802938,0.2816364307015151,-0.23398574026823948,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2025-05-15,62,1.3284436946385378,2.081540236784141,-0.274242345918564,17,18,2.366627053457412,1.1143983776256081,0.28508681667327096,-0.21404531701292973,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2025-08-14,62,1.3269973812942106,2.08159787239726,-0.27568865926289104,17,18,2.3639882587009775,1.0970690968318144,0.2823903863037174,-0.22992828446239622,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2025-11-13,63,1.304645745028,2.064113252250863,-0.27260083456787776,17,18,2.3483463711487516,1.0994653920351358,0.2842331188978884,-0.2051803529928642,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2026-02-12,64,1.305183513494896,2.052485452979148,-0.2265134457997346,17,18,2.3300770237781605,1.0845651369983424,0.27759157079901264,-0.22061837649655347,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,DAMPED_P95_Q001_R16,2026-05-14,65,1.2904642940692785,2.0373930074611524,-0.2382516215390338,17,18,2.3129842313782722,1.074816815601965,0.2755912239171199,-0.21564747846731347,0.27316904610700465,-0.21521910141093925,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2022-02-10,62,1.1551624922294037,1.8923522693739399,-0.05403765511878801,17,17,1.4762985730425087,0.7040305251471131,-0.4160536963314312,-0.45113196708229064,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2022-05-12,62,1.0794091888693778,1.7255471569787815,0.02171564824123779,17,18,2.011588414712717,0.8639058580347869,0.28604125773393574,-0.21550333083459083,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2022-08-11,62,1.3121492795039449,2.1393907437474455,-0.30787847600918794,17,18,2.3011132855836207,1.025782452630478,0.16172254183617518,-0.28636682687346693,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2022-11-10,62,1.2926835316807936,2.128280786941864,-0.2785379743705424,17,18,2.3277027370360734,1.0273077011297567,0.1994219500942096,-0.265375830551037,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2023-02-09,62,1.2342930069117994,2.036623302495005,-0.1391756050073964,17,18,2.3679762558638635,1.1198213144271685,0.3313529533688584,-0.11447169248463096,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2023-05-11,62,1.2002135605020978,2.0143025466606517,-0.48455042534824894,17,18,2.364701449100045,1.0977174807353174,0.3503989024393932,-0.10249607976678043,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2023-08-10,62,1.3598555442828895,2.170128980062498,-0.3114496368333333,17,18,2.3661721828347044,1.1073596899799842,0.19604320277220655,-0.2524958543029052,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2023-11-09,62,1.3188712371645948,2.154234750150617,-0.3658927486857519,17,18,2.366849088210777,1.1139947860587205,0.21261433806016017,-0.20487645110587427,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2024-02-15,62,1.3784087253743653,2.1732013632603233,-0.27728388826374945,17,18,2.366056213976598,1.1097687047272502,0.19285485071627484,-0.2686400206471151,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2024-05-09,62,1.3796157182178186,2.173364441638103,-0.3051482676325284,17,18,2.367256203681473,1.113370885039828,0.19389176204337,-0.2662448331779905,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2024-08-08,62,1.3817204230042102,2.173779291913195,-0.28059558589359457,17,18,2.364628764398905,1.0964902903161784,0.19084947248570971,-0.28523013268803177,0.18810813449288677,-0.24797431486964427,within_clock_common
full,cutoff,FOOD_H0_FAST_R18,2024-11-14,62,1.373688400852817,2.172194765142836,-0.31107558499752963,17,18,2.3679521920645064,1.1182254788429142,0.19575742692167042,-0.2554629220099027,0.18810813449288677,-0.24797431486964427,within_clock_common
