origin,model,band,target,predicted_turn,actual_turn,eligible,exact_hit,missed_turn,false_turn
2019-02,DAMPED_P95_Q001_R16,2,2019-08,none,peak,True,False,True,False
2019-02,DAMPED_P95_Q001_R16,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_H0_FAST_R18,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_H0_FAST_R18,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_H0_SELECT_R18,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_H0_SELECT_R18,3,2019-11,none,trough,True,False,True,False
2019-02,FOOD_H0_SLOW_R18,2,2019-08,none,peak,True,False,True,False
2019-02,FOOD_H0_SLOW_R18,3,2019-11,none,trough,True,False,True,False
2019-02,FUEL_ANNUAL_R17,2,2019-08,none,peak,True,False,True,False
2019-02,FUEL_ANNUAL_R17,3,2019-11,none,trough,True,False,True,False
2019-02,INDEPENDENT_BRIDGE,2,2019-08,none,peak,True,False,True,False
2019-02,INDEPENDENT_BRIDGE,3,2019-11,none,trough,True,False,True,False
2019-02,MCT_FAST_R18,2,2019-08,none,peak,True,False,True,False
2019-02,MCT_FAST_R18,3,2019-11,none,trough,True,False,True,False
2019-02,MCT_SIGNALS_R18,2,2019-08,none,peak,True,False,True,False
2019-02,MCT_SIGNALS_R18,3,2019-11,none,trough,True,False,True,False
2019-02,MCT_SLOW_R18,2,2019-08,none,peak,True,False,True,False
2019-02,MCT_SLOW_R18,3,2019-11,none,trough,True,False,True,False
2019-02,STABLE_LOCAL_CORE_R14B,2,2019-08,none,peak,True,False,True,False
2019-02,STABLE_LOCAL_CORE_R14B,3,2019-11,none,trough,True,False,True,False
2019-02,STATE_FAST_R15,2,2019-08,none,peak,True,False,True,False
2019-02,STATE_FAST_R15,3,2019-11,none,trough,True,False,True,False
2019-03,DAMPED_P95_Q001_R16,2,2019-09,none,none,True,False,False,False
2019-03,DAMPED_P95_Q001_R16,3,2019-12,none,none,True,False,False,False
2019-03,FOOD_H0_FAST_R18,2,2019-09,none,none,True,False,False,False
2019-03,FOOD_H0_FAST_R18,3,2019-12,none,none,True,False,False,False
2019-03,FOOD_H0_SELECT_R18,2,2019-09,none,none,True,False,False,False
2019-03,FOOD_H0_SELECT_R18,3,2019-12,none,none,True,False,False,False
2019-03,FOOD_H0_SLOW_R18,2,2019-09,none,none,True,False,False,False
2019-03,FOOD_H0_SLOW_R18,3,2019-12,none,none,True,False,False,False
2019-03,FUEL_ANNUAL_R17,2,2019-09,none,none,True,False,False,False
2019-03,FUEL_ANNUAL_R17,3,2019-12,none,none,True,False,False,False
2019-03,INDEPENDENT_BRIDGE,2,2019-09,none,none,True,False,False,False
2019-03,INDEPENDENT_BRIDGE,3,2019-12,none,none,True,False,False,False
2019-03,MCT_FAST_R18,2,2019-09,none,none,True,False,False,False
2019-03,MCT_FAST_R18,3,2019-12,none,none,True,False,False,False
2019-03,MCT_SIGNALS_R18,2,2019-09,none,none,True,False,False,False
2019-03,MCT_SIGNALS_R18,3,2019-12,none,none,True,False,False,False
2019-03,MCT_SLOW_R18,2,2019-09,none,none,True,False,False,False
2019-03,MCT_SLOW_R18,3,2019-12,none,none,True,False,False,False
2019-03,STABLE_LOCAL_CORE_R14B,2,2019-09,none,none,True,False,False,False
2019-03,STABLE_LOCAL_CORE_R14B,3,2019-12,none,none,True,False,False,False
2019-03,STATE_FAST_R15,2,2019-09,none,none,True,False,False,False
2019-03,STATE_FAST_R15,3,2019-12,none,none,True,False,False,False
2019-04,DAMPED_P95_Q001_R16,2,2019-10,none,trough,True,False,True,False
2019-04,DAMPED_P95_Q001_R16,3,2020-01,none,peak,True,False,True,False
2019-04,FOOD_H0_FAST_R18,2,2019-10,none,trough,True,False,True,False
2019-04,FOOD_H0_FAST_R18,3,2020-01,none,peak,True,False,True,False
2019-04,FOOD_H0_SELECT_R18,2,2019-10,none,trough,True,False,True,False
2019-04,FOOD_H0_SELECT_R18,3,2020-01,none,peak,True,False,True,False
2019-04,FOOD_H0_SLOW_R18,2,2019-10,none,trough,True,False,True,False
2019-04,FOOD_H0_SLOW_R18,3,2020-01,none,peak,True,False,True,False
2019-04,FUEL_ANNUAL_R17,2,2019-10,none,trough,True,False,True,False
2019-04,FUEL_ANNUAL_R17,3,2020-01,none,peak,True,False,True,False
2019-04,INDEPENDENT_BRIDGE,2,2019-10,none,trough,True,False,True,False
2019-04,INDEPENDENT_BRIDGE,3,2020-01,none,peak,True,False,True,False
2019-04,MCT_FAST_R18,2,2019-10,none,trough,True,False,True,False
2019-04,MCT_FAST_R18,3,2020-01,peak,peak,True,True,False,False
2019-04,MCT_SIGNALS_R18,2,2019-10,none,trough,True,False,True,False
2019-04,MCT_SIGNALS_R18,3,2020-01,peak,peak,True,True,False,False
2019-04,MCT_SLOW_R18,2,2019-10,none,trough,True,False,True,False
2019-04,MCT_SLOW_R18,3,2020-01,peak,peak,True,True,False,False
2019-04,STABLE_LOCAL_CORE_R14B,2,2019-10,none,trough,True,False,True,False
2019-04,STABLE_LOCAL_CORE_R14B,3,2020-01,none,peak,True,False,True,False
2019-04,STATE_FAST_R15,2,2019-10,none,trough,True,False,True,False
2019-04,STATE_FAST_R15,3,2020-01,none,peak,True,False,True,False
2019-05,DAMPED_P95_Q001_R16,2,2019-11,none,trough,True,False,True,False
2019-05,DAMPED_P95_Q001_R16,3,2020-02,none,peak,True,False,True,False
2019-05,FOOD_H0_FAST_R18,2,2019-11,none,trough,True,False,True,False
2019-05,FOOD_H0_FAST_R18,3,2020-02,none,peak,True,False,True,False
2019-05,FOOD_H0_SELECT_R18,2,2019-11,none,trough,True,False,True,False
2019-05,FOOD_H0_SELECT_R18,3,2020-02,none,peak,True,False,True,False
2019-05,FOOD_H0_SLOW_R18,2,2019-11,none,trough,True,False,True,False
2019-05,FOOD_H0_SLOW_R18,3,2020-02,none,peak,True,False,True,False
2019-05,FUEL_ANNUAL_R17,2,2019-11,none,trough,True,False,True,False
2019-05,FUEL_ANNUAL_R17,3,2020-02,none,peak,True,False,True,False
2019-05,INDEPENDENT_BRIDGE,2,2019-11,none,trough,True,False,True,False
2019-05,INDEPENDENT_BRIDGE,3,2020-02,peak,peak,True,True,False,False
2019-05,MCT_FAST_R18,2,2019-11,none,trough,True,False,True,False
2019-05,MCT_FAST_R18,3,2020-02,peak,peak,True,True,False,False
2019-05,MCT_SIGNALS_R18,2,2019-11,none,trough,True,False,True,False
2019-05,MCT_SIGNALS_R18,3,2020-02,peak,peak,True,True,False,False
2019-05,MCT_SLOW_R18,2,2019-11,none,trough,True,False,True,False
2019-05,MCT_SLOW_R18,3,2020-02,peak,peak,True,True,False,False
2019-05,STABLE_LOCAL_CORE_R14B,2,2019-11,none,trough,True,False,True,False
2019-05,STABLE_LOCAL_CORE_R14B,3,2020-02,none,peak,True,False,True,False
2019-05,STATE_FAST_R15,2,2019-11,none,trough,True,False,True,False
2019-05,STATE_FAST_R15,3,2020-02,none,peak,True,False,True,False
2019-06,DAMPED_P95_Q001_R16,2,2019-12,none,none,True,False,False,False
2019-06,DAMPED_P95_Q001_R16,3,2020-03,none,none,True,False,False,False
2019-06,FOOD_H0_FAST_R18,2,2019-12,none,none,True,False,False,False
2019-06,FOOD_H0_FAST_R18,3,2020-03,none,none,True,False,False,False
2019-06,FOOD_H0_SELECT_R18,2,2019-12,none,none,True,False,False,False
2019-06,FOOD_H0_SELECT_R18,3,2020-03,none,none,True,False,False,False
2019-06,FOOD_H0_SLOW_R18,2,2019-12,none,none,True,False,False,False
2019-06,FOOD_H0_SLOW_R18,3,2020-03,none,none,True,False,False,False
2019-06,FUEL_ANNUAL_R17,2,2019-12,none,none,True,False,False,False
2019-06,FUEL_ANNUAL_R17,3,2020-03,none,none,True,False,False,False
2019-06,INDEPENDENT_BRIDGE,2,2019-12,none,none,True,False,False,False
2019-06,INDEPENDENT_BRIDGE,3,2020-03,none,none,True,False,False,False
2019-06,MCT_FAST_R18,2,2019-12,none,none,True,False,False,False
2019-06,MCT_FAST_R18,3,2020-03,none,none,True,False,False,False
2019-06,MCT_SIGNALS_R18,2,2019-12,none,none,True,False,False,False
2019-06,MCT_SIGNALS_R18,3,2020-03,none,none,True,False,False,False
2019-06,MCT_SLOW_R18,2,2019-12,none,none,True,False,False,False
2019-06,MCT_SLOW_R18,3,2020-03,none,none,True,False,False,False
2019-06,STABLE_LOCAL_CORE_R14B,2,2019-12,none,none,True,False,False,False
2019-06,STABLE_LOCAL_CORE_R14B,3,2020-03,none,none,True,False,False,False
2019-06,STATE_FAST_R15,2,2019-12,none,none,True,False,False,False
2019-06,STATE_FAST_R15,3,2020-03,none,none,True,False,False,False
