scope,sample,h,model,n,direction_match_rate,actual_material_n,material_direction_hit_rate,material_calls_n,wrong_way_n,wrong_way_rate,wrong_way_share_of_calls
all_models_common,full,3,DAMPED_P95_Q001_R16,84,0.4880952380952381,66,0.5454545454545454,63,14,0.21212121212121213,0.2222222222222222
all_models_common,full,3,FOOD_H0_FAST_R18,84,0.5,66,0.5454545454545454,59,11,0.16666666666666666,0.1864406779661017
all_models_common,full,3,FOOD_H0_SELECT_R18,84,0.5,66,0.5606060606060606,61,11,0.16666666666666666,0.18032786885245902
all_models_common,full,3,FOOD_H0_SLOW_R18,84,0.5,66,0.5606060606060606,61,11,0.16666666666666666,0.18032786885245902
all_models_common,full,3,FUEL_ANNUAL_R17,84,0.5476190476190477,66,0.5757575757575758,60,12,0.18181818181818182,0.2
all_models_common,full,3,INDEPENDENT_BRIDGE,84,0.5238095238095238,66,0.5909090909090909,63,11,0.16666666666666666,0.1746031746031746
all_models_common,full,3,MCT_FAST_R18,84,0.5,66,0.5454545454545454,55,7,0.10606060606060606,0.12727272727272726
all_models_common,full,3,MCT_SIGNALS_R18,84,0.5119047619047619,66,0.5606060606060606,57,8,0.12121212121212122,0.14035087719298245
all_models_common,full,3,MCT_SLOW_R18,84,0.4880952380952381,66,0.5454545454545454,54,5,0.07575757575757576,0.09259259259259259
all_models_common,full,3,STABLE_LOCAL_CORE_R14B,84,0.5476190476190477,66,0.5606060606060606,54,8,0.12121212121212122,0.14814814814814814
all_models_common,full,3,STATE_FAST_R15,84,0.5119047619047619,66,0.5454545454545454,58,11,0.16666666666666666,0.1896551724137931
all_models_common,full,6,DAMPED_P95_Q001_R16,81,0.6172839506172839,69,0.6666666666666666,62,8,0.11594202898550725,0.12903225806451613
all_models_common,full,6,FOOD_H0_FAST_R18,81,0.6172839506172839,69,0.6666666666666666,61,7,0.10144927536231885,0.11475409836065574
all_models_common,full,6,FOOD_H0_SELECT_R18,81,0.5925925925925926,69,0.6521739130434783,62,8,0.11594202898550725,0.12903225806451613
all_models_common,full,6,FOOD_H0_SLOW_R18,81,0.5925925925925926,69,0.6521739130434783,62,8,0.11594202898550725,0.12903225806451613
all_models_common,full,6,FUEL_ANNUAL_R17,81,0.6419753086419753,69,0.6956521739130435,63,7,0.10144927536231885,0.1111111111111111
all_models_common,full,6,INDEPENDENT_BRIDGE,81,0.6419753086419753,69,0.6956521739130435,63,7,0.10144927536231885,0.1111111111111111
all_models_common,full,6,MCT_FAST_R18,81,0.5925925925925926,69,0.6811594202898551,63,5,0.07246376811594203,0.07936507936507936
all_models_common,full,6,MCT_SIGNALS_R18,81,0.6296296296296297,69,0.7101449275362319,66,7,0.10144927536231885,0.10606060606060606
all_models_common,full,6,MCT_SLOW_R18,81,0.6296296296296297,69,0.6956521739130435,60,3,0.043478260869565216,0.05
all_models_common,full,6,STABLE_LOCAL_CORE_R14B,81,0.7037037037037037,69,0.7391304347826086,60,3,0.043478260869565216,0.05
all_models_common,full,6,STATE_FAST_R15,81,0.6049382716049383,69,0.6521739130434783,60,7,0.10144927536231885,0.11666666666666667
all_models_common,full,9,DAMPED_P95_Q001_R16,78,0.5641025641025641,70,0.6,61,13,0.18571428571428572,0.21311475409836064
all_models_common,full,9,FOOD_H0_FAST_R18,78,0.5641025641025641,70,0.5857142857142857,62,16,0.22857142857142856,0.25806451612903225
all_models_common,full,9,FOOD_H0_SELECT_R18,78,0.5512820512820513,70,0.5857142857142857,62,15,0.21428571428571427,0.24193548387096775
all_models_common,full,9,FOOD_H0_SLOW_R18,78,0.5512820512820513,70,0.5857142857142857,62,15,0.21428571428571427,0.24193548387096775
all_models_common,full,9,FUEL_ANNUAL_R17,78,0.5512820512820513,70,0.5714285714285714,58,13,0.18571428571428572,0.22413793103448276
all_models_common,full,9,INDEPENDENT_BRIDGE,78,0.5512820512820513,70,0.6,69,20,0.2857142857142857,0.2898550724637681
all_models_common,full,9,MCT_FAST_R18,78,0.5641025641025641,70,0.6,67,19,0.2714285714285714,0.2835820895522388
all_models_common,full,9,MCT_SIGNALS_R18,78,0.5897435897435898,70,0.6142857142857143,70,22,0.3142857142857143,0.3142857142857143
all_models_common,full,9,MCT_SLOW_R18,78,0.5512820512820513,70,0.6,70,21,0.3,0.3
all_models_common,full,9,STABLE_LOCAL_CORE_R14B,78,0.6282051282051282,70,0.6428571428571429,58,9,0.12857142857142856,0.15517241379310345
all_models_common,full,9,STATE_FAST_R15,78,0.5641025641025641,70,0.5857142857142857,63,17,0.24285714285714285,0.2698412698412698
all_models_common,full,12,DAMPED_P95_Q001_R16,75,0.6266666666666667,66,0.696969696969697,64,10,0.15151515151515152,0.15625
all_models_common,full,12,FOOD_H0_FAST_R18,75,0.5733333333333334,66,0.6363636363636364,60,10,0.15151515151515152,0.16666666666666666
all_models_common,full,12,FOOD_H0_SELECT_R18,75,0.56,66,0.6363636363636364,61,10,0.15151515151515152,0.16393442622950818
all_models_common,full,12,FOOD_H0_SLOW_R18,75,0.56,66,0.6363636363636364,61,10,0.15151515151515152,0.16393442622950818
all_models_common,full,12,FUEL_ANNUAL_R17,75,0.6,66,0.6515151515151515,60,10,0.15151515151515152,0.16666666666666666
all_models_common,full,12,INDEPENDENT_BRIDGE,75,0.49333333333333335,66,0.5606060606060606,65,19,0.2878787878787879,0.2923076923076923
all_models_common,full,12,MCT_FAST_R18,75,0.5733333333333334,66,0.6212121212121212,61,13,0.19696969696969696,0.21311475409836064
all_models_common,full,12,MCT_SIGNALS_R18,75,0.5866666666666667,66,0.6363636363636364,63,14,0.21212121212121213,0.2222222222222222
all_models_common,full,12,MCT_SLOW_R18,75,0.56,66,0.6060606060606061,65,18,0.2727272727272727,0.27692307692307694
all_models_common,full,12,STABLE_LOCAL_CORE_R14B,75,0.6133333333333333,66,0.6212121212121212,58,13,0.19696969696969696,0.22413793103448276
all_models_common,full,12,STATE_FAST_R15,75,0.5866666666666667,66,0.6515151515151515,61,10,0.15151515151515152,0.16393442622950818
all_models_common,origins_2019_2021,3,DAMPED_P95_Q001_R16,32,0.40625,26,0.46153846153846156,23,6,0.23076923076923078,0.2608695652173913
all_models_common,origins_2019_2021,3,FOOD_H0_FAST_R18,32,0.40625,26,0.46153846153846156,23,6,0.23076923076923078,0.2608695652173913
all_models_common,origins_2019_2021,3,FOOD_H0_SELECT_R18,32,0.40625,26,0.46153846153846156,23,6,0.23076923076923078,0.2608695652173913
all_models_common,origins_2019_2021,3,FOOD_H0_SLOW_R18,32,0.40625,26,0.46153846153846156,23,6,0.23076923076923078,0.2608695652173913
all_models_common,origins_2019_2021,3,FUEL_ANNUAL_R17,32,0.4375,26,0.46153846153846156,22,6,0.23076923076923078,0.2727272727272727
all_models_common,origins_2019_2021,3,INDEPENDENT_BRIDGE,32,0.4375,26,0.5,23,5,0.19230769230769232,0.21739130434782608
all_models_common,origins_2019_2021,3,MCT_FAST_R18,32,0.40625,26,0.46153846153846156,20,3,0.11538461538461539,0.15
all_models_common,origins_2019_2021,3,MCT_SIGNALS_R18,32,0.40625,26,0.46153846153846156,20,3,0.11538461538461539,0.15
all_models_common,origins_2019_2021,3,MCT_SLOW_R18,32,0.4375,26,0.5,21,3,0.11538461538461539,0.14285714285714285
all_models_common,origins_2019_2021,3,STABLE_LOCAL_CORE_R14B,32,0.5,26,0.5384615384615384,21,3,0.11538461538461539,0.14285714285714285
all_models_common,origins_2019_2021,3,STATE_FAST_R15,32,0.40625,26,0.46153846153846156,23,6,0.23076923076923078,0.2608695652173913
all_models_common,origins_2019_2021,6,DAMPED_P95_Q001_R16,32,0.375,26,0.46153846153846156,23,5,0.19230769230769232,0.21739130434782608
all_models_common,origins_2019_2021,6,FOOD_H0_FAST_R18,32,0.40625,26,0.5,24,5,0.19230769230769232,0.20833333333333334
all_models_common,origins_2019_2021,6,FOOD_H0_SELECT_R18,32,0.40625,26,0.5,24,5,0.19230769230769232,0.20833333333333334
all_models_common,origins_2019_2021,6,FOOD_H0_SLOW_R18,32,0.375,26,0.46153846153846156,23,5,0.19230769230769232,0.21739130434782608
all_models_common,origins_2019_2021,6,FUEL_ANNUAL_R17,32,0.46875,26,0.5384615384615384,24,5,0.19230769230769232,0.20833333333333334
all_models_common,origins_2019_2021,6,INDEPENDENT_BRIDGE,32,0.53125,26,0.6153846153846154,25,4,0.15384615384615385,0.16
all_models_common,origins_2019_2021,6,MCT_FAST_R18,32,0.53125,26,0.6538461538461539,26,3,0.11538461538461539,0.11538461538461539
all_models_common,origins_2019_2021,6,MCT_SIGNALS_R18,32,0.53125,26,0.6538461538461539,26,3,0.11538461538461539,0.11538461538461539
all_models_common,origins_2019_2021,6,MCT_SLOW_R18,32,0.59375,26,0.6923076923076923,24,1,0.038461538461538464,0.041666666666666664
all_models_common,origins_2019_2021,6,STABLE_LOCAL_CORE_R14B,32,0.65625,26,0.7307692307692307,24,1,0.038461538461538464,0.041666666666666664
all_models_common,origins_2019_2021,6,STATE_FAST_R15,32,0.40625,26,0.5,24,5,0.19230769230769232,0.20833333333333334
all_models_common,origins_2019_2021,9,DAMPED_P95_Q001_R16,32,0.40625,29,0.4482758620689655,26,10,0.3448275862068966,0.38461538461538464
all_models_common,origins_2019_2021,9,FOOD_H0_FAST_R18,32,0.4375,29,0.4827586206896552,27,10,0.3448275862068966,0.37037037037037035
all_models_common,origins_2019_2021,9,FOOD_H0_SELECT_R18,32,0.4375,29,0.4827586206896552,27,10,0.3448275862068966,0.37037037037037035
all_models_common,origins_2019_2021,9,FOOD_H0_SLOW_R18,32,0.4375,29,0.4827586206896552,27,10,0.3448275862068966,0.37037037037037035
all_models_common,origins_2019_2021,9,FUEL_ANNUAL_R17,32,0.375,29,0.41379310344827586,24,9,0.3103448275862069,0.375
all_models_common,origins_2019_2021,9,INDEPENDENT_BRIDGE,32,0.5,29,0.5517241379310345,29,10,0.3448275862068966,0.3448275862068966
all_models_common,origins_2019_2021,9,MCT_FAST_R18,32,0.5,29,0.5172413793103449,27,10,0.3448275862068966,0.37037037037037035
all_models_common,origins_2019_2021,9,MCT_SIGNALS_R18,32,0.5,29,0.5172413793103449,27,10,0.3448275862068966,0.37037037037037035
all_models_common,origins_2019_2021,9,MCT_SLOW_R18,32,0.5,29,0.5172413793103449,27,10,0.3448275862068966,0.37037037037037035
all_models_common,origins_2019_2021,9,STABLE_LOCAL_CORE_R14B,32,0.53125,29,0.5862068965517241,25,5,0.1724137931034483,0.2
all_models_common,origins_2019_2021,9,STATE_FAST_R15,32,0.4375,29,0.4827586206896552,27,10,0.3448275862068966,0.37037037037037035
all_models_common,origins_2019_2021,12,DAMPED_P95_Q001_R16,32,0.46875,28,0.5357142857142857,25,6,0.21428571428571427,0.24
all_models_common,origins_2019_2021,12,FOOD_H0_FAST_R18,32,0.5,28,0.5714285714285714,26,6,0.21428571428571427,0.23076923076923078
all_models_common,origins_2019_2021,12,FOOD_H0_SELECT_R18,32,0.5,28,0.5714285714285714,26,6,0.21428571428571427,0.23076923076923078
all_models_common,origins_2019_2021,12,FOOD_H0_SLOW_R18,32,0.5,28,0.5714285714285714,26,6,0.21428571428571427,0.23076923076923078
all_models_common,origins_2019_2021,12,FUEL_ANNUAL_R17,32,0.46875,28,0.5357142857142857,26,7,0.25,0.2692307692307692
all_models_common,origins_2019_2021,12,INDEPENDENT_BRIDGE,32,0.4375,28,0.5,28,10,0.35714285714285715,0.35714285714285715
all_models_common,origins_2019_2021,12,MCT_FAST_R18,32,0.5,28,0.5,22,6,0.21428571428571427,0.2727272727272727
all_models_common,origins_2019_2021,12,MCT_SIGNALS_R18,32,0.5,28,0.5,22,6,0.21428571428571427,0.2727272727272727
all_models_common,origins_2019_2021,12,MCT_SLOW_R18,32,0.46875,28,0.4642857142857143,22,7,0.25,0.3181818181818182
all_models_common,origins_2019_2021,12,STABLE_LOCAL_CORE_R14B,32,0.5,28,0.4642857142857143,23,9,0.32142857142857145,0.391304347826087
all_models_common,origins_2019_2021,12,STATE_FAST_R15,32,0.5,28,0.5714285714285714,26,6,0.21428571428571427,0.23076923076923078
all_models_common,origins_2022_2023,3,DAMPED_P95_Q001_R16,24,0.75,24,0.75,22,4,0.16666666666666666,0.18181818181818182
all_models_common,origins_2022_2023,3,FOOD_H0_FAST_R18,24,0.75,24,0.75,22,4,0.16666666666666666,0.18181818181818182
all_models_common,origins_2022_2023,3,FOOD_H0_SELECT_R18,24,0.7916666666666666,24,0.7916666666666666,23,4,0.16666666666666666,0.17391304347826086
all_models_common,origins_2022_2023,3,FOOD_H0_SLOW_R18,24,0.7916666666666666,24,0.7916666666666666,23,4,0.16666666666666666,0.17391304347826086
all_models_common,origins_2022_2023,3,FUEL_ANNUAL_R17,24,0.75,24,0.75,22,4,0.16666666666666666,0.18181818181818182
all_models_common,origins_2022_2023,3,INDEPENDENT_BRIDGE,24,0.7916666666666666,24,0.7916666666666666,23,4,0.16666666666666666,0.17391304347826086
all_models_common,origins_2022_2023,3,MCT_FAST_R18,24,0.75,24,0.75,21,3,0.125,0.14285714285714285
all_models_common,origins_2022_2023,3,MCT_SIGNALS_R18,24,0.7916666666666666,24,0.7916666666666666,23,4,0.16666666666666666,0.17391304347826086
all_models_common,origins_2022_2023,3,MCT_SLOW_R18,24,0.7083333333333334,24,0.7083333333333334,18,1,0.041666666666666664,0.05555555555555555
all_models_common,origins_2022_2023,3,STABLE_LOCAL_CORE_R14B,24,0.7083333333333334,24,0.7083333333333334,21,4,0.16666666666666666,0.19047619047619047
all_models_common,origins_2022_2023,3,STATE_FAST_R15,24,0.75,24,0.75,22,4,0.16666666666666666,0.18181818181818182
all_models_common,origins_2022_2023,6,DAMPED_P95_Q001_R16,24,0.9166666666666666,23,0.9565217391304348,24,1,0.043478260869565216,0.041666666666666664
all_models_common,origins_2022_2023,6,FOOD_H0_FAST_R18,24,0.9166666666666666,23,0.9565217391304348,24,1,0.043478260869565216,0.041666666666666664
all_models_common,origins_2022_2023,6,FOOD_H0_SELECT_R18,24,0.875,23,0.9130434782608695,23,1,0.043478260869565216,0.043478260869565216
all_models_common,origins_2022_2023,6,FOOD_H0_SLOW_R18,24,0.9166666666666666,23,0.9565217391304348,24,1,0.043478260869565216,0.041666666666666664
all_models_common,origins_2022_2023,6,FUEL_ANNUAL_R17,24,0.875,23,0.9130434782608695,23,1,0.043478260869565216,0.043478260869565216
all_models_common,origins_2022_2023,6,INDEPENDENT_BRIDGE,24,0.9166666666666666,23,0.9565217391304348,23,0,0.0,0.0
all_models_common,origins_2022_2023,6,MCT_FAST_R18,24,0.875,23,0.9130434782608695,23,1,0.043478260869565216,0.043478260869565216
all_models_common,origins_2022_2023,6,MCT_SIGNALS_R18,24,0.9166666666666666,23,0.9565217391304348,24,1,0.043478260869565216,0.041666666666666664
all_models_common,origins_2022_2023,6,MCT_SLOW_R18,24,0.875,23,0.9130434782608695,23,1,0.043478260869565216,0.043478260869565216
all_models_common,origins_2022_2023,6,STABLE_LOCAL_CORE_R14B,24,0.875,23,0.9130434782608695,23,1,0.043478260869565216,0.043478260869565216
all_models_common,origins_2022_2023,6,STATE_FAST_R15,24,0.875,23,0.9130434782608695,23,1,0.043478260869565216,0.043478260869565216
