model,h,sample,scope,benchmark,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
FUEL_ANNUAL_R17,6,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.29648695782710477,-0.25767753999265314,0.863695022385519,0.3775,ok
FUEL_ANNUAL_R17,6,origins_2024plus,original_R16_calendar,STATE_FAST_R15,25,12,2000,1509,14,25,-0.04479092852264374,-0.11600273588592526,0.01658342452349192,0.776,ok
FUEL_ANNUAL_R17,6,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.05016600735071865,-0.09532618135043998,0.02186910375768859,0.7265,ok
FUEL_ANNUAL_R17,7,full,original_R16_calendar,STATE_FAST_R15,80,12,2000,1509,69,80,0.3323173788072803,-0.09537888209320555,1.043640725297465,0.0955,ok
FUEL_ANNUAL_R17,7,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.6275855093965353,-0.020455721385644915,0.7129869729273972,0.057,ok
FUEL_ANNUAL_R17,7,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.348609049245723,-0.38136354487052954,1.0291655373255522,0.4,ok
FUEL_ANNUAL_R17,7,origins_2024plus,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.07766513241683574,-0.16509871148960498,0.004293736831745319,0.891,ok
FUEL_ANNUAL_R17,7,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.08886759955622386,-0.12834391426485459,0.012127055026395299,0.888,ok
FUEL_ANNUAL_R17,8,full,original_R16_calendar,STATE_FAST_R15,79,12,2000,1509,68,79,0.40268811033713653,-0.14934979319659947,1.3491481433432264,0.1175,ok
FUEL_ANNUAL_R17,8,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.7636508518874214,-0.0737622156207744,0.924593078390713,0.172,ok
FUEL_ANNUAL_R17,8,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.41397372421017375,-0.5385766738617002,1.2315071137004998,0.4825,ok
FUEL_ANNUAL_R17,8,origins_2024plus,original_R16_calendar,STATE_FAST_R15,23,12,2000,1509,12,23,-0.11129721412208088,-0.18313693433998496,0.0010454554403467001,0.969,ok
FUEL_ANNUAL_R17,8,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.12939456943028457,-0.14956160657216325,0.00039763439099614747,0.972,ok
FUEL_ANNUAL_R17,9,full,original_R16_calendar,STATE_FAST_R15,78,12,2000,1509,67,78,0.44706287696352603,-0.20395135878725937,1.5630611511149188,0.1285,ok
FUEL_ANNUAL_R17,9,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.8992648891989518,-0.11394238564303398,1.1615732718290652,0.2225,ok
FUEL_ANNUAL_R17,9,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.36521549999652264,-0.6817013430956443,1.2214818959579155,0.561,ok
FUEL_ANNUAL_R17,9,origins_2024plus,original_R16_calendar,STATE_FAST_R15,22,12,2000,1509,11,22,-0.1213974568694527,-0.17942567898613818,0.0009355323303772914,0.966,ok
FUEL_ANNUAL_R17,9,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.1934577740950907,-0.20014008082308582,-0.0015452752947236583,0.984,ok
FUEL_ANNUAL_R17,10,full,original_R16_calendar,STATE_FAST_R15,77,12,2000,1509,66,77,0.4984174255116148,-0.28413902303245503,1.8220768949115034,0.146,ok
FUEL_ANNUAL_R17,10,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.9702697814529795,-0.16772751653458412,1.3503024705773454,0.278,ok
FUEL_ANNUAL_R17,10,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.42698429992547454,-0.8217487457055862,1.3498762338829593,0.5875,ok
FUEL_ANNUAL_R17,10,origins_2024plus,original_R16_calendar,STATE_FAST_R15,21,12,2000,1509,10,21,-0.13895783049106647,-0.18497766736397925,-0.004364051207990438,0.9855,ok
FUEL_ANNUAL_R17,10,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.2710675804595994,-0.29156171083905547,-0.009853951996993161,0.9925,ok
FUEL_ANNUAL_R17,11,full,original_R16_calendar,STATE_FAST_R15,76,12,2000,1509,65,76,0.4561300919878853,-0.4006730076201478,1.8139341191028548,0.1865,ok
FUEL_ANNUAL_R17,11,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.9932029603178917,-0.27686975228662053,1.4321109643882899,0.335,ok
FUEL_ANNUAL_R17,11,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.2257046767925964,-1.1270753721348559,0.9806344373767627,0.775,ok
FUEL_ANNUAL_R17,11,origins_2024plus,original_R16_calendar,STATE_FAST_R15,20,12,2000,1509,9,20,-0.1266759991057781,-0.14118159483314707,0.008573582179375538,0.9555,ok
FUEL_ANNUAL_R17,11,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.33985208353416574,-0.4458790276796505,-0.012450305964559765,0.992,ok
FUEL_ANNUAL_R17,12,full,original_R16_calendar,STATE_FAST_R15,75,12,2000,1509,64,75,0.42860928293455125,-0.47636074002144796,1.8910511606255516,0.22,ok
FUEL_ANNUAL_R17,12,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.9855277481018586,-0.403862040308452,1.4420181223962174,0.3925,ok
FUEL_ANNUAL_R17,12,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.14610129025112428,-1.1942952859867182,0.7522467344059626,0.8445,ok
FUEL_ANNUAL_R17,12,origins_2024plus,original_R16_calendar,STATE_FAST_R15,19,12,2000,1509,8,19,-0.15250645711553174,-0.16198068602509,-0.008575044851714347,1.0,ok
FUEL_ANNUAL_R17,12,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.4460705667150455,-0.6132263125580351,-0.04370543062893784,1.0,ok
FUEL_SPOT_ECM_R17,1,full,original_R16_calendar,STATE_FAST_R15,88,12,2000,1509,77,88,-0.014755217694997297,-0.03501654182804124,-0.0017575326985330832,0.9895,ok
FUEL_SPOT_ECM_R17,1,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,34,12,2000,1509,23,34,0.00035526797465551215,-0.00355264898266438,0.007371627849900694,0.2475,ok
FUEL_SPOT_ECM_R17,1,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.04527527856527983,-0.063811406456792,-0.01074655075190214,1.0,ok
FUEL_SPOT_ECM_R17,1,origins_2024plus,original_R16_calendar,STATE_FAST_R15,30,12,2000,1509,19,30,-0.007464386091044448,-0.013214491256930225,0.0016723832079614388,0.883,ok
FUEL_SPOT_ECM_R17,1,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.007411404172737155,-0.013026867313839405,0.0014188593006157358,0.907,ok
FUEL_SPOT_ECM_R17,2,full,original_R16_calendar,STATE_FAST_R15,86,12,2000,1509,75,86,0.014453101059069353,-0.020412554346866747,0.08042608040592546,0.2185,ok
FUEL_SPOT_ECM_R17,2,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,33,12,2000,1509,22,33,0.011046083920680879,-0.0068106924209016175,0.025155017182804534,0.1425,ok
FUEL_SPOT_ECM_R17,2,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.06539813663322074,0.024199938013107696,0.22865472751395452,0.02,ok
FUEL_SPOT_ECM_R17,2,origins_2024plus,original_R16_calendar,STATE_FAST_R15,29,12,2000,1509,18,29,-0.023831357155165593,-0.04129145749945989,0.007244455709588884,0.808,ok
FUEL_SPOT_ECM_R17,2,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.021428955671155978,-0.04048489171254425,0.0063481821712628225,0.8355,ok
FUEL_SPOT_ECM_R17,3,full,original_R16_calendar,STATE_FAST_R15,84,12,2000,1509,73,84,0.055155585171349254,-0.012330488577626315,0.17016192039182454,0.053,ok
FUEL_SPOT_ECM_R17,3,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.08061697908871823,0.016044772158982236,0.10101885795776354,0.001,ok
FUEL_SPOT_ECM_R17,3,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.12666120768410252,0.0027396815892779813,0.38626806821716314,0.02,ok
FUEL_SPOT_ECM_R17,3,origins_2024plus,original_R16_calendar,STATE_FAST_R15,28,12,2000,1509,17,28,-0.03523368431657527,-0.0663954677078287,0.020414446698257576,0.7115,ok
FUEL_SPOT_ECM_R17,3,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.031206216001421434,-0.06399904315186666,0.01862003267119511,0.7095,ok
FUEL_SPOT_ECM_R17,4,full,original_R16_calendar,STATE_FAST_R15,83,12,2000,1509,72,83,0.10301280945708552,-0.016325308713955364,0.291904697637459,0.0455,ok
FUEL_SPOT_ECM_R17,4,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.163761298745211,0.03758374081370534,0.18609098652917122,0.0,ok
FUEL_SPOT_ECM_R17,4,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.17755445294538327,-0.041104342097049974,0.5157435616169912,0.117,ok
FUEL_SPOT_ECM_R17,4,origins_2024plus,original_R16_calendar,STATE_FAST_R15,27,12,2000,1509,16,27,-0.035244638725846426,-0.07589136421522769,0.01794760943709093,0.732,ok
FUEL_SPOT_ECM_R17,4,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.02985266035156029,-0.07120937983444249,0.016477392543597178,0.742,ok
FUEL_SPOT_ECM_R17,5,full,original_R16_calendar,STATE_FAST_R15,82,12,2000,1509,71,82,0.1494236162745858,-0.021160358159700784,0.42832735819101403,0.057,ok
FUEL_SPOT_ECM_R17,5,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.28169121270506847,0.0323999336562177,0.30697689594311084,0.0,ok
FUEL_SPOT_ECM_R17,5,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.1591996471009823,-0.11956095829427178,0.5055089234768967,0.216,ok
FUEL_SPOT_ECM_R17,5,origins_2024plus,original_R16_calendar,STATE_FAST_R15,26,12,2000,1509,15,26,-0.022391300094989578,-0.07105142755765784,0.018159553853638898,0.7175,ok
FUEL_SPOT_ECM_R17,5,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.02277977749880354,-0.0583246555292767,0.017981304371086262,0.6375,ok
FUEL_SPOT_ECM_R17,6,full,original_R16_calendar,STATE_FAST_R15,81,12,2000,1509,70,81,0.19327249666843635,-0.04858787070774618,0.5951267848929809,0.084,ok
FUEL_SPOT_ECM_R17,6,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.39032718337949857,0.005299872081626511,0.41949250681299477,0.0155,ok
FUEL_SPOT_ECM_R17,6,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.1575063933280821,-0.22727731648854885,0.5748727013164205,0.3995,ok
FUEL_SPOT_ECM_R17,6,origins_2024plus,original_R16_calendar,STATE_FAST_R15,25,12,2000,1509,14,25,-0.02462204311498325,-0.06956673928554873,0.023626967997162858,0.6755,ok
FUEL_SPOT_ECM_R17,6,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.028789907941762817,-0.05498393026236033,0.024202467953602383,0.6035,ok
FUEL_SPOT_ECM_R17,7,full,original_R16_calendar,STATE_FAST_R15,80,12,2000,1509,69,80,0.2160802888145385,-0.08583959217639599,0.7341238776568108,0.1245,ok
FUEL_SPOT_ECM_R17,7,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.4734871916274549,-0.04219910109814791,0.51572837949286,0.165,ok
FUEL_SPOT_ECM_R17,7,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.1331283381415673,-0.3180898641597721,0.5712730152415063,0.497,ok
FUEL_SPOT_ECM_R17,7,origins_2024plus,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.044176964263045404,-0.0861610464732848,0.02118909263784781,0.6245,ok
FUEL_SPOT_ECM_R17,7,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.055890084171884784,-0.07064034065791833,0.019007346559582878,0.7645,ok
FUEL_SPOT_ECM_R17,8,full,original_R16_calendar,STATE_FAST_R15,79,12,2000,1509,68,79,0.2494731900890081,-0.12489394079607224,0.893016487984753,0.139,ok
FUEL_SPOT_ECM_R17,8,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.5469517323708122,-0.1025285748299511,0.6237974664998696,0.357,ok
FUEL_SPOT_ECM_R17,8,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.14287041897045086,-0.4105513868745056,0.6231903115257603,0.561,ok
FUEL_SPOT_ECM_R17,8,origins_2024plus,original_R16_calendar,STATE_FAST_R15,23,12,2000,1509,12,23,-0.05317232496196428,-0.07256395948600411,0.028743164872708532,0.4425,ok
FUEL_SPOT_ECM_R17,8,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.06556294206971022,-0.06919653690150157,0.026187619123079656,0.6665,ok
FUEL_SPOT_ECM_R17,9,full,original_R16_calendar,STATE_FAST_R15,78,12,2000,1509,67,78,0.29035465688549156,-0.16851757639776346,1.0671750056067577,0.145,ok
FUEL_SPOT_ECM_R17,9,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.6305115436097418,-0.13487932438287908,0.7568537574029474,0.377,ok
FUEL_SPOT_ECM_R17,9,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.15438932726807766,-0.4915719797076961,0.693180663701222,0.575,ok
FUEL_SPOT_ECM_R17,9,origins_2024plus,original_R16_calendar,STATE_FAST_R15,22,12,2000,1509,11,22,-0.05609318240351173,-0.056093182403511715,0.028326480451933287,0.336,ok
FUEL_SPOT_ECM_R17,9,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.10163876815080584,-0.09933330757105839,0.02363475828203024,0.73,ok
FUEL_SPOT_ECM_R17,10,full,original_R16_calendar,STATE_FAST_R15,77,12,2000,1509,66,77,0.29936762161354513,-0.2086010612287141,1.1459362149547987,0.16,ok
FUEL_SPOT_ECM_R17,10,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.6442825079122003,-0.1727732363612887,0.8617357572932083,0.4,ok
FUEL_SPOT_ECM_R17,10,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.14085325425645404,-0.5836802051370431,0.6570608176279128,0.664,ok
FUEL_SPOT_ECM_R17,10,origins_2024plus,original_R16_calendar,STATE_FAST_R15,21,12,2000,1509,10,21,-0.04505769005249196,-0.03842747872079421,0.0502218564688297,0.1655,ok
FUEL_SPOT_ECM_R17,10,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.16214073113462948,-0.18765168563895665,0.038346464496994075,0.6685,ok
FUEL_SPOT_ECM_R17,11,full,original_R16_calendar,STATE_FAST_R15,76,12,2000,1509,65,76,0.2586976777298774,-0.2862029707018827,1.1076579826916761,0.2165,ok
FUEL_SPOT_ECM_R17,11,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.6109584186830379,-0.3074505424955137,0.7992445389019774,0.5075,ok
FUEL_SPOT_ECM_R17,11,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.015815694886520498,-0.7572460911350851,0.42953761570759647,0.8725,ok
FUEL_SPOT_ECM_R17,11,origins_2024plus,original_R16_calendar,STATE_FAST_R15,20,12,2000,1509,9,20,-0.01346112838315099,-0.0017436263552920253,0.06816691708003017,0.032,ok
FUEL_SPOT_ECM_R17,11,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.19239112456763183,-0.29684288911700685,0.04841143416822206,0.6735,ok
FUEL_SPOT_ECM_R17,12,full,original_R16_calendar,STATE_FAST_R15,75,12,2000,1509,64,75,0.22571058749851114,-0.3437997356506858,1.0891170202248208,0.265,ok
FUEL_SPOT_ECM_R17,12,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.5656015639002977,-0.4181721726176052,0.7252418561267588,0.5585,ok
FUEL_SPOT_ECM_R17,12,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,-0.07054129572394607,-0.8178286969838165,0.2439532778006801,0.9355,ok
FUEL_SPOT_ECM_R17,12,origins_2024plus,original_R16_calendar,STATE_FAST_R15,19,12,2000,1509,8,19,0.027475532365974588,0.019550546155010003,0.09817823135172732,0.0,ok
FUEL_SPOT_ECM_R17,12,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,-0.21697801025435798,-0.398307094526782,0.06385585471974758,0.693,ok
INDEPENDENT_BRIDGE,1,full,original_R16_calendar,STATE_FAST_R15,88,12,2000,1509,77,88,0.0871982091065043,0.021636300204259228,0.2003356618366677,0.0005,ok
INDEPENDENT_BRIDGE,1,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,34,12,2000,1509,23,34,0.03409897323485689,-0.014983741390652621,0.06598601702739795,0.324,ok
INDEPENDENT_BRIDGE,1,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.23767268887570792,0.2068475487039444,0.3887943715385311,0.0,ok
INDEPENDENT_BRIDGE,1,origins_2024plus,original_R16_calendar,STATE_FAST_R15,30,12,2000,1509,19,30,0.026997759279008483,-0.004562831211740195,0.0371662689492047,0.0705,ok
INDEPENDENT_BRIDGE,1,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.024883359551716642,-0.004597496687313826,0.038383773025662614,0.0665,ok
INDEPENDENT_BRIDGE,2,full,original_R16_calendar,STATE_FAST_R15,86,12,2000,1509,75,86,0.16153807401481804,0.030975530302293913,0.4090570827895898,0.0015,ok
INDEPENDENT_BRIDGE,2,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,33,12,2000,1509,22,33,0.02165153303050465,-0.03581161595950594,0.06434423483403968,0.4645,ok
INDEPENDENT_BRIDGE,2,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.4519838002634539,0.2958369310519252,0.9239747893086162,0.0,ok
INDEPENDENT_BRIDGE,2,origins_2024plus,original_R16_calendar,STATE_FAST_R15,29,12,2000,1509,18,29,0.08035043341188981,0.004145910698649101,0.13179584256932106,0.016,ok
INDEPENDENT_BRIDGE,2,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.07462509295076972,0.001674665635220676,0.14035050058709078,0.0205,ok
INDEPENDENT_BRIDGE,3,full,original_R16_calendar,STATE_FAST_R15,84,12,2000,1509,73,84,0.23414991716727873,-0.007550935758576443,0.7120426116941757,0.0325,ok
INDEPENDENT_BRIDGE,3,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.09635273718806284,-0.1240530021985876,0.17857440220779405,0.694,ok
INDEPENDENT_BRIDGE,3,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.6260313069848814,-0.03491722939888964,1.503837422654079,0.062,ok
INDEPENDENT_BRIDGE,3,origins_2024plus,original_R16_calendar,STATE_FAST_R15,28,12,2000,1509,17,28,0.05573407444272311,-0.04566439131291893,0.17358449588491445,0.1335,ok
INDEPENDENT_BRIDGE,3,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.05071527960675481,-0.030682091537847647,0.1751752271445962,0.082,ok
INDEPENDENT_BRIDGE,4,full,original_R16_calendar,STATE_FAST_R15,83,12,2000,1509,72,83,0.39249123512316353,-0.040618703310354054,1.19144143893424,0.0505,ok
INDEPENDENT_BRIDGE,4,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.2904897021655832,-0.15018219375133104,0.4421654887065522,0.6295,ok
INDEPENDENT_BRIDGE,4,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.8955214711159867,-0.458129172742235,2.338531485386077,0.179,ok
INDEPENDENT_BRIDGE,4,origins_2024plus,original_R16_calendar,STATE_FAST_R15,27,12,2000,1509,16,27,0.06624395330149031,-0.022246646241807198,0.20296015228028647,0.055,ok
INDEPENDENT_BRIDGE,4,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.0489248602141568,0.0009492615802514507,0.19251773604217867,0.023,ok
INDEPENDENT_BRIDGE,5,full,original_R16_calendar,STATE_FAST_R15,82,12,2000,1509,71,82,0.7295421132075419,-0.11176385222001675,2.2562682224725834,0.058,ok
INDEPENDENT_BRIDGE,5,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,0.6118517549897489,-0.12675393369259774,0.8805343721256309,0.4705,ok
INDEPENDENT_BRIDGE,5,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,1.5695687216294207,-0.9436541223227523,3.5842772093746142,0.261,ok
INDEPENDENT_BRIDGE,5,origins_2024plus,original_R16_calendar,STATE_FAST_R15,26,12,2000,1509,15,26,0.09898260785539868,0.019620022078451076,0.2370973514986733,0.003,ok
INDEPENDENT_BRIDGE,5,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.06902410439574423,0.03786548358847492,0.22581010127514736,0.001,ok
INDEPENDENT_BRIDGE,6,full,original_R16_calendar,STATE_FAST_R15,81,12,2000,1509,70,81,1.0867169699231047,-0.17710238175554213,3.305608973846811,0.0735,ok
INDEPENDENT_BRIDGE,6,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,1.2551060828069402,-0.28829880517454154,1.6542608717160001,0.5805,ok
INDEPENDENT_BRIDGE,6,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,1.8147931932162222,-1.072927823863232,3.7149967175136456,0.3735,ok
INDEPENDENT_BRIDGE,6,origins_2024plus,original_R16_calendar,STATE_FAST_R15,25,12,2000,1509,14,25,0.17222573107040276,0.1087188227388076,0.28017230283949,0.0,ok
INDEPENDENT_BRIDGE,6,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.14384745975709712,0.11958023269043082,0.270198047489215,0.0,ok
INDEPENDENT_BRIDGE,7,full,original_R16_calendar,STATE_FAST_R15,80,12,2000,1509,69,80,1.929427827532291,-0.06392023369531724,5.565151284373255,0.039,ok
INDEPENDENT_BRIDGE,7,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,2.005883927750275,-0.32076808969647613,2.4683040358873507,0.557,ok
INDEPENDENT_BRIDGE,7,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,3.4757534956993132,-0.4685735418478861,6.8445773490418444,0.354,ok
INDEPENDENT_BRIDGE,7,origins_2024plus,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,0.2811606924079559,0.09542577901003146,0.5014441188902724,0.0,ok
INDEPENDENT_BRIDGE,7,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.24482556956506632,0.14973478692029168,0.5039190794175414,0.0,ok
INDEPENDENT_BRIDGE,8,full,original_R16_calendar,STATE_FAST_R15,79,12,2000,1509,68,79,1.6948233301992315,0.0454693698337325,4.705889060402734,0.0205,ok
INDEPENDENT_BRIDGE,8,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,2.4871390515598844,-0.5039643185650117,2.8181914895138744,0.5425,ok
INDEPENDENT_BRIDGE,8,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,1.888079039358589,-0.548846214970703,3.841586963050561,0.0625,ok
INDEPENDENT_BRIDGE,8,origins_2024plus,original_R16_calendar,STATE_FAST_R15,23,12,2000,1509,12,23,0.39081289092247196,0.16770122861267095,0.6894648378185021,0.0,ok
INDEPENDENT_BRIDGE,8,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.2600943817230311,0.1827581028336655,0.663414966602029,0.0,ok
INDEPENDENT_BRIDGE,9,full,original_R16_calendar,STATE_FAST_R15,78,12,2000,1509,67,78,2.7874540817001527,0.19317094891896408,7.213229779395928,0.0085,ok
INDEPENDENT_BRIDGE,9,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,3.620168139849542,-0.36417763561781175,4.0212859016153315,0.314,ok
INDEPENDENT_BRIDGE,9,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,3.777753347026828,-0.5378300030542982,7.443264446801744,0.048,ok
INDEPENDENT_BRIDGE,9,origins_2024plus,original_R16_calendar,STATE_FAST_R15,22,12,2000,1509,11,22,0.4959071622173951,0.35856780162076435,0.7366791965378856,0.0,ok
INDEPENDENT_BRIDGE,9,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.31994531014587346,0.21193215882673772,0.6880618556978209,0.0,ok
INDEPENDENT_BRIDGE,10,full,original_R16_calendar,STATE_FAST_R15,77,12,2000,1509,66,77,3.9711430943392743,0.3803060481504611,10.091457697735244,0.0045,ok
INDEPENDENT_BRIDGE,10,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,4.478624464277695,-0.09227297436827248,5.108425878785603,0.0485,ok
INDEPENDENT_BRIDGE,10,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,6.155076836153704,-0.9078923743288022,12.10176848788682,0.048,ok
INDEPENDENT_BRIDGE,10,origins_2024plus,original_R16_calendar,STATE_FAST_R15,21,12,2000,1509,10,21,0.7019138733118588,0.5529567349283324,0.8757864132262341,0.0,ok
INDEPENDENT_BRIDGE,10,recent_targets,original_R16_calendar,STATE_FAST_R15,31,12,2000,1509,20,31,0.3479576751483237,0.15164017809791774,0.8068776753291893,0.005,ok
INDEPENDENT_BRIDGE,11,full,original_R16_calendar,STATE_FAST_R15,76,12,2000,1509,65,76,4.811589920102917,0.5666817494997938,12.004675147385782,0.0015,ok
INDEPENDENT_BRIDGE,11,origins_2019_2021,original_R16_calendar,STATE_FAST_R15,32,12,2000,1509,21,32,4.434657692621761,-0.15594264419703868,5.0556377801333605,0.0505,ok
INDEPENDENT_BRIDGE,11,origins_2022_2023,original_R16_calendar,STATE_FAST_R15,24,12,2000,1509,13,24,8.516481129795507,-0.9673372083193033,16.4331227384316,0.048,ok
INDEPENDENT_BRIDGE,11,origins_2024plus,original_R16_calendar,STATE_FAST_R15,20,12,2000,1509,9,20,0.9688120324416631,0.8207441550250945,1.251701320060267,0.0,ok
