period,big,actual,consensus,surprise,base,category,full,category_minus_base,base_abs_error,category_abs_error,extra_abs_error_vs_base,base_direction,category_direction,base_deviation,category_deviation,core_actual,base_core,category_core,core_weight,base_core_abs_error,category_core_abs_error,base_weighted_core_error,category_weighted_core_error,fixed_noncore_reconciliation_error,weighted_core_squared_gain,cross_term_gain,headline_squared_gain
2019-02,False,0.2,0.1,0.1,0.31775488058818213,0.3214390864645076,0.3736868253770129,0.0036842058763254526,0.11775488058818212,0.12143908646450757,0.0036842058763254526,True,True,0.21775488058818213,0.22143908646450758,0.3,0.3318366905479621,0.33856769759785327,0.5473483906668922,0.03183669054796212,0.03856769759785328,0.017425761335586928,0.021109967211912356,0.10032911925259519,-0.00014197355756317845,-0.0007392662614339317,-0.0008812398189971104
2019-03,False,0.2,0.1,0.1,0.09946023954165717,0.018810227797368066,0.0901670483480416,-0.0806500117442891,0.10053976045834284,0.18118977220263194,0.0806500117442891,False,False,-0.0005397604583428361,-0.08118977220263193,-0.1,0.044399188750411704,-0.10175572504998041,0.5518118388714258,0.14439918875041172,0.0017557250499804083,0.0796811818759068,-0.0009688298683823151,-0.18022094233424965,0.0063481521138274676,-0.029069642231648166,-0.022721490117820695
2019-04,False,0.1,0.3,-0.19999999999999998,0.38710754867430486,0.3843414177863059,0.4791985039175055,-0.0027661308879989854,0.2871075486743049,0.28434141778630584,-0.002766130887999041,False,False,0.08710754867430487,0.08434141778630588,0.4,0.36116664092114814,0.35614293154230797,0.5506152285898372,0.03883335907885188,0.04385706845769205,-0.02138223888611326,-0.02414836977411225,0.3084897875604181,-0.00012594362296444402,0.0017066462600062377,0.0015807026370418253
2019-05,False,0.7,0.4,0.29999999999999993,0.2254766707170906,0.2703047338042085,0.2577314423608633,0.0448280630871179,0.47452332928290936,0.42969526619579146,-0.0448280630871179,False,False,-0.17452332928290942,-0.12969526619579153,0.1,0.10239919131656197,0.18377122305722282,0.5509025905852826,0.002399191316561966,0.08377122305722282,0.001321720711603702,0.0461497837987216,-0.47584504999451305,-0.002128055599029265,0.042662423841693595,0.04053436824266435
2019-06,False,0.2,0.1,0.1,0.12410329846284626,0.12315035846394702,0.02312980391895257,-0.000952939998899241,0.07589670153715375,0.07684964153605299,0.000952939998899241,True,True,0.024103298462846257,0.023150358463947016,0.3,0.17297392224022412,0.1712455534035054,0.5513522221960248,0.12702607775977587,0.1287544465964946,-0.07003611024969747,-0.0709890502485967,-0.005860591287456279,-0.00013438851629000732,-1.1169583710034813e-05,-0.0001455581000000426
2019-07,False,0.4,0.2,0.2,0.435229027763851,0.5016039569149744,0.4450697048026269,0.06637492915112342,0.03522902776385095,0.10160395691497437,0.06637492915112342,True,True,0.23522902776385096,0.3016039569149744,1.0,0.6634769466924749,0.7839097377607614,0.5511366843062552,0.3365230533075251,0.21609026223923855,-0.18547019979252652,-0.11909527064140311,0.2206992275563775,0.02021551152193065,-0.029297791185524436,-0.009082279663593788
2019-08,False,0.1,0.0,0.1,0.07212027168892293,0.003901984150030527,0.10053651412052733,-0.0682182875388924,0.027879728311077073,0.09609801584996948,0.0682182875388924,True,True,0.07212027168892293,0.003901984150030527,0.2,0.2559465851523217,0.1320248929006193,0.550495125585692,0.055946585152321704,0.0679751070993807,0.030798322419517948,-0.03741996511937445,-0.058678050730595024,-0.00045171712567861836,-0.008005832273922892,-0.00845754939960151
2019-09,False,-0.6,-0.4,-0.19999999999999996,-0.3115374275151629,-0.4067800328746164,-0.3231993913711704,-0.0952426053594535,0.2884625724848371,0.19321996712538358,-0.0952426053594535,False,True,0.08846257248483713,-0.006780032874616371,-0.9,-0.5131552086303866,-0.6862700704930784,0.5501700104465688,0.38684479136961347,0.2137299295069216,0.21283040290902097,0.11758779754956747,0.07563216957581609,0.031469890269858136,0.014406809758777435,0.04587670002863558
2019-10,False,0.5,0.4,0.09999999999999998,0.22940611674544503,0.3371197444307257,0.3409433050818153,0.10771362768528064,0.27059388325455497,0.16288025556927432,-0.10771362768528064,False,False,-0.170593883254555,-0.06288025556927435,0.6,0.20985475885593016,0.4050403492083937,0.5518523549344644,0.3901452411440698,0.19495965079160626,-0.2153025700918294,-0.10758894240654873,-0.055291313162725536,0.03477981615998745,0.011911255840480148,0.046691072000467605
2019-11,False,0.3,0.2,0.09999999999999998,0.16027885730460945,0.15476450183810875,0.21627568627945298,-0.005514355466500698,0.13972114269539054,0.14523549816189124,0.005514355466500698,False,False,-0.039721142695390566,-0.04523549816189126,0.0,0.09913083335455768,0.08911540960792114,0.5505863362349064,0.09913083335455768,0.08911540960792114,0.05458008234459896,0.04906572687809827,-0.1943012250399895,0.0005715398346670675,-0.0021428920448940915,-0.0015713522102270248
