sample,model,h,n,unit,total_mae_log,total_rmse_log,total_bias_log,core_effect_mae_log,core_effect_rmse_log,core_effect_bias_log,retained_mae_log,retained_rmse_log,retained_bias_log,core_cumulative_mae_log,core_cumulative_rmse_log,core_cumulative_bias_log,total_mse_log,core_effect_mse_log,retained_mse_log,twice_core_retained_cross_moment,squared_identity_residual
full,BLEND_DAMPED_TRANSMISSION_R16,1,88,annual_log_pp,0.4683472027641246,0.7720285861882252,-0.10104145343469716,0.14355618780203241,0.18414290753893248,-0.006112817017157243,0.41347537987441174,0.7218396532242669,-0.0949286364175399,0.2617608641301528,0.3351723856639381,-0.009648135516638501,0.5960281378917899,0.03390861039689184,0.5210524849669299,0.0410670425279681,1.3877787807814457e-17
full,BLEND_DAMPED_TRANSMISSION_R16,2,86,annual_log_pp,0.7197171807352576,1.1077417639156304,-0.18545122078158482,0.25637262518017134,0.34219128523274644,-0.013952347089965325,0.5705708479606019,1.0077265764346397,-0.17149887369161948,0.4656799618135344,0.6185041773924719,-0.022333003100633683,1.227091815522912,0.11709487568923882,1.0155128528526798,0.09448408698099355,-1.3877787807814457e-17
full,BLEND_DAMPED_TRANSMISSION_R16,3,84,annual_log_pp,0.9192978958981362,1.3477876400741031,-0.31163120189487037,0.37000641823172664,0.49897928813689896,-0.018358813838279437,0.6839145905414343,1.1618876691837123,-0.29327238805659095,0.6721652357100568,0.9029129498700368,-0.029296144889508904,1.8165315227365202,0.24898032998960642,1.3499829558011598,0.21756823694575406,-1.6653345369377348e-16
full,BLEND_DAMPED_TRANSMISSION_R16,4,83,annual_log_pp,1.0870590850168174,1.6039224993257761,-0.4307534203062913,0.48212522612090664,0.6640355021533411,-0.014936775063392376,0.7990821800615517,1.345302350817167,-0.4158166452428988,0.8754753269660224,1.2030204572094751,-0.02320258111238342,2.5725673838434444,0.4409431481200399,1.8098384151141962,0.32178582060920774,8.326672684688674e-16
full,BLEND_DAMPED_TRANSMISSION_R16,5,82,annual_log_pp,1.251634552293085,1.8974385023029217,-0.5571329452484275,0.6201319468012773,0.8573334366999328,-0.013820099006033195,0.9516014563106252,1.551081503420013,-0.5433128462423943,1.1251625462663133,1.5514506778842865,-0.020882704895417596,3.6002728700215547,0.7350206216837176,2.4058538302516874,0.45939841808614995,-5.551115123125783e-17
full,BLEND_DAMPED_TRANSMISSION_R16,6,81,annual_log_pp,1.4127653364109316,2.2197619449373454,-0.6728715566576868,0.7630931466309697,1.0745814347004286,-0.007573063663293328,1.0708640419903628,1.745101230429596,-0.6652984929943935,1.3841896849733974,1.9441540990568522,-0.009238942185282144,4.927343092192026,1.1547252598028315,3.04537830444689,0.727239527942305,-4.440892098500626e-16
full,BLEND_DAMPED_TRANSMISSION_R16,7,80,annual_log_pp,1.6423718002830021,2.6034476686212327,-0.8113922766967164,0.9310647792143832,1.3047845263414202,-0.02047066089095504,1.221492414029364,1.9518343003176961,-0.7909216158057614,1.6885454461193405,2.3602136135500693,-0.032214437608619265,6.777939763249331,1.7024626601800044,3.8096571358966704,1.2658199671726564,-2.220446049250313e-16
full,BLEND_DAMPED_TRANSMISSION_R16,8,79,annual_log_pp,1.8993426964585207,3.022317921587301,-0.951072523767485,1.1158327155306933,1.54154847538306,-0.031903895569155946,1.3497006776912917,2.1579812460846832,-0.9191686281983288,2.0226354941220084,2.7874527295293436,-0.05249449118580427,9.134405619147783,2.376371701955837,4.656883058453202,2.1011508587387433,1.3322676295501878e-15
full,BLEND_DAMPED_TRANSMISSION_R16,9,78,annual_log_pp,2.1718700163957863,3.481676411963302,-1.0966085899823084,1.2896859604261028,1.782922294121575,-0.039671153115220924,1.5078474577050425,2.411820719103458,-1.0569374368670872,2.336625552753195,3.223283253632732,-0.06783304345138447,12.122070637621652,3.17881190687574,5.816879181096723,3.1263795496491915,-2.220446049250313e-15
full,BLEND_DAMPED_TRANSMISSION_R16,10,77,annual_log_pp,2.4246233543576787,3.921257731520659,-1.2322043782738112,1.4328262488233527,1.993634358715905,-0.033552454264296976,1.6872542684932763,2.671150336534764,-1.1986519240095144,2.5958765972911966,3.6052640486342553,-0.05931034877226906,15.376262197010545,3.9745779562525785,7.135044120369783,4.266640120388187,-4.440892098500626e-15
full,BLEND_DAMPED_TRANSMISSION_R16,11,76,annual_log_pp,2.7161604466084164,4.354152137558509,-1.382320278691831,1.5728998452150933,2.2060832564394395,-0.034842794674846196,1.8465462587399704,2.935766960364673,-1.3474774840169845,2.8496863924849203,3.9908647345168937,-0.064949426738161,18.958640837005326,4.866803334342443,8.618727645568834,5.473109857094051,-8.881784197001252e-16
full,BLEND_DAMPED_TRANSMISSION_R16,12,75,annual_log_pp,2.9676823416189717,4.702919890363916,-1.514138840427016,1.7490987675155123,2.440976561757145,-0.0364808467402194,1.9775166251150444,3.1034190126296677,-1.4776579936867966,3.169008546405562,4.417475514417217,-0.07061861835057823,22.117455495180543,5.958366575047733,9.631209567951302,6.527879352181512,-4.440892098500626e-15
full,DAMPED_ADAPT_R16,1,88,annual_log_pp,0.46658976841707706,0.7691489499947113,-0.09694240661983428,0.1403200883200709,0.18045920789412695,-0.0020137702022943534,0.41347537987441174,0.7218396532242669,-0.0949286364175399,0.25596336991671936,0.32872745519658486,-0.0021277756524532856,0.5915901072779669,0.03256552571377573,0.5210524849669299,0.03797209659726117,1.3877787807814457e-16
