sample,model,benchmark,h,n,unit,mean_total_squared_loss_difference,mean_core_effect_squared_loss_difference,mean_retained_squared_loss_difference,mean_cross_moment_difference,mean_core_cumulative_squared_loss_difference,mean_identity_residual,total_rmse_log,total_fast_rmse_log,core_cumulative_rmse_log,core_cumulative_fast_rmse_log
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,0.04270009502674687,0.022368630910517325,5.0337237608140954e-17,0.020331464116229433,0.07210278066612788,6.518954667099181e-17,1.112872279533306,1.0935193713542115,0.6311146313759954,0.5711417488423787
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,0.15252068640056093,0.055731578313352154,7.810385935886053e-17,0.09678910808720868,0.17858026850205908,-8.10312052245714e-18,1.3660702874334258,1.3090558978927835,0.9237151211737809,0.8213825884343018
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,0.24764090520647125,0.0885976821481039,2.4362414696052593e-16,0.15904322305836707,0.2845142447966477,9.316635808401587e-17,1.618088930007159,1.5396658339410023,1.2163798868209295,1.09319064406253
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,0.3849960812625371,0.16417069511756213,-9.717624740121296e-17,0.22082538614497524,0.5256101351179435,-1.5576018625302729e-16,1.902104515245172,1.7980560351817554,1.5795885098092948,1.4033850951195135
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,0.6155496790664444,0.28341081227976933,4.795867920899584e-16,0.3321388667866743,0.9016513786383578,1.456846474732374e-16,2.2195114965256373,2.0762181012945216,1.9978886773383777,1.7578133542553755
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,1.0074957596958767,0.394568063786529,4.461275099343354e-16,0.6129276959093473,1.2497101117723155,-6.577041428840191e-17,2.609632092610472,2.408876065530694,2.417743389731363,2.1437754049380695
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,1.3726717545557974,0.5325043799606061,1.5100877651003166e-16,0.8401673745951912,1.6828725134981302,3.034832845646387e-16,3.0285483572727716,2.7927465688429023,2.856233640838136,2.5446410547574967
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,1.6519190544974531,0.6954720491151392,-1.3498595048001579e-16,0.9564470053823143,2.198793456145861,-7.694610618185329e-16,3.478247923567232,3.232072023223231,3.309249588637794,2.958435293149666
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,1.6367734781217183,0.6097776770070147,-3.2108154518988903e-16,1.0269958011147033,1.9183360571681782,7.138161814881447e-16,3.893269836070138,3.6770608559462117,3.647527444533404,3.374332586076275
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,1.7850955003233426,0.4640612480833268,-2.664647959063042e-16,1.3210342522400167,1.4478789600365245,-5.302062471451415e-16,4.314716437954165,4.102643347846426,3.98713434239702,3.801231550995703
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,1.913740786990578,0.2536170912896182,-3.3333878237607033e-16,1.66012369570096,0.7678216455717223,4.351871872125083e-16,4.660778865146695,4.450743628070207,4.367293529586353,4.278484676610996
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,8.830506198327396e-05,0.002348873692001687,2.6375681941556454e-17,-0.002260568630018406,0.007292409894953894,-3.357191985543858e-17,0.7654173745362604,0.7653596881074928,0.3289348070865906,0.31765657150158044
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,0.00016496689765690923,0.010646299103753063,7.010501675299294e-17,-0.010481332206096263,0.03464264728067454,3.995931114461873e-17,1.0935947980968852,1.0935193713542115,0.600704207203017,0.5711417488423787
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,0.05873861426198858,0.029171269732263132,3.685667842352152e-16,0.02956734452972502,0.09384934976185488,6.402536507744906e-17,1.331302354114147,1.3090558978927835,0.8766519870193008,0.8213825884343018
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,0.22725976871977688,0.06306748709744706,1.5459808592268907e-16,0.16419228162232957,0.20132065285100942,6.682547036332888e-17,1.6117787220723008,1.5396658339410023,1.1816879609765256,1.09319064406253
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,0.47080260826019416,0.10603354096227242,-1.9727190748150885e-16,0.364769067297922,0.3382481127258124,-1.2753258603303577e-16,1.9245280236758642,1.7980560351817554,1.519124036387226,1.4033850951195135
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,0.752220838407286,0.15370103446044683,1.5127431200694047e-16,0.598519803946839,0.48758067706542485,6.971018412721613e-17,2.2500894299005796,2.0762181012945216,1.8914249827746168,1.7578133542553755
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,1.1545846975490426,0.2353940844525122,4.676163969929981e-16,0.91919061309653,0.7422046409031632,-8.010085650322906e-17,2.63766347296915,2.408876065530694,2.3104063771814145,2.1437754049380695
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,1.5081806481954207,0.33349245452286436,4.1811021614871535e-16,1.1746881936725566,1.0499745079453193,-3.645554322552779e-16,3.0508382530018245,2.7927465688429023,2.7432048056065126,2.5446410547574967
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,1.93301633720656,0.454506981669608,-3.458149704316594e-16,1.4785093555369524,1.433655218108282,-3.034661030745148e-16,3.51842378068772,3.232072023223231,3.191550501223791,2.958435293149666
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,2.052410852573789,0.5439018684011586,-3.101026781421269e-16,1.508508984172631,1.7254352698150446,-9.390880479447823e-17,3.946287798793402,3.6770608559462117,3.6209882174996437,3.374332586076275
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,2.269871196813691,0.6220384995055839,-1.2437724803846703e-16,1.6478326973081066,1.9837381862539856,3.610871139281707e-16,4.370532420248386,4.102643347846426,4.0537759546550145,3.801231550995703
full,TRANSMISSION_OWN_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,2.3692509397828334,0.6890257658507419,4.611481512993464e-16,1.68022517393209,2.206416197263228,7.862402858401415e-16,4.709391657378942,4.450743628070207,4.529000698306231,4.278484676610996
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,0.002959542793974101,0.0033913511837276628,-9.146723782423164e-18,-0.0004318083897535338,0.010863250375962525,-1.868154266067921e-17,0.7672906847955165,0.7653596881074928,0.3343186321372191,0.31765657150158044
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,0.009710233500495942,0.015018186664836642,-2.452818310218369e-17,-0.0053079531643407205,0.049338856317084685,4.671020313111677e-17,1.097950294424755,1.0935193713542115,0.6128146160037433,0.5711417488423787
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,0.07890612281313854,0.038603960310959376,1.3152921212495576e-16,0.04030216250217905,0.12541346156973324,-1.574351904629993e-17,1.3388552821799002,1.3090558978927835,0.8944734865566262,0.8213825884343018
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,0.3176916818556011,0.09090754829518208,4.816417930483919e-16,0.2267841335604185,0.2919083637938688,3.874259305270792e-17,1.6395921938277342,1.5396658339410023,1.2194154944315405,1.09319064406253
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,0.6621980553008888,0.16420654821000735,3.572366826473458e-16,0.49799150709088136,0.5250922329743052,-1.2038346268348805e-16,1.97362700654263,1.7980560351817554,1.5794245655231245,1.4033850951195135
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,1.0804609379476091,0.25449904921649924,1.292783931174907e-16,0.8259618887311097,0.810234787636223,2.9214831428522367e-16,2.321883404068912,2.0762181012945216,1.974877863574038,1.7578133542553755
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,1.6307196336979566,0.38671186769235366,6.837521000779834e-16,1.244007766005602,1.2247367910609377,1.5258519274474746e-16,2.7264268801463563,2.408876065530694,2.4125732689139876,2.1437754049380695
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,2.2060486682152383,0.5352244137342895,5.379619042779215e-16,1.6708242544809486,1.6921672403308792,2.62069506391319e-16,3.163144332147846,2.7927465688429023,2.8578602726319957,2.5446410547574967
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,2.9128997130034007,0.6992129677014532,4.1019538193482345e-16,2.213686745301947,2.2118644776149843,-3.574531162517594e-16,3.6550224727497516,3.232072023223231,3.311223921961264,2.958435293149666
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,3.214273430439891,0.6820080290051782,-5.29465290745026e-16,2.5322654014347132,2.1630039744708114,1.1502258606255633e-15,4.090849541204342,3.6770608559462117,3.680913524646703,3.374332586076275
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,3.5242075223272535,0.6200975880274701,1.5333828528008312e-16,2.904109934299783,1.9754126611218445,7.92038218636779e-18,4.511750210500997,4.102643347846426,4.052748939350553,3.801231550995703
full,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,3.6437892506603666,0.5150282523666021,6.515113353641556e-16,3.1287609982937625,1.6522318980278157,9.591661955428894e-16,4.84282026235415,4.450743628070207,4.467400029773796,4.278484676610996
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,-0.0011534762928297818,-0.0003824264859851606,3.613103739807944e-18,-0.0007710498068446246,-0.0013101422672653288,7.228014483236696e-20,0.3236727078384141,0.32544968596125756,0.1665989576961774,0.17048564447694134
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,-0.004828693254981172,-0.001062576726318167,1.5762056411030644e-17,-0.0037661165286630226,-0.0037821051821755832,8.584824960585654e-19,0.42688146833747104,0.4325002673582254,0.2495043279387542,0.2569718172141548
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,-0.007430868942112326,-0.0010238775841145188,9.912705577010326e-18,-0.0064069913579978145,-0.0039117401902089045,-2.2381030560593627e-18,0.4993229885153831,0.5067093010810495,0.28719336726019573,0.2939247699471049
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,-0.0054168819792643885,-0.0009309558204240204,-1.645960697422684e-17,-0.004485926158840357,-0.003882506655875647,4.662069341687669e-18,0.45317806770876123,0.4591157185628814,0.30552654745104657,0.31181561515298145
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,-0.0055034816044561554,-0.001955103524859618,1.6346432754396836e-18,-0.003548378079596545,-0.007534728009137002,7.072334171290059e-18,0.4692619925066151,0.47508978016342834,0.35702944606922615,0.3674299298772971
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,-0.008625935986963236,-0.0035684335438204563,-7.147060721024445e-18,-0.005057502443142783,-0.013119730471443254,9.384854005034527e-18,0.5156174104218041,0.523915307962127,0.37685174044373043,0.3938743006936503
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,-0.00921283446390136,-0.0033253251157368373,-1.209969624493823e-16,-0.005887509348164402,-0.0131866469766164,-7.228014483236697e-19,0.5999178458943133,0.6075477399236824,0.43688520462134506,0.4517248376984056
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,-0.002743941337576516,0.0004349847825249977,-7.059570319627355e-17,-0.0031789261201014335,-0.0014803323311434493,-1.1388836733586864e-17,0.6624902911817698,0.6645579938934469,0.4979742038208645,0.4994583466137765
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.005139168317342469,0.00478276763904919,-1.0408340855860843e-16,0.00035640067829339155,0.0122140861839021,-3.627149086133324e-18,0.7034374080248128,0.6997749771828973,0.5383269202307398,0.5268603105769225
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.03698748472396726,0.007324013214703794,-1.470384660589865e-16,0.029663471509263618,0.020668231778630808,-6.3606527452482924e-18,0.7982685212948094,0.7747548950256683,0.5426546673498067,0.5232646139554046
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.07149637025507237,0.00849937301105894,-7.814387158189274e-18,0.06299699724401345,0.0245604197543395,4.076600168545497e-18,0.8507835109003288,0.8076733325824355,0.5395061984132331,0.5162426932867519
origins_2024plus,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.13483984289757867,0.00824650473838459,-3.1567402200999005e-16,0.12659333815919438,0.023873694829625508,9.130123557772668e-19,0.9147594049841983,0.837821535954684,0.6064772315334451,0.586464779452992
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,-0.0027294522624662604,-0.000723066656980691,3.469446951953614e-18,-0.002006385605485574,-0.0024794825581320764,2.5478751053409355e-19,0.32122896169214704,0.32544968596125756,0.16305174765879069,0.17048564447694134
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,-0.010610943630415755,-0.0017668364277855307,1.5253602978416752e-18,-0.008844107202630225,-0.006336597905434514,1.2398225705189841e-18,0.42005420797144827,0.4325002673582254,0.2443315717153853,0.2569718172141548
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,-0.015319222722204678,-0.0007431818944268175,1.3877787807814457e-17,-0.014576040827777872,-0.003372444595755729,-5.78499302033337e-18,0.49136045127771627,0.5067093010810495,0.28813074426847063,0.2939247699471049
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,-0.009399898262831212,0.0012953458182305578,-1.644774851296528e-17,-0.01069524408106175,0.003026741767955616,-1.6915561672574768e-19,0.448762013509031,0.4591157185628814,0.3166318360828359,0.31181561515298145
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,-0.00795681656830345,0.0018361220057302372,-1.0975461992237875e-17,-0.00979293857403367,0.004658395491266825,-8.306656644581249e-18,0.46664063544384043,0.47508978016342834,0.37371533131636747,0.3674299298772971
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,-0.011591405041328788,0.0027186323782931064,2.2759572004815708e-17,-0.01431003741962192,0.00759158926634329,4.488596994089988e-18,0.512733697815661,0.523915307962127,0.40339627416878227,0.3938743006936503
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,-0.011930684545853457,0.006112154864321193,-2.233456475320139e-17,-0.018042839410174632,0.017589330270834452,3.342956698496972e-18,0.5976483679727745,0.6075477399236824,0.47079152420629383,0.4517248376984056
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,-0.0018465220554615244,0.01608627056057055,1.3274405729213829e-17,-0.017932792616032093,0.049703139329448344,2.319249864621166e-18,0.6631672528044651,0.6645579938934469,0.5469568349802529,0.4994583466137765
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.01185389856642836,0.027745071651555705,-1.1641620827063104e-16,-0.01589117308512724,0.08770881115693294,1.4981702747072425e-17,0.7081941239926753,0.6997749771828973,0.6043927514606244,0.5268603105769225
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.0415582337670206,0.04461177337864128,-5.748465732855585e-17,-0.0030535396116206483,0.1441837943714088,6.030229226014615e-18,0.8011263203348488,0.7747548950256683,0.646521191137079,0.5232646139554046
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.0815670987388775,0.06154584518735175,-6.418476861114186e-17,0.020021253551525835,0.2013928859482037,8.066464163292154e-18,0.8566815691397213,0.8076733325824355,0.6840317275683658,0.5162426932867519
origins_2024plus,DAMPED_ADAPT_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.15611813671980346,0.07416044807740112,-1.9606940340316807e-16,0.0819576886424026,0.24391114717019585,-3.2138034923359796e-17,0.926316934331479,0.837821535954684,0.7667151261772799,0.586464779452992
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,-0.0025520268450009687,-0.0007628241259838094,3.469446951953614e-18,-0.001789202719017163,-0.002623105344637998,6.32451267283211e-20,0.32150500967680146,0.32544968596125756,0.1626107303595923,0.17048564447694134
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,-0.009388076823942208,-0.0017298535710911702,1.5253602978416752e-18,-0.007658223252851041,-0.006202186300857868,1.0617704033995974e-18,0.4215073005785241,0.4325002673582254,0.24460647690011628,0.2569718172141548
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,-0.013044569508186095,-0.0004813563389647858,1.3877787807814457e-17,-0.01256321316922132,-0.0024276168328686886,-6.412281420128555e-18,0.49366967325718886,0.5067093010810495,0.2897656873330413,0.2939247699471049
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,-0.004359066626505749,0.002021149924066789,-1.1693321208436255e-17,-0.006380216550572527,0.005643510730287425,2.1081708909440364e-19,0.45434367653242974,0.4591157185628814,0.32073741375698545,0.31181561515298145
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,0.0012289338443738545,0.0028662644333404238,-5.5010750228572207e-17,-0.0016373305889665164,0.00837895085939649,5.004010026856174e-19,0.4763813945360466,0.47508978016342834,0.3786604075276843,0.3674299298772971
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,0.005863098292983427,0.0038159933179154073,-1.1449174941446926e-17,0.002047104975068028,0.011563395817933015,5.0653925498522766e-18,0.5294812066636869,0.523915307962127,0.4082895548074247,0.3938743006936503
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,0.01466337494739599,0.007622471880014782,-1.163710331801108e-17,0.007040903067381231,0.02308061222742583,-9.107298248878237e-18,0.6194978863836182,0.6075477399236824,0.4765878106089965,0.4517248376984056
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,0.0301206305186785,0.017564634593120382,8.085319853248423e-17,0.012555995925558035,0.05510497719732005,-1.206764157201257e-18,0.68684638585812,0.6645579938934469,0.5518728270167751,0.4994583466137765
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.05586158455056595,0.02864494218025546,-2.557977898311823e-17,0.027216642370310514,0.09106124196849309,6.5446385684579544e-18,0.7386112666632498,0.6997749771828973,0.6071598050181718,0.5268603105769225
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.09879904990170423,0.04360266101221934,-5.748465732855585e-17,0.055196388889484964,0.14069282840466846,-1.346475840877236e-17,0.8360886300314927,0.7747548950256683,0.6438157225655234,0.5232646139554046
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.15798702203639564,0.060202361604476895,8.569533971325427e-17,0.09778466043191864,0.19676679861250967,1.1709383462843448e-17,0.9001795566447913,0.8076733325824355,0.6806418419289759,0.5162426932867519
origins_2024plus,DAMPED_P80_Q001_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.24375629436435678,0.06928201087435751,-1.0695939747930681e-16,0.1744742834899994,0.226567148340605,-5.843279076974508e-18,0.9724717067729132,0.837821535954684,0.755319856669644,0.586464779452992
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,0.0004539063329878151,-0.00014984654444726798,8.0953762212251e-18,0.0006037528774350754,-0.0005115966839244246,-2.809890630358266e-19,0.32614629298103176,0.32544968596125756,0.16897857346064207,0.17048564447694134
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,0.0006359869164791384,-0.0005300667566196424,-7.327711234729617e-18,0.0011660536730987916,-0.0017451398161849427,-3.354951463910964e-18,0.4332348880012038,0.4325002673582254,0.2535534953932997,0.2569718172141548
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,0.0008900956483841821,-0.001145081330127898,1.3877787807814457e-17,0.0020351769785120666,-0.0037689763837881946,-3.949593628340052e-19,0.5075868511402062,0.5067093010810495,0.2874418097714221,0.2939247699471049
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,0.0005973734861363362,-0.0013075721176499476,-7.464744506198954e-18,0.001904945603786296,-0.004336162202444142,-5.1404233557518755e-18,0.459765827914219,0.4591157185628814,0.3047832273121146,0.31181561515298145
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,0.00013029651079274928,-0.0014909356743561546,-1.1442502928077785e-17,0.0016212321851489177,-0.004847538588652649,-2.4352848797366713e-18,0.47522688868216134,0.47508978016342834,0.36077307934626,0.3674299298772971
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,0.0027287768330158425,-0.0005667571127613942,-1.915134717478395e-17,0.003295533945777259,-0.001530932775082276,-2.2334564753201393e-18,0.5265130831708423,0.523915307962127,0.39192605421409504,0.3938743006936503
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,0.0037140979144274426,-0.0010877077928210215,-9.627715291671279e-17,0.0048018057072485585,-0.0029554126749741865,2.3310346708438345e-18,0.6105967197756649,0.6075477399236824,0.44844165319322954,0.4517248376984056
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,-0.00022603794951434565,-0.0025511699707113735,-6.818217488187102e-17,0.002325132021197103,-0.007292441421132595,-5.8264081964873195e-18,0.6643879057434507,0.6645579938934469,0.4921038493865241,0.4994583466137765
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,-0.005436312818588043,-0.0032254017135568054,-1.7269246126224512e-16,-0.002210911105031081,-0.008893739495592178,1.4626872945168078e-17,0.6958798070591907,0.6997749771828973,0.5183512779627528,0.5268603105769225
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,-0.012868091578250909,-0.0026631139344812133,-1.4637761902051915e-16,-0.010204977643769538,-0.006407639718100751,-1.0077917336627165e-17,0.7664052816806414,0.7747548950256683,0.5171056144539505,0.5232646139554046
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,-0.021463434890856045,-0.0005757778414756292,-9.350972687144355e-17,-0.020887657049380302,0.00124754666776688,-1.6653345369377347e-17,0.7942750010380294,0.8076733325824355,0.5174495772920549,0.5162426932867519
origins_2024plus,DAMPED_P80_Q010_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,-0.041590019183732535,0.0036980777656857484,-2.80614347548143e-16,-0.045288096949417996,0.016716489964907964,1.0956148269327202e-18,0.8126222412201954,0.837821535954684,0.6005476063591916,0.586464779452992
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,4.680925277035005e-05,-3.339596653597896e-05,8.0953762212251e-18,8.020521930632087e-05,-6.478985435731918e-05,-1.4456028966473392e-20,0.32552159274778,0.32544968596125756,0.17029552289581992,0.17048564447694134
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,-0.0016775558105317087,0.00026651841887101094,8.464254201748904e-18,-0.0019440742294027306,0.001374029825575758,1.6150873741853031e-18,0.43055652991727433,0.4325002673582254,0.25963155560894513,0.2569718172141548
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,-0.0036878483733403613,0.0017347568868041952,1.982541115402065e-18,-0.005422605260144561,0.006991626673054827,1.3939742217670772e-18,0.5030571214372234,0.5067093010810495,0.30558697135433216,0.2939247699471049
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,-0.007692314068687044,0.006674965088545187,6.248216964397944e-18,-0.014367279157232238,0.024565266337177986,-8.563189380834586e-19,0.4506605473777618,0.4591157185628814,0.3489903210554846,0.31181561515298145
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,-0.01352409540171663,0.01449591364048401,-7.022294071021498e-17,-0.028020009042200575,0.052859170900108415,1.0808661658009337e-17,0.4606367373690662,0.47508978016342834,0.43343272173400094,0.3674299298772971
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,-0.019205178364189137,0.027590355415242077,-4.642120021713936e-17,-0.04679553377943118,0.1001316584133198,9.020562075079397e-18,0.5052544621800596,0.523915307962127,0.5052411534705302,0.3938743006936503
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,-0.03178870515216803,0.042765788336203175,-2.1806919695925112e-16,-0.074554493488371,0.15560937909209546,-1.3588667228484988e-17,0.580797340846363,0.6075477399236824,0.5997205249828843,0.4517248376984056
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,-0.06091202700552273,0.06116703970666988,-1.0257495336210685e-17,-0.1220790667121926,0.2239671830402092,-4.676211109154871e-18,0.6170294160266268,0.6645579938934469,0.6880594618507739,0.4994583466137765
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,-0.08813443277479112,0.08926855500385723,-8.030981183101719e-17,-0.1774029877786483,0.3266540766710803,1.1512255795118811e-17,0.6336801921446916,0.6997749771828973,0.7773260985791559,0.5268603105769225
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,-0.12312777447385026,0.13145367935923935,-1.6289879498220302e-16,-0.25458145383308944,0.4783200936202627,-2.4451340423292138e-17,0.6907368333109101,0.7747548950256683,0.8672519529168908,0.5232646139554046
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,-0.14953248438813457,0.19546403976867646,-3.662705989199155e-17,-0.34499652415681104,0.7067099377129524,-1.2143064331837649e-18,0.7090865446309659,0.8076733325824355,0.986517336940873,0.5162426932867519
origins_2024plus,DAMPED_P95_Q001_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,-0.21082810314116798,0.27599004556449463,-9.655105662344597e-17,-0.4868181487056624,0.9944207937737645,4.0172543654199745e-17,0.70079727665588,0.837821535954684,1.1568758495675373,0.586464779452992
