origin,h,target,model,actual_annual_log,forecast_annual_log,oracle_annual_log,oracle_headline_yy,total_error_log,core_effect_log,retained_error_log,core_cumulative_error_log,h0_in_annual_window,additive_identity_residual
2019-03,1,2019-04,DAMPED_P80_Q001_R16,2.732152985119284,2.8913881011024567,2.847132371481835,2.8880505940674355,0.15923511598317264,0.04425572962062185,0.11497938636255078,0.08010268848821137,True,0.0
2019-03,1,2019-04,DAMPED_P80_Q010_R16,2.732152985119284,2.8974570108578708,2.847132371481835,2.8880505940674355,0.1653040257385867,0.05032463937603593,0.11497938636255078,0.09108515188811332,True,0.0
2019-03,1,2019-04,DAMPED_P95_Q001_R16,2.732152985119284,2.899759497135702,2.847132371481835,2.8880505940674355,0.16760651201641785,0.05262712565386707,0.11497938636255078,0.09525165219795607,True,0.0
2019-03,1,2019-04,DAMPED_P95_Q010_R16,2.732152985119284,2.9047458796103127,2.847132371481835,2.8880505940674355,0.17259289449102866,0.057613508128477875,0.11497938636255078,0.1042745729372724,True,0.0
2019-03,1,2019-04,DAMPED_ADAPT_R16,2.732152985119284,2.8913881011024567,2.847132371481835,2.8880505940674355,0.15923511598317264,0.04425572962062185,0.11497938636255078,0.08010268848821137,True,0.0
2019-03,1,2019-04,TRANSMISSION_OWN_R16,2.732152985119284,2.909378572936265,2.847132371481835,2.8880505940674355,0.17722558781698083,0.06224620145443005,0.11497938636255078,0.11265716243058733,True,0.0
2019-03,1,2019-04,TRANSMISSION_SERVICES_R16,2.732152985119284,2.9027004127876355,2.847132371481835,2.8880505940674355,0.1705474276683514,0.05556804130580062,0.11497938636255078,0.10057331948990023,True,0.0
2019-03,1,2019-04,TRANSMISSION_GOODS_R16,2.732152985119284,2.9085524909243308,2.847132371481835,2.8880505940674355,0.1763995058050467,0.061420119442495924,0.11497938636255078,0.11116243803919265,True,0.0
2019-03,1,2019-04,TRANSMISSION_BOTH_R16,2.732152985119284,2.9022245068095183,2.847132371481835,2.8880505940674355,0.1700715216902342,0.05509213532768342,0.11497938636255078,0.09971216320094431,True,0.0
2019-03,1,2019-04,BLEND_DAMPED_TRANSMISSION_R16,2.732152985119284,2.896806185120319,2.847132371481835,2.8880505940674355,0.16465320000103478,0.049673813638484,0.11497938636255078,0.08990742584457792,True,0.0
2019-04,1,2019-05,DAMPED_P80_Q001_R16,2.90418537033354,2.792675173845912,2.77152944713413,2.810293615992324,-0.11151019648762794,0.021145726711782054,-0.13265592319941,0.038447550897146354,True,0.0
2019-04,2,2019-06,DAMPED_P80_Q001_R16,2.709180170835316,2.5370016389016548,2.5653019113135445,2.5984889557306974,-0.17217853193366128,-0.028300272411889704,-0.14387825952177158,-0.051258546262392124,True,0.0
2019-04,1,2019-05,DAMPED_P80_Q010_R16,2.90418537033354,2.789222760501311,2.77152944713413,2.810293615992324,-0.11496260983222895,0.01769331336718105,-0.13265592319941,0.032170763532889154,True,0.0
2019-04,2,2019-06,DAMPED_P80_Q010_R16,2.709180170835316,2.529352407256249,2.5653019113135445,2.5984889557306974,-0.17982776357906705,-0.03594950405729547,-0.14387825952177158,-0.06515096352296833,True,0.0
2019-04,1,2019-05,DAMPED_P95_Q001_R16,2.90418537033354,2.7939151286077744,2.77152944713413,2.810293615992324,-0.1102702417257655,0.022385681473644503,-0.13265592319941,0.04070185309805181,True,0.0
2019-04,2,2019-06,DAMPED_P95_Q001_R16,2.709180170835316,2.539547363321718,2.5653019113135445,2.5984889557306974,-0.16963280751359822,-0.025754547991826637,-0.14387825952177158,-0.04663482159330836,True,0.0
2019-04,1,2019-05,DAMPED_P95_Q010_R16,2.90418537033354,2.7789076119379588,2.77152944713413,2.810293615992324,-0.12527775839558108,0.007378164803828913,-0.13265592319941,0.013415871149975462,True,0.0
2019-04,2,2019-06,DAMPED_P95_Q010_R16,2.709180170835316,2.5054890170998223,2.5653019113135445,2.5984889557306974,-0.20369115373549374,-0.059812894213722156,-0.14387825952177158,-0.10849254153556796,True,0.0
2019-04,1,2019-05,DAMPED_ADAPT_R16,2.90418537033354,2.792675173845912,2.77152944713413,2.810293615992324,-0.11151019648762794,0.021145726711782054,-0.13265592319941,0.038447550897146354,True,0.0
2019-04,2,2019-06,DAMPED_ADAPT_R16,2.709180170835316,2.5370016389016548,2.5653019113135445,2.5984889557306974,-0.17217853193366128,-0.028300272411889704,-0.14387825952177158,-0.051258546262392124,True,0.0
2019-04,1,2019-05,TRANSMISSION_OWN_R16,2.90418537033354,2.7987320224091783,2.77152944713413,2.810293615992324,-0.10545334792436156,0.027202575275048435,-0.13265592319941,0.04945899943085315,True,0.0
2019-04,2,2019-06,TRANSMISSION_OWN_R16,2.709180170835316,2.549154238835352,2.5653019113135445,2.5984889557306974,-0.16002593199996396,-0.016147672478192376,-0.14387825952177158,-0.029186089837777332,True,0.0
2019-04,1,2019-05,TRANSMISSION_SERVICES_R16,2.90418537033354,2.792051028158791,2.77152944713413,2.810293615992324,-0.11213434217474871,0.020521581024661284,-0.13265592319941,0.037312812947388335,True,0.0
2019-04,2,2019-06,TRANSMISSION_SERVICES_R16,2.709180170835316,2.5357794646605045,2.5653019113135445,2.5984889557306974,-0.17340070617481151,-0.029522446653039935,-0.14387825952177158,-0.05347846280470696,True,0.0
2019-04,1,2019-05,TRANSMISSION_GOODS_R16,2.90418537033354,2.7977651741128184,2.77152944713413,2.810293615992324,-0.10642019622072141,0.02623572697868859,-0.13265592319941,0.04770129020205784,True,0.0
2019-04,2,2019-06,TRANSMISSION_GOODS_R16,2.709180170835316,2.547218692001056,2.5653019113135445,2.5984889557306974,-0.16196147883426004,-0.018083219312488463,-0.14387825952177158,-0.03270150829536792,True,0.0
2019-04,1,2019-05,TRANSMISSION_BOTH_R16,2.90418537033354,2.7916255303128987,2.77152944713413,2.810293615992324,-0.11255984002064112,0.020096083178768875,-0.13265592319941,0.03653922652963157,True,0.0
2019-04,2,2019-06,TRANSMISSION_BOTH_R16,2.709180170835316,2.5349276546482384,2.5653019113135445,2.5984889557306974,-0.1742525161870776,-0.03037425666530602,-0.14387825952177158,-0.05502563564022049,True,0.0
2019-04,1,2019-05,BLEND_DAMPED_TRANSMISSION_R16,2.90418537033354,2.7921503509527694,2.77152944713413,2.810293615992324,-0.11203501938077043,0.02062090381863957,-0.13265592319941,0.03749338871338892,True,0.0
2019-04,2,2019-06,BLEND_DAMPED_TRANSMISSION_R16,2.709180170835316,2.535964644579892,2.5653019113135445,2.5984889557306974,-0.17321552625542402,-0.029337266733652445,-0.14387825952177158,-0.05314209095130639,True,0.0
2019-05,1,2019-06,DAMPED_P80_Q001_R16,2.709180170835316,2.2657919258415458,2.3194026547920648,2.3465099683834536,-0.4433882449937703,-0.05361072895051899,-0.3897775160432513,-0.09725619668237645,True,0.0
