period,alcohol_tobacco
2015-01,
2015-02,1.5337423312883347
2015-03,0.6042296072507725
2015-04,0.2002002002001957
2015-05,0.3996003996004083
2015-06,0.0995024875621863
2015-07,0.2982107355864904
2015-08,-0.5946481665014991
2015-09,0.3988035892322994
2015-10,-0.0993048659384432
2015-11,-0.7952286282306154
2015-12,-0.2004008016032066
2016-01,2.5100401606425797
2016-02,0.2938295788442735
2016-03,0.390625
2016-04,2.529182879377445
2016-05,-0.8538899430740043
2016-06,0.0
2016-07,0.765550239234436
2016-08,-0.1899335232668608
2016-09,0.0
2016-10,0.2854424357754626
2016-11,0.0948766603415585
2016-12,-0.9478672985781976
2017-01,1.3397129186602852
2017-02,-0.2832861189801861
2017-03,0.6628787878787845
2017-04,-0.940733772342428
2017-05,0.5698005698005826
2017-06,-0.0944287063267323
2017-07,0.7561436672967936
2017-08,0.0
2017-09,-0.0938086303939877
2017-10,0.1877934272300541
2017-11,0.1874414245548239
2017-12,-0.2806361085126441
2018-01,2.5328330206378924
2018-02,-1.1893870082342106
2018-03,0.3703703703703764
2018-04,0.830258302583009
2018-05,0.365965233302834
2018-06,-0.1823154056517784
2018-07,0.1826484018264906
2018-08,-0.5469462169553352
2018-09,0.8249312557286892
2018-10,0.0909090909090748
2018-11,0.1816530426884677
2018-12,-0.6346328195829587
2019-01,2.9197080291970767
2019-02,-1.1524822695035408
2019-03,0.7174887892376747
2019-04,-1.6028495102404228
2019-05,1.538461538461533
2019-06,-0.6238859180035639
2019-07,-0.4484304932735439
2019-08,0.6306306306306242
2019-09,0.4476275738585444
2019-10,0.0
2019-11,0.0
2019-12,-0.4456327985739805
2020-01,4.476275738585489
2020-02,-1.4567266495287057
2020-03,1.3913043478260834
2020-04,-1.1149228130360234
2020-05,2.948829141370335
2020-06,2.948609941027791
2020-07,0.4091653027823216
2020-08,0.0814995925020323
2020-09,0.8143322475570036
2020-10,-0.8885298869143687
2020-11,0.3259983700081514
2020-12,0.4061738424045558
2021-01,3.1553398058252524
2021-02,-0.3137254901960817
2021-03,0.8654602675058909
2021-04,1.6380655226209129
2021-05,0.0
2021-06,0.0767459708365336
2021-07,-0.1533742331288445
2021-08,0.5376344086021723
2021-09,1.0695187165775444
2021-10,0.680272108843516
2021-11,-0.3003003003002824
2021-12,-0.6777108433735024
2022-01,3.1084154662623265
2022-02,0.0735294117647056
2022-03,1.322556943423958
2022-04,-1.16026105873821
2022-05,1.1738811445341168
2022-06,0.5801305293690939
2022-07,-0.2883922134102268
2022-08,0.867678958785234
2022-09,0.5734767025089793
2022-10,0.4276550249465494
2022-11,0.3548616039744434
2022-12,-1.2729844413012836
2023-01,4.011461318051568
2023-02,0.6198347107438051
2023-03,0.4106776180698102
2023-04,-0.886162235855481
2023-05,0.9628610729023324
2023-06,0.613079019073548
2023-07,0.4062288422478133
2023-08,0.944032366823988
2023-09,0.2004008016032177
2023-10,-0.3333333333333299
2023-11,0.1337792642140289
2023-12,-1.4696058784235078
2024-01,4.1355932203389845
2024-02,-1.041666666666663
2024-03,0.5263157894736858
2024-04,2.159685863874339
2024-05,-0.1281229980781506
2024-06,-0.5772931366260448
2024-07,0.0
2024-08,1.1612903225806548
2024-09,0.0637755102040671
2024-10,0.063734862970044
2024-11,-0.2547770700636942
2024-12,-1.2771392081736943
2025-01,4.139715394566634
2025-02,-0.5590062111801242
2025-03,0.4372267332916957
2025-04,-0.9950248756219082
2025-05,1.5703517587939642
2025-06,-0.1855287569573205
2025-07,0.247831474597282
2025-08,-0.4326328800988932
2025-09,0.5586592178770999
2025-10,1.1111111111111072
2025-11,-0.6105006105006083
2025-12,-1.1056511056511176
2026-01,4.7826086956521685
2026-02,-1.2448132780082943
2026-03,-0.3601440576230463
2026-04,0.9638554216867544
2026-05,0.0596658711217168
2026-06,0.3577817531306149
2026-07,-0.4159239453357166
