report_date,cutoff_date,season,vintage_year,quarter,value,is_forecast,row_label,xlsx_url
2022-02-10,2022-01-21,winter,2022,2020Q3,3.3,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2020Q4,2.63333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2021Q1,2.2,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2021Q2,2.93333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2021Q3,4.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2021Q4,6.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2022Q1,9.63663198795535,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2022Q2,9.50510416,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2022Q3,8.17038043,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2022Q4,6.62746481,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2023Q1,3.03275659,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2023Q2,2.25633869,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2023Q3,1.99303356,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-02-10,2022-01-21,winter,2022,2023Q4,2.0302141,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/zima_2022/download/zomp_2022_zima_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2018Q1,1.9,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2018Q2,2.23333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2018Q3,2.36666666666667,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2018Q4,2.06666666666667,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2019Q1,2.73333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2019Q2,2.8,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2019Q3,2.83333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2019Q4,3.0,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2020Q1,3.56666666666667,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2020Q2,3.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2020Q3,3.3,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2020Q4,2.63333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2021Q1,2.2,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2021Q2,2.93333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2021Q3,4.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2021Q4,6.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2022Q1,11.2333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2022Q2,14.5366564687991,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2022Q3,13.8649926,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2022Q4,12.749894,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2023Q1,7.85719611,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2023Q2,3.78559228,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2023Q3,2.66301702,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-05-12,2022-04-22,spring,2022,2023Q4,2.22122913,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/jaro_2022/download/zomp_2022_jaro_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2019Q1,2.73333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2019Q2,2.8,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2019Q3,2.83333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2019Q4,3.0,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2020Q1,3.56666666666667,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2020Q2,3.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2020Q3,3.3,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2020Q4,2.63333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2021Q1,2.2,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2021Q2,2.93333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2021Q3,4.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2021Q4,6.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2022Q1,11.2333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2022Q2,15.8,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2022Q3,19.4927708743343,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2022Q4,19.6557739,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2023Q1,16.1682854,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2023Q2,11.4594623,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2023Q3,6.2621601,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2023Q4,4.24365217,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2024Q1,2.67612758,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2024Q2,2.12552284,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2024Q3,2.26492047,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-08-11,2022-07-22,summer,2022,2024Q4,2.4643242,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/leto_2022/download/zomp_2022_leto_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2019Q1,2.73333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2019Q2,2.8,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2019Q3,2.83333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2019Q4,3.0,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2020Q1,3.56666666666667,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2020Q2,3.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2020Q3,3.3,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2020Q4,2.63333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2021Q1,2.2,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2021Q2,2.93333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2021Q3,4.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2021Q4,6.13333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2022Q1,11.2333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2022Q2,15.8,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2022Q3,17.5666666666667,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2022Q4,18.4131830570712,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2023Q1,14.8665554,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2023Q2,10.1921138,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2023Q3,6.95297995,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2023Q4,4.23164098,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2024Q1,2.72947414,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2024Q2,2.12845486,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2024Q3,2.15957969,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2022-11-10,2022-10-21,autumn,2022,2024Q4,2.38947523,True,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2022/podzim_2022/download/zomp_2022_podzim_makroindikatory.xlsx
2023-02-09,2023-01-20,winter,2023,2019Q1,2.73333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2023/zima_2023/download/zomp_2023_zima_makroindikatory.xlsx
2023-02-09,2023-01-20,winter,2023,2019Q2,2.8,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2023/zima_2023/download/zomp_2023_zima_makroindikatory.xlsx
2023-02-09,2023-01-20,winter,2023,2019Q3,2.83333333333333,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2023/zima_2023/download/zomp_2023_zima_makroindikatory.xlsx
2023-02-09,2023-01-20,winter,2023,2019Q4,3.0,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2023/zima_2023/download/zomp_2023_zima_makroindikatory.xlsx
2023-02-09,2023-01-20,winter,2023,2020Q1,3.56666666666667,False,"Consumer Price Index  (%, y-o-y, average)",https://www.cnb.cz/export/sites/cnb/cs/menova-politika/.galleries/zpravy_o_menove_politice/2023/zima_2023/download/zomp_2023_zima_makroindikatory.xlsx
