folder,commodity,iso_year,iso_week,week_end,published,lag_days,url
04,pigs,2009,4,2009-01-25,2009-01-29,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226281.pdf
05,cattle,2009,4,2009-01-25,2009-01-29,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236312.pdf
01,dairy,2009,5,2009-02-01,2009-02-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723191187.pdf
04,pigs,2009,5,2009-02-01,2009-02-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226250.pdf
05,cattle,2009,5,2009-02-01,2009-02-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236265.pdf
01,dairy,2009,6,2009-02-08,2009-02-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723191109.pdf
04,pigs,2009,6,2009-02-08,2009-02-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226171.pdf
05,cattle,2009,6,2009-02-08,2009-02-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236218.pdf
01,dairy,2009,7,2009-02-15,2009-02-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723191062.pdf
05,cattle,2009,7,2009-02-15,2009-02-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236187.pdf
04,pigs,2009,7,2009-02-15,2009-02-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226140.pdf
05,cattle,2009,8,2009-02-22,2009-02-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236140.pdf
01,dairy,2009,8,2009-02-22,2009-02-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723191015.pdf
04,pigs,2009,8,2009-02-22,2009-02-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226093.pdf
05,cattle,2009,9,2009-03-01,2009-03-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236109.pdf
01,dairy,2009,9,2009-03-01,2009-03-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190953.pdf
04,pigs,2009,9,2009-03-01,2009-03-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226062.pdf
05,cattle,2009,10,2009-03-08,2009-03-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236078.pdf
01,dairy,2009,10,2009-03-08,2009-03-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190921.pdf
04,pigs,2009,10,2009-03-08,2009-03-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226031.pdf
01,dairy,2009,11,2009-03-15,2009-03-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190875.pdf
04,pigs,2009,11,2009-03-15,2009-03-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723226000.pdf
05,cattle,2009,11,2009-03-15,2009-03-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236046.pdf
04,pigs,2009,12,2009-03-22,2009-03-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225968.pdf
05,cattle,2009,12,2009-03-22,2009-03-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723236000.pdf
01,dairy,2009,12,2009-03-22,2009-03-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190828.pdf
04,pigs,2009,13,2009-03-29,2009-04-01,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225937.pdf
05,cattle,2009,13,2009-03-29,2009-04-01,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235968.pdf
01,dairy,2009,13,2009-03-29,2009-04-01,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190781.pdf
04,pigs,2009,14,2009-04-05,2009-04-08,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225890.pdf
05,cattle,2009,14,2009-04-05,2009-04-08,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235921.pdf
01,dairy,2009,14,2009-04-05,2009-04-08,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190734.pdf
05,cattle,2009,15,2009-04-12,2009-04-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235890.pdf
01,dairy,2009,15,2009-04-12,2009-04-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190687.pdf
04,pigs,2009,15,2009-04-12,2009-04-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225859.pdf
01,dairy,2009,16,2009-04-19,2009-04-22,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190625.pdf
04,pigs,2009,16,2009-04-19,2009-04-22,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225812.pdf
05,cattle,2009,16,2009-04-19,2009-04-22,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235859.pdf
01,dairy,2009,17,2009-04-26,2009-04-29,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190593.pdf
04,pigs,2009,17,2009-04-26,2009-04-29,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225765.pdf
05,cattle,2009,17,2009-04-26,2009-04-29,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235828.pdf
01,dairy,2009,18,2009-05-03,2009-05-06,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190546.pdf
04,pigs,2009,18,2009-05-03,2009-05-06,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225734.pdf
05,cattle,2009,18,2009-05-03,2009-05-06,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235765.pdf
01,dairy,2009,19,2009-05-10,2009-05-13,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190500.pdf
04,pigs,2009,19,2009-05-10,2009-05-13,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225687.pdf
05,cattle,2009,19,2009-05-10,2009-05-13,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235718.pdf
04,pigs,2009,20,2009-05-17,2009-05-20,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225656.pdf
05,cattle,2009,20,2009-05-17,2009-05-20,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235671.pdf
01,dairy,2009,20,2009-05-17,2009-05-20,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190468.pdf
05,cattle,2009,21,2009-05-24,2009-05-27,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235625.pdf
01,dairy,2009,21,2009-05-24,2009-05-27,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190406.pdf
04,pigs,2009,21,2009-05-24,2009-05-27,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225609.pdf
05,cattle,2009,22,2009-05-31,2009-06-03,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235578.pdf
01,dairy,2009,22,2009-05-31,2009-06-03,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190343.pdf
04,pigs,2009,22,2009-05-31,2009-06-03,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225562.pdf
05,cattle,2009,23,2009-06-07,2009-06-10,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235531.pdf
01,dairy,2009,23,2009-06-07,2009-06-10,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190296.pdf
04,pigs,2009,23,2009-06-07,2009-06-10,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225531.pdf
05,cattle,2009,24,2009-06-14,2009-06-17,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235484.pdf
04,pigs,2009,24,2009-06-14,2009-06-17,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225500.pdf
01,dairy,2009,24,2009-06-14,2009-06-17,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190250.pdf
04,pigs,2009,25,2009-06-21,2009-06-24,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723225453.pdf
05,cattle,2009,25,2009-06-21,2009-06-24,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723235453.pdf
01,dairy,2009,25,2009-06-21,2009-06-24,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190218.pdf
01,dairy,2009,26,2009-06-28,2009-07-01,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723190125.pdf
04,pigs,2009,26,2009-06-28,2009-07-03,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1247129682765.pdf
05,cattle,2009,26,2009-06-28,2009-07-03,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1247129718093.pdf
04,pigs,2009,27,2009-07-05,2009-07-08,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1247130663125.pdf
05,cattle,2009,27,2009-07-05,2009-07-08,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1247130645765.pdf
01,dairy,2009,27,2009-07-05,2009-07-09,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1247129546312.pdf
04,pigs,2009,28,2009-07-12,2009-07-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1247671071812.pdf
05,cattle,2009,28,2009-07-12,2009-07-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1247671300375.pdf
01,dairy,2009,28,2009-07-12,2009-07-16,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1247740612000.pdf
05,cattle,2009,29,2009-07-19,2009-07-22,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1248261519609.pdf
01,dairy,2009,29,2009-07-19,2009-07-22,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1248330254718.pdf
04,pigs,2009,29,2009-07-19,2009-07-22,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1248261504390.pdf
01,dairy,2009,30,2009-07-26,2009-07-29,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1248867479781.pdf
04,pigs,2009,30,2009-07-26,2009-07-29,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1248857005843.pdf
05,cattle,2009,30,2009-07-26,2009-07-29,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1248857306875.pdf
01,dairy,2009,31,2009-08-02,2009-08-05,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1249463546781.pdf
04,pigs,2009,31,2009-08-02,2009-08-05,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1249475970015.pdf
05,cattle,2009,31,2009-08-02,2009-08-05,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1249476107625.pdf
04,pigs,2009,32,2009-08-09,2009-08-12,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1250081607859.pdf
05,cattle,2009,32,2009-08-09,2009-08-12,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1250081677593.pdf
01,dairy,2009,32,2009-08-09,2009-08-13,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1250169512062.pdf
04,pigs,2009,33,2009-08-16,2009-08-19,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1250685084468.pdf
05,cattle,2009,33,2009-08-16,2009-08-19,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1250685078703.pdf
01,dairy,2009,33,2009-08-16,2009-08-19,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1250678697546.pdf
05,cattle,2009,34,2009-08-23,2009-08-26,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1251275062656.pdf
01,dairy,2009,34,2009-08-23,2009-08-26,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1251277867718.pdf
04,pigs,2009,34,2009-08-23,2009-08-26,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1251275281015.pdf
05,cattle,2009,35,2009-08-30,2009-09-03,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1251972074046.pdf
01,dairy,2009,35,2009-08-30,2009-09-03,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1251971956656.pdf
04,pigs,2009,35,2009-08-30,2009-09-03,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1251971996343.pdf
01,dairy,2009,36,2009-09-06,2009-09-08,2,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1252498025921.pdf
05,cattle,2009,36,2009-09-06,2009-09-09,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1252500175546.pdf
04,pigs,2009,36,2009-09-06,2009-09-09,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1252500167093.pdf
05,cattle,2009,37,2009-09-13,2009-09-16,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1253172966156.pdf
01,dairy,2009,37,2009-09-13,2009-09-16,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1253106183343.pdf
04,pigs,2009,37,2009-09-13,2009-09-16,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1253173433593.pdf
01,dairy,2009,38,2009-09-20,2009-09-23,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1253708664359.pdf
04,pigs,2009,38,2009-09-20,2009-09-23,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1253708131562.pdf
05,cattle,2009,38,2009-09-20,2009-09-23,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1253708232906.pdf
04,pigs,2009,39,2009-09-27,2009-09-30,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1254315055562.pdf
05,cattle,2009,39,2009-09-27,2009-09-30,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1254315125359.pdf
01,dairy,2009,39,2009-09-27,2009-09-30,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1254314992968.pdf
04,pigs,2009,40,2009-10-04,2009-10-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1255009926515.pdf
05,cattle,2009,40,2009-10-04,2009-10-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1255009923765.pdf
01,dairy,2009,40,2009-10-04,2009-10-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1255009930546.pdf
04,pigs,2009,41,2009-10-11,2009-10-14,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1255609214984.pdf
05,cattle,2009,41,2009-10-11,2009-10-14,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1255609301609.pdf
01,dairy,2009,41,2009-10-11,2009-10-14,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1255509019015.pdf
04,pigs,2009,42,2009-10-18,2009-10-21,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1256130135453.pdf
01,dairy,2009,42,2009-10-18,2009-10-21,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1256116019703.pdf
05,cattle,2009,42,2009-10-18,2009-10-21,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1256130211828.pdf
01,dairy,2009,43,2009-10-25,2009-10-27,2,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1256652044546.pdf
04,pigs,2009,43,2009-10-25,2009-10-27,2,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1256897390046.pdf
05,cattle,2009,43,2009-10-25,2009-10-27,2,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1256897481625.pdf
01,dairy,2009,44,2009-11-01,2009-11-03,2,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1257317069343.pdf
04,pigs,2009,44,2009-11-01,2009-11-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1257406094796.pdf
05,cattle,2009,44,2009-11-01,2009-11-04,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1257406105203.pdf
01,dairy,2009,45,2009-11-08,2009-11-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1257955258171.pdf
04,pigs,2009,45,2009-11-08,2009-11-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1257955123953.pdf
05,cattle,2009,45,2009-11-08,2009-11-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1257955228328.pdf
01,dairy,2009,46,2009-11-15,2009-11-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1258554164968.pdf
04,pigs,2009,46,2009-11-15,2009-11-19,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1258705143171.pdf
05,cattle,2009,46,2009-11-15,2009-11-19,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1258705221312.pdf
05,cattle,2009,47,2009-11-22,2009-11-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1259154586500.pdf
01,dairy,2009,47,2009-11-22,2009-11-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1259154397812.pdf
