KEY,FREQ,REF_AREA,ADJUSTMENT,ICP_ITEM,STS_INSTITUTION,ICP_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DATA_COMP,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2015-12,100.95,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-01,99.85,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-02,99.76,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-03,100.82,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-04,100.93,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-05,101.04,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-06,101.04,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-07,100.49,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-08,100.33,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-09,101.33,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-10,101.72,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-11,101.79,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2016-12,102.55,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-01,101.91,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-02,102.13,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-03,102.94,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-04,103.27,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-05,103.21,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-06,103.06,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-07,102.47,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-08,102.46,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-09,103.9,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-10,104.12,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-11,104.27,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2017-12,104.94,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-01,103.86,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-02,104.12,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-03,105.05,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-04,105.29,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-05,105.4,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-06,105.46,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-07,104.83,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-08,104.82,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-09,106.11,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-10,106.62,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-11,106.64,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2018-12,106.74,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-01,105.62,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-02,105.61,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-03,106.81,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-04,107.12,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-05,107.18,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-06,107.11,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-07,106.26,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-08,106.34,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-09,107.42,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-10,107.72,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-11,107.92,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2019-12,108.69,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-01,107.91,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-02,107.92,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-03,108.5,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-04,108.75,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-05,107.81,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-06,108.25,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-07,108.14,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-08,107.82,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-09,108.67,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-10,108.93,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.AT.N.000000.4.INX,M,AT,N,000000,4,INX,2020-11,109.13,A,F,,,P1M,,A,,,,ICPT.M.VAL.HICP.INDEX.AT.00.M,,,,2015 = 100,,,2,,"HICP - Overall index""","Austria - HICP - Overall index, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
