observation_date,PX_LAST
1991-01-31,37.785
1991-02-28,70.684
1991-03-31,71.661
1991-04-30,71.01
1991-05-31,73.29
1991-06-30,72.964
1991-07-31,71.336
1991-08-31,71.987
1991-09-30,71.336
1991-10-31,71.01
1991-11-30,57.44
1991-12-31,56.765
1992-01-31,26.95
1992-02-29,4.008
1992-03-31,4.175
1992-04-30,5.333
1992-05-31,4.887
1992-06-30,5.461
1992-07-31,7.034
1992-08-31,6.818
1992-09-30,7.414
1992-10-31,8.571
1992-11-30,8.696
1992-12-31,8.443
1993-01-31,9.87
1993-02-28,10.092
1993-03-31,10.2
1993-04-30,9.946
1993-05-31,9.319
1993-06-30,9.286
1993-07-31,9.236
1993-08-31,9.397
1993-09-30,9.735
1993-10-31,8.947
1993-11-30,8.522
1993-12-31,7.785
1994-01-31,6.441
1994-02-28,5.5
1994-03-31,4.959
1994-04-30,4.934
1994-05-31,4.918
1994-06-30,5.392
1994-07-31,5.366
1994-08-31,5.024
1994-09-30,5.0
1994-10-31,5.153
1994-11-30,4.808
1994-12-31,5.457
1995-01-31,7.325
1995-02-28,7.899
1995-03-31,8.346
1995-04-30,8.621
1995-05-31,8.438
1995-06-30,7.907
1995-07-31,8.333
1995-08-31,8.642
1995-09-30,8.909
1995-10-31,8.882
1995-11-30,8.869
1995-12-31,8.219
1996-01-31,6.677
1996-02-29,6.149
1996-03-31,5.523
1996-04-30,5.195
1996-05-31,5.476
1996-06-30,5.172
1996-07-31,4.558
1996-08-31,4.545
1996-09-30,4.09
1996-10-31,4.36
1996-11-30,4.494
1996-12-31,4.641
1997-01-31,4.59
1997-02-28,4.276
1997-03-31,4.132
1997-04-30,4.252
1997-05-31,3.825
1997-06-30,4.508
1997-07-31,4.768
1997-08-31,5.299
1997-09-30,5.691
1997-10-31,5.526
1997-11-30,5.376
1997-12-31,5.645
1998-01-31,6.117
1998-02-28,6.614
1998-03-31,6.746
1998-04-30,6.316
1998-05-31,6.316
1998-06-30,5.621
1998-07-31,5.072
1998-08-31,3.871
1998-09-30,3.077
1998-10-31,2.682
1998-11-30,2.168
1998-12-31,1.399
1999-01-31,-0.501
1999-02-28,-1.489
1999-03-31,-1.363
1999-04-30,-0.99
1999-05-31,-0.866
1999-06-30,-0.866
1999-07-31,-0.495
1999-08-31,0.497
