observation_date,PX_LAST
1999-09-30,0.498
1999-10-31,1.368
1999-11-30,1.873
1999-12-31,3.262
2000-01-31,4.03
2000-02-29,4.66
2000-03-31,5.402
2000-04-30,5.375
2000-05-31,5.493
2000-06-30,6.367
2000-07-31,6.219
2000-08-31,5.933
2000-09-30,6.931
2000-10-31,6.258
2000-11-30,6.25
2000-12-31,4.982
2001-01-31,4.479
2001-02-28,4.693
2001-03-31,3.814
2001-04-30,3.677
2001-05-31,3.669
2001-06-30,3.052
2001-07-31,2.576
2001-08-31,1.75
2001-09-30,0.926
2001-10-31,0.577
2001-11-30,-0.115
2001-12-31,0.0
2002-01-31,0.0
2002-02-28,-0.69
2002-03-31,-0.804
2002-04-30,-1.03
2002-05-31,-1.37
2002-06-30,-1.708
2002-07-31,-2.169
2002-08-31,-1.835
2002-09-30,-1.835
2002-10-31,-1.607
2002-11-30,-1.155
2002-12-31,-1.389
2003-01-31,-0.927
2003-02-28,-0.81
2003-03-31,-0.463
2003-04-30,-1.04
2003-05-31,-1.157
2003-06-30,-1.275
2003-07-31,-0.817
2003-08-31,-0.467
2003-09-30,0.0
2003-10-31,-0.117
2003-11-30,0.584
2003-12-31,1.291
2004-01-31,1.17
2004-02-29,1.167
2004-03-31,1.628
2004-04-30,3.388
2004-05-31,4.918
2004-06-30,6.573
2004-07-31,7.882
2004-08-31,8.568
2004-09-30,8.411
2004-10-31,8.995
2004-11-30,8.362
2004-12-31,7.764
2005-01-31,6.705
2005-02-28,6.69
2005-03-31,5.95
2005-04-30,4.859
2005-05-31,2.902
2005-06-30,1.432
2005-07-31,0.545
2005-08-31,-0.541
2005-09-30,-0.647
2005-10-31,-0.965
2005-11-30,-1.179
2005-12-31,-1.613
2006-01-31,-0.867
2006-02-28,-0.757
2006-03-31,-0.864
2006-04-30,-0.647
2006-05-31,0.325
2006-06-30,0.76
2006-07-31,1.41
2006-08-31,1.957
2006-09-30,1.518
2006-10-31,1.19
2006-11-30,1.41
2006-12-31,2.186
2007-01-31,2.186
2007-02-28,2.397
2007-03-31,3.05
2007-04-30,3.254
2007-05-31,3.568
2007-06-30,4.095
2007-07-31,3.636
2007-08-31,3.198
2007-09-30,3.526
2007-10-31,3.957
2007-11-30,4.92
2007-12-31,4.706
2008-01-31,4.92
2008-02-29,4.468
2008-03-31,4.123
2008-04-30,3.571
2008-05-31,4.071
2008-06-30,4.037
2008-07-31,3.818
2008-08-31,4.442
2008-09-30,4.334
2008-10-31,2.572
2008-11-30,-0.612
2008-12-31,-2.145
2009-01-31,-3.058
2009-02-28,-2.749
2009-03-31,-4.264
2009-04-30,-4.767
2009-05-31,-6.219
2009-06-30,-6.965
2009-07-31,-7.455
2009-08-31,-7.715
2009-09-30,-8.309
2009-10-31,-7.222
2009-11-30,-4.718
2009-12-31,-2.818
2010-01-31,-1.472
2010-02-28,-2.199
2010-03-31,-0.848
2010-04-30,0.319
2010-05-31,1.604
2010-06-30,2.246
2010-07-31,2.793
2010-08-31,2.036
2010-09-30,3.02
2010-10-31,3.135
2010-11-30,3.229
2010-12-31,4.296
2011-01-31,4.589
2011-02-28,5.46
2011-03-31,6.631
2011-04-30,6.794
2011-05-31,6.316
2011-06-30,5.544
2011-07-31,5.329
2011-08-31,5.882
2011-09-30,5.759
2011-10-31,5.975
2011-11-30,5.944
2011-12-31,4.737
2012-01-31,4.49
2012-02-29,4.061
2012-03-31,3.109
2012-04-30,2.386
2012-05-31,1.98
2012-06-30,1.586
2012-07-31,1.389
2012-08-31,2.183
2012-09-30,1.881
2012-10-31,1.879
2012-11-30,1.673
2012-12-31,1.278
2013-01-31,0.977
2013-02-28,0.878
2013-03-31,0.486
2013-04-30,-0.291
2013-05-31,-0.485
2013-06-30,0.0
2013-07-31,0.685
2013-08-31,-0.291
2013-09-30,0.0
2013-10-31,-0.777
2013-11-30,-0.194
2013-12-31,1.262
2014-01-31,1.064
2014-02-28,1.161
2014-03-31,0.968
2014-04-30,1.558
2014-05-31,1.854
2014-06-30,1.854
2014-07-31,1.749
2014-08-31,2.045
2014-09-30,1.458
2014-10-31,1.566
2014-11-30,-0.097
2014-12-31,-2.78
2015-01-31,-4.306
2015-02-28,-4.398
2015-03-31,-3.547
2015-04-30,-3.068
2015-05-31,-2.586
2015-06-30,-2.778
2015-07-31,-3.629
2015-08-31,-4.676
2015-09-30,-5.172
2015-10-31,-4.913
2015-11-30,-4.563
2015-12-31,-3.55
2016-01-31,-3.3
2016-02-29,-4.1
2016-03-31,-4.573
2016-04-30,-4.946
2016-05-31,-5.015
2016-06-30,-4.433
2016-07-31,-3.964
2016-08-31,-3.203
2016-09-30,-2.02
2016-10-31,-1.114
2016-11-30,-0.509
2016-12-31,0.511
2017-01-31,2.585
2017-02-28,3.962
2017-03-31,3.75
2017-04-30,3.954
2017-05-31,2.795
2017-06-30,1.546
2017-07-31,1.445
2017-08-31,1.965
2017-09-30,2.062
2017-10-31,1.434
2017-11-30,1.125
2017-12-31,0.916
2018-01-31,0.202
2018-02-28,-0.903
2018-03-31,-0.502
2018-04-30,-0.501
2018-05-31,1.309
2018-06-30,2.843
2018-07-31,3.357
2018-08-31,3.245
2018-09-30,3.03
2018-10-31,3.838
2018-11-30,3.943
2018-12-31,2.218
2019-01-31,1.911
2019-02-28,2.935
2019-03-31,3.027
2019-04-30,3.521
2019-05-31,2.883
2019-06-30,1.382
2019-07-31,0.886
2019-08-31,0.786
2019-09-30,0.686
2019-10-31,-0.389
2019-11-30,-0.681
2019-12-31,0.789
2020-01-31,1.185
2020-02-29,-0.098
2020-03-31,-1.175
2020-04-30,-2.527
2020-05-31,-2.609
2020-06-30,-1.85
2020-07-31,-1.561
2020-08-31,-2.047
2020-09-30,-1.85
2020-10-31,-1.074
2020-11-30,-1.371
2020-12-31,-1.174
2021-01-31,-0.293
2021-03-31,4.063
2021-04-30,5.583
2021-07-31,9.514
2021-08-31,11.443
2021-09-30,12.004
2021-10-31,13.425
2021-11-30,15.392
2021-12-31,14.653
2022-01-31,15.46
2022-02-28,16.57
2022-03-31,20.286
2022-04-30,22.285
2022-05-31,24.627
2022-06-30,25.762
2022-07-31,22.715
2022-08-31,20.0
2022-09-30,18.866
2022-10-31,18.364
2022-11-30,15.749
2022-12-31,13.99
