observation_date,PX_LAST
1996-01-31,78.27
1996-02-29,78.73
1996-03-31,78.83
1996-04-30,79.11
1996-05-31,79.38
1996-06-30,79.38
1996-07-31,79.2
1996-08-31,79.3
1996-09-30,79.47
1996-10-31,79.85
1996-11-30,80.03
1996-12-31,80.03
1997-01-31,80.67
1997-02-28,81.05
1997-03-31,81.05
1997-04-30,82.06
1997-05-31,82.06
1997-06-30,82.43
1997-07-31,83.54
1997-08-31,84.09
1997-09-30,84.37
1997-10-31,85.11
1997-11-30,85.29
1997-12-31,85.38
1998-01-31,86.77
1998-02-28,87.51
1998-03-31,87.41
1998-04-30,87.41
1998-05-31,87.41
1998-06-30,87.41
1998-07-31,87.14
1998-08-31,86.86
1998-09-30,86.67
1998-10-31,86.21
1998-11-30,85.76
1998-12-31,85.38
1999-01-31,85.29
1999-02-28,85.66
1999-03-31,86.03
1999-04-30,86.31
1999-05-31,86.4
1999-06-30,86.31
1999-07-31,86.67
1999-08-31,87.05
1999-09-30,86.95
1999-10-31,87.79
1999-11-30,88.06
1999-12-31,88.53
2000-01-31,93.9
2000-02-29,94.2
2000-03-31,94.6
2000-04-30,95.8
2000-05-31,96.0
2000-06-30,96.1
2000-07-31,96.0
2000-08-31,96.5
2000-09-30,97.1
2000-10-31,97.2
2000-11-30,97.0
2000-12-31,96.6
2001-01-31,96.4
2001-02-28,96.4
2001-03-31,96.7
2001-04-30,97.2
2001-05-31,97.4
2001-06-30,97.4
2001-07-31,97.4
2001-08-31,97.1
2001-09-30,97.1
2001-10-31,96.4
2001-11-30,95.7
2001-12-31,94.7
2002-01-31,94.3
2002-02-28,93.9
2002-03-31,93.4
2002-04-30,92.6
2002-05-31,92.5
2002-06-30,91.8
2002-07-31,91.0
2002-08-31,91.6
2002-09-30,91.2
2002-10-31,91.5
2002-11-30,91.5
2002-12-31,91.7
2003-01-31,91.8
2003-02-28,92.1
2003-03-31,92.5
2003-04-30,92.3
2003-05-31,91.8
2003-06-30,91.5
2003-07-31,91.7
2003-08-31,92.3
2003-09-30,92.7
2003-10-31,92.3
2003-11-30,92.5
2003-12-31,92.8
2004-01-31,93.3
2004-02-29,93.7
2004-03-31,94.5
2004-04-30,95.4
2004-05-31,95.7
2004-06-30,96.1
2004-07-31,96.6
2004-08-31,97.0
2004-09-30,97.2
2004-10-31,97.6
2004-11-30,97.3
2004-12-31,96.5
2005-01-31,96.7
2005-02-28,96.6
2005-03-31,96.6
2005-04-30,97.0
2005-05-31,97.1
2005-06-30,96.8
2005-07-31,96.9
2005-08-31,96.2
2005-09-30,95.8
2005-10-31,96.4
2005-11-30,95.9
2005-12-31,95.4
2006-01-31,94.8
2006-02-28,94.6
2006-03-31,95.0
2006-04-30,94.9
2006-05-31,95.0
2006-06-30,95.3
2006-07-31,95.5
2006-08-31,95.5
2006-09-30,95.9
2006-10-31,96.0
2006-11-30,95.7
2006-12-31,95.2
2007-01-31,95.8
2007-02-28,96.7
2007-03-31,96.7
2007-04-30,96.7
2007-05-31,97.4
2007-06-30,98.0
2007-07-31,98.1
2007-08-31,97.5
2007-09-30,97.1
2007-10-31,96.7
2007-11-30,95.6
2007-12-31,94.9
2008-01-31,95.5
2008-02-29,94.9
2008-03-31,94.6
2008-04-30,94.5
2008-05-31,94.8
2008-06-30,93.8
2008-07-31,93.2
2008-08-31,95.0
2008-09-30,95.5
2008-10-31,96.0
2008-11-30,96.1
2008-12-31,96.9
2009-01-31,96.7
2009-02-28,98.9
2009-03-31,96.2
2009-04-30,95.1
2009-05-31,94.2
2009-06-30,93.7
2009-07-31,92.2
2009-08-31,91.8
2009-09-30,91.2
2009-10-31,91.8
2009-11-30,91.9
2009-12-31,92.4
2010-01-31,92.8
2010-02-28,92.8
2010-03-31,92.3
2010-04-30,92.4
2010-05-31,93.8
2010-06-30,94.5
2010-07-31,93.6
2010-08-31,92.6
2010-09-30,92.4
2010-10-31,92.0
2010-11-30,92.5
2010-12-31,93.8
2011-01-31,94.1
2011-02-28,94.2
2011-03-31,94.6
2011-04-30,94.9
2011-05-31,95.4
2011-06-30,95.3
2011-07-31,95.5
2011-08-31,95.4
2011-09-30,96.1
2011-10-31,96.7
2011-11-30,97.8
2011-12-31,98.0
2012-01-31,99.1
2012-02-29,98.2
2012-03-31,97.7
2012-04-30,98.1
2012-05-31,99.1
2012-06-30,99.7
2012-07-31,99.3
2012-08-31,98.6
2012-09-30,97.9
2012-10-31,98.3
2012-11-30,98.9
2012-12-31,98.5
2013-01-31,99.2
2013-02-28,99.1
2013-03-31,99.5
2013-04-30,99.5
2013-05-31,99.5
2013-06-30,99.0
2013-07-31,99.4
2013-08-31,98.9
2013-09-30,98.9
2013-10-31,98.2
2013-11-30,101.0
2013-12-31,102.8
2014-01-31,102.6
2014-02-28,102.6
2014-03-31,102.1
2014-04-30,102.3
2014-05-31,102.4
2014-06-30,102.4
2014-07-31,102.7
2014-08-31,103.2
2014-09-30,102.7
2014-10-31,102.4
2014-11-30,102.3
2014-12-31,101.4
2015-01-31,101.0
2015-02-28,100.6
2015-03-31,100.7
2015-04-30,101.1
2015-05-31,101.3
2015-06-30,100.8
2015-07-31,100.3
2015-08-31,99.5
2015-09-30,98.9
2015-10-31,98.8
2015-11-30,98.5
2015-12-31,98.1
2016-01-31,97.3
2016-02-29,96.8
2016-03-31,96.7
2016-04-30,96.5
2016-05-31,96.8
2016-06-30,97.0
2016-07-31,97.0
2016-08-31,96.8
2016-09-30,96.9
2016-10-31,97.1
2016-11-30,97.4
2016-12-31,97.9
2017-01-31,98.6
2017-02-28,99.0
2017-03-31,99.0
2017-04-30,99.0
2017-05-31,98.1
2017-06-30,97.0
2017-07-31,96.6
2017-08-31,96.6
2017-09-30,96.8
2017-10-31,96.4
2017-11-30,96.0
2017-12-31,96.3
2018-01-31,96.4
2018-02-28,95.9
2018-03-31,96.3
2018-04-30,96.4
2018-05-31,97.6
2018-06-30,98.3
2018-07-31,98.6
2018-08-31,98.4
2018-09-30,98.4
2018-10-31,99.3
2018-11-30,99.5
2018-12-31,98.7
2019-01-31,98.3
2019-02-28,98.8
2019-03-31,99.0
2019-04-30,99.4
2019-05-31,99.7
2019-06-30,98.9
2019-07-31,98.7
2019-08-31,99.1
2019-09-30,99.4
2019-10-31,98.9
2019-11-30,98.4
2019-12-31,98.4
2020-01-31,97.9
2020-02-29,97.2
2020-03-31,99.3
2020-04-30,100.5
2020-05-31,100.6
2020-06-30,99.4
2020-07-31,99.0
2020-08-31,98.0
2020-09-30,99.1
2020-10-31,100.4
2020-11-30,99.0
2020-12-31,99.0
2021-01-31,99.7
2021-02-28,100.0
2021-03-31,101.9
2021-04-30,102.7
2021-05-31,102.9
2021-06-30,103.6
2021-07-31,106.2
2021-08-31,106.7
2021-09-30,107.2
2021-10-31,108.5
2021-11-30,109.2
2021-12-31,109.2
2022-01-31,109.5
2022-02-28,110.6
2022-03-31,115.1
2022-04-30,116.7
2022-05-31,120.2
2022-06-30,121.6
2022-07-31,121.8
2022-08-31,121.2
2022-09-30,121.2
2022-10-31,121.9
2022-11-30,120.8
