observation_date,PX_LAST
2011-10-31,0.624
2011-11-30,1.138
2011-12-31,0.204
2012-01-31,1.122
2012-02-29,-0.908
2012-03-31,-0.509
2012-04-30,0.409
2012-05-31,1.019
2012-06-30,0.605
2012-07-31,-0.401
2012-08-31,-0.705
2012-09-30,-0.71
2012-10-31,0.409
2012-11-30,0.61
2012-12-31,-0.404
2013-01-31,0.711
2013-02-28,-0.101
2013-03-31,0.404
2013-04-30,0.0
2013-05-31,0.0
2013-06-30,-0.503
2013-07-31,0.404
2013-08-31,-0.503
2013-09-30,0.0
2013-10-31,-0.708
2013-11-30,2.851
2013-12-31,1.782
2014-01-31,-0.195
2014-02-28,0.0
2014-03-31,-0.487
2014-04-30,0.196
2014-05-31,0.098
2014-06-30,0.0
2014-07-31,0.293
2014-08-31,0.487
2014-09-30,-0.484
2014-10-31,-0.292
2014-11-30,-0.098
2014-12-31,-0.88
2015-01-31,-0.394
2015-02-28,-0.396
2015-03-31,0.099
2015-04-30,0.397
2015-05-31,0.198
2015-06-30,-0.494
2015-07-31,-0.496
2015-08-31,-0.798
2015-09-30,-0.603
2015-10-31,-0.101
2015-11-30,-0.304
2015-12-31,-0.406
2016-01-31,-0.815
2016-02-29,-0.514
2016-03-31,-0.103
2016-04-30,-0.207
2016-05-31,0.311
2016-06-30,0.207
2016-07-31,0.0
2016-08-31,-0.206
2016-09-30,0.103
2016-10-31,0.206
2016-11-30,0.309
2016-12-31,0.513
2017-01-31,0.715
2017-02-28,0.406
2017-03-31,0.0
2017-04-30,0.0
2017-05-31,-0.909
2017-06-30,-1.121
2017-07-31,-0.412
2017-08-31,0.0
2017-09-30,0.207
2017-10-31,-0.413
2017-11-30,-0.415
2017-12-31,0.313
2018-01-31,0.104
2018-02-28,-0.519
2018-03-31,0.417
2018-04-30,0.104
2018-05-31,1.245
2018-06-30,0.717
2018-07-31,0.305
2018-08-31,-0.203
2018-09-30,0.0
2018-10-31,0.915
2018-11-30,0.201
2018-12-31,-0.804
2019-01-31,-0.405
2019-02-28,0.509
2019-03-31,0.202
2019-04-30,0.404
2019-05-31,0.302
2019-06-30,-0.802
2019-07-31,-0.202
2019-08-31,0.405
2019-09-30,0.303
2019-10-31,-0.503
2019-11-30,-0.506
2019-12-31,0.0
2020-01-31,-0.508
2020-02-29,-0.715
2020-03-31,2.16
2020-04-30,1.208
2020-05-31,0.1
2020-06-30,-1.193
2020-07-31,-0.402
2020-08-31,-1.01
2020-09-30,1.122
2020-10-31,1.312
2020-11-30,-1.394
2020-12-31,0.0
2021-01-31,0.707
2021-02-28,0.301
2021-03-31,1.9
2021-04-30,0.785
2021-05-31,0.195
2021-06-30,0.68
2021-07-31,2.51
2021-08-31,0.471
2021-09-30,0.469
2021-10-31,1.213
2021-11-30,0.645
2021-12-31,0.0
2022-01-31,0.275
2022-02-28,1.005
2022-03-31,4.069
2022-04-30,1.39
2022-05-31,2.999
2022-06-30,1.165
2022-07-31,0.164
2022-08-31,-0.493
2022-09-30,0.0
2022-10-31,0.578
2022-11-30,-0.902
