observation_date,PX_LAST
1996-02-29,0.586
1996-03-31,0.119
1996-04-30,0.356
1996-05-31,0.343
1996-06-30,0.0
1996-07-31,-0.224
1996-08-31,0.118
1996-09-30,0.224
1996-10-31,0.471
1996-11-30,0.223
1996-12-31,0.0
1997-01-31,0.807
1997-02-28,0.464
1997-03-31,0.0
1997-04-30,1.248
1997-05-31,0.0
1997-06-30,0.456
1997-07-31,1.34
1997-08-31,0.661
1997-09-30,0.334
1997-10-31,0.877
1997-11-30,0.209
1997-12-31,0.11
1998-01-31,1.623
1998-02-28,0.852
1998-03-31,-0.107
1998-04-30,0.0
1998-05-31,0.0
1998-06-30,0.0
1998-07-31,-0.311
1998-08-31,-0.322
1998-09-30,-0.216
1998-10-31,-0.529
1998-11-30,-0.532
1998-12-31,-0.437
1999-01-31,-0.11
1999-02-28,0.439
1999-03-31,0.426
1999-04-30,0.326
1999-05-31,0.108
1999-06-30,-0.108
1999-07-31,0.423
1999-08-31,0.432
1999-09-30,-0.108
1999-10-31,0.958
1999-11-30,0.309
1999-12-31,0.532
2000-01-31,6.07
2000-02-29,0.319
2000-03-31,0.425
2000-04-30,1.268
2000-05-31,0.209
2000-06-30,0.104
2000-07-31,-0.104
2000-08-31,0.521
2000-09-30,0.622
2000-10-31,0.103
2000-11-30,-0.206
2000-12-31,-0.412
2001-01-31,-0.207
2001-02-28,0.0
2001-03-31,0.311
2001-04-30,0.517
2001-05-31,0.206
2001-06-30,0.0
2001-07-31,0.0
2001-08-31,-0.308
2001-09-30,0.0
2001-10-31,-0.721
2001-11-30,-0.726
2001-12-31,-1.045
2002-01-31,-0.422
2002-02-28,-0.424
2002-03-31,-0.532
2002-04-30,-0.857
2002-05-31,-0.108
2002-06-30,-0.757
2002-07-31,-0.871
2002-08-31,0.659
2002-09-30,-0.437
2002-10-31,0.329
2002-11-30,0.0
2002-12-31,0.219
2003-01-31,0.109
2003-02-28,0.327
2003-03-31,0.434
2003-04-30,-0.216
2003-05-31,-0.542
2003-06-30,-0.327
2003-07-31,0.219
2003-08-31,0.654
2003-09-30,0.433
2003-10-31,-0.431
2003-11-30,0.217
2003-12-31,0.324
2004-01-31,0.539
2004-02-29,0.429
2004-03-31,0.854
2004-04-30,0.952
2004-05-31,0.314
2004-06-30,0.418
2004-07-31,0.52
2004-08-31,0.414
2004-09-30,0.206
2004-10-31,0.412
2004-11-30,-0.307
2004-12-31,-0.822
2005-01-31,0.207
2005-02-28,-0.103
2005-03-31,0.0
2005-04-30,0.414
2005-05-31,0.103
2005-06-30,-0.309
2005-07-31,0.103
2005-08-31,-0.722
2005-09-30,-0.416
2005-10-31,0.626
2005-11-30,-0.519
2005-12-31,-0.521
2006-01-31,-0.629
2006-02-28,-0.211
2006-03-31,0.423
2006-04-30,-0.105
2006-05-31,0.105
2006-06-30,0.316
2006-07-31,0.21
2006-08-31,0.0
2006-09-30,0.419
2006-10-31,0.104
2006-11-30,-0.313
2006-12-31,-0.522
2007-01-31,0.63
2007-02-28,0.939
2007-03-31,0.0
2007-04-30,0.0
2007-05-31,0.724
2007-06-30,0.616
2007-07-31,0.102
2007-08-31,-0.612
2007-09-30,-0.41
2007-10-31,-0.412
2007-11-30,-1.138
2007-12-31,-0.732
2008-01-31,0.632
2008-02-29,-0.628
2008-03-31,-0.316
2008-04-30,-0.106
2008-05-31,0.317
2008-06-30,-1.055
2008-07-31,-0.64
2008-08-31,1.931
2008-09-30,0.526
2008-10-31,0.524
2008-11-30,0.104
2008-12-31,0.832
2009-01-31,-0.206
2009-02-28,2.275
2009-03-31,-2.73
2009-04-30,-1.143
2009-05-31,-0.946
2009-06-30,-0.531
2009-07-31,-1.601
2009-08-31,-0.434
2009-09-30,-0.654
2009-10-31,0.658
2009-11-30,0.109
2009-12-31,0.544
2010-01-31,0.433
2010-02-28,0.0
2010-03-31,-0.539
2010-04-30,0.108
2010-05-31,1.515
2010-06-30,0.746
2010-07-31,-0.952
2010-08-31,-1.068
2010-09-30,-0.216
2010-10-31,-0.433
2010-11-30,0.543
2010-12-31,1.405
2011-01-31,0.32
2011-02-28,0.106
2011-03-31,0.425
2011-04-30,0.317
2011-05-31,0.527
2011-06-30,-0.105
2011-07-31,0.21
2011-08-31,-0.105
2011-09-30,0.734
