sample,h,model,n,yy_rmse,yy_bias
2011_2026,1,NAIVE,186,1.0671023817797158,-0.06477298555579675
2011_2026,1,RW_YOY,186,1.13204122964252,0.004049788758520936
2011_2026,1,TVWQRF_QRF_MEAN_FULLM,186,0.9637458698765217,-0.062095421400495246
2011_2026,1,TVWQRF_QRF_MEAN_INDEPM,186,0.9481220593096276,-0.03284538722862482
2011_2026,1,TVWQRF_QRF_MEDIAN_FULLM,186,1.024145416838092,-0.19382797509477742
2011_2026,1,TVWQRF_QRF_MEDIAN_INDEPM,186,0.9938534934907821,-0.16368957898383732
2011_2026,1,TVWQRF_TVW3_FULLM,186,0.9654051331282455,-0.044953721769194
2011_2026,1,TVWQRF_TVW3_INDEPM,186,0.9401758447138363,-0.05000942328496042
2011_2026,2,NAIVE,185,1.4662039533855074,-0.1043213189470512
2011_2026,2,RW_YOY,185,1.5535217465311921,0.002497655615449837
2011_2026,2,TVWQRF_QRF_MEAN_FULLM,185,1.303797953674249,-0.08622483350376658
2011_2026,2,TVWQRF_QRF_MEAN_INDEPM,185,1.283008220759326,-0.03724492469195166
2011_2026,2,TVWQRF_QRF_MEDIAN_FULLM,185,1.41537913637706,-0.3040129325244756
2011_2026,2,TVWQRF_QRF_MEDIAN_INDEPM,185,1.3808953037869156,-0.26124480521591087
2011_2026,2,TVWQRF_TVW3_FULLM,185,1.315140216515032,-0.07885810537335905
2011_2026,2,TVWQRF_TVW3_INDEPM,185,1.276255330742856,-0.07968958544942023
2011_2026,3,NAIVE,184,1.7949803812419065,-0.1460365587998187
2011_2026,3,RW_YOY,184,1.8895182094263858,-0.0015014560051932915
2011_2026,3,TVWQRF_QRF_MEAN_FULLM,184,1.5217190023415945,-0.13839743196065293
2011_2026,3,TVWQRF_QRF_MEAN_INDEPM,184,1.5289023446447807,-0.08247443533431632
2011_2026,3,TVWQRF_QRF_MEDIAN_FULLM,184,1.6726095434103017,-0.44457309934538775
2011_2026,3,TVWQRF_QRF_MEDIAN_INDEPM,184,1.6326936620131696,-0.39068934135566896
2011_2026,3,TVWQRF_TVW3_FULLM,184,1.5354960653244736,-0.13145968252505313
2011_2026,3,TVWQRF_TVW3_INDEPM,184,1.5086542078172127,-0.13600326624886844
2011_2026,4,NAIVE,183,2.1301626179783337,-0.18828316268632075
2011_2026,4,RW_YOY,183,2.2344264858478375,-0.0035559937072580424
2011_2026,4,TVWQRF_QRF_MEAN_FULLM,183,1.7414010447306942,-0.1941064631068897
2011_2026,4,TVWQRF_QRF_MEAN_INDEPM,183,1.7640837942414438,-0.12915241670458663
2011_2026,4,TVWQRF_QRF_MEDIAN_FULLM,183,1.9131253167647373,-0.5889304026085714
2011_2026,4,TVWQRF_QRF_MEDIAN_INDEPM,183,1.8787693201269104,-0.522624714287668
2011_2026,4,TVWQRF_TVW3_FULLM,183,1.7438653777942796,-0.19191837705730946
2011_2026,4,TVWQRF_TVW3_INDEPM,183,1.7416181882627593,-0.1867800685773253
2011_2026,5,NAIVE,182,2.4680978707346632,-0.22807082476158652
2011_2026,5,RW_YOY,182,2.5710130135491176,-0.0004417663203185779
2011_2026,5,TVWQRF_QRF_MEAN_FULLM,182,1.9358649776469585,-0.255635049063556
2011_2026,5,TVWQRF_QRF_MEAN_INDEPM,182,1.9856817503611337,-0.18849843884802533
2011_2026,5,TVWQRF_QRF_MEDIAN_FULLM,182,2.10374957472229,-0.7583772811773081
2011_2026,5,TVWQRF_QRF_MEDIAN_INDEPM,182,2.07901638591445,-0.6854166021700925
2011_2026,5,TVWQRF_TVW3_FULLM,182,1.919915571245576,-0.2477558842166301
2011_2026,5,TVWQRF_TVW3_INDEPM,182,1.9410314838387404,-0.24719499933147354
2011_2026,6,NAIVE,181,2.8038096545782714,-0.2721323940340819
2011_2026,6,RW_YOY,181,2.9015211443493842,0.000664399122040729
2011_2026,6,TVWQRF_QRF_MEAN_FULLM,181,2.179703727854843,-0.32959972245632824
2011_2026,6,TVWQRF_QRF_MEAN_INDEPM,181,2.219526554704384,-0.2673143502485075
2011_2026,6,TVWQRF_QRF_MEDIAN_FULLM,181,2.358509252444987,-0.9286210431679349
2011_2026,6,TVWQRF_QRF_MEDIAN_INDEPM,181,2.346695098227907,-0.8491929662257984
2011_2026,6,TVWQRF_TVW3_FULLM,181,2.1562208909251472,-0.3156462807728958
2011_2026,6,TVWQRF_TVW3_INDEPM,181,2.167663312818448,-0.31069838060383503
2011_2026,7,NAIVE,180,3.126150225572035,-0.32829805359190795
2011_2026,7,RW_YOY,180,3.2214870625673875,-0.001520983168229336
2011_2026,7,TVWQRF_QRF_MEAN_FULLM,180,2.423074177057596,-0.39533645614189145
2011_2026,7,TVWQRF_QRF_MEAN_INDEPM,180,2.4930111347664208,-0.3255093256217819
2011_2026,7,TVWQRF_QRF_MEDIAN_FULLM,180,2.6357222355628664,-1.0986375121457825
2011_2026,7,TVWQRF_QRF_MEDIAN_INDEPM,180,2.6457508000681615,-1.012023532314114
2011_2026,7,TVWQRF_TVW3_FULLM,180,2.391944280213913,-0.38843431221550745
2011_2026,7,TVWQRF_TVW3_INDEPM,180,2.42262664907508,-0.3699591280024358
2011_2026,8,NAIVE,179,3.447617628824516,-0.38641901433740933
2011_2026,8,RW_YOY,179,3.5376811246867255,-0.0030697216107580384
2011_2026,8,TVWQRF_QRF_MEAN_FULLM,179,2.725588187958015,-0.4397922349641161
2011_2026,8,TVWQRF_QRF_MEAN_INDEPM,179,2.811821383184012,-0.36226261391344633
2011_2026,8,TVWQRF_QRF_MEDIAN_FULLM,179,2.947943691194392,-1.242739059864734
2011_2026,8,TVWQRF_QRF_MEDIAN_INDEPM,179,2.963925059668513,-1.1480384579314706
2011_2026,8,TVWQRF_TVW3_FULLM,179,2.6832760765965293,-0.4523499719960799
2011_2026,8,TVWQRF_TVW3_INDEPM,179,2.7392970864288473,-0.42471980247213204
2011_2026,9,NAIVE,178,3.7531316551310665,-0.44768881330798943
2011_2026,9,RW_YOY,178,3.849308161251933,-0.006834824089564168
2011_2026,9,TVWQRF_QRF_MEAN_FULLM,178,3.009288610223879,-0.46167731416422714
2011_2026,9,TVWQRF_QRF_MEAN_INDEPM,178,3.12729899047234,-0.3714860280327479
2011_2026,9,TVWQRF_QRF_MEDIAN_FULLM,178,3.2646251799440047,-1.3925118822954106
2011_2026,9,TVWQRF_QRF_MEDIAN_INDEPM,178,3.2916594928623297,-1.2809888126539466
2011_2026,9,TVWQRF_TVW3_FULLM,178,2.970643649319794,-0.5111427246753271
2011_2026,9,TVWQRF_TVW3_INDEPM,178,3.0558013373475337,-0.46710696667381746
2011_2026,10,NAIVE,177,4.065570124453727,-0.5039398152490376
2011_2026,10,RW_YOY,177,4.147586403653893,-0.007114875720922281
2011_2026,10,TVWQRF_QRF_MEAN_FULLM,177,3.3369179994816798,-0.4936176230080578
2011_2026,10,TVWQRF_QRF_MEAN_INDEPM,177,3.4702082944943617,-0.3904602787359459
2011_2026,10,TVWQRF_QRF_MEDIAN_FULLM,177,3.594385326530833,-1.5370162524937667
2011_2026,10,TVWQRF_QRF_MEDIAN_INDEPM,177,3.62997309022132,-1.4073651306389763
2011_2026,10,TVWQRF_TVW3_FULLM,177,3.2909737457911263,-0.570371667680491
2011_2026,10,TVWQRF_TVW3_INDEPM,177,3.404193566601706,-0.5157938243500797
2011_2026,11,NAIVE,176,4.3653745395573464,-0.5609764936772237
2011_2026,11,RW_YOY,176,4.4306765843432725,-0.007270755927518761
2011_2026,11,TVWQRF_QRF_MEAN_FULLM,176,3.6117100944385223,-0.5596170063846838
2011_2026,11,TVWQRF_QRF_MEAN_INDEPM,176,3.730678631131036,-0.4475701830659998
2011_2026,11,TVWQRF_QRF_MEDIAN_FULLM,176,3.879790278897361,-1.657656119891191
2011_2026,11,TVWQRF_QRF_MEDIAN_INDEPM,176,3.8956900069859257,-1.5169166880553029
2011_2026,11,TVWQRF_TVW3_FULLM,176,3.5721691033030574,-0.6336185279805333
2011_2026,11,TVWQRF_TVW3_INDEPM,176,3.6786244438379834,-0.5747409513495955
2011_2026,12,NAIVE,175,4.421885460013842,-0.5895224877107458
2011_2026,12,RW_YOY,175,4.663977824367721,-0.009280458787573156
2011_2026,12,TVWQRF_QRF_MEAN_FULLM,175,3.7844677164453095,-0.6001461012983103
2011_2026,12,TVWQRF_QRF_MEAN_INDEPM,175,3.895608856405635,-0.486372728451402
2011_2026,12,TVWQRF_QRF_MEDIAN_FULLM,175,4.016956570370301,-1.7096315368804675
2011_2026,12,TVWQRF_QRF_MEDIAN_INDEPM,175,4.023754546498187,-1.5643613701626613
2011_2026,12,TVWQRF_TVW3_FULLM,175,3.7555395228432604,-0.6958769307702601
2011_2026,12,TVWQRF_TVW3_INDEPM,175,3.8545466600064753,-0.6215906855362275
targets_2011_2019,1,NAIVE,107,0.41141081328824913,0.005054053943781751
targets_2011_2019,1,RW_YOY,107,0.45113756908785013,-0.02146141823412777
targets_2011_2019,1,TVWQRF_QRF_MEAN_FULLM,107,0.39523022404636204,0.023492354848244083
targets_2011_2019,1,TVWQRF_QRF_MEAN_INDEPM,107,0.3976462231470983,0.04373351079482327
targets_2011_2019,1,TVWQRF_QRF_MEDIAN_FULLM,107,0.41681763292360063,-0.07883146810103335
targets_2011_2019,1,TVWQRF_QRF_MEDIAN_INDEPM,107,0.4123349555022535,-0.05303212919396738
