model,frame,removed,rmse_model,rmse_consensus,model_minus_consensus
HARD_BASE,all,2019-02,0.4201076430485507,0.3835083463047358,0.0365992967438149
HARD_BASE,all,2019-03,0.42015789426432565,0.3835083463047358,0.03664954795958986
HARD_BASE,all,2019-04,0.4191897467031229,0.3830686270548761,0.036121119648246824
HARD_BASE,all,2019-05,0.4172723391590089,0.38233463782516325,0.03493770133384566
HARD_BASE,all,2019-06,0.4202160269493427,0.3835083463047358,0.03670768064460689
HARD_BASE,all,2019-07,0.42027644130147823,0.3830686270548761,0.03720781424660213
HARD_BASE,all,2019-08,0.4202826410962219,0.3835083463047358,0.036774294791486084
HARD_BASE,all,2019-09,0.41917929420908434,0.3830686270548761,0.03611066715420824
HARD_BASE,all,2019-10,0.4193131567915025,0.3835083463047358,0.0358048104867667
HARD_BASE,all,2019-11,0.42003200305762134,0.3835083463047358,0.03652365675288555
HARD_BASE,all,2019-12,0.4198359660795064,0.3835083463047358,0.036327619774770614
HARD_BASE,all,2020-01,0.41530723809695863,0.3799763446214909,0.03533089347546775
HARD_BASE,all,2020-02,0.42029299564809197,0.3836548073932542,0.03663818825483778
HARD_BASE,all,2020-03,0.41994183692303233,0.3830686270548761,0.03687320986815623
HARD_BASE,all,2020-04,0.4201081875520862,0.3836548073932542,0.03645338015883198
HARD_BASE,all,2020-05,0.41961905071812056,0.38233463782516325,0.03728441289295731
HARD_BASE,all,2020-06,0.41941529755146656,0.38130467926182887,0.03811061828963769
HARD_BASE,all,2020-07,0.42019196099006895,0.3830686270548761,0.03712333393519285
HARD_BASE,all,2020-08,0.4202783560157039,0.3836548073932542,0.03662354862244971
HARD_BASE,all,2020-09,0.419641481397243,0.38233463782516325,0.03730684357207975
HARD_BASE,all,2020-10,0.42028941417100296,0.3836548073932542,0.03663460677774877
HARD_BASE,all,2020-11,0.420055829932072,0.3835083463047358,0.03654748362733623
HARD_BASE,all,2020-12,0.4184151519306548,0.38233463782516325,0.03608051410549157
HARD_BASE,all,2021-01,0.4173118485744854,0.38130467926182887,0.03600716931265652
HARD_BASE,all,2021-02,0.4195928626020094,0.3835083463047358,0.036084516297273606
HARD_BASE,all,2021-03,0.4202621171981285,0.3835083463047358,0.03675377089339271
HARD_BASE,all,2021-04,0.4194966426390017,0.38233463782516325,0.03716200481383847
HARD_BASE,all,2021-05,0.41847879218982886,0.3830686270548761,0.035410165134952765
HARD_BASE,all,2021-06,0.4199050403522195,0.3835083463047358,0.03639669404748369
HARD_BASE,all,2021-07,0.41860081724883313,0.3799763446214909,0.038624472627342255
HARD_BASE,all,2021-08,0.4172598895838131,0.3799763446214909,0.037283544962322224
HARD_BASE,all,2021-09,0.4188874855545211,0.38130467926182887,0.03758280629269223
HARD_BASE,all,2021-10,0.4192713829259161,0.38233463782516325,0.036936745100752844
HARD_BASE,all,2021-11,0.41717151659344537,0.3835083463047358,0.033663170288709576
HARD_BASE,all,2021-12,0.41844977307108894,0.3835083463047358,0.034941426766353145
HARD_BASE,all,2022-01,0.4202866418413226,0.3783464912163587,0.04194015062496387
HARD_BASE,all,2022-02,0.41777268844562804,0.37641120235511966,0.04136148609050838
HARD_BASE,all,2022-03,0.4131890615642526,0.38233463782516325,0.030854423739089365
HARD_BASE,all,2022-04,0.4050502995781559,0.3716044774225,0.03344582215565589
HARD_BASE,all,2022-05,0.42028303729749295,0.38130467926182887,0.038978358035664074
HARD_BASE,all,2022-06,0.4197213293871037,0.3835083463047358,0.03621298308236792
HARD_BASE,all,2022-07,0.4201543749560956,0.38233463782516325,0.03781973713093234
HARD_BASE,all,2022-08,0.4195800694763605,0.38130467926182887,0.038275390214531635
HARD_BASE,all,2022-09,0.4148180674485475,0.3783464912163587,0.036471576232188774
HARD_BASE,all,2022-10,0.31978671309861173,0.29623100612320113,0.023555706975410595
HARD_BASE,all,2022-11,0.4176796041592493,0.3799763446214909,0.03770325953775844
HARD_BASE,all,2022-12,0.42026290267664745,0.38130467926182887,0.03895822341481858
HARD_BASE,all,2023-01,0.40296262658064075,0.3830686270548761,0.01989399952576465
HARD_BASE,all,2023-02,0.42022996695831494,0.3835083463047358,0.036721620653579146
HARD_BASE,all,2023-03,0.4197967249491257,0.3836548073932542,0.03614191755587148
HARD_BASE,all,2023-04,0.412415150925156,0.37834649121635877,0.034068659708797244
HARD_BASE,all,2023-05,0.420225610589409,0.3830686270548761,0.037156983534532895
HARD_BASE,all,2023-06,0.4193536090330633,0.3836548073932542,0.0356988016398091
HARD_BASE,all,2023-07,0.4201198135615144,0.3835083463047358,0.03661146725677861
HARD_BASE,all,2023-08,0.41928378705852537,0.3835083463047358,0.03577544075378958
HARD_BASE,all,2023-09,0.4175641238998339,0.3799763446214909,0.037587779278343
HARD_BASE,all,2023-10,0.4198071689241805,0.3835083463047358,0.036298822619444726
HARD_BASE,all,2023-11,0.42027000101879836,0.3830686270548761,0.03720137396392226
HARD_BASE,all,2023-12,0.4193395441318545,0.38130467926182887,0.03803486487002561
HARD_BASE,all,2024-01,0.4159569421491431,0.3799763446214909,0.0359805975276522
HARD_BASE,all,2024-02,0.42028149278935273,0.3835083463047358,0.036773146484616936
HARD_BASE,all,2024-03,0.4202111139340466,0.3836548073932542,0.036556306540792394
HARD_BASE,all,2024-04,0.41993122700724805,0.3799763446214909,0.03995488238575717
HARD_BASE,all,2024-05,0.41971443640140027,0.3835083463047358,0.03620609009666448
HARD_BASE,all,2024-06,0.418656464797441,0.3799763446214909,0.03868012017595013
HARD_BASE,all,2024-07,0.4170711064485645,0.3830686270548761,0.03400247939368839
HARD_BASE,all,2024-08,0.41960256515271627,0.38233463782516325,0.03726792732755302
HARD_BASE,all,2024-09,0.4202362496091427,0.3835083463047358,0.036727903304406895
HARD_BASE,all,2024-10,0.4202113663847274,0.3836548073932542,0.0365565589914732
HARD_BASE,all,2024-11,0.42028015264121343,0.3835083463047358,0.03677180633647764
HARD_BASE,all,2024-12,0.4190539602586393,0.38130467926182887,0.03774928099681041
HARD_BASE,all,2025-01,0.41987930935344164,0.3830686270548761,0.036810682298565545
HARD_BASE,all,2025-02,0.4200762420084732,0.3836548073932542,0.03642143461521902
HARD_BASE,all,2025-03,0.4202197511647037,0.3835083463047358,0.03671140485996793
HARD_BASE,all,2025-04,0.4191768916386103,0.3830686270548761,0.03610826458373423
HARD_BASE,all,2025-05,0.41953264940187807,0.38233463782516325,0.03719801157671482
HARD_BASE,all,2025-06,0.42019424800037714,0.3835083463047358,0.03668590169564134
HARD_BASE,all,2025-07,0.4202890302486623,0.3836548073932542,0.03663422285540813
HARD_BASE,all,2025-08,0.42028628724075384,0.3836548073932542,0.03663147984749965
HARD_BASE,all,2025-09,0.4200995162448465,0.38233463782516325,0.037764878419683234
